,JuliaLang/julia,python/cpython,rust-lang/rust
2011-02-20,2,10,0
2011-02-21,0,32,1
2011-02-22,0,29,4
2011-02-23,4,16,12
2011-02-24,0,16,8
2011-02-25,2,60,12
2011-02-26,2,40,6
2011-02-27,1,6,0
2011-02-28,1,10,2
2011-03-01,3,11,9
2011-03-02,5,10,27
2011-03-03,3,18,16
2011-03-04,3,9,12
2011-03-05,3,26,3
2011-03-06,1,42,6
2011-03-07,3,15,18
2011-03-08,2,17,17
2011-03-09,0,8,23
2011-03-10,1,21,18
2011-03-11,0,23,17
2011-03-12,4,23,4
2011-03-13,4,21,2
2011-03-14,4,69,27
2011-03-15,1,97,12
2011-03-16,1,52,15
2011-03-17,0,38,9
2011-03-18,0,4,24
2011-03-19,2,28,15
2011-03-20,0,55,13
2011-03-21,2,40,32
2011-03-22,2,32,29
2011-03-23,4,36,24
2011-03-24,4,27,17
2011-03-25,3,31,30
2011-03-26,0,53,6
2011-03-27,0,22,11
2011-03-28,1,15,8
2011-03-29,1,20,17
2011-03-30,1,14,12
2011-03-31,1,23,23
2011-04-01,0,11,26
2011-04-02,0,0,6
2011-04-03,0,21,10
2011-04-04,1,22,1
2011-04-05,4,13,8
2011-04-06,4,18,6
2011-04-07,2,14,22
2011-04-08,0,16,23
2011-04-09,5,19,3
2011-04-10,21,11,1
2011-04-11,20,23,7
2011-04-12,2,30,18
2011-04-13,0,45,15
2011-04-14,1,15,13
2011-04-15,4,37,4
2011-04-16,6,27,7
2011-04-17,9,6,8
2011-04-18,6,24,14
2011-04-19,0,24,22
2011-04-20,0,53,15
2011-04-21,5,23,9
2011-04-22,6,3,17
2011-04-23,10,6,4
2011-04-24,19,20,2
2011-04-25,6,18,8
2011-04-26,10,28,11
2011-04-27,3,32,13
2011-04-28,0,30,25
2011-04-29,0,19,23
2011-04-30,3,32,2
2011-05-01,3,29,11
2011-05-02,4,30,5
2011-05-03,5,21,27
2011-05-04,11,24,17
2011-05-05,10,29,43
2011-05-06,7,16,19
2011-05-07,5,54,3
2011-05-08,0,17,1
2011-05-09,8,54,14
2011-05-10,1,29,10
2011-05-11,0,16,36
2011-05-12,11,14,18
2011-05-13,3,16,25
2011-05-14,15,52,27
2011-05-15,1,23,3
2011-05-16,2,15,21
2011-05-17,5,17,21
2011-05-18,1,11,30
2011-05-19,8,25,32
2011-05-20,0,20,29
2011-05-21,3,23,27
2011-05-22,0,17,31
2011-05-23,1,45,8
2011-05-24,2,39,19
2011-05-25,1,38,17
2011-05-26,5,24,6
2011-05-27,1,17,39
2011-05-28,7,30,6
2011-05-29,4,36,0
2011-05-30,4,28,1
2011-05-31,2,28,26
2011-06-01,2,32,30
2011-06-02,2,7,20
2011-06-03,10,26,15
2011-06-04,5,19,19
2011-06-05,3,18,3
2011-06-06,10,27,4
2011-06-07,5,13,5
2011-06-08,6,12,19
2011-06-09,20,26,29
2011-06-10,10,29,26
2011-06-11,17,26,10
2011-06-12,9,4,6
2011-06-13,13,6,4
2011-06-14,23,4,33
2011-06-15,14,3,46
2011-06-16,21,12,48
2011-06-17,0,21,39
2011-06-18,6,12,14
2011-06-19,17,18,24
2011-06-20,10,29,25
2011-06-21,8,11,13
2011-06-22,16,6,10
2011-06-23,27,6,15
2011-06-24,16,7,18
2011-06-25,12,42,8
2011-06-26,2,15,3
2011-06-27,10,28,38
2011-06-28,6,12,50
2011-06-29,15,46,38
2011-06-30,8,17,38
2011-07-01,22,20,33
2011-07-02,7,15,6
2011-07-03,9,33,8
2011-07-04,11,47,9
2011-07-05,5,23,26
2011-07-06,2,6,68
2011-07-07,8,3,32
2011-07-08,29,21,58
2011-07-09,27,20,15
2011-07-10,34,4,13
2011-07-11,25,0,35
2011-07-12,31,3,50
2011-07-13,17,20,32
2011-07-14,6,20,25
2011-07-15,8,35,28
2011-07-16,11,6,10
2011-07-17,2,19,8
2011-07-18,40,14,15
2011-07-19,53,21,22
2011-07-20,11,6,22
2011-07-21,5,9,24
2011-07-22,34,15,29
2011-07-23,12,24,11
2011-07-24,9,7,4
2011-07-25,34,6,16
2011-07-26,19,24,41
2011-07-27,2,25,40
2011-07-28,3,16,51
2011-07-29,24,48,32
2011-07-30,7,31,16
2011-07-31,16,21,4
2011-08-01,5,18,12
2011-08-02,3,34,48
2011-08-03,2,21,32
2011-08-04,8,4,29
2011-08-05,18,6,40
2011-08-06,11,15,4
2011-08-07,3,8,0
2011-08-08,12,11,14
2011-08-09,4,21,27
2011-08-10,7,8,31
2011-08-11,8,17,38
2011-08-12,13,17,76
2011-08-13,3,22,3
2011-08-14,7,4,4
2011-08-15,6,9,46
2011-08-16,18,16,49
2011-08-17,11,9,33
2011-08-18,6,30,31
2011-08-19,6,51,38
2011-08-20,29,41,20
2011-08-21,3,22,0
2011-08-22,19,16,23
2011-08-23,5,17,10
2011-08-24,11,7,21
2011-08-25,0,22,6
2011-08-26,10,13,30
2011-08-27,0,12,52
2011-08-28,2,9,4
2011-08-29,2,17,17
2011-08-30,8,16,14
2011-08-31,4,5,29
2011-09-01,3,50,51
2011-09-02,9,24,20
2011-09-03,2,8,15
2011-09-04,8,10,0
2011-09-05,3,20,0
2011-09-06,5,13,4
2011-09-07,4,4,8
2011-09-08,1,0,4
2011-09-09,0,17,9
2011-09-10,0,20,9
2011-09-11,6,5,1
2011-09-12,4,18,46
2011-09-13,2,2,17
2011-09-14,2,7,33
2011-09-15,3,8,27
2011-09-16,2,0,30
2011-09-17,2,6,3
2011-09-18,6,9,2
2011-09-19,2,14,9
2011-09-20,6,10,37
2011-09-21,9,19,30
2011-09-22,5,3,27
2011-09-23,1,6,42
2011-09-24,0,8,19
2011-09-25,1,4,6
2011-09-26,2,0,23
2011-09-27,0,1,31
2011-09-28,3,42,23
2011-09-29,0,31,7
2011-09-30,2,8,33
2011-10-01,1,27,6
2011-10-02,0,20,3
2011-10-03,0,37,4
2011-10-04,0,63,9
2011-10-05,5,31,39
2011-10-06,2,49,16
2011-10-07,0,33,14
2011-10-08,0,15,0
2011-10-09,0,19,4
2011-10-10,0,4,6
2011-10-11,0,32,16
2011-10-12,15,28,49
2011-10-13,42,11,7
2011-10-14,13,19,2
2011-10-15,14,3,3
2011-10-16,12,8,2
2011-10-17,19,16,10
2011-10-18,24,15,17
2011-10-19,18,37,0
2011-10-20,14,20,13
2011-10-21,15,11,46
2011-10-22,8,10,4
2011-10-23,7,37,5
2011-10-24,9,20,34
2011-10-25,6,20,7
2011-10-26,5,10,9
2011-10-27,6,12,19
2011-10-28,12,30,46
2011-10-29,9,6,10
2011-10-30,13,34,7
2011-10-31,14,40,18
2011-11-01,2,28,13
2011-11-02,17,20,49
2011-11-03,12,24,7
2011-11-04,10,27,2
2011-11-05,3,25,29
2011-11-06,15,26,5
2011-11-07,6,28,17
2011-11-08,9,24,11
2011-11-09,8,5,17
2011-11-10,6,15,19
2011-11-11,5,26,16
2011-11-12,12,21,6
2011-11-13,7,8,2
2011-11-14,11,17,6
2011-11-15,9,21,8
2011-11-16,15,11,59
2011-11-17,10,8,33
2011-11-18,10,17,36
2011-11-19,6,7,7
2011-11-20,1,23,1
2011-11-21,9,28,13
2011-11-22,3,35,17
2011-11-23,4,18,11
2011-11-24,2,4,4
2011-11-25,4,14,9
2011-11-26,2,17,4
2011-11-27,1,8,0
2011-11-28,11,12,6
2011-11-29,27,11,37
2011-11-30,7,4,11
2011-12-01,44,7,13
2011-12-02,25,12,25
2011-12-03,15,26,6
2011-12-04,24,9,4
2011-12-05,15,12,7
2011-12-06,11,9,12
2011-12-07,31,12,28
2011-12-08,21,11,15
2011-12-09,13,14,13
2011-12-10,15,18,1
2011-12-11,17,9,3
2011-12-12,35,10,4
2011-12-13,20,8,21
2011-12-14,19,15,33
2011-12-15,13,20,12
2011-12-16,15,13,42
2011-12-17,11,17,25
2011-12-18,10,42,16
2011-12-19,9,27,46
2011-12-20,1,14,33
2011-12-21,1,17,25
2011-12-22,1,10,21
2011-12-23,2,15,11
2011-12-24,1,17,5
2011-12-25,14,17,1
2011-12-26,18,2,1
2011-12-27,5,7,0
2011-12-28,3,4,12
2011-12-29,10,4,5
2011-12-30,7,5,9
2011-12-31,11,9,9
2012-01-01,19,20,2
2012-01-02,6,9,23
2012-01-03,27,21,11
2012-01-04,15,13,13
2012-01-05,35,10,23
2012-01-06,14,4,28
2012-01-07,9,10,29
2012-01-08,6,6,10
2012-01-09,18,14,25
2012-01-10,10,11,18
2012-01-11,8,10,22
2012-01-12,16,15,21
2012-01-13,10,17,32
2012-01-14,2,47,31
2012-01-15,2,5,15
2012-01-16,4,48,43
2012-01-17,11,10,63
2012-01-18,7,41,41
2012-01-19,10,18,76
2012-01-20,3,13,76
2012-01-21,8,25,31
2012-01-22,7,10,8
2012-01-23,3,9,20
2012-01-24,13,10,66
2012-01-25,22,29,41
2012-01-26,22,13,32
2012-01-27,6,23,36
2012-01-28,18,8,14
2012-01-29,5,11,13
2012-01-30,22,8,15
2012-01-31,6,11,31
2012-02-01,4,16,22
2012-02-02,2,18,25
2012-02-03,3,11,29
2012-02-04,3,26,43
2012-02-05,2,25,17
2012-02-06,15,12,21
2012-02-07,10,6,10
2012-02-08,1,21,31
2012-02-09,8,13,12
2012-02-10,9,12,45
2012-02-11,8,10,21
2012-02-12,3,23,28
2012-02-13,0,17,34
2012-02-14,6,18,25
2012-02-15,4,37,24
2012-02-16,3,23,6
2012-02-17,3,14,17
2012-02-18,5,12,26
2012-02-19,29,22,3
2012-02-20,39,56,8
2012-02-21,16,62,24
2012-02-22,15,29,18
2012-02-23,10,45,31
2012-02-24,9,13,21
2012-02-25,6,25,12
2012-02-26,35,37,0
2012-02-27,21,21,14
2012-02-28,15,12,17
2012-02-29,20,17,37
2012-03-01,9,9,14
2012-03-02,15,13,25
2012-03-03,18,6,17
2012-03-04,34,26,8
2012-03-05,27,41,5
2012-03-06,18,19,49
2012-03-07,23,13,20
2012-03-08,33,17,30
2012-03-09,16,11,10
2012-03-10,42,11,29
2012-03-11,26,6,24
2012-03-12,10,41,13
2012-03-13,9,46,23
2012-03-14,16,57,25
2012-03-15,29,45,60
2012-03-16,35,39,40
2012-03-17,44,52,8
2012-03-18,37,14,9
2012-03-19,40,8,20
2012-03-20,15,9,21
2012-03-21,25,20,30
2012-03-22,16,27,25
2012-03-23,7,19,34
2012-03-24,12,8,11
2012-03-25,17,22,13
2012-03-26,4,21,15
2012-03-27,10,8,25
2012-03-28,5,8,20
2012-03-29,10,13,49
2012-03-30,4,12,12
2012-03-31,8,37,3
2012-04-01,26,22,22
2012-04-02,9,20,15
2012-04-03,6,18,13
2012-04-04,1,8,24
2012-04-05,4,27,17
2012-04-06,1,15,53
2012-04-07,13,10,7
2012-04-08,39,15,17
2012-04-09,24,27,9
2012-04-10,25,33,7
2012-04-11,30,20,12
2012-04-12,37,15,12
2012-04-13,6,21,15
2012-04-14,38,16,10
2012-04-15,29,28,17
2012-04-16,26,30,9
2012-04-17,34,17,10
2012-04-18,13,29,12
2012-04-19,10,12,20
2012-04-20,27,21,44
2012-04-21,13,9,9
2012-04-22,10,24,3
2012-04-23,19,32,19
2012-04-24,15,35,9
2012-04-25,13,16,16
2012-04-26,18,9,12
2012-04-27,9,19,21
2012-04-28,26,6,7
2012-04-29,31,58,0
2012-04-30,32,21,4
2012-05-01,19,33,11
2012-05-02,22,13,10
2012-05-03,18,20,33
2012-05-04,10,26,8
2012-05-05,14,9,2
2012-05-06,21,35,1
2012-05-07,9,18,10
2012-05-08,15,11,5
2012-05-09,5,11,2
2012-05-10,19,17,6
2012-05-11,4,11,5
2012-05-12,3,15,1
2012-05-13,31,18,1
2012-05-14,14,22,7
2012-05-15,14,37,20
2012-05-16,12,37,30
2012-05-17,10,10,16
2012-05-18,10,25,20
2012-05-19,8,18,25
2012-05-20,9,30,2
2012-05-21,17,10,5
2012-05-22,30,10,42
2012-05-23,14,7,61
2012-05-24,29,7,23
2012-05-25,13,23,24
2012-05-26,16,24,12
2012-05-27,21,18,4
2012-05-28,36,23,5
2012-05-29,38,28,18
2012-05-30,28,9,22
2012-05-31,23,24,46
2012-06-01,7,17,18
2012-06-02,12,17,28
2012-06-03,5,27,19
2012-06-04,7,24,15
2012-06-05,19,7,22
2012-06-06,10,6,29
2012-06-07,14,8,59
2012-06-08,8,10,23
2012-06-09,6,4,28
2012-06-10,11,8,7
2012-06-11,0,11,7
2012-06-12,2,5,10
2012-06-13,3,6,30
2012-06-14,9,8,22
2012-06-15,2,25,46
2012-06-16,7,16,15
2012-06-17,25,28,2
2012-06-18,27,13,10
2012-06-19,43,7,17
2012-06-20,18,12,16
2012-06-21,20,26,55
2012-06-22,10,38,19
2012-06-23,8,66,5
2012-06-24,11,95,4
2012-06-25,5,27,25
2012-06-26,12,26,33
2012-06-27,22,16,14
2012-06-28,16,14,25
2012-06-29,27,23,53
2012-06-30,20,34,16
2012-07-01,33,14,3
2012-07-02,13,9,22
2012-07-03,18,20,31
2012-07-04,11,3,25
2012-07-05,13,5,24
2012-07-06,20,7,51
2012-07-07,8,26,17
2012-07-08,18,33,28
2012-07-09,17,29,37
2012-07-10,14,8,52
2012-07-11,11,11,42
2012-07-12,17,8,22
2012-07-13,17,21,44
2012-07-14,7,9,34
2012-07-15,4,23,5
2012-07-16,15,21,10
2012-07-17,5,17,14
2012-07-18,12,13,28
2012-07-19,4,12,19
2012-07-20,7,23,15
2012-07-21,19,20,3
2012-07-22,11,14,0
2012-07-23,14,21,20
2012-07-24,7,9,43
2012-07-25,6,13,49
2012-07-26,6,6,26
2012-07-27,16,8,23
2012-07-28,12,11,14
2012-07-29,12,16,1
2012-07-30,7,20,18
2012-07-31,9,15,35
2012-08-01,16,16,30
2012-08-02,15,11,20
2012-08-03,11,19,54
2012-08-04,14,17,8
2012-08-05,9,24,4
2012-08-06,12,9,21
2012-08-07,18,4,43
2012-08-08,29,6,31
2012-08-09,4,16,27
2012-08-10,16,8,22
2012-08-11,12,20,13
2012-08-12,6,27,6
2012-08-13,14,16,24
2012-08-14,8,25,48
2012-08-15,9,26,34
2012-08-16,6,8,26
2012-08-17,30,12,28
2012-08-18,16,22,10
2012-08-19,12,13,0
2012-08-20,17,29,10
2012-08-21,4,12,28
2012-08-22,7,7,27
2012-08-23,5,12,41
2012-08-24,16,38,34
2012-08-25,9,14,31
2012-08-26,2,1,14
2012-08-27,7,7,28
2012-08-28,18,19,19
2012-08-29,16,10,23
2012-08-30,10,8,20
2012-08-31,6,10,51
2012-09-01,3,15,12
2012-09-02,6,13,13
2012-09-03,13,10,14
2012-09-04,9,0,35
2012-09-05,6,7,24
2012-09-06,23,12,21
2012-09-07,9,8,27
2012-09-08,7,19,29
2012-09-09,6,21,6
2012-09-10,20,54,28
2012-09-11,7,20,14
2012-09-12,17,21,28
2012-09-13,18,4,29
2012-09-14,13,5,13
2012-09-15,8,9,19
2012-09-16,6,0,8
2012-09-17,7,6,5
2012-09-18,6,4,25
2012-09-19,11,6,29
2012-09-20,13,25,43
2012-09-21,19,20,6
2012-09-22,12,8,15
2012-09-23,3,20,11
2012-09-24,2,20,13
2012-09-25,13,39,27
2012-09-26,3,5,49
2012-09-27,10,5,44
2012-09-28,1,29,47
2012-09-29,2,59,21
2012-09-30,1,59,5
2012-10-01,17,43,23
2012-10-02,17,24,35
2012-10-03,7,19,15
2012-10-04,3,38,49
2012-10-05,14,27,32
2012-10-06,27,53,25
2012-10-07,3,36,13
2012-10-08,9,9,21
2012-10-09,16,32,11
2012-10-10,9,24,18
2012-10-11,21,20,76
2012-10-12,18,29,41
2012-10-13,5,12,24
2012-10-14,7,6,1
2012-10-15,6,1,10
2012-10-16,17,50,4
2012-10-17,10,35,25
2012-10-18,19,11,22
2012-10-19,15,25,10
2012-10-20,21,15,3
2012-10-21,10,28,19
2012-10-22,11,13,18
2012-10-23,9,24,32
2012-10-24,8,6,12
2012-10-25,11,5,25
2012-10-26,10,17,2
2012-10-27,33,41,7
2012-10-28,16,53,4
2012-10-29,11,10,6
2012-10-30,4,11,13
2012-10-31,28,79,7
2012-11-01,21,29,9
2012-11-02,4,9,11
2012-11-03,13,45,9
2012-11-04,8,29,12
2012-11-05,21,14,12
2012-11-06,23,16,1
2012-11-07,5,8,12
2012-11-08,17,27,4
2012-11-09,12,5,6
2012-11-10,2,17,0
2012-11-11,0,57,1
2012-11-12,9,14,1
2012-11-13,12,6,26
2012-11-14,14,16,14
2012-11-15,1,12,19
2012-11-16,22,4,33
2012-11-17,4,31,10
2012-11-18,13,39,23
2012-11-19,12,2,11
2012-11-20,17,13,8
2012-11-21,21,13,21
2012-11-22,24,10,0
2012-11-23,4,19,7
2012-11-24,5,6,11
2012-11-25,5,6,6
2012-11-26,21,8,7
2012-11-27,12,9,11
2012-11-28,18,24,14
2012-11-29,17,28,34
2012-11-30,8,5,18
2012-12-01,4,2,11
2012-12-02,4,32,1
2012-12-03,9,16,3
2012-12-04,19,7,8
2012-12-05,11,9,8
2012-12-06,19,6,32
2012-12-07,15,2,36
2012-12-08,30,26,17
2012-12-09,30,28,5
2012-12-10,15,19,9
2012-12-11,25,13,21
2012-12-12,17,6,12
2012-12-13,28,8,17
2012-12-14,38,12,35
2012-12-15,16,20,15
2012-12-16,14,19,13
2012-12-17,16,31,23
2012-12-18,16,19,29
2012-12-19,7,13,15
2012-12-20,15,7,12
2012-12-21,24,12,37
2012-12-22,6,9,11
2012-12-23,14,25,18
2012-12-24,10,19,8
2012-12-25,3,30,21
2012-12-26,3,21,0
2012-12-27,16,36,8
2012-12-28,12,17,15
2012-12-29,1,19,12
2012-12-30,10,10,12
2012-12-31,11,19,2
2013-01-01,9,39,5
2013-01-02,32,38,6
2013-01-03,18,16,8
2013-01-04,25,14,4
2013-01-05,32,12,7
2013-01-06,17,8,5
2013-01-07,15,7,20
2013-01-08,44,22,25
2013-01-09,37,6,25
2013-01-10,28,32,22
2013-01-11,42,60,27
2013-01-12,39,36,16
2013-01-13,26,27,24
2013-01-14,52,10,21
2013-01-15,26,31,19
2013-01-16,13,16,11
2013-01-17,18,15,3
2013-01-18,21,13,35
2013-01-19,15,24,1
2013-01-20,3,16,24
2013-01-21,13,23,11
2013-01-22,32,23,23
2013-01-23,20,10,51
2013-01-24,34,16,45
2013-01-25,29,50,36
2013-01-26,33,24,23
2013-01-27,5,21,1
2013-01-28,6,10,25
2013-01-29,8,41,44
2013-01-30,2,3,41
2013-01-31,0,17,40
2013-02-01,2,33,45
2013-02-02,12,67,17
2013-02-03,17,20,28
2013-02-04,13,30,22
2013-02-05,22,15,21
2013-02-06,26,7,23
2013-02-07,23,26,23
2013-02-08,24,12,39
2013-02-09,24,43,22
2013-02-10,39,35,22
2013-02-11,37,18,13
2013-02-12,35,21,15
2013-02-13,22,17,40
2013-02-14,16,1,25
2013-02-15,15,12,44
2013-02-16,12,14,41
2013-02-17,16,10,22
2013-02-18,13,16,17
2013-02-19,39,10,51
2013-02-20,43,21,7
2013-02-21,8,18,30
2013-02-22,14,13,21
2013-02-23,14,52,9
2013-02-24,8,4,4
2013-02-25,16,13,14
2013-02-26,12,19,56
2013-02-27,18,13,34
2013-02-28,12,9,27
2013-03-01,21,19,21
2013-03-02,22,8,33
2013-03-03,17,7,30
2013-03-04,35,18,21
2013-03-05,27,20,26
2013-03-06,37,16,34
2013-03-07,55,21,50
2013-03-08,25,13,34
2013-03-09,18,25,9
2013-03-10,20,14,16
2013-03-11,20,32,42
2013-03-12,18,13,40
2013-03-13,18,17,15
2013-03-14,17,11,29
2013-03-15,19,9,20
2013-03-16,39,37,22
2013-03-17,16,10,4
2013-03-18,22,20,17
2013-03-19,33,71,37
2013-03-20,21,37,32
2013-03-21,15,26,33
2013-03-22,13,14,51
2013-03-23,18,57,17
2013-03-24,12,16,7
2013-03-25,25,7,19
2013-03-26,18,20,58
2013-03-27,19,5,63
2013-03-28,13,17,31
2013-03-29,11,14,49
2013-03-30,13,25,17
2013-03-31,10,14,13
2013-04-01,18,13,17
2013-04-02,24,7,10
2013-04-03,34,23,27
2013-04-04,30,7,21
2013-04-05,21,9,19
2013-04-06,8,22,16
2013-04-07,13,19,10
2013-04-08,14,10,23
2013-04-09,12,23,15
2013-04-10,16,9,47
2013-04-11,23,17,24
2013-04-12,12,21,25
2013-04-13,9,26,23
2013-04-14,7,59,16
2013-04-15,8,9,24
2013-04-16,5,9,23
2013-04-17,20,23,7
2013-04-18,13,6,56
2013-04-19,10,13,50
2013-04-20,7,15,45
2013-04-21,7,12,16
2013-04-22,12,8,29
2013-04-23,5,12,39
2013-04-24,17,5,32
2013-04-25,10,2,26
2013-04-26,11,3,19
2013-04-27,20,0,13
2013-04-28,30,17,40
2013-04-29,11,5,44
2013-04-30,13,20,54
2013-05-01,29,9,40
2013-05-02,17,1,55
2013-05-03,50,7,46
2013-05-04,14,20,20
2013-05-05,2,8,16
2013-05-06,10,23,26
2013-05-07,20,15,56
2013-05-08,17,7,30
2013-05-09,20,6,65
2013-05-10,7,7,35
2013-05-11,20,13,26
2013-05-12,6,25,21
2013-05-13,14,11,34
2013-05-14,11,5,68
2013-05-15,31,12,70
2013-05-16,15,16,28
2013-05-17,26,19,38
2013-05-18,8,14,38
2013-05-19,8,13,20
2013-05-20,18,24,64
2013-05-21,22,8,36
2013-05-22,20,9,22
2013-05-23,11,6,29
2013-05-24,6,7,37
2013-05-25,2,19,16
2013-05-26,2,1,21
2013-05-27,16,4,25
2013-05-28,19,27,36
2013-05-29,8,16,36
2013-05-30,12,2,47
2013-05-31,13,12,30
2013-06-01,6,7,36
2013-06-02,15,4,21
2013-06-03,11,2,14
2013-06-04,27,17,15
2013-06-05,19,8,37
2013-06-06,19,0,38
2013-06-07,13,8,30
2013-06-08,10,7,41
2013-06-09,1,10,13
2013-06-10,14,9,40
2013-06-11,14,8,28
2013-06-12,30,9,43
2013-06-13,27,9,35
2013-06-14,35,16,30
2013-06-15,35,28,43
2013-06-16,2,18,47
2013-06-17,19,22,43
2013-06-18,34,5,12
2013-06-19,18,14,19
2013-06-20,27,6,33
2013-06-21,13,18,23
