,swiftlang/swift,golang/go,rust-lang/rust
2019-06-28,76,3,22
2019-06-29,30,1,52
2019-06-30,20,1,61
2019-07-01,64,2,43
2019-07-02,48,3,110
2019-07-03,41,6,91
2019-07-04,24,0,70
2019-07-05,19,5,61
2019-07-06,21,1,111
2019-07-07,13,0,86
2019-07-08,38,5,47
2019-07-09,70,2,77
2019-07-10,45,6,97
2019-07-11,41,2,56
2019-07-12,59,3,50
2019-07-13,53,0,49
2019-07-14,7,1,45
2019-07-15,17,6,81
2019-07-16,98,4,44
2019-07-17,54,4,48
2019-07-18,47,7,60
2019-07-19,53,3,57
2019-07-20,10,0,61
2019-07-21,4,0,38
2019-07-22,36,2,69
2019-07-23,53,4,62
2019-07-24,47,0,75
2019-07-25,60,0,64
2019-07-26,36,0,81
2019-07-27,15,2,69
2019-07-28,7,1,129
2019-07-29,27,3,71
2019-07-30,42,6,82
2019-07-31,46,5,61
2019-08-01,31,5,82
2019-08-02,59,8,103
2019-08-03,10,1,60
2019-08-04,2,0,69
2019-08-05,35,6,95
2019-08-06,58,5,88
2019-08-07,70,1,42
2019-08-08,42,5,84
2019-08-09,59,4,93
2019-08-10,29,1,91
2019-08-11,11,2,74
2019-08-12,66,2,101
2019-08-13,90,1,67
2019-08-14,48,2,81
2019-08-15,56,3,91
2019-08-16,39,3,70
2019-08-17,30,0,73
2019-08-18,2,1,46
2019-08-19,74,1,108
2019-08-20,84,2,72
2019-08-21,65,4,85
2019-08-22,66,3,81
2019-08-23,71,4,42
2019-08-24,31,1,80
2019-08-25,24,3,62
2019-08-26,103,13,68
2019-08-27,109,32,55
2019-08-28,100,46,59
2019-08-29,91,24,71
2019-08-30,86,13,63
2019-08-31,30,9,47
2019-09-01,21,10,34
2019-09-02,11,10,36
2019-09-03,61,16,65
2019-09-04,61,11,62
2019-09-05,51,2,123
2019-09-06,77,18,66
2019-09-07,50,7,79
2019-09-08,7,2,45
2019-09-09,24,10,82
2019-09-10,53,14,64
2019-09-11,43,22,45
2019-09-12,49,19,42
2019-09-13,77,4,47
2019-09-14,82,1,68
2019-09-15,7,2,56
2019-09-16,28,16,95
2019-09-17,60,12,87
2019-09-18,70,24,56
2019-09-19,44,12,72
2019-09-20,62,6,46
2019-09-21,56,5,49
2019-09-22,0,1,56
2019-09-23,89,12,74
2019-09-24,94,15,70
2019-09-25,68,23,119
2019-09-26,70,30,84
2019-09-27,42,11,57
2019-09-28,21,4,128
2019-09-29,10,3,63
2019-09-30,29,10,100
2019-10-01,42,14,82
2019-10-02,73,11,132
2019-10-03,58,20,82
2019-10-04,30,26,78
2019-10-05,8,7,34
2019-10-06,4,2,55
2019-10-07,9,13,84
2019-10-08,72,17,83
2019-10-09,44,24,50
2019-10-10,78,12,59
2019-10-11,65,22,101
2019-10-12,35,5,39
2019-10-13,15,2,78
2019-10-14,88,21,66
2019-10-15,68,20,113
2019-10-16,65,14,66
2019-10-17,61,29,91
2019-10-18,36,11,112
2019-10-19,23,3,60
2019-10-20,9,7,55
2019-10-21,45,33,65
2019-10-22,51,37,98
2019-10-23,26,14,88
2019-10-24,33,18,103
2019-10-25,34,26,138
2019-10-26,14,16,65
2019-10-27,8,3,63
2019-10-28,27,22,80
2019-10-29,68,24,87
2019-10-30,84,12,57
2019-10-31,60,18,64
2019-11-01,45,24,69
2019-11-02,32,21,37
2019-11-03,25,6,65
2019-11-04,53,21,83
2019-11-05,90,36,100
2019-11-06,99,19,102
2019-11-07,49,43,111
2019-11-08,57,45,76
2019-11-09,38,6,51
2019-11-10,24,8,51
2019-11-11,74,27,85
2019-11-12,76,30,93
2019-11-13,73,13,89
2019-11-14,67,6,86
2019-11-15,62,18,150
2019-11-16,58,3,59
2019-11-17,32,0,74
2019-11-18,49,14,84
2019-11-19,77,22,73
2019-11-20,54,12,59
2019-11-21,94,7,76
2019-11-22,54,15,101
2019-11-23,9,4,84
2019-11-24,10,1,95
2019-11-25,1,9,84
2019-11-26,7,4,99
2019-11-27,6,10,114
2019-11-28,2,1,74
2019-11-29,1,0,70
2019-11-30,4,0,72
2019-12-01,6,0,51
2019-12-02,55,5,153
2019-12-03,58,4,112
2019-12-04,70,8,87
2019-12-05,45,13,53
2019-12-06,47,17,117
2019-12-07,30,2,47
2019-12-08,12,0,67
2019-12-09,31,10,56
2019-12-10,30,6,44
2019-12-11,84,8,51
2019-12-12,77,4,85
2019-12-13,77,4,74
2019-12-14,26,0,29
2019-12-15,15,1,47
2019-12-16,33,4,59
2019-12-17,51,5,24
2019-12-18,47,7,70
2019-12-19,84,5,67
2019-12-20,67,10,148
2019-12-21,10,0,111
2019-12-22,5,0,92
2019-12-23,6,2,133
2019-12-24,2,5,47
2019-12-25,2,0,71
2019-12-26,2,2,84
2019-12-27,8,8,65
2019-12-28,6,0,35
2019-12-29,0,0,36
2019-12-30,2,3,119
2019-12-31,1,1,131
2020-01-01,4,0,30
2020-01-02,66,5,35
2020-01-03,40,11,65
2020-01-04,26,4,82
2020-01-05,13,0,50
2020-01-06,38,22,51
2020-01-07,35,13,126
2020-01-08,36,4,107
2020-01-09,64,16,105
2020-01-10,86,14,118
2020-01-11,31,0,130
2020-01-12,19,0,67
2020-01-13,52,6,71
2020-01-14,101,4,71
2020-01-15,46,6,111
2020-01-16,68,3,86
2020-01-17,75,2,49
2020-01-18,35,3,55
2020-01-19,35,4,52
2020-01-20,22,1,71
2020-01-21,63,3,48
2020-01-22,100,7,35
2020-01-23,88,11,52
2020-01-24,99,6,45
2020-01-25,27,7,43
2020-01-26,26,1,36
2020-01-27,70,5,54
2020-01-28,69,8,63
2020-01-29,84,9,77
2020-01-30,40,6,58
2020-01-31,54,25,44
2020-02-01,34,1,68
2020-02-02,33,1,99
2020-02-03,71,0,89
2020-02-04,75,11,62
2020-02-05,59,20,83
2020-02-06,57,4,120
2020-02-07,62,14,92
2020-02-08,48,3,78
2020-02-09,23,0,103
2020-02-10,18,3,80
2020-02-11,58,2,108
2020-02-12,70,5,145
2020-02-13,75,6,114
2020-02-14,74,1,106
2020-02-15,18,1,79
2020-02-16,50,0,86
2020-02-17,35,1,111
2020-02-18,91,6,81
2020-02-19,70,47,103
2020-02-20,74,19,49
2020-02-21,74,32,97
2020-02-22,25,10,87
2020-02-23,15,5,69
2020-02-24,72,30,95
2020-02-25,64,34,37
2020-02-26,73,27,77
2020-02-27,57,26,78
2020-02-28,60,21,95
2020-02-29,15,5,89
2020-03-01,8,11,67
2020-03-02,50,20,83
2020-03-03,78,19,92
2020-03-04,57,12,123
2020-03-05,99,12,68
2020-03-06,61,9,72
2020-03-07,16,2,89
2020-03-08,9,1,84
2020-03-09,36,9,82
2020-03-10,58,20,119
2020-03-11,71,22,97
2020-03-12,57,15,77
2020-03-13,53,20,75
2020-03-14,29,2,123
2020-03-15,9,11,60
2020-03-16,32,8,125
2020-03-17,55,9,95
2020-03-18,69,14,88
2020-03-19,76,10,116
2020-03-20,73,16,66
2020-03-21,29,5,137
2020-03-22,14,6,84
2020-03-23,49,23,145
2020-03-24,72,20,134
2020-03-25,52,22,95
2020-03-26,43,11,136
2020-03-27,74,19,93
2020-03-28,28,6,75
2020-03-29,18,4,80
2020-03-30,27,17,115
2020-03-31,47,20,142
2020-04-01,52,17,98
2020-04-02,26,14,124
2020-04-03,70,13,77
2020-04-04,22,2,64
2020-04-05,8,4,126
2020-04-06,80,12,86
2020-04-07,61,9,86
2020-04-08,101,30,91
2020-04-09,83,20,101
2020-04-10,94,18,105
2020-04-11,38,7,97
2020-04-12,13,7,59
2020-04-13,39,28,84
2020-04-14,83,23,99
2020-04-15,68,11,93
2020-04-16,72,17,91
2020-04-17,74,13,94
2020-04-18,28,5,111
2020-04-19,18,6,73
2020-04-20,83,33,101
2020-04-21,59,31,44
2020-04-22,59,26,112
2020-04-23,72,26,129
2020-04-24,96,43,75
2020-04-25,36,11,100
2020-04-26,19,2,87
2020-04-27,30,48,162
2020-04-28,46,30,76
2020-04-29,79,35,81
2020-04-30,89,35,75
2020-05-01,55,30,122
2020-05-02,54,3,109
2020-05-03,18,1,89
2020-05-04,64,15,99
2020-05-05,69,15,100
2020-05-06,101,13,95
2020-05-07,80,26,82
2020-05-08,43,28,91
2020-05-09,25,3,79
2020-05-10,15,2,102
2020-05-11,48,7,66
2020-05-12,70,6,49
2020-05-13,74,9,47
2020-05-14,60,14,82
2020-05-15,57,1,24
2020-05-16,15,0,80
2020-05-17,8,0,80
2020-05-18,54,10,70
2020-05-19,65,10,77
2020-05-20,52,7,103
2020-05-21,50,12,82
2020-05-22,72,1,122
2020-05-23,30,1,54
2020-05-24,14,3,96
2020-05-25,13,1,111
2020-05-26,41,16,77
2020-05-27,23,5,72
2020-05-28,79,6,69
2020-05-29,99,9,117
2020-05-30,37,1,96
2020-05-31,39,5,118
2020-06-01,31,7,51
2020-06-02,47,8,58
2020-06-03,42,18,66
2020-06-04,40,15,61
2020-06-05,41,13,75
2020-06-06,20,0,32
2020-06-07,7,2,53
2020-06-08,49,13,86
2020-06-09,66,9,72
2020-06-10,65,7,68
2020-06-11,75,7,97
2020-06-12,77,4,58
2020-06-13,14,1,69
2020-06-14,4,2,39
2020-06-15,43,7,117
2020-06-16,63,5,75
2020-06-17,70,12,38
2020-06-18,42,8,91
2020-06-19,40,6,104
2020-06-20,11,1,131
2020-06-21,1,0,46
2020-06-22,50,1,75
2020-06-23,39,5,124
2020-06-24,36,9,122
2020-06-25,52,9,85
2020-06-26,47,8,104
2020-06-27,14,1,89
2020-06-28,8,1,85
2020-06-29,52,7,29
2020-06-30,62,7,99
2020-07-01,73,4,96
2020-07-02,67,1,121
2020-07-03,56,1,101
2020-07-04,5,0,55
2020-07-05,8,3,51
2020-07-06,17,6,36
2020-07-07,26,11,59
2020-07-08,33,9,40
2020-07-09,52,4,86
2020-07-10,48,4,53
2020-07-11,15,0,75
2020-07-12,6,0,39
2020-07-13,32,2,36
2020-07-14,35,3,112
2020-07-15,46,1,131
2020-07-16,59,7,165
2020-07-17,57,3,123
2020-07-18,12,0,61
2020-07-19,19,0,66
2020-07-20,54,3,79
2020-07-21,66,5,44
2020-07-22,80,1,91
2020-07-23,56,6,74
2020-07-24,69,3,81
2020-07-25,18,2,39
2020-07-26,6,0,43
2020-07-27,45,2,108
2020-07-28,78,2,78
2020-07-29,42,0,92
2020-07-30,54,11,124
2020-07-31,63,7,95
2020-08-01,30,2,47
2020-08-02,11,1,79
2020-08-03,47,8,69
2020-08-04,48,1,63
2020-08-05,54,1,77
2020-08-06,58,2,77
2020-08-07,94,2,97
2020-08-08,38,0,97
2020-08-09,12,0,99
2020-08-10,54,10,135
2020-08-11,63,6,115
2020-08-12,38,13,110
2020-08-13,42,7,113
2020-08-14,59,11,110
2020-08-15,31,11,55
2020-08-16,5,6,94
2020-08-17,38,41,68
2020-08-18,96,27,89
2020-08-19,51,13,96
2020-08-20,36,7,67
2020-08-21,31,7,61
2020-08-22,17,3,95
2020-08-23,14,3,58
2020-08-24,42,22,86
2020-08-25,58,17,79
2020-08-26,39,14,74
2020-08-27,80,19,54
2020-08-28,48,13,67
2020-08-29,45,2,62
2020-08-30,19,1,91
2020-08-31,35,3,83
2020-09-01,54,13,88
2020-09-02,31,6,74
2020-09-03,52,10,148
2020-09-04,54,0,62
2020-09-05,37,4,95
2020-09-06,12,3,61
2020-09-07,22,4,45
2020-09-08,32,5,64
2020-09-09,50,19,114
2020-09-10,49,6,99
2020-09-11,73,13,62
2020-09-12,28,4,72
2020-09-13,4,5,66
2020-09-14,14,11,73
2020-09-15,23,12,99
2020-09-16,57,18,121
2020-09-17,33,15,83
2020-09-18,27,21,108
2020-09-19,11,4,82
2020-09-20,9,1,124
2020-09-21,44,8,129
2020-09-22,47,17,82
2020-09-23,61,14,107
2020-09-24,46,12,97
2020-09-25,57,6,120
2020-09-26,15,6,92
2020-09-27,4,2,102
2020-09-28,21,11,64
2020-09-29,31,17,64
2020-09-30,54,13,86
2020-10-01,24,19,109
2020-10-02,48,8,131
2020-10-03,34,3,78
2020-10-04,9,0,113
2020-10-05,22,14,90
2020-10-06,55,19,137
2020-10-07,70,11,72
2020-10-08,45,7,108
2020-10-09,72,10,118
2020-10-10,39,2,112
2020-10-11,25,1,80
2020-10-12,36,26,116
2020-10-13,48,24,96
2020-10-14,42,15,87
2020-10-15,54,15,69
2020-10-16,46,22,109
2020-10-17,13,9,78
2020-10-18,5,3,69
2020-10-19,34,21,69
2020-10-20,33,39,79
2020-10-21,45,23,83
2020-10-22,54,21,82
2020-10-23,30,33,86
2020-10-24,20,11,90
2020-10-25,5,3,92
2020-10-26,28,42,154
2020-10-27,45,41,104
2020-10-28,55,29,90
2020-10-29,49,34,74
2020-10-30,44,30,71
2020-10-31,6,7,54
2020-11-01,20,4,41
2020-11-02,26,15,79
2020-11-03,37,9,88
2020-11-04,56,11,79
2020-11-05,66,22,82
2020-11-06,43,7,97
2020-11-07,10,9,54
2020-11-08,15,1,66
2020-11-09,49,23,70
2020-11-10,73,12,51
2020-11-11,59,9,74
2020-11-12,41,11,119
2020-11-13,60,5,66
2020-11-14,36,2,49
2020-11-15,11,0,68
2020-11-16,49,9,72
2020-11-17,52,7,134
2020-11-18,53,15,51
2020-11-19,42,13,77
2020-11-20,58,17,39
2020-11-21,7,4,46
2020-11-22,1,0,70
2020-11-23,3,2,72
2020-11-24,6,34,73
2020-11-25,3,35,58
2020-11-26,3,2,60
2020-11-27,2,3,96
2020-11-28,5,3,73
2020-11-29,0,0,95
2020-11-30,56,36,42
2020-12-01,57,37,67
2020-12-02,46,23,41
2020-12-03,52,30,66
2020-12-04,55,45,69
2020-12-05,42,2,29
2020-12-06,9,4,46
2020-12-07,23,29,81
2020-12-08,38,13,71
2020-12-09,47,19,67
2020-12-10,46,16,82
2020-12-11,44,6,77
2020-12-12,39,1,55
2020-12-13,10,0,71
2020-12-14,35,34,43
2020-12-15,48,23,42
2020-12-16,59,13,46
2020-12-17,49,29,88
2020-12-18,40,12,70
2020-12-19,24,1,54
2020-12-20,15,1,75
2020-12-21,35,19,63
2020-12-22,30,25,95
2020-12-23,42,53,79
2020-12-24,4,2,25
2020-12-25,2,7,41
2020-12-26,1,1,40
2020-12-27,0,1,34
2020-12-28,0,24,60
2020-12-29,5,25,60
2020-12-30,1,11,80
2020-12-31,0,5,68
2021-01-01,1,15,65
2021-01-02,13,2,81
2021-01-03,1,9,52
2021-01-04,25,6,94
2021-01-05,43,16,61
2021-01-06,65,8,56
2021-01-07,72,10,69
2021-01-08,47,27,66
2021-01-09,53,0,58
2021-01-10,1,4,76
2021-01-11,47,12,75
2021-01-12,45,17,59
2021-01-13,99,7,85
2021-01-14,79,18,53
2021-01-15,67,17,90
2021-01-16,35,4,102
2021-01-17,12,10,90
2021-01-18,37,6,87
2021-01-19,46,18,50
2021-01-20,87,15,38
2021-01-21,53,23,73
2021-01-22,49,18,110
2021-01-23,14,14,124
2021-01-24,18,1,57
2021-01-25,31,25,60
2021-01-26,51,13,61
2021-01-27,94,13,62
2021-01-28,72,8,74
2021-01-29,59,3,73
2021-01-30,23,2,87
2021-01-31,22,0,98
2021-02-01,43,6,71
2021-02-02,67,6,92
2021-02-03,70,10,104
2021-02-04,63,10,71
2021-02-05,75,11,93
2021-02-06,29,0,75
2021-02-07,21,2,66
2021-02-08,37,12,68
2021-02-09,105,12,106
2021-02-10,81,13,76
2021-02-11,77,6,41
2021-02-12,70,18,81
2021-02-13,44,4,106
2021-02-14,4,0,72
2021-02-15,33,2,114
2021-02-16,54,20,77
2021-02-17,75,5,74
2021-02-18,46,24,69
2021-02-19,31,65,68
2021-02-20,22,8,81
2021-02-21,10,2,80
2021-02-22,72,8,71
2021-02-23,89,48,105
2021-02-24,92,30,52
2021-02-25,60,22,76
2021-02-26,85,12,59
2021-02-27,30,4,95
2021-02-28,9,0,84
2021-03-01,39,9,106
2021-03-02,75,13,117
2021-03-03,80,13,101
2021-03-04,71,36,102
2021-03-05,87,31,192
2021-03-06,53,0,113
2021-03-07,21,2,54
2021-03-08,34,8,128
2021-03-09,56,22,187
2021-03-10,36,25,82
2021-03-11,44,20,113
2021-03-12,46,14,63
2021-03-13,36,16,80
2021-03-14,12,5,76
2021-03-15,50,22,137
2021-03-16,37,21,97
2021-03-17,100,16,124
2021-03-18,55,27,67
2021-03-19,78,15,55
2021-03-20,17,1,62
2021-03-21,10,0,75
2021-03-22,33,11,75
2021-03-23,30,19,75
2021-03-24,60,16,70
2021-03-25,49,29,55
2021-03-26,51,3,65
2021-03-27,11,2,90
2021-03-28,8,1,43
2021-03-29,35,19,70
2021-03-30,54,23,81
2021-03-31,85,16,93
2021-04-01,43,8,44
2021-04-02,63,17,92
2021-04-03,20,9,86
2021-04-04,16,3,97
2021-04-05,37,32,129
2021-04-06,70,22,91
2021-04-07,46,17,83
2021-04-08,72,31,97
2021-04-09,79,30,65
2021-04-10,12,8,58
2021-04-11,11,3,52
2021-04-12,44,31,64
2021-04-13,63,25,59
2021-04-14,63,36,68
2021-04-15,49,20,52
2021-04-16,43,39,80
2021-04-17,12,1,40
2021-04-18,7,1,62
2021-04-19,19,15,69
2021-04-20,54,22,58
2021-04-21,45,28,62
2021-04-22,39,24,90
2021-04-23,47,34,68
2021-04-24,10,1,56
2021-04-25,5,0,65
2021-04-26,36,12,49
2021-04-27,48,37,55
2021-04-28,48,32,46
2021-04-29,55,30,81
2021-04-30,89,37,66
2021-05-01,27,5,53
2021-05-02,7,7,62
2021-05-03,33,21,76
2021-05-04,61,30,69
2021-05-05,45,18,77
2021-05-06,42,14,98
2021-05-07,74,14,91
2021-05-08,16,6,54
2021-05-09,1,9,44
2021-05-10,24,11,64
2021-05-11,47,6,97
2021-05-12,33,10,88
2021-05-13,34,12,79
2021-05-14,27,10,43
2021-05-15,9,1,86
2021-05-16,3,0,51
2021-05-17,43,7,70
2021-05-18,40,13,80
2021-05-19,48,20,86
2021-05-20,53,15,55
2021-05-21,65,28,78
2021-05-22,30,1,54
2021-05-23,16,0,87
2021-05-24,32,21,94
2021-05-25,46,5,67
2021-05-26,47,23,88
2021-05-27,27,25,98
2021-05-28,26,7,43
2021-05-29,17,2,50
2021-05-30,4,2,62
2021-05-31,17,1,103
2021-06-01,33,14,59
2021-06-02,76,33,72
2021-06-03,37,20,73
2021-06-04,49,29,119
2021-06-05,20,9,59
2021-06-06,11,1,59
2021-06-07,27,20,75
2021-06-08,43,26,70
2021-06-09,61,13,82
2021-06-10,26,3,54
2021-06-11,33,15,52
2021-06-12,17,7,34
2021-06-13,9,4,68
2021-06-14,17,10,81
2021-06-15,42,12,78
2021-06-16,44,13,69
2021-06-17,40,40,97
2021-06-18,11,11,78
2021-06-19,3,1,52
2021-06-20,2,2,57
2021-06-21,24,17,103
2021-06-22,43,12,65
2021-06-23,64,16,47
2021-06-24,105,15,54
2021-06-25,51,17,73
2021-06-26,5,6,46
2021-06-27,6,4,38
2021-06-28,24,12,59
2021-06-29,38,8,58
2021-06-30,63,13,67
2021-07-01,77,20,78
2021-07-02,71,10,77
2021-07-03,16,5,47
2021-07-04,3,2,60
2021-07-05,14,0,66
2021-07-06,48,1,76
2021-07-07,47,21,64
2021-07-08,57,7,79
2021-07-09,60,4,71
2021-07-10,12,3,91
2021-07-11,2,1,58
2021-07-12,27,3,41
2021-07-13,42,5,47
2021-07-14,73,15,73
2021-07-15,48,5,63
2021-07-16,48,20,58
2021-07-17,31,3,52
2021-07-18,26,2,75
2021-07-19,45,29,71
2021-07-20,63,6,57
2021-07-21,60,12,59
2021-07-22,70,18,50
2021-07-23,92,6,76
2021-07-24,18,5,55
2021-07-25,5,1,61
2021-07-26,31,13,74
2021-07-27,55,11,89
2021-07-28,86,11,98
2021-07-29,49,13,65
2021-07-30,46,16,73
2021-07-31,12,3,45
2021-08-01,6,0,27
2021-08-02,25,6,83
2021-08-03,17,8,89
2021-08-04,45,16,70
2021-08-05,43,8,59
2021-08-06,59,18,60
2021-08-07,20,2,56
2021-08-08,6,1,39
2021-08-09,34,6,54
2021-08-10,34,10,84
2021-08-11,38,7,36
2021-08-12,78,13,87
2021-08-13,49,12,63
2021-08-14,15,8,47
2021-08-15,3,4,48
2021-08-16,50,55,104
2021-08-17,58,16,42
2021-08-18,65,13,70
2021-08-19,69,8,83
2021-08-20,72,15,42
2021-08-21,5,6,53
2021-08-22,8,9,94
2021-08-23,52,20,82
2021-08-24,56,14,60
