,ansible/ansible,saltstack/salt,cfengine/core
2012-05-05,4,16.0,1
2012-05-06,17,0.1999999999999993,0
2012-05-07,7,3.820000000000001,8
2012-05-08,25,5.423,3
2012-05-09,5,8.6249,6
2012-05-10,36,33.0621635,4
2012-05-11,16,-1.4027325499999996,6
2012-05-12,2,7.242275057500002,3
2012-05-13,6,29.9131253755,0
2012-05-14,10,4.8498523756968765,13
2012-05-15,8,-3.1450230097734355,1
2012-05-16,2,-2.4514982897703117,0
2012-05-17,2,6.6536228242015625,1
2012-05-18,0,-1.50488054713594,5
2012-05-19,4,9.463708412217187,21
2012-05-20,6,0.8023187679578108,0
2012-05-21,0,6.359664294417186,5
2012-05-22,3,6.683995040593748,5
2012-05-23,2,25.54012539695625,13
2012-05-24,1,-1.2619065359359372,20
2012-05-25,5,-8.116228409846872,8
2012-05-26,3,13.107631788632814,9
2012-05-27,2,12.611094946621874,0
2012-05-28,0,2.749099037385937,0
2012-05-29,6,2.458795151703125,5
2012-05-30,9,22.42295494325625,10
2012-05-31,3,-0.8778256022734396,7
2012-06-01,10,-3.233604802868749,11
2012-06-02,0,-3.288238481807811,16
2012-06-03,0,14.618002957487501,1
2012-06-04,0,9.567914947232811,9
2012-06-05,3,9.824196101659375,1
2012-06-06,1,17.175293164803126,5
2012-06-07,4,-4.617220774778126,3
2012-06-08,5,2.9592000055796888,2
2012-06-09,2,3.5918975156140647,0
2012-06-10,2,0.9054723778078131,0
2012-06-11,3,7.934697060506251,0
2012-06-12,1,1.4872322417968746,6
2012-06-13,3,5.734956385764063,5
2012-06-14,12,-4.726807647843751,4
2012-06-15,8,6.239996593590624,7
2012-06-16,5,12.014284882217186,4
2012-06-17,4,-5.426164961231251,0
2012-06-18,3,20.225590109065624,2
2012-06-19,6,42.73042632942031,0
2012-06-20,14,-14.432153262398437,5
2012-06-21,9,-9.163144759031248,3
2012-06-22,3,26.971476691426563,7
2012-06-23,1,17.139913610879685,0
2012-06-24,0,-9.714740081092186,1
2012-06-25,6,11.763066855262503,1
2012-06-26,4,12.288328407410937,6
2012-06-27,2,-0.3058815743984393,15
2012-06-28,0,-6.434209688182811,3
2012-06-29,3,-2.459407967412499,3
2012-06-30,2,79.75359902225156,3
2012-07-01,2,1.063528888582809,0
2012-07-02,8,-7.183202809560932,2
2012-07-03,8,-0.5595683139749976,1
2012-07-04,10,-2.588554389014062,10
2012-07-05,2,3.729051969459375,2
2012-07-06,4,35.672986353410934,3
2012-07-07,13,-16.73661041374375,0
2012-07-08,2,10.878450246990624,0
2012-07-09,5,14.142917850992184,5
2012-07-10,11,2.7174522138125,21
2012-07-11,9,3.006015383770313,2
2012-07-12,16,-1.9032486941671856,9
2012-07-13,3,35.31108291920157,10
2012-07-14,12,-7.382894923979691,0
2012-07-15,21,32.34374607099219,0
2012-07-16,3,-2.4559675792781235,2
2012-07-17,10,-6.1884608555625,10
2012-07-18,14,-3.076940694803124,26
2012-07-19,5,5.8964660760562495,9
2012-07-20,36,6.7677763343656245,0
2012-07-21,10,10.039322548215623,0
2012-07-22,10,1.5719727420828118,0
2012-07-23,11,15.527250629249998,5
2012-07-24,35,-3.689801078510939,9
2012-07-25,23,-0.5877577340843736,0
2012-07-26,32,27.79936356052656,1
2012-07-27,9,27.2538637089,10
2012-07-28,24,-6.375379674760936,0
2012-07-29,7,-6.738536302039062,0
2012-07-30,27,8.137106327389063,0
2012-07-31,22,28.445182611331248,2
2012-08-01,40,21.5447538570375,15
2012-08-02,36,3.2816775067781236,0
2012-08-03,12,2.6662879135890645,3
2012-08-04,0,1.5706279651937507,1
2012-08-05,0,-1.5692652124828115,10
2012-08-06,2,5.910681802378127,4
2012-08-07,29,7.253735788085937,19
2012-08-08,25,1.53939277368125,7
2012-08-09,29,2.9194707625593743,12
2012-08-10,46,4.672958663309373,13
2012-08-11,34,-0.1043499741531253,4
2012-08-12,3,-6.487632114675,0
2012-08-13,12,22.505254865101563,12
2012-08-14,23,3.8696156124374994,9
2012-08-15,17,17.381823731492187,9
2012-08-16,0,10.993660876354689,11
2012-08-17,19,2.7065619812687487,33
2012-08-18,23,14.681942033253126,18
2012-08-19,9,-4.812709031151563,7
2012-08-20,19,18.458547501637504,16
2012-08-21,9,-5.997002143406251,5
2012-08-22,14,1.5353420162281246,8
2012-08-23,8,-6.793998904915625,5
2012-08-24,17,14.326636601587499,8
2012-08-25,3,9.305667750410937,0
2012-08-26,0,-8.445077345132812,1
2012-08-27,15,13.200723506304687,0
2012-08-28,34,16.728344050215625,12
2012-08-29,21,1.5721474753546865,1
2012-08-30,33,24.113728278464063,0
2012-08-31,10,-3.436099825343751,2
2012-09-01,0,1.2427201782203134,2
2012-09-02,5,0.33450269804531274,0
2012-09-03,0,16.595143605043752,4
2012-09-04,17,-5.298003121264063,3
2012-09-05,16,10.71965737141875,2
2012-09-06,12,13.425952579976562,8
2012-09-07,21,7.45648222595781,2
2012-09-08,9,-7.181215294854688,2
2012-09-09,1,-3.5181640937328114,3
2012-09-10,9,20.203830258548436,4
2012-09-11,9,-1.5357443389703143,7
2012-09-12,11,8.473212266818752,5
2012-09-13,3,-0.7175035649281263,5
2012-09-14,6,1.2282991749499992,6
2012-09-15,0,4.943783444598437,0
2012-09-16,0,-2.4865673522359373,0
2012-09-17,10,8.586752590521876,0
2012-09-18,6,28.485660577410936,6
2012-09-19,19,8.24541143828906,9
2012-09-20,0,16.749743972654688,5
2012-09-21,4,-4.485589523349999,2
2012-09-22,1,14.316614748762502,0
2012-09-23,9,11.438924752215625,0
2012-09-24,6,37.59224284112656,4
2012-09-25,16,7.052073222865623,33
2012-09-26,14,12.431423006176566,8
2012-09-27,14,23.336037204257813,9
2012-09-28,29,6.150353185175,21
2012-09-29,35,-6.901346671407811,0
2012-09-30,39,8.694901357796876,1
2012-10-01,23,19.5168381562875,5
2012-10-02,23,16.996017351115626,1
2012-10-03,13,-7.411767572326564,1
2012-10-04,23,30.127615149014062,3
2012-10-05,9,30.84004757062656,8
2012-10-06,5,-4.699893685215628,0
2012-10-07,7,13.784875730793754,0
2012-10-08,31,13.5102032773625,5
2012-10-09,15,8.847223357596874,0
2012-10-10,24,-4.1695682592125,4
2012-10-11,14,11.448130676914063,8
2012-10-12,43,18.879334259034373,7
2012-10-13,9,-16.22824953655781,0
2012-10-14,4,0.6051065035640644,4
2012-10-15,8,6.324510605609374,0
2012-10-16,19,29.43659226328281,0
2012-10-17,15,-5.687454187887504,2
2012-10-18,24,10.383343726012502,2
2012-10-19,15,17.0466652631,7
2012-10-20,12,-6.721758123351563,0
2012-10-21,12,-7.327752408446873,0
2012-10-22,6,28.28591801212813,8
2012-10-23,11,6.9557542024374985,9
2012-10-24,23,55.307441473898436,9
2012-10-25,18,35.276268238248434,1
2012-10-26,25,13.36669806361094,21
2012-10-27,6,-19.253797379092184,0
2012-10-28,3,-9.009571840376559,0
2012-10-29,12,36.121581840606254,1
2012-10-30,14,21.735680404753122,5
2012-10-31,17,18.72113655800625,5
2012-11-01,13,19.098186772048436,1
2012-11-02,4,2.1793836519499976,14
2012-11-03,15,-9.035095782606248,0
2012-11-04,6,18.438536283629688,0
2012-11-05,3,33.580848853026566,2
2012-11-06,11,2.7024765863687463,2
2012-11-07,26,19.278363922135938,2
2012-11-08,10,29.123722318082812,3
2012-11-09,30,15.978026444549997,3
2012-11-10,12,1.1581040170671884,0
2012-11-11,5,16.05136296079219,1
2012-11-12,14,32.510746019189064,2
2012-11-13,20,23.606260442753122,9
2012-11-14,9,41.547441408704685,1
2012-11-15,4,77.28286220260469,10
2012-11-16,5,25.035822406373434,20
2012-11-17,15,-11.768757346529682,1
2012-11-18,11,-8.68903417168437,4
2012-11-19,8,12.458135182384378,7
2012-11-20,6,23.237817582025,4
2012-11-21,9,24.014436117881246,8
2012-11-22,10,2.17559065403281,1
2012-11-23,8,11.530826552203123,7
2012-11-24,11,-8.659257660746881,5
2012-11-25,4,-0.07350160447656151,1
2012-11-26,15,32.46236573645781,16
2012-11-27,13,16.633570099067185,3
2012-11-28,13,10.55770136762031,10
2012-11-29,1,24.05617831676406,4
2012-11-30,0,18.00385276664531,7
2012-12-01,6,2.013528550489063,1
2012-12-02,11,10.454959800885941,4
2012-12-03,2,22.696734949509377,4
2012-12-04,5,34.19403789830781,4
2012-12-05,5,0.4816832779484379,4
2012-12-06,2,8.953840186904689,7
2012-12-07,1,1.120854686364062,9
2012-12-08,0,-9.587403692132817,0
2012-12-09,1,9.056920820815625,2
2012-12-10,1,28.491390342978125,1
2012-12-11,4,20.084063132609373,8
2012-12-12,16,11.618410612331246,3
2012-12-13,5,3.985291698276562,0
2012-12-14,10,14.154645624014062,26
2012-12-15,9,-14.049180381560937,0
2012-12-16,4,-1.198920298996871,0
2012-12-17,3,19.921313394559377,9
2012-12-18,5,5.680043305454685,6
2012-12-19,8,16.947619489846875,24
2012-12-20,2,35.45020700992187,12
2012-12-21,1,-0.5822875253078124,4
2012-12-22,0,14.491325755178128,0
2012-12-23,6,-9.774133153529686,0
2012-12-24,3,5.883502707428127,0
2012-12-25,0,-8.844054605298439,0
2012-12-26,0,3.4726214809359366,19
2012-12-27,1,51.903902546124996,1
2012-12-28,0,92.38999378796875,1
2012-12-29,0,39.10380402003281,2
2012-12-30,0,-18.41439441335625,0
2012-12-31,0,70.56561146440782,0
2013-01-01,0,-23.65193529962813,0
2013-01-02,0,-6.24824618650468,0
2013-01-03,10,-1.3323104866203082,16
2013-01-04,6,20.88653287975156,4
2013-01-05,5,-1.7491358932656311,2
2013-01-06,3,-8.980733245820318,0
2013-01-07,6,16.099407695551562,20
2013-01-08,2,12.02928883114687,9
2013-01-09,13,29.407726856104688,5
2013-01-10,8,54.57944692503125,30
2013-01-11,1,18.382412475031245,5
2013-01-12,2,-12.56004283278125,0
2013-01-13,14,8.586015951843752,34
2013-01-14,1,33.70179115247188,7
2013-01-15,0,47.64349124146875,8
2013-01-16,1,-3.109342445689066,13
2013-01-17,2,8.107964415762503,4
2013-01-18,10,39.882157393353125,3
2013-01-19,3,-12.037388014490631,1
2013-01-20,6,9.045153862610942,0
2013-01-21,8,41.37244157185469,11
2013-01-22,12,10.109484083403125,13
2013-01-23,16,4.706673973004687,45
2013-01-24,6,24.363969976771877,9
2013-01-25,14,3.229957136518749,10
2013-01-26,25,11.515827227084372,29
2013-01-27,3,-2.3743519697124995,0
2013-01-28,10,24.445979509875002,6
2013-01-29,6,33.30807922604687,8
2013-01-30,2,31.71813393519062,14
2013-01-31,10,48.739992622203125,1
2013-02-01,5,-3.864168149451558,2
2013-02-02,22,-5.599739379395309,0
2013-02-03,13,-3.107255450767184,3
2013-02-04,11,15.533061833520314,3
2013-02-05,2,4.862324067435935,6
2013-02-06,6,41.682129846595316,18
2013-02-07,21,30.061741531773432,2
2013-02-08,6,41.73976471227969,2
2013-02-09,29,-23.69384431292343,0
2013-02-10,24,-7.6843794587593734,0
2013-02-11,6,13.951132410846878,12
2013-02-12,8,39.07130881479375,7
2013-02-13,7,28.186294994176563,10
2013-02-14,9,-10.117025314257816,16
2013-02-15,2,6.231996073624998,29
2013-02-16,37,-1.6564689596281283,1
2013-02-17,26,8.06534959855,0
2013-02-18,19,36.140007088768755,23
2013-02-19,14,20.680152463753124,9
2013-02-20,29,10.837132716857809,33
2013-02-21,5,-5.196446352629689,51
2013-02-22,12,9.937737623648438,24
2013-02-23,47,1.5210042714203134,2
2013-02-24,10,4.898707287181251,0
2013-02-25,15,28.55276732818281,22
2013-02-26,9,50.013449458098435,13
2013-02-27,31,2.5132396436890616,9
2013-02-28,23,17.872016652209375,8
2013-03-01,44,2.16122195933594,8
2013-03-02,28,-12.55540547586406,6
2013-03-03,1,6.347785927915627,17
2013-03-04,2,25.4185443207625,29
2013-03-05,18,63.605560169420315,13
2013-03-06,10,-18.441342925621882,20
2013-03-07,13,67.3360495216875,23
2013-03-08,7,7.395424570926558,15
2013-03-09,1,-16.324329132201562,2
2013-03-10,13,6.4616716498375055,17
2013-03-11,22,31.47895172507344,43
2013-03-12,14,34.425463923467184,40
2013-03-13,9,-3.743575525126566,16
2013-03-14,15,9.179482717176565,41
2013-03-15,9,-0.49151147783437565,37
2013-03-16,10,-11.871061110192187,6
2013-03-17,38,22.781355031053124,2
2013-03-18,17,23.914635521332812,28
2013-03-19,9,-0.920901381601567,38
2013-03-20,3,30.918292091171875,12
2013-03-21,5,29.477446480859374,15
2013-03-22,7,9.205253982464065,14
2013-03-23,6,17.548346506971875,1
2013-03-24,16,13.76938285151719,1
2013-03-25,7,31.268023926821876,15
2013-03-26,23,14.997732050193747,14
