,electron/electron,AvaloniaUI/Avalonia,nwjs/nw.js
2022-08-12,-0.39864545279999963,7,0
2022-08-13,-0.9112866815999999,14,0
2022-08-14,-0.5517936640000001,5,0
2022-08-15,7.6382365696,12,0
2022-08-16,2.123676672,4,0
2022-08-17,2.3318959104,5,0
2022-08-18,1.3461382143999998,8,0
2022-08-19,2.5341714432,7,0
2022-08-20,-1.6224837632000002,5,1
2022-08-21,-0.8764437504000006,7,0
2022-08-22,5.387927039999999,3,9
2022-08-23,2.3244682240000003,5,2
2022-08-24,1.3315570688,8,0
2022-08-25,5.5520763904,0,0
2022-08-26,-0.19434741759999996,2,2
2022-08-27,-1.4865748992000003,0,0
2022-08-28,-0.8713942016000005,3,0
2022-08-29,5.408916479999999,7,0
2022-08-30,-0.6612715519999997,11,0
2022-08-31,3.9427792896,10,2
2022-09-01,2.3796148224,7,0
2022-09-02,-0.6215754751999998,7,0
2022-09-03,-1.0628768768,0,1
2022-09-04,-0.6130475008000003,0,6
2022-09-05,1.5679308799999998,4,0
2022-09-06,2.2588590080000004,0,2
2022-09-07,5.9589113856,20,0
2022-09-08,3.0914564096,32,0
2022-09-09,0.09197568,9,0
2022-09-10,-1.3521371136000004,8,0
2022-09-11,-0.7651349504000005,3,0
2022-09-12,3.4621081599999997,5,2
2022-09-13,7.782562816,10,0
2022-09-14,-0.4598048767999998,6,2
2022-09-15,5.4243867647999995,12,0
2022-09-16,0.6805225472000003,7,0
2022-09-17,-1.7516661760000003,2,0
2022-09-18,-0.9796779008000005,0,0
2022-09-19,4.31816192,6,0
2022-09-20,2.469699072,34,0
2022-09-21,3.3671701504000007,16,1
2022-09-22,2.1192269824,3,1
2022-09-23,4.2635671552000005,11,0
2022-09-24,-1.1525285888,17,1
2022-09-25,-1.2816960512000006,14,0
2022-09-26,6.2035712,28,0
2022-09-27,2.0064665600000002,21,8
2022-09-28,0.1669375999999998,16,7
2022-09-29,-0.3936316416000001,6,1
2022-09-30,-0.02908672000000001,10,3
2022-10-01,-0.8422823935999998,4,0
2022-10-02,-0.5295494143999999,0,2
2022-10-03,0.6546564095999998,7,11
2022-10-04,7.531585536000001,1,0
2022-10-05,2.0953454592000007,6,0
2022-10-06,1.3959916544,16,0
2022-10-07,-0.39385313280000034,6,0
2022-10-08,-0.9531930624000003,12,0
2022-10-09,-0.5955861504000003,3,0
2022-10-10,6.5686988799999995,26,0
2022-10-11,5.258275328,11,0
2022-10-12,4.757899673600001,35,0
2022-10-13,3.4754853888,13,0
2022-10-14,-1.4411672576,55,0
2022-10-15,-1.4817477632000007,40,0
2022-10-16,-0.9374229504000005,15,0
2022-10-17,5.31015936,22,0
2022-10-18,1.2509813760000004,39,0
2022-10-19,1.4654047232000003,27,0
2022-10-20,2.5620114432000003,16,0
2022-10-21,0.42386155520000046,12,0
2022-10-22,-1.2072198144000001,12,0
2022-10-23,-0.6644501504000004,19,0
2022-10-24,1.5301452799999997,16,0
2022-10-25,2.2322631680000002,20,2
2022-10-26,0.9384534016000003,20,4
2022-10-27,7.0748643328,6,3
2022-10-28,-1.1000123391999996,4,2
2022-10-29,-1.1665248256000003,3,0
2022-10-30,-0.6736043008000003,3,0
2022-10-31,0.5369881599999997,4,0
2022-11-01,2.4416988159999997,18,0
2022-11-02,-0.9709216767999997,26,2
2022-11-03,-0.5100260352000001,14,2
2022-11-04,-0.33456711679999956,15,0
2022-11-05,-0.2404785151999997,1,0
2022-11-06,-0.10950615040000002,6,0
2022-11-07,2.92178688,13,0
2022-11-08,0.3348321280000002,16,0
2022-11-09,1.5043675136,25,0
2022-11-10,0.3385919488,50,0
2022-11-11,0.49119999999999986,3,0
2022-11-12,-0.48620800000000014,3,0
2022-11-13,-0.2820224000000002,2,0
2022-11-14,2.79611904,15,0
2022-11-15,6.239916544000001,14,0
2022-11-16,1.2283859968000002,20,0
2022-11-17,-0.38260029440000043,8,0
2022-11-18,0.06694686719999965,18,0
2022-11-19,0.2373349375999998,5,0
2022-11-20,-0.6813077504000002,1,0
2022-11-21,0.5680102399999998,17,0
2022-11-22,2.4699274239999998,16,0
2022-11-23,0.05153300480000045,3,0
2022-11-24,-0.6813401087999997,9,0
2022-11-25,-0.34675128320000004,5,0
2022-11-26,-0.21811978240000002,11,0
2022-11-27,-0.15749386239999996,8,0
2022-11-28,0.8837815296,7,0
2022-11-29,1.714403328,15,0
2022-11-30,5.4474407936,24,0
2022-12-01,3.5402042368,27,5
2022-12-02,-1.6220693504000003,32,2
2022-12-03,-0.7807360000000005,16,4
2022-12-04,-0.5131008000000002,7,3
2022-12-05,4.62099968,42,0
2022-12-06,-0.29849395199999984,38,0
2022-12-07,-0.8449490944000002,43,0
2022-12-08,0.48410142720000016,11,2
2022-12-09,-0.5627546623999995,35,0
2022-12-10,-0.303626752,8,0
2022-12-11,-0.1756800000000001,13,0
2022-12-12,0.8613375999999999,28,0
2022-12-13,3.68559872,18,0
2022-12-14,3.0228367360000004,4,0
2022-12-15,-1.1973960704000002,24,0
2022-12-16,-0.5599877120000004,30,0
2022-12-17,-0.36440535040000016,5,2
2022-12-18,-0.2569728000000001,4,0
2022-12-19,-0.20078592000000012,1,0
2022-12-20,0.836190208,0,0
2022-12-21,0.6622729216000003,10,1
2022-12-22,0.6125717504000003,13,2
2022-12-23,-0.37787740159999994,11,0
2022-12-24,-0.16160000000000013,0,0
2022-12-25,-0.10713600000000006,1,0
2022-12-26,-0.07956480000000005,0,0
2022-12-27,-0.06289152000000003,12,0
2022-12-28,-0.05174323199999996,9,0
2022-12-29,-0.043783782399999915,13,0
2022-12-30,-0.026857062399999902,6,0
2022-12-31,-0.012469350399999964,7,0
2023-01-01,0.0,8,0
2023-01-02,5.0,9,0
2023-01-03,-0.9999999999999998,25,0
2023-01-04,1.5999999999999996,18,0
2023-01-05,3.36,29,0
2023-01-06,-1.1280000000000001,47,0
2023-01-07,-0.5436800000000004,38,0
2023-01-08,-0.3613440000000002,11,10
2023-01-09,2.7298944,22,0
2023-01-10,3.18505984,10,3
2023-01-11,2.782084608,21,1
2023-01-12,3.639517696,4,0
2023-01-13,-1.6952895488,10,2
2023-01-14,-0.8528854016000005,3,0
2023-01-15,-0.5378304000000004,2,0
2023-01-16,2.5973606399999998,12,0
2023-01-17,0.07973478400000023,20,0
2023-01-18,4.2951902208,22,0
2023-01-19,2.5839381504000003,24,0
2023-01-20,1.5293840384000001,25,0
2023-01-21,-0.33255475200000006,7,0
2023-01-22,-0.8868224000000005,16,0
2023-01-23,1.4427110399999996,13,1
2023-01-24,0.18682214400000008,39,1
2023-01-25,7.3116474367999995,24,1
2023-01-26,5.9850628096000005,14,0
2023-01-27,-1.5463065599999997,6,0
2023-01-28,-1.4186392576000004,2,0
2023-01-29,-0.8509893632000003,28,0
2023-01-30,0.4121604095999998,14,0
2023-01-31,8.352979456,38,0
2023-02-01,-0.24370657279999985,23,0
2023-02-02,3.5485863936,28,0
2023-02-03,3.1426167808000005,27,0
2023-02-04,-1.9380785152,17,0
2023-02-05,-0.9699221504000006,10,0
2023-02-06,5.34014208,14,13
2023-02-07,0.29673420800000017,13,2
2023-02-08,6.7143638016,23,1
2023-02-09,2.6242228224,23,0
2023-02-10,-2.1191108608,14,0
2023-02-11,-0.13870131200000024,6,0
2023-02-12,1.0552084479999997,9,0
2023-02-13,4.00529408,24,0
2023-02-14,7.380709888,47,3
2023-02-15,-1.6707492864,21,0
2023-02-16,3.5225900031999995,27,2
2023-02-17,4.0768058368,21,0
2023-02-18,-2.1982110720000003,4,0
2023-02-19,1.8661908479999991,15,0
2023-02-20,1.6087264255999998,30,0
2023-02-21,3.5610734592,21,0
2023-02-22,-0.8481228799999996,15,0
2023-02-23,-0.17861826560000016,28,0
2023-02-24,4.1166237696,34,1
2023-02-25,-1.5825674239999996,37,1
2023-02-26,-0.7961626624000003,23,0
2023-02-27,1.5047767039999997,10,0
2023-02-28,3.2208304128000003,22,0
2023-03-01,3.7656178688000006,22,0
2023-03-02,2.388194816,44,0
2023-03-03,-0.5706906624000003,38,0
2023-03-04,-1.0298799104,21,0
