,ElemeFE/element,ant-design/ant-design,youzan/vant
2021-03-27,0,0.0,0
2021-03-28,0,1.0,0
2021-03-29,0,3.6,3
2021-03-30,0,1.2800000000000002,4
2021-03-31,0,4.256,0
2021-04-01,0,-0.05759999999999943,8
2021-04-02,0,-1.3083520000000002,7
2021-04-03,0,0.5884288,1
2021-04-04,0,-1.56167936,22
2021-04-05,0,-0.7660395520000003,2
2021-04-06,1,2.4742321152,8
2021-04-07,0,-1.5889247231999999,2
2021-04-08,1,3.3726923776,12
2021-04-09,0,0.02144696320000028,7
2021-04-10,0,3.5049086976000003,10
2021-04-11,0,-1.6289655807999996,3
2021-04-12,0,2.6111140863999998,5
2021-04-13,0,1.7018803200000003,1
2021-04-14,0,3.4507760640000003,11
2021-04-15,1,-2.4851631103999994,4
2021-04-16,1,-0.784531968,10
2021-04-17,0,-0.3865280512,1
2021-04-18,0,2.8349937664,4
2021-04-19,0,1.7502064640000001,8
2021-04-20,0,1.4997655552000002,10
2021-04-21,1,5.3474459648,2
2021-04-22,0,-1.3158126591999997,4
2021-04-23,0,4.1645135872,1
2021-04-24,0,-4.096385228799999,0
2021-04-25,0,-0.6778969088000002,3
2021-04-26,0,0.5488279551999999,3
2021-04-27,0,-1.6700593152,1
2021-04-28,0,5.1586664448,1
2021-04-29,0,-0.9578924031999994,2
2021-04-30,0,4.0904016896,1
2021-05-01,0,-3.2513516543999996,6
2021-05-02,0,0.7485159423999996,4
2021-05-03,0,-1.498808832,10
2021-05-04,0,-0.7303927808000004,1
2021-05-05,0,3.5105419264,1
2021-05-06,0,7.051345408,3
2021-05-07,0,-0.35722772479999954,1
2021-05-08,0,2.9015430144000005,2
2021-05-09,0,-3.7359300607999995,0
2021-05-10,0,7.499480576,1
2021-05-11,0,-2.537417113599999,2
2021-05-12,0,-2.5295590400000005,0
2021-05-13,0,1.6864773119999998,1
2021-05-14,0,-2.1012554752,1
2021-05-15,0,-0.9987976192000001,0
2021-05-16,0,-0.6006996992,1
2021-05-17,0,5.5871496192,3
2021-05-18,0,1.3370014720000007,7
2021-05-19,0,2.4656155648,0
2021-05-20,0,-0.9447079935999998,1
2021-05-21,0,-0.951067136,2
2021-05-22,0,-1.3445064704000003,6
2021-05-23,0,-0.7135872000000004,7
2021-05-24,0,15.50096384,0
2021-05-25,0,1.219263488000001,2
2021-05-26,0,-3.4251429887999993,2
2021-05-27,0,2.0293244928000003,0
2021-05-28,3,3.4697272319999994,0
2021-05-29,0,-3.3807840255999997,0
2021-05-30,0,-0.26302535680000005,1
2021-05-31,0,3.88646144,0
2021-06-01,1,1.4196577280000002,4
2021-06-02,1,-0.5768373247999996,1
2021-06-03,1,-1.6824438784,5
2021-06-04,1,0.35756400639999963,4
2021-06-05,0,0.26591027200000017,0
2021-06-06,0,0.3421768703999999,3
2021-06-07,2,10.432395059200001,6
2021-06-08,1,-2.5584249855999985,3
2021-06-09,1,5.8582536192,1
2021-06-10,0,-4.04485888,3
2021-06-11,1,1.6326782975999992,3
2021-06-12,0,-2.9060011008,4
2021-06-13,0,0.6235367423999996,1
2021-06-14,0,0.2875879424000001,12
2021-06-15,1,4.2944026624,0
2021-06-16,0,4.724848742400001,0
2021-06-17,1,-3.416219238399999,5
2021-06-18,1,1.9090746367999998,3
2021-06-19,0,-2.6608514048,3
2021-06-20,0,-1.1903721472000004,0
2021-06-21,1,-0.7420477440000002,1
2021-06-22,0,2.4538113023999997,2
2021-06-23,0,2.3937337344000005,10
2021-06-24,1,-2.2682579967999996,4
2021-06-25,0,4.136976793600001,3
2021-06-26,0,-2.4542210047999995,2
2021-06-27,0,0.09255137279999981,4
2021-06-28,0,0.0913024,1
2021-06-29,3,5.12503552,3
2021-06-30,0,4.147290624,2
2021-07-01,1,-2.8394333183999994,1
2021-07-02,0,5.1614025728,5
2021-07-03,0,-2.7462937599999995,3
2021-07-04,0,-0.8802365440000002,1
2021-07-05,0,0.6094305279999999,2
2021-07-06,0,1.3959283711999997,3
2021-07-07,0,-0.010553548799999923,2
2021-07-08,1,3.2784561152,7
2021-07-09,3,0.19854807040000022,0
2021-07-10,0,-2.2729259008,1
2021-07-11,0,-1.0220957696000001,3
2021-07-12,0,12.4065114112,7
2021-07-13,0,0.3812923392000007,1
2021-07-14,0,-0.27247656959999933,0
2021-07-15,0,-3.3814482943999997,8
2021-07-16,0,1.4387134463999995,1
2021-07-17,0,-2.20443392,1
2021-07-18,0,-1.0430280704000003,1
2021-07-19,0,4.31159552,7
2021-07-20,0,3.4760995840000004,0
2021-07-21,1,-2.4206485503999993,3
2021-07-22,0,5.3536986112000005,12
2021-07-23,1,-0.6183043071999998,3
2021-07-24,0,-2.548827136,6
2021-07-25,0,-0.18252247040000014,3
2021-07-26,0,1.8572159999999998,6
2021-07-27,0,1.13657088,2
2021-07-28,2,2.952105984,5
2021-07-29,1,0.11697182720000043,2
2021-07-30,0,-0.3207518208,1
2021-07-31,0,-0.8526734336000001,1
2021-08-01,0,-1.2555106304000003,2
2021-08-02,1,5.338283007999999,2
2021-08-03,4,-0.8652489727999995,1
2021-08-04,4,2.1338919936000003,8
2021-08-05,0,-1.4691631103999994,0
2021-08-06,0,-0.4267622400000002,5
2021-08-07,0,-1.1259884544000003,7
2021-08-08,0,1.4111647743999998,3
2021-08-09,1,0.8056440832,2
2021-08-10,0,3.668919808,5
2021-08-11,1,-0.6014978047999993,3
2021-08-12,0,-0.7387529216,10
2021-08-13,0,1.8121771008,1
2021-08-14,0,-1.7897842688,0
2021-08-15,0,-0.7524256768000002,0
2021-08-16,0,6.524627456,0
2021-08-17,1,2.8515610624000005,4
2021-08-18,1,-0.4909351935999995,2
2021-08-19,1,-1.5495623679999997,4
2021-08-20,0,-1.5310637056000003,3
2021-08-21,0,-0.8295292928000003,3
2021-08-22,0,1.4323511295999998,9
2021-08-23,1,5.80217088,0
2021-08-24,0,-3.3551549439999993,1
2021-08-25,0,0.7734037504,9
2021-08-26,3,0.5281733632000001,2
2021-08-27,0,-0.4446541824000003,3
2021-08-28,0,-0.03638855679999997,1
2021-08-29,0,0.0713164799999999,2
2021-08-30,0,2.113990656,2
2021-08-31,0,4.3368833024,2
2021-09-01,0,0.9321933824000004,6
2021-09-02,3,-0.6735677439999996,3
2021-09-03,0,2.0840065024000003,4
2021-09-04,0,-1.5175417855999997,3
2021-09-05,0,-0.4693260288000003,7
2021-09-06,0,8.8001472512,1
2021-09-07,0,0.32935454720000035,15
2021-09-08,0,-0.6741453823999994,3
2021-09-09,0,-0.7775577087999999,2
2021-09-10,0,-0.10390149120000025,2
2021-09-11,0,2.1329270784,3
2021-09-12,0,-2.5569108992,6
2021-09-13,0,6.8924685312000005,1
2021-09-14,0,0.0757983232000008,2
