,ElemeFE/element,ant-design/ant-design,youzan/vant
2021-09-15,0,3.9088977920000003,3
2021-09-16,2,-3.1039334399999996,0
2021-09-17,0,-0.0260998144000002,7
2021-09-18,0,0.0965940223999997,5
2021-09-19,0,0.21506723839999964,1
2021-09-20,0,-1.7092739072,3
2021-09-21,0,-0.8366223360000001,0
2021-09-22,0,2.4143307776,5
2021-09-23,0,0.4353164288000002,8
2021-09-24,0,9.5926856704,6
2021-09-25,0,-2.9577771007999987,1
2021-09-26,0,-1.4654488575999998,2
2021-09-27,0,2.4270362624,0
2021-09-28,0,-0.4599899136000003,3
2021-09-29,0,-0.8577100800000002,9
2021-09-30,0,4.667692543999999,13
2021-10-01,0,-3.1610604543999994,0
2021-10-02,0,0.7609785344,0
2021-10-03,0,-1.5668185087999997,0
2021-10-04,0,-0.6797126656000002,0
2021-10-05,0,0.5591626752,0
2021-10-06,0,-0.7208538112,0
2021-10-07,0,-0.33087938559999996,1
2021-10-08,0,2.7863411712,9
2021-10-09,0,4.6448699392,2
2021-10-10,0,-2.8202634239999993,0
2021-10-11,1,1.0394404864,2
2021-10-12,1,0.6728294400000001,8
2021-10-13,0,5.605388288,3
2021-10-14,0,2.5706002432000004,3
2021-10-15,1,-2.6440908799999994,5
2021-10-16,0,-1.866794496,1
2021-10-17,0,-1.0303591424000005,1
2021-10-18,0,2.3172795391999994,1
2021-10-19,0,3.3508930560000003,1
2021-10-20,0,-0.7122328575999997,1
2021-10-21,0,0.14312714240000024,2
2021-10-22,0,-0.6836919295999999,2
2021-10-23,0,-1.1578006528000002,0
2021-10-24,0,-0.5626477568000002,3
2021-10-25,0,1.6229683199999998,1
2021-10-26,0,1.915249664,4
2021-10-27,0,0.33320744960000037,3
2021-10-28,0,1.5579934720000002,4
2021-10-29,0,1.2105217024000003,5
2021-10-30,0,0.08654397440000006,3
2021-10-31,0,0.41621944320000015,2
2021-11-01,0,-0.5223347199999999,4
2021-11-02,0,5.885994496,2
2021-11-03,0,-3.397750169599999,6
2021-11-04,0,3.7601888256,14
2021-11-05,0,1.2783944704000003,0
2021-11-06,0,-2.6876811264000002,4
2021-11-07,0,-1.1380742144,0
2021-11-08,0,4.3009793024,3
2021-11-09,0,-2.4855059456,13
2021-11-10,1,2.0464878592,5
2021-11-11,2,3.2067073024000003,8
2021-11-12,0,-0.7172607999999996,1
2021-11-13,0,-0.8663736319999997,4
2021-11-14,0,-1.2508086272,2
2021-11-15,1,1.3622911999999996,4
2021-11-16,0,3.75837184,11
2021-11-17,3,3.424577536,5
2021-11-18,4,1.6588016640000007,8
2021-11-19,0,-1.2970773503999995,8
2021-11-20,0,-0.16457676799999987,3
2021-11-21,0,-1.8460384256000002,0
2021-11-22,0,1.0799327231999998,0
2021-11-23,1,1.579096576,4
2021-11-24,0,1.0904817664000002,2
2021-11-25,0,2.9593917440000004,1
2021-11-26,0,12.129564979200001,4
2021-11-27,0,-5.1077473279999985,5
2021-11-28,0,-3.2364901375999997,2
2021-11-29,0,-0.6290830336000002,2
2021-11-30,0,-0.4560727040000008,9
2021-12-01,0,4.7065288704,2
2021-12-02,0,1.8359335936000005,7
2021-12-03,0,1.7387421696000005,2
2021-12-04,0,-1.3836195839999994,0
2021-12-05,0,2.7552010239999998,3
2021-12-06,0,-1.0146420736000001,1
2021-12-07,0,-0.05706547200000012,5
2021-12-08,0,3.1540467712,1
2021-12-09,0,-1.9463052288,1
2021-12-10,0,-1.6513067008,1
2021-12-11,0,-0.8744304640000001,4
2021-12-12,0,2.436014592,4
2021-12-13,0,-1.5754023935999997,0
2021-12-14,0,-0.635811328,3
2021-12-15,0,1.6372762624,1
2021-12-16,0,0.9554545664,2
2021-12-17,0,-0.20900249599999987,3
2021-12-18,0,-0.8496877567999999,4
2021-12-19,0,-0.38631168000000005,1
2021-12-20,0,0.747428864,2
2021-12-21,0,5.4141751296,11
2021-12-22,0,-0.6326195199999995,1
2021-12-23,0,0.32598425600000036,5
2021-12-24,0,0.46012170240000017,0
2021-12-25,0,-1.4883040256000002,0
2021-12-26,0,-0.6666733568000002,1
2021-12-27,0,6.57274624,1
2021-12-28,0,4.885590528000001,4
2021-12-29,0,2.7136960512000012,2
2021-12-30,0,-0.39776788479999947,9
2021-12-31,0,0.6641511424000002,3
2022-01-01,0,-3.1263717376,4
2022-01-02,0,0.5468452863999995,0
2022-01-03,0,-1.7443635200000003,0
2022-01-04,1,8.059995136,1
2022-01-05,0,-1.2790875135999995,1
2022-01-06,0,-1.7370102783999997,7
2022-01-07,0,-0.6195961855999998,2
2022-01-08,0,-1.2441418752000004,0
2022-01-09,0,-0.6663017472000002,0
2022-01-10,0,6.567563776,2
2022-01-11,0,3.8686270464000008,1
2022-01-12,0,2.1155717120000004,1
2022-01-13,0,0.11001569280000068,1
2022-01-14,0,1.8688792575999997,3
2022-01-15,0,-2.3928178688,2
2022-01-16,0,-1.8888045568000003,4
2022-01-17,0,-0.07544832000000046,9
2022-01-18,0,5.835728896,0
2022-01-19,0,1.4908867584000007,4
2022-01-20,0,2.6972283904000003,0
2022-01-21,0,0.25817221120000067,21
2022-01-22,0,-3.1064937472,0
2022-01-23,0,-1.3837736960000004,2
2022-01-24,0,3.1527288831999996,14
2022-01-25,0,-1.204677632,11
2022-01-26,0,-1.3483281408,15
2022-01-27,0,3.2565581824,6
2022-01-28,0,-1.058807296,4
2022-01-29,0,-1.1788197887999998,0
2022-01-30,0,4.4510025728,1
2022-01-31,0,-1.3268454399999996,0
2022-02-01,0,-1.2404014079999999,0
2022-02-02,0,-0.6281531392,0
2022-02-03,0,-0.38124359680000025,1
2022-02-04,0,-0.2703534080000001,0
2022-02-05,0,-0.21111633920000003,0
2022-02-06,0,-0.1276141568,0
2022-02-07,0,2.90585088,4
2022-02-08,0,0.7208535040000004,12
2022-02-09,0,0.8272018432000001,10
2022-02-10,0,4.768000000000001,12
2022-02-11,0,2.1072000000000006,7
2022-02-12,0,-1.0210559999999997,0
2022-02-13,0,-1.9959935999999998,0
2022-02-14,0,8.02945792,5
2022-02-15,0,0.7561533440000003,7
2022-02-16,0,7.4438137856,8
2022-02-17,0,0.08314890240000139,6
2022-02-18,0,1.3312902144,4
2022-02-19,0,-4.4908766208,0
2022-02-20,0,-2.0123310080000003,10
2022-02-21,0,3.7311806463999995,7
2022-02-22,0,-1.910161408,1
2022-02-23,0,2.2894706688,1
2022-02-24,0,0.48129382400000065,0
2022-02-25,0,2.7060626432,2
2022-02-26,0,-2.9750832127999995,0
2022-02-27,0,5.8200430592,3
2022-02-28,0,-1.4794239999999999,1
2022-03-01,0,3.87614208,0
2022-03-02,0,1.5407216640000003,0
2022-03-03,0,-2.3825486847999997,2
2022-03-04,0,4.1346234368,0
2022-03-05,0,-3.4244194304,0
2022-03-06,0,-1.4102231040000004,3
2022-03-07,0,6.144029696,0
2022-03-08,0,7.5755101184,0
2022-03-09,0,-0.6510585855999986,3
2022-03-10,0,9.923282739200001,0
2022-03-11,0,-0.3845698559999988,1
2022-03-12,0,-4.5709964288,0
2022-03-13,0,0.08899665919999977,7
2022-03-14,0,6.118650879999999,0
2022-03-15,0,2.8424898560000003,2
2022-03-16,0,3.6070984704000004,4
2022-03-17,0,1.0747594752000005,1
2022-03-18,0,1.7160161279999997,3
2022-03-19,0,2.8091076608000005,9
2022-03-20,0,-2.4685392896,2
2022-03-21,0,7.4239260672,0
2022-03-22,0,8.6987068416,0
2022-03-23,0,0.38302945280000245,5
2022-03-24,0,3.003461017600001,2
2022-03-25,0,10.8789710848,0
2022-03-26,0,-8.3410031616,6
