,ansible/ansible,saltstack/salt,cfengine/core
2020-07-28,9.101262073479688,25,7
2020-07-29,7.372840803570313,64,4
2020-07-30,13.254306520035938,30,1
2020-07-31,2.5463824553328114,11,3
2020-08-01,-0.7958036265437498,0,0
2020-08-02,-1.1906786131953115,0,0
2020-08-03,14.184211683714064,2,10
2020-08-04,13.868336235953127,1,7
2020-08-05,1.2056006084859372,0,5
2020-08-06,4.03406440125,1,5
2020-08-07,8.166317638192188,3,10
2020-08-08,-0.14126929936718646,0,0
2020-08-09,-1.4105107631953113,0,0
2020-08-10,8.051161503714065,1,1
2020-08-11,0.36600261476562634,2,0
2020-08-12,6.790084843710939,2,1
2020-08-13,1.4504293048625,27,0
2020-08-14,1.8687712242625008,3,0
2020-08-15,-1.0176393878718746,0,0
2020-08-16,-0.6396167638906238,0,0
2020-08-17,15.580613503678126,0,6
2020-08-18,14.076063940359374,5,12
2020-08-19,4.408687843645311,2,3
2020-08-20,2.957888664553124,3,2
2020-08-21,7.269223151915625,11,27
2020-08-22,-0.9668694966546865,0,0
2020-08-23,-1.285794257607811,0,1
2020-08-24,3.0942789100000017,118,1
2020-08-25,4.882227514250002,6,1
2020-08-26,4.623346164925001,23,3
2020-08-27,6.624596824565625,4,7
2020-08-28,-0.5432888115796877,2,3
2020-08-29,-0.9586447760703121,0,0
2020-08-30,-0.6314815358390615,0,0
2020-08-31,6.577753787464064,6,0
2020-09-01,6.9665959954375,8,0
2020-09-02,8.606019684262499,14,4
2020-09-03,3.230785424190624,5,2
2020-09-04,0.5393291844093748,29,0
2020-09-05,0.9351236166968757,0,0
2020-09-06,-0.8685919400359363,0,0
2020-09-07,-0.5944319737499987,0,22
2020-09-08,0.5337433638906262,28,17
2020-09-09,4.514356003123439,57,1
2020-09-10,3.1781000433062503,8,2
2020-09-11,0.16615849206249989,0,8
2020-09-12,0.47351921878906245,0,0
2020-09-13,-0.4143635811031247,0,0
2020-09-14,2.7333065324281254,35,2
2020-09-15,10.50946674125,12,2
2020-09-16,0.6105359057343744,3,1
2020-09-17,8.089606034885938,1,0
2020-09-18,-1.4700107234921882,1,0
2020-09-19,-0.7918951694093742,0,0
2020-09-20,-0.5325624530515618,0,0
2020-09-21,3.5953419212140636,2,1
2020-09-22,10.277889627203125,1,3
2020-09-23,0.44890649422031226,13,14
2020-09-24,13.979632729823438,6,3
2020-09-25,9.910937477787499,42,0
2020-09-26,-2.299344172823438,3,0
2020-09-27,-1.2387572999999996,3,0
2020-09-28,6.126672077500002,7,0
2020-09-29,4.623670814187502,47,0
2020-09-30,7.533134566684376,122,0
2020-10-01,5.194626402323438,50,0
2020-10-02,9.28591574469375,13,0
2020-10-03,-2.1490947942265626,2,0
2020-10-04,-1.170083317931249,2,0
2020-10-05,2.2401838012500015,78,1
2020-10-06,8.107896768890626,5,5
2020-10-07,2.479536550404688,65,8
2020-10-08,2.7505540563937503,57,3
2020-10-09,2.836913977317188,2,5
2020-10-10,-1.092356160923437,1,0
2020-10-11,0.34642583460468834,0,0
2020-10-12,3.487143798750001,0,16
2020-10-13,2.2266867447031258,12,10
2020-10-14,3.2186987902515627,0,5
2020-10-15,2.1194517401140627,0,1
2020-10-16,-0.7805101972062498,0,8
2020-10-17,-0.4604851747062495,3,0
2020-10-18,-0.3138374063937493,1,0
2020-10-19,4.780116364484376,9,2
2020-10-20,4.319048506651563,1,6
2020-10-21,-0.8711611716906252,0,6
2020-10-22,2.5357491015796874,0,9
2020-10-23,4.391887150809375,0,20
2020-10-24,-0.8440928076078124,0,5
2020-10-25,-0.45689381249999983,0,0
2020-10-26,2.6742339562500006,0,4
2020-10-27,6.445027203671875,0,1
2020-10-28,1.9550943847421873,4,1
2020-10-29,0.15841458607031234,3,0
2020-10-30,5.419339079703125,0,0
2020-10-31,0.003474127314062714,0,0
2020-11-01,-0.654785050179687,0,0
2020-11-02,5.58957207375,0,2
2020-11-03,3.0855613997031255,1,0
2020-11-04,9.074019150032813,4,2
2020-11-05,7.455320571951562,21,5
2020-11-06,1.297535939376562,3,1
2020-11-07,-1.2462529268796874,0,0
2020-11-08,-0.8015255032312489,0,0
2020-11-09,10.439760919964064,20,0
2020-11-10,7.45955696190625,13,0
2020-11-11,1.238588307721875,7,5
2020-11-12,2.7128921559499997,19,2
2020-11-13,0.7778280687500008,2,4
2020-11-14,-0.9330413618703114,12,0
2020-11-15,-0.5810169451078114,0,0
2020-11-16,0.5715109787500011,8,6
2020-11-17,5.549627253078126,0,1
2020-11-18,2.0583351662140625,5,5
2020-11-19,4.226506578129688,0,8
2020-11-20,1.0876802978296871,2,6
2020-11-21,-0.7033237861749998,0,0
2020-11-22,-0.4211477175718746,0,0
2020-11-23,2.7012714787500007,8,1
2020-11-24,-0.5375252780156246,16,3
2020-11-25,-0.332133381879687,1,3
2020-11-26,-0.24639056051249963,0,5
2020-11-27,-0.15721301518593703,4,2
2020-11-28,-0.10948113871093719,0,0
2020-11-29,-0.05628374257187484,1,0
2020-11-30,4.96671891125,15,5
2020-12-01,4.471295060953125,12,1
2020-12-02,5.249803442392187,5,0
2020-12-03,11.032499999999999,18,0
2020-12-04,2.284187499999999,9,0
2020-12-05,-0.2948962500000003,2,0
2020-12-06,-0.8923688124999996,12,0
2020-12-07,2.3750709562500014,1,9
2020-12-08,9.213166878671876,0,8
2020-12-09,4.465528344742188,7,3
2020-12-10,0.5632067042265625,63,5
2020-12-11,-0.03973716890312473,7,1
2020-12-12,-0.766128428743749,1,0
2020-12-13,-0.46979226065937385,1,1
2020-12-14,2.6601744337140634,3,1
2020-12-15,6.428490023453126,2,1
2020-12-16,0.9351173597359375,21,6
2020-12-17,5.222752191546875,0,1
2020-12-18,7.967889062503125,1,1
2020-12-19,-1.4463537680875003,0,0
2020-12-20,-0.7780271400359373,0,1
2020-12-21,1.4618763237500008,52,7
2020-12-22,0.38465216220312626,0,3
2020-12-23,-0.5283849662171867,0,0
2020-12-24,-0.3649488837828119,0,0
2020-12-25,-0.2438758494156244,0,0
2020-12-26,-0.18940393235624944,4,0
2020-12-27,-0.11803044782343716,0,0
2020-12-28,-0.035349404999999896,6,0
2020-12-29,-0.030230322281249916,0,1
2020-12-30,-0.026366018087499932,2,0
2020-12-31,-0.008398852535937478,1,0
2021-01-01,0.0,0,0
2021-01-02,0.0,3,0
2021-01-03,0.0,1,0
2021-01-04,4.0,6,3
2021-01-05,4.6,63,3
2021-01-06,6.319999999999999,5,2
2021-01-07,6.960999999999999,11,2
2021-01-08,4.659849999999999,35,5
2021-01-09,-1.3272795000000004,3,2
2021-01-10,-0.7758692999999994,1,0
2021-01-11,5.440697902500001,8,7
2021-01-12,-0.03878482081249923,14,3
2021-01-13,5.268910551028126,32,2
2021-01-14,8.907305901210938,0,4
2021-01-15,-0.6243756493765626,14,1
2021-01-16,-0.9629636983812498,0,0
2021-01-17,-0.5994569402156243,2,0
2021-01-18,4.588450310000002,0,1
2021-01-19,1.1706943506562506,46,1
2021-01-20,3.3007395192687503,2,3
2021-01-21,3.1775922943703128,1,6
2021-01-22,4.102517558378125,37,0
2021-01-23,-0.00946558837499989,4,0
2021-01-24,-0.6280924150359373,0,0
2021-01-25,3.5835904937500005,4,8
2021-01-26,3.2810434924218757,0,1
2021-01-27,6.160600026289063,9,3
2021-01-28,7.824627445365625,0,4
2021-01-29,-1.5521491559562504,5,10
2021-01-30,-0.8441476714718747,3,0
2021-01-31,-0.5698151256953117,0,0
2021-02-01,4.595798562464064,189,8
2021-02-02,7.1801671254375,27,6
2021-02-03,0.7070173515437499,74,2
2021-02-04,6.097083132496875,20,2
2021-02-05,5.733780715107812,14,2
2021-02-06,-1.3934734228234373,0,0
2021-02-07,-0.7505690624999997,0,0
2021-02-08,0.46286441875000095,7,1
2021-02-09,7.479630089921876,32,3
2021-02-10,2.8093205031953126,46,2
2021-02-11,5.95538259243125,119,2
2021-02-12,11.70990573006875,10,3
2021-02-13,0.9638130911390621,3,0
2021-02-14,-1.3680379802515623,0,0
2021-02-15,0.16900570375000068,2,2
2021-02-16,0.28210431698437666,35,1
2021-02-17,1.3620405208390638,9,0
2021-02-18,7.3239236414,15,0
2021-02-19,-1.2234401900031249,43,1
2021-02-20,-0.6702403757046871,6,0
2021-02-21,-0.43649378451406207,2,0
2021-02-22,0.7530142336421883,36,0
2021-02-23,6.724079965734376,16,0
2021-02-24,1.1095493419484372,56,13
2021-02-25,3.3402149514328126,26,0
2021-02-26,0.19649329080312472,41,2
2021-02-27,-0.5649450702874995,8,0
2021-02-28,0.6736957375000003,0,0
2021-03-01,7.65338871625,171,7
2021-03-02,6.956322288234375,16,4
2021-03-03,7.645170763854686,21,0
2021-03-04,0.3558721087171868,14,6
2021-03-05,0.9194185966156252,68,1
2021-03-06,-0.8970597356593742,4,0
2021-03-07,-0.5866851487859361,0,0
2021-03-08,0.5530102669843762,0,3
2021-03-09,0.5342884608390635,0,2
2021-03-10,1.5528618843375006,1,10
2021-03-11,10.524682945071875,0,14
2021-03-12,0.6439238086453118,0,2
2021-03-13,1.1752864188968746,0,0
2021-03-14,-0.6909014675718752,0,0
2021-03-15,3.569223291250001,0,4
2021-03-16,1.2774047157343755,8,0
2021-03-17,4.361504804448438,16,0
2021-03-18,9.087876337682813,2,1
2021-03-19,0.46478943425624974,18,5
2021-03-20,1.9679966035734375,0,0
2021-03-21,-0.8991283811031248,0,0
2021-03-22,0.4332947349281262,7,4
2021-03-23,6.485736792937501,0,9
2021-03-24,4.920958357575,2,1
2021-03-25,8.80624949235,9,5
2021-03-26,2.3104866771640618,1,2
2021-03-27,-0.318160490140625,0,2
2021-03-28,0.13954309338125048,0,0
2021-03-29,2.3092501586421887,2,8
2021-03-30,7.216486238234376,19,4
2021-03-31,-0.3221888461453122,10,5
2021-04-01,1.137933891654688,14,0
2021-04-02,-0.7547172928718746,23,1
2021-04-03,-0.47866773617187397,0,0
2021-04-04,-0.30033995690937426,0,0
2021-04-05,3.786013895698438,13,1
2021-04-06,9.428751125917188,10,2
2021-04-07,0.6808392170171869,8,9
2021-04-08,5.1370534741968745,3,2
2021-04-09,-0.08518547856718794,1,0
2021-04-10,3.285110294928126,0,0
2021-04-11,0.12885945000000032,1,0
2021-04-12,5.3592965900000005,0,0
2021-04-13,15.9481027604375,9,8
2021-04-14,-1.3277047578000007,1,2
2021-04-15,9.696021158609375,6,9
2021-04-16,7.092458920584375,3,3
2021-04-17,0.011038774268750773,0,2
2021-04-18,-1.3498851258484368,0,1
2021-04-19,3.0766156368406268,0,8
2021-04-20,17.912189670620315,0,5
2021-04-21,5.36469397976875,26,0
2021-04-22,2.8059289226234374,4,0
2021-04-23,6.276032413042188,0,0
2021-04-24,-1.9107440875359363,0,0
2021-04-25,-1.1213925988546858,0,0
2021-04-26,5.2285027724281266,3,1
2021-04-27,15.799766669187502,2,9
2021-04-28,12.531113010059375,6,2
2021-04-29,7.167110716442187,11,3
2021-04-30,4.512743044634375,12,1
2021-05-01,-0.14400376680468696,0,0
2021-05-02,-1.5300851452874982,0,0
2021-05-03,-1.0281926399999977,3,4
2021-05-04,10.193762098156252,3,3
