,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2023-08-07,19,0,12.0
2023-08-08,14,0,5.799999999999999
2023-08-09,7,0,6.759999999999999
2023-08-10,6,0,2.5429999999999984
2023-08-11,5,0,9.79255
2023-08-12,0,0,-1.8460385000000001
2023-08-13,0,0,-1.0450613999999991
2023-08-14,11,0,18.2496575575
2023-08-15,9,1,5.5104737700625
2023-08-16,4,0,10.858553708459375
2023-08-17,9,0,3.4740046056234366
2023-08-18,9,0,1.966917768900001
2023-08-19,0,0,0.34913489668437614
2023-08-20,3,0,4.7089878846046895
2023-08-21,12,3,8.546430921250002
2023-08-22,11,4,11.051995820203127
2023-08-23,4,0,9.513893171442188
2023-08-24,10,0,5.463002383009375
2023-08-25,4,0,0.7488807289390627
2023-08-26,2,0,0.3783941652218761
2023-08-27,3,0,-1.2713820886749982
2023-08-28,16,0,0.1095482918343772
2023-08-29,19,0,9.203840053378126
2023-08-30,7,0,7.418527700437501
2023-08-31,7,0,8.237026053345312
2023-09-01,7,0,6.052399651693749
2023-09-02,9,0,1.1526750981656249
2023-09-03,2,0,1.650374803860938
2023-09-04,11,0,14.825812723678126
2023-09-05,11,0,9.614069111984374
2023-09-06,2,0,5.468033126057812
2023-09-07,12,0,2.707325845
2023-09-08,8,0,9.119541339520314
2023-09-09,0,0,4.7078798442656264
2023-09-10,4,0,7.964029951915626
2023-09-11,16,0,7.749908713345313
2023-09-12,7,1,2.6259187291421884
2023-09-13,12,9,4.039317220737502
2023-09-14,5,5,6.192974396693751
2023-09-15,10,0,4.090510368384376
2023-09-16,5,0,2.2479982953984385
2023-09-17,4,0,0.4955185934953137
2023-09-18,8,1,9.855777377092188
2023-09-19,6,0,3.1289787882343756
2023-09-20,12,0,4.4649611320625
2023-09-21,4,0,1.4885822142265628
2023-09-22,9,0,3.781829153159376
2023-09-23,0,0,-0.2818962583812492
2023-09-24,0,0,3.129305352721876
2023-09-25,13,0,7.0132392425750005
2023-09-26,10,0,12.58334754550625
2023-09-27,3,0,6.778476592026562
2023-09-28,2,0,3.944737957976562
2023-09-29,2,1,0.21850445198750013
2023-09-30,3,0,0.7185111310640637
2023-10-01,0,0,-0.07383046069531085
2023-10-02,2,1,9.164284400401565
2023-10-03,5,0,4.37606272573125
2023-10-04,3,0,10.467978956243751
2023-10-05,1,1,2.8955190448562496
2023-10-06,2,0,3.384747281582813
2023-10-07,13,0,0.5429783537531252
2023-10-08,8,0,0.9092013476468763
2023-10-09,6,0,11.054511444412501
2023-10-10,5,0,7.140515439807813
2023-10-11,12,0,4.040758429046875
2023-10-12,6,1,5.292950084846875
2023-10-13,8,2,4.262896198240625
2023-10-14,3,0,-0.6037107452578117
2023-10-15,13,0,-1.0797881812109362
2023-10-16,10,0,9.255145201396877
2023-10-17,7,0,3.424274947490626
2023-10-18,3,0,4.587039687428126
2023-10-19,3,0,10.584255750332812
2023-10-20,18,0,2.9837795036749997
2023-10-21,5,0,-0.6027755420953123
2023-10-22,0,0,1.9368596967687508
2023-10-23,9,3,2.9827036224640637
2023-10-24,10,0,5.9096628135937515
2023-10-25,4,0,4.5769173320625
2023-10-26,7,0,3.5945571917265626
2023-10-27,1,0,1.6656563848468753
2023-10-28,2,0,-0.10431202925937422
2023-10-29,4,0,-0.7517839644453116
2023-10-30,6,1,13.495874335917188
2023-10-31,2,1,4.2088309915796875
2023-11-01,4,0,4.468041408746875
2023-11-02,8,1,9.503726885404687
2023-11-03,15,0,3.0250472184562502
2023-11-04,0,0,-0.5974023979765621
2023-11-05,3,0,-0.07820854562343671
2023-11-06,3,0,4.1458293249640645
2023-11-07,3,0,6.866412615281251
2023-11-08,11,0,10.458915621403126
2023-11-09,13,0,-0.03492296455937538
2023-11-10,11,1,3.6882956978625003
2023-11-11,1,0,-1.342368401723437
2023-11-12,2,0,1.212649665554689
2023-11-13,34,0,2.2440422531984385
2023-11-14,16,2,3.1715198623859386
2023-11-15,10,2,0.04942710319531307
2023-11-16,11,0,1.3231669685250007
2023-11-17,12,1,5.371387662287501
2023-11-18,0,1,1.0595364548500001
2023-11-19,0,0,-0.7157971926796873
2023-11-20,3,0,-0.4235075147812497
2023-11-21,10,2,0.6837520583812509
2023-11-22,17,0,10.661086969079689
2023-11-23,11,0,5.678443309340625
2023-11-24,9,0,-0.3439216810671881
2023-11-25,0,0,0.15444252433437478
2023-11-26,0,0,1.342566008753126
2023-11-27,10,0,4.374618532428126
2023-11-28,6,0,4.09214441625
2023-11-29,5,0,5.957487690734375
2023-11-30,11,0,3.6705900680421872
2023-12-01,5,0,5.7233327222453125
2023-12-02,0,0,-0.4141742520171876
2023-12-03,0,0,-0.8886858705515619
2023-12-04,8,0,2.3905562276828136
2023-12-05,3,0,3.2340369111000014
2023-12-06,3,0,5.098218485992188
2023-12-07,8,0,-0.13819177253906245
2023-12-08,2,0,-0.7434389190796871
2023-12-09,7,1,-0.46706640003906197
2023-12-10,9,1,-0.32478831826718657
2023-12-11,8,0,6.788309008714063
2023-12-12,5,1,3.1318314509531247
2023-12-13,7,0,2.1418060003296873
2023-12-14,10,0,1.2184010155124998
2023-12-15,10,1,4.34640107176875
2023-12-16,1,0,-0.8793661025359374
2023-12-17,2,3,-0.5005885874999995
2023-12-18,11,0,5.63752082625
2023-12-19,5,0,0.1136149863906254
2023-12-20,3,0,1.392745916435938
2023-12-21,7,1,4.433702195809375
2023-12-22,10,1,6.157723335110938
2023-12-23,0,0,-1.1640022701500001
2023-12-24,3,0,2.364091912320313
2023-12-25,6,0,16.28522981
2023-12-26,1,0,4.844951150656249
2023-12-27,15,0,4.18872386676875
2023-12-28,5,0,4.363374452682812
2023-12-29,7,0,-0.6114078938999989
2023-12-30,8,2,0.891919258710939
2023-12-31,1,0,2.031380480998439
2024-01-01,1,0,-0.9486073627968736
2024-01-02,12,0,11.346151172376564
2024-01-03,4,0,3.3017653132796876
2024-01-04,7,0,7.669852964154687
2024-01-05,10,0,4.339429035440624
2024-01-06,2,0,2.4829151417687503
2024-01-07,2,0,0.7159699326828131
2024-01-08,5,0,7.9790069558812515
2024-01-09,6,1,9.402843274892188
2024-01-10,3,0,3.9699031500625
2024-01-11,10,0,9.215264863240625
2024-01-12,9,0,-1.1490153073203127
2024-01-13,8,0,1.6579633890828138
2024-01-14,2,0,1.8109288777218762
