,flutter/flutter,facebook/react-native,NativeScript/NativeScript
2015-04-30,0,18.0,3
2015-05-01,0,3.1999999999999984,0
2015-05-02,0,10.69,0
2015-05-03,0,3.061999999999998,0
2015-05-04,1,6.445575000000001,5
2015-05-05,0,17.239586,7
2015-05-06,0,12.032050025,0
2015-05-07,0,21.854789905,2
2015-05-08,0,8.65197398446875,6
2015-05-09,0,-3.7719768282249992,0
2015-05-10,0,0.7687656498828144,0
2015-05-11,0,2.0837306469906287,11
2015-05-12,1,-1.733282433054684,4
2015-05-13,3,48.780537726165626,8
2015-05-14,4,30.07246103783281,8
2015-05-15,1,14.50959108532031,11
2015-05-16,0,-0.5833124201015654,0
2015-05-17,0,-1.699239221717185,0
2015-05-18,3,10.35373277595313,11
2015-05-19,9,-1.2681859346703082,13
2015-05-20,1,6.654123077356254,6
2015-05-21,5,3.3634002717187528,8
2015-05-22,0,10.573974420890629,6
2015-05-23,1,4.337571479128126,0
2015-05-24,0,-1.0917070233328117,0
2015-05-25,0,2.7138012850390636,14
2015-05-26,5,12.708355720725002,5
2015-05-27,9,6.730207699751563,11
2015-05-28,12,22.8819393877875,4
2015-05-29,2,16.22788156033281,9
2015-05-30,0,3.9991589293312497,0
2015-05-31,0,6.935997979673438,1
2015-06-01,3,10.111383509232814,7
2015-06-02,10,14.885389285401565,11
2015-06-03,10,20.2459196288875,9
2015-06-04,16,2.3396595911062503,3
2015-06-05,4,5.635252476785939,2
2015-06-06,0,1.8978499812890646,0
2015-06-07,0,2.5829318201562534,0
2015-06-08,9,6.943052273306252,4
2015-06-09,10,14.709768822937502,3
2015-06-10,12,6.864339235251563,3
2015-06-11,13,17.217670905728127,11
2015-06-12,5,38.36474976927813,4
2015-06-13,3,-3.147498578642189,0
2015-06-14,0,-3.537967581651562,0
2015-06-15,5,14.68014919349219,10
2015-06-16,10,5.576017958929691,3
2015-06-17,10,7.98368079341094,19
2015-06-18,12,7.949007676732814,33
2015-06-19,4,11.016461434328127,1
2015-06-20,0,3.728425463875001,0
2015-06-21,0,-1.6210492080562484,0
2015-06-22,10,17.449180743642188,0
2015-06-23,11,9.981654024984376,2
2015-06-24,10,13.950519893498438,2
2015-06-25,13,18.552880300254685,9
2015-06-26,11,1.8107110939328122,14
2015-06-27,0,1.0335076036359387,0
2015-06-28,0,-1.3035143103624978,0
2015-06-29,1,2.370193577982816,9
2015-06-30,2,11.40428743641719,5
2015-07-01,2,8.550026121364064,9
2015-07-02,1,4.520990703267188,4
2015-07-03,0,6.863239643045313,4
2015-07-04,0,-2.1613009313843743,0
2015-07-05,0,-0.1937133635281234,0
2015-07-06,8,9.062933579340626,22
2015-07-07,1,13.320547956651563,18
2015-07-08,4,13.504301024403125,6
2015-07-09,2,12.008786987610936,10
2015-07-10,2,13.870549414745312,9
2015-07-11,0,-3.460173797392188,0
2015-07-12,0,-1.9831547440734356,0
2015-07-13,0,10.629759036984378,6
2015-07-14,1,16.725906623557815,11
2015-07-15,0,13.68357270190625,23
2015-07-16,8,6.433764547460937,17
2015-07-17,18,10.979050827940625,4
2015-07-18,8,-2.209132609304687,0
2015-07-19,0,-1.973205393110935,0
2015-07-20,10,6.6921876575000026,12
2015-07-21,34,15.171703302562502,6
2015-07-22,29,6.090905861021875,10
2015-07-23,31,9.473438593051563,6
2015-07-24,22,12.338262616732813,14
2015-07-25,6,0.9942648961718756,0
2015-07-26,0,-2.109395598518749,0
2015-07-27,19,20.678596614964064,11
2015-07-28,15,7.799064047125,12
2015-07-29,17,8.097959192196875,8
2015-07-30,31,10.154083147248437,10
2015-07-31,13,3.027462077239064,11
2015-08-01,4,3.6309582893343766,0
2015-08-02,2,1.9011079348984392,0
2015-08-03,17,5.290664384856252,25
2015-08-04,18,7.138191567406252,12
2015-08-05,13,1.8671614797875016,1
2015-08-06,17,6.395320552682813,6
2015-08-07,39,14.192085800401564,13
2015-08-08,7,1.3414150614390623,0
2015-08-09,0,-1.8200126158093746,0
2015-08-10,27,6.849452646471876,5
2015-08-11,50,15.373401082496876,8
2015-08-12,11,6.304904330107813,7
2015-08-13,30,15.629328305114061,11
2015-08-14,17,15.80491089573125,4
2015-08-15,0,1.2886448864625,0
2015-08-16,0,-1.6058982426374988,0
2015-08-17,26,8.270425057356253,0
2015-08-18,20,5.746213547125002,6
2015-08-19,29,12.745357617196877,2
2015-08-20,26,18.075093669748437,1
2015-08-21,17,16.249848651645312,1
2015-08-22,9,-1.1005752866937506,0
2015-08-23,0,-2.5875050845109366,1
2015-08-24,21,0.3515406118046902,4
2015-08-25,49,27.572536509807815,7
2015-08-26,43,13.022334764265626,3
2015-08-27,24,10.182726363228124,6
2015-08-28,25,2.378897676132812,18
2015-08-29,11,-1.7469692523171858,0
2015-08-30,6,1.1893457352343777,0
2015-08-31,24,12.49165793739219,5
2015-09-01,15,18.52228247021875,12
2015-09-02,21,9.399997206225,8
2015-09-03,29,11.637383882692188,12
2015-09-04,24,15.622413684670313,26
2015-09-05,4,1.1693794526531254,3
2015-09-06,1,4.332925058018752,0
2015-09-07,1,5.54522694841719,7
