,scikit-learn/scikit-learn,mlpack/mlpack,statsmodels/statsmodels
2018-04-05,1,8.0,4
2018-04-06,2,7.199999999999999,10
2018-04-07,0,4.839999999999999,1
2018-04-08,0,-0.18800000000000106,0
2018-04-09,2,4.2367,0
2018-04-10,1,6.989766,2
2018-04-11,2,2.5882949,1
2018-04-12,2,-0.2139086699999998,3
2018-04-13,3,7.128302600875001,12
2018-04-14,2,-0.4283452644124992,5
2018-04-15,0,4.098411542868751,1
2018-04-16,5,11.921144490518751,2
2018-04-17,2,10.067445212385937,12
2018-04-18,1,-0.25317406430468825,12
2018-04-19,1,2.5482168814,23
2018-04-20,1,3.673728444340626,4
2018-04-21,3,3.6436831345890637,2
2018-04-22,2,-0.3770597770531241,11
2018-04-23,5,6.059213881135939,3
2018-04-24,0,2.618889788117188,7
2018-04-25,7,4.773763468345313,7
2018-04-26,4,3.6891460460375,8
2018-04-27,0,2.7788962491156255,9
2018-04-28,0,-0.14153471897187453,2
2018-04-29,0,-0.8040056115078117,5
2018-04-30,0,7.459120500554689,4
2018-05-01,0,0.8095423463546878,3
2018-05-02,3,2.1254330401859383,3
2018-05-03,3,3.1667614305125,2
2018-05-04,5,7.08692852220625,0
2018-05-05,0,3.6728797890078124,4
2018-05-06,3,-1.216680823159375,0
2018-05-07,2,0.2925273024640629,4
2018-05-08,1,1.389513065875001,4
2018-05-09,2,1.3504969149312511,2
2018-05-10,0,3.4057427208812507,0
2018-05-11,1,8.214308057829687,2
2018-05-12,1,1.6399478544812496,1
2018-05-13,0,-0.020752897865625064,7
2018-05-14,0,4.314204516070313,9
2018-05-15,2,4.060990769484375,2
2018-05-16,1,5.937090828932813,4
2018-05-17,0,12.664720021396874,2
2018-05-18,3,4.828670489115624,32
2018-05-19,0,6.120450421465625,40
2018-05-20,1,5.079580379379688,2
2018-05-21,0,5.182364335626564,2
2018-05-22,2,0.18288501363593834,0
2018-05-23,4,12.655622873492188,1
2018-05-24,4,-1.319489788789062,2
2018-05-25,3,-0.42015507372031125,3
2018-05-26,1,0.9364119658875012,9
2018-05-27,0,4.099863066873439,4
2018-05-28,0,0.8970540898531261,1
2018-05-29,3,-0.8510049763609369,10
2018-05-30,9,1.4636558962171882,1
2018-05-31,3,7.432444203959376,4
2018-06-01,3,5.82352128023125,8
2018-06-02,1,1.744801879448437,5
2018-06-03,0,2.006347015182812,4
2018-06-04,8,11.081139837350001,5
2018-06-05,0,1.2184735862890625,3
2018-06-06,7,4.755414052428126,2
2018-06-07,1,0.6126419664687499,7
2018-06-08,2,11.937713629553127,3
2018-06-09,0,19.976675362353124,0
2018-06-10,3,4.706952604451562,7
2018-06-11,3,3.4749626108453118,8
2018-06-12,3,5.8598845224546885,6
2018-06-13,2,6.815529878021877,34
2018-06-14,9,3.773231509298439,1
2018-06-15,5,-1.9892210674968736,3
2018-06-16,1,5.720956308225002,0
2018-06-17,4,26.326693885689064,2
2018-06-18,5,-0.8172052874156255,1
2018-06-19,1,3.81199111911875,1
2018-06-20,7,0.016607539409375205,8
2018-06-21,9,9.533264935071877,12
2018-06-22,4,8.900609861582813,1
2018-06-23,4,5.679089411034376,4
2018-06-24,3,2.836386776390625,0
2018-06-25,1,3.1280211040609385,0
2018-06-26,5,-1.7143307625531234,2
2018-06-27,2,7.040339784298439,5
2018-06-28,8,2.488910962503126,5
2018-06-29,3,2.7067278430062514,13
2018-06-30,1,0.7592177964328131,2
2018-07-01,1,7.050487574229688,0
2018-07-02,6,7.613915133384375,1
2018-07-03,4,5.340751072242187,0
2018-07-04,5,4.377816117320313,3
2018-07-05,3,3.4573971608750003,2
2018-07-06,0,2.539440617650001,8
2018-07-07,0,5.714959595293751,2
2018-07-08,1,7.480768031325001,0
2018-07-09,5,1.1856654370531254,3
2018-07-10,5,0.6223326638218758,0
2018-07-11,1,2.9244553960671884,0
2018-07-12,5,1.9014018729046889,0
2018-07-13,1,0.021218197206250955,0
2018-07-14,6,2.284943249007813,0
2018-07-15,6,1.2147135949968757,0
2018-07-16,19,1.3055336013578134,0
2018-07-17,41,8.376357195629687,0
2018-07-18,9,3.746701743860937,2
2018-07-19,9,2.846810691615625,2
2018-07-20,8,5.932061417059375,5
2018-07-21,4,4.664934015626563,1
2018-07-22,6,5.637021540917187,0
2018-07-23,3,5.482287561360938,2
2018-07-24,3,0.40330784014687526,0
2018-07-25,3,7.837678696537501,0
2018-07-26,1,3.309221889598438,1
2018-07-27,6,6.543649786507814,2
2018-07-28,1,7.305087883746875,2
2018-07-29,7,0.09331219290468784,0
2018-07-30,1,-0.30271445507499917,1
2018-07-31,8,7.041200586139064,1
2018-08-01,2,0.5395215774671884,5
2018-08-02,3,10.961447146537502,2
2018-08-03,2,5.098465079598437,3
2018-08-04,0,8.276875191945313,2
2018-08-05,1,-0.01591404242812544,0
2018-08-06,4,1.6592004048953135,8
2018-08-07,8,5.8455218869125005,4
2018-08-08,0,0.5234808508390636,5
2018-08-09,4,0.8854216111812512,15
2018-08-10,2,-0.9246144600093741,4
2018-08-11,1,3.3549868409593766,5
2018-08-12,2,-0.8272907779078118,5
2018-08-13,2,-0.4820988276406243,14
2018-08-14,4,0.7042839571312505,1
2018-08-15,4,0.676663833782813,7
2018-08-16,6,0.6904170137171879,1
2018-08-17,2,-0.2620823811031249,15
2018-08-18,10,0.8446650099281252,0
2018-08-19,4,-0.2035525020624999,1
2018-08-20,3,-0.1285366726437498,26
2018-08-21,5,1.9311275412500002,6
2018-08-22,8,0.745513478234375,5
2018-08-23,2,1.7648223881984375,27
2018-08-24,0,2.666870821948437,26
2018-08-25,3,2.5206824512140624,9
2018-08-26,1,-0.5544643130156253,21
2018-08-27,2,-0.3126646275359374,8
2018-08-28,0,-0.21507040499999963,3
2018-08-29,4,0.8331079027187506,2
2018-08-30,7,-0.23638969808749968,14
2018-08-31,1,0.8546973951828127,2
2018-09-01,4,1.79271626713125,10
2018-09-02,3,-0.3195639966546875,6
2018-09-03,5,2.8401866923921877,8
2018-09-04,1,2.6091754875,2
2018-09-05,8,-0.5035354462500001,16
2018-09-06,5,1.724536174484375,3
2018-09-07,1,1.6066959262140625,11
2018-09-08,3,-0.4320934555156248,22
2018-09-09,3,-0.26237176606718726,15
2018-09-10,0,-0.18788983132187465,13
2018-09-11,1,-0.1355445277968746,5
2018-09-12,3,-0.11245902165468719,21
2018-09-13,11,0.9262920248921878,10
2018-09-14,4,1.8586759814687501,15
2018-09-15,0,-0.28093433110312516,14
2018-09-16,4,5.864702294928125,20
2018-09-17,4,4.3223375,4
2018-09-18,1,1.1725582499999996,3
2018-09-19,1,0.3586044874999996,6
2018-09-20,4,2.50610727875,2
2018-09-21,2,6.3662312944843755,6
2018-09-22,3,0.9080836964328125,1
2018-09-23,0,1.197434054928125,6
2018-09-24,4,0.2931933656562503,0
2018-09-25,6,0.4264281647062509,3
2018-09-26,10,-0.4678528724609368,1
2018-09-27,5,-0.29883969433749935,2
2018-09-28,5,4.777520309667188,0
2018-09-29,2,-0.6774654162171875,5
2018-09-30,3,-0.3543947487828123,0
2018-10-01,3,-0.20269003985312495,1
2018-10-02,7,-0.1407722143374995,3
2018-10-03,5,-0.09855091555156219,3
2018-10-04,13,-0.07420891503593728,2
2018-10-05,9,-0.05546848124999983,1
2018-10-06,1,-0.04784156507812488,3
2018-10-07,3,-0.041994262679687394,0
2018-10-08,2,0.0,0
2018-10-09,4,9.0,1
2018-10-10,5,-0.9000000000000008,0
2018-10-11,4,3.5949999999999998,0
2018-10-12,0,-0.6565000000000005,2
2018-10-13,3,-0.3659624999999994,1
2018-10-14,5,2.7409492500000003,8
2018-10-15,2,0.49889188750000035,0
2018-10-16,2,2.6006897337500003,4
2018-10-17,1,4.430737132859375,10
2018-10-18,2,2.1545480421765624,0
2018-10-19,2,1.2822139979374998,1
2018-10-20,0,2.37131430235625,0
2018-10-21,2,0.3263941487500003,0
2018-10-22,4,5.486144077203125,0
2018-10-23,4,2.045968728126563,0
2018-10-24,3,2.1752206896671877,1
2018-10-25,1,16.192344013564064,0
2018-10-26,1,3.807035618273437,0
2018-10-27,2,0.3000357151109372,1
2018-10-28,0,-1.2004061653687499,3
2018-10-29,4,0.19857416437656417,0
2018-10-30,3,1.3064643931203141,0
2018-10-31,4,9.280841144487502,0
2018-11-01,0,-1.4721999079046875,0
2018-11-02,2,1.1915934186265629,11
2018-11-03,1,1.2351804862953129,5
2018-11-04,1,-0.6115502537468742,3
2018-11-05,3,3.6376170736781255,0
2018-11-06,7,4.338299169484375,0
2018-11-07,6,0.10796905893281261,0
2018-11-08,1,4.389961639771875,0
2018-11-09,0,4.097350057140625,0
2018-11-10,1,0.037396481468750076,0
2018-11-11,5,-0.6573286311031248,0
2018-11-12,6,5.566088197428126,0
2018-11-13,4,2.0807000041875003,0
2018-11-14,6,5.170413016028125,3
2018-11-15,1,6.905042130554687,1
2018-11-16,1,-0.4043459113640626,0
2018-11-17,1,5.109382475992188,1
2018-11-18,2,-0.17585990069531232,1
2018-11-19,4,1.2250524324640635,0
2018-11-20,4,3.2647404581562505,0
2018-11-21,4,1.0904519182375008,0
2018-11-22,9,-0.7388810182015619,1
2018-11-23,2,-0.4784471405906244,0
2018-11-24,3,-0.32836682330312417,0
2018-11-25,2,-0.20901845187968682,0
2018-11-26,2,-0.16703037073124952,1
2018-11-27,3,-0.09823428856718722,5
2018-11-28,2,3.922741650365625,6
2018-11-29,0,-0.45273203617500024,1
2018-11-30,3,0.8032022949281249,0
2018-12-01,0,-0.2140000000000002,0
2018-12-02,0,5.87235,0
2018-12-03,3,2.3070329999999997,0
2018-12-04,1,4.356689449999999,0
2018-12-05,0,2.1335084649999994,0
2018-12-06,2,7.2140897354375,0
2018-12-07,2,0.7191228936062497,0
2018-12-08,1,0.11429686198437528,0
2018-12-09,3,3.3249816824640632,0
2018-12-10,3,2.127848720656251,0
