,square/okhttp,jetty/jetty.project,apache/httpcomponents-client
2015-08-25,1,7.0,8
2015-08-26,10,1.2999999999999994,3
2015-08-27,0,17.485,3
2015-08-28,1,-2.089500000000002,0
2015-08-29,3,-1.0116375,0
2015-08-30,0,1.33285775,0
2015-08-31,0,0.30370741250000155,0
2015-09-01,0,1.4159186012500011,0
2015-09-02,4,0.37191819139062576,0
2015-09-03,0,2.462559873717188,0
2015-09-04,0,0.3560766606468754,1
2015-09-05,0,-0.4984451206468745,0
2015-09-06,0,-0.21874540499999984,0
2015-09-07,0,-0.16315859728124957,0
2015-09-08,2,-0.1307281730874996,0
2015-09-09,3,3.9057680376828126,0
2015-09-10,0,2.5271908806625,0
2015-09-11,1,2.471802512167187,0
2015-09-12,1,-0.5837648706234378,0
2015-09-13,2,-0.31154885253593734,0
2015-09-14,0,2.7880455000000004,0
2015-09-15,4,0.5370142000000002,0
2015-09-16,0,0.6327889275000003,0
2015-09-17,4,2.6584596216875003,0
2015-09-18,3,3.468931062059375,0
2015-09-19,0,-0.6864142466546876,0
2015-09-20,0,0.6330381548921876,0
2015-09-21,0,7.66145264875,0
2015-09-22,2,-0.028960897796875162,0
2015-09-23,0,7.361688395626563,0
2015-09-24,0,3.802441195698437,0
2015-09-25,0,9.848604673417189,0
2015-09-26,2,-1.7792283221703131,0
2015-09-27,15,0.03109804360625068,0
2015-09-28,3,0.2427736044843758,0
2015-09-29,0,5.345793597089064,0
2015-09-30,2,9.917896984196876,0
2015-10-01,0,1.2956415245890622,0
2015-10-02,0,4.7601577058843745,0
2015-10-03,0,-1.3489994683515625,1
2015-10-04,0,-0.7961310866453113,0
2015-10-05,2,1.490094165734376,0
2015-10-06,0,1.3983632694484385,0
2015-10-07,2,11.385974073120313,0
2015-10-08,2,3.3851022778624995,0
2015-10-09,2,3.674020505557812,0
2015-10-10,0,-1.223164935701563,0
2015-10-11,0,-0.724400640215624,0
2015-10-12,0,16.5122750825,0
2015-10-13,0,4.916835581468749,0
2015-10-14,0,8.219547501396875,0
2015-10-15,0,9.947603994990624,0
2015-10-16,0,2.595141223240625,0
2015-10-17,0,-1.833458077757812,0
2015-10-18,0,-1.152190725179686,0
2015-10-19,3,6.167655576250002,0
2015-10-20,0,3.6313491799843765,0
2015-10-21,3,8.625776453279688,1
2015-10-22,0,4.222090484592187,0
2015-10-23,0,3.408585737203125,0
2015-10-24,0,-1.4197575455093747,0
2015-10-25,0,1.1826628998203135,0
2015-10-26,2,5.228891563750001,0
2015-10-27,0,1.8559202026406258,0
2015-10-28,0,5.995873679670313,0
2015-10-29,0,5.6826253671640625,0
2015-10-30,3,3.5464246152968752,0
2015-10-31,4,-1.29774670529375,0
2015-11-01,5,-0.7606414801796867,0
2015-11-02,1,10.474860408968752,0
2015-11-03,2,-1.5157525094156248,0
2015-11-04,2,18.1755282344875,0
2015-11-05,2,12.550859315032811,0
2015-11-06,2,3.236473859889062,0
2015-11-07,3,-2.1004177828296884,0
2015-11-08,1,-1.2768639001796862,0
2015-11-09,2,2.0908135912500025,2
2015-11-10,0,-1.021055930671873,0
2015-11-11,2,3.267701705854689,0
2015-11-12,2,2.087324533953126,2
2015-11-13,0,0.08834742908281323,0
2015-11-14,4,-0.5807429161328121,1
2015-11-15,4,-0.30302915271562453,0
2015-11-16,2,1.8117644112500004,0
2015-11-17,0,-0.35036573904687474,0
2015-11-18,2,9.784825869892188,0
2015-11-19,2,0.8582836466874992,0
2015-11-20,0,-0.7647190454406252,0
2015-11-21,0,-0.4419983706234376,0
2015-11-22,10,-0.29834787753593667,0
2015-11-23,4,1.7753201075000007,0
2015-11-24,3,8.61700974896875,0
2015-11-25,19,17.855941307428125,0
2015-11-26,1,1.5201294773437484,0
2015-11-27,1,-0.6559501513906256,0
2015-11-28,2,-1.0564937050718748,1
2015-11-29,0,-0.7229622749999981,0
2015-11-30,2,2.4419862450000016,1
2015-12-01,2,2.245812370218751,0
2015-12-02,2,10.1825424490375,0
2015-12-03,0,3.364575582379687,0
2015-12-04,0,-0.3514326464953126,0
2015-12-05,4,-0.792001473159375,0
2015-12-06,3,-0.5110226400359366,0
2015-12-07,1,0.6181361237500012,0
2015-12-08,2,12.591985584703126,0
2015-12-09,2,4.397141032095313,0
2015-12-10,2,-1.412578494529688,1
2015-12-11,1,8.187514860776563,0
2015-12-12,3,-1.4072918256953124,0
2015-12-13,3,-0.7600536150359366,1
2015-12-14,20,5.46459964125,1
2015-12-15,27,8.981279060734376,0
2015-12-16,5,2.3856001507609372,1
2015-12-17,2,8.693946926439063,0
2015-12-18,6,15.260788618534374,0
2015-12-19,2,-1.6534403171406256,0
2015-12-20,0,-1.548379247823437,0
2015-12-21,2,3.001225697500001,0
2015-12-22,6,-1.1619248905937478,1
2015-12-23,4,14.203281594628127,0
2015-12-24,5,5.912930297578125,0
2015-12-25,1,-1.88868338905,0
2015-12-26,2,-1.1097105428749998,0
2015-12-27,1,0.257065643873439,0
2015-12-28,9,0.44017511246406404,0
2015-12-29,4,-0.509637439562499,1
2015-12-30,0,-0.3787969538937492,0
2015-12-31,2,-0.28143676523437433,0
2016-01-01,13,-0.23930854216406186,0
2016-01-02,13,-0.09646958278749973,1
2016-01-03,3,-0.024255708749999928,0
2016-01-04,4,6.979337990734375,0
2016-01-05,2,6.282032834448437,0
2016-01-06,1,2.976601147464062,0
2016-01-07,2,1.0854999999999992,0
2016-01-08,7,4.2758625,0
2016-01-09,2,0.03854525000000031,0
2016-01-10,0,-0.6696013374999994,0
2016-01-11,5,-0.46308196124999923,0
2016-01-12,1,1.6386718851406261,3
2016-01-13,6,12.502284781139064,0
2016-01-14,7,3.4088205751859366,2
2016-01-15,3,4.736637470074999,1
2016-01-16,9,-0.31255796640000066,7
2016-01-17,3,-0.8649085756953117,3
2016-01-18,0,-0.5635531275359364,0
2016-01-19,0,0.5736476950000012,0
2016-01-20,0,-0.44652773978124904,21
2016-01-21,0,3.6632569194750007,0
2016-01-22,0,0.33474916195468785,0
2016-01-23,0,-0.41116033702343735,1
2016-01-24,2,-0.23507817823124993,0
2016-01-25,0,0.8672891349640628,0
2016-01-26,1,-0.19622319624999976,6
2016-01-27,5,1.8766668869843752,7
2016-01-28,2,0.7055643499640625,1
2016-01-29,1,0.7399705516875,0
2016-01-30,2,-0.26128047315937497,0
2016-01-31,2,-0.13638586503593736,0
2016-02-01,0,6.9075103037500005,0
2016-02-02,5,7.227328411984375,0
2016-02-03,0,7.825134992464061,0
2016-02-04,0,7.497107665218749,0
2016-02-05,2,3.2849027856624993,2
2016-02-06,6,-1.4575844155515625,1
2016-02-07,4,-0.8969294400359364,0
2016-02-08,7,2.3435347762500016,0
2016-02-09,2,2.177450876390626,0
2016-02-10,5,3.1307763993734383,0
2016-02-11,0,0.06054103382187537,0
2016-02-12,0,5.355339528785938,0
2016-02-13,0,3.007231012098438,0
2016-02-14,0,-0.9109805501796874,0
2016-02-15,2,7.491103373750001,0
2016-02-16,3,10.831274172203125,0
2016-02-17,0,9.149211205845312,1
2016-02-18,0,-1.0860025809203133,0
2016-02-19,1,13.735326049340625,0
2016-02-20,2,-2.3455675156296873,0
2016-02-21,6,-1.3181509672781235,0
2016-02-22,2,2.094264119856251,0
