,golang/go,llvm/llvm-project,gcc-mirror/gcc
2008-06-03,0,27.0,12
2008-06-04,7,32.2,11
2008-06-05,5,25.560000000000002,6
2008-06-06,18,6.712000000000003,19
2008-06-07,15,-6.1952,13
2008-06-08,3,11.218495999999998,12
2008-06-09,15,22.4104576,13
2008-06-10,2,1.1435852800000035,8
2008-06-11,7,11.072490496,19
2008-06-12,14,-3.7235460095999997,17
2008-06-13,5,-2.8210566143999998,17
2008-06-14,2,-10.6252653568,9
2008-06-15,1,1.1845192703999992,12
2008-06-16,6,55.8469251072,8
2008-06-17,6,13.171520614400006,16
2008-06-18,13,-0.5986116607999961,27
2008-06-19,5,10.312968499200004,15
2008-06-20,1,24.555569254399998,12
2008-06-21,3,7.4971051008000025,7
2008-06-22,1,-18.0835968,5
2008-06-23,2,22.2693270528,9
2008-06-24,8,13.802406912000002,16
2008-06-25,9,6.916211200000003,14
2008-06-26,17,21.6294350848,23
2008-06-27,12,3.7677198336000046,23
2008-06-28,8,-1.5871688703999993,19
2008-06-29,1,-13.2279855104,16
2008-06-30,6,31.7253679104,13
2008-07-01,3,13.606440652800003,12
2008-07-02,2,30.776401305600004,37
2008-07-03,9,15.999052185600007,18
2008-07-04,5,-26.724463206399996,16
2008-07-05,2,-3.1316927488000026,7
2008-07-06,2,-14.1457127424,9
2008-07-07,5,34.5340945408,29
2008-07-08,11,22.185453465600006,15
2008-07-09,13,69.621664256,17
2008-07-10,4,-1.8552020991999854,14
2008-07-11,4,11.523888742400004,11
2008-07-12,10,-20.754084864,5
2008-07-13,4,-8.642595225600004,5
2008-07-14,6,19.944248012799996,20
2008-07-15,14,25.4853046272,17
2008-07-16,9,5.5198462976000044,18
2008-07-17,10,3.7889152000000053,11
2008-07-18,7,4.417923174400002,20
2008-07-19,7,-3.3272454143999965,13
2008-07-20,2,-12.627701043199998,8
2008-07-21,3,51.623708672,18
2008-07-22,5,13.098232217600003,7
2008-07-23,4,-3.320410521599996,11
2008-07-24,6,-0.5580631039999986,11
2008-07-25,8,52.9105926144,13
2008-07-26,4,-5.8163787775999936,6
2008-07-27,5,-11.147003904000002,7
2008-07-28,8,-4.735090688,11
2008-07-29,5,3.6440236031999973,27
2008-07-30,5,6.040254361599999,41
2008-07-31,6,-6.33957376,80
2008-08-01,5,-6.3661520896,69
2008-08-02,2,-5.870607462399999,5
2008-08-03,3,-2.2709914623999996,6
2008-08-04,12,12.0946953216,62
2008-08-05,9,37.6084588544,65
2008-08-06,2,13.429283328000004,54
2008-08-07,3,24.671344128000005,16
2008-08-08,7,18.404808601600003,31
2008-08-09,3,0.8129375232000022,16
2008-08-10,5,-2.0194567168000006,7
2008-08-11,8,4.131940761599999,8
2008-08-12,15,8.519724748800002,30
2008-08-13,4,18.2157103104,19
2008-08-14,0,0.6233974784000011,13
2008-08-15,0,-9.2363378688,7
2008-08-16,0,8.345368678399998,11
2008-08-17,0,34.2362883072,8
2008-08-18,0,0.021038592000003575,25
2008-08-19,0,24.8748109824,11
2008-08-20,3,29.2147652608,73
2008-08-21,2,23.854889881600002,21
2008-08-22,2,1.0978710528000022,59
2008-08-23,0,29.7058772992,13
2008-08-24,0,-14.758571417599995,14
2008-08-25,0,10.731439001599998,10
2008-08-26,0,19.7540841472,14
2008-08-27,0,12.627283865599999,14
2008-08-28,2,20.586555494400002,36
2008-08-29,7,-6.683735142399996,40
2008-08-30,2,-5.962908979199998,15
2008-08-31,0,-8.295854387200002,24
2008-09-01,1,2.944991027199997,21
2008-09-02,5,20.919096012799997,27
2008-09-03,11,31.101061222400006,32
2008-09-04,8,15.638316953600004,31
2008-09-05,3,15.778080768000002,21
2008-09-06,1,-24.8064093184,16
2008-09-07,0,-2.1671585792000023,9
2008-09-08,5,35.3149274112,17
2008-09-09,8,35.1349979136,38
2008-09-10,9,0.3298490367999989,22
2008-09-11,11,17.4133090304,28
2008-09-12,19,-12.1989056512,9
2008-09-13,6,-9.890310553600003,19
2008-09-14,1,-13.7471271936,9
2008-09-15,4,2.7495993343999956,10
2008-09-16,8,14.0083125248,11
2008-09-17,12,8.980061184,21
2008-09-18,9,6.099650457600003,28
2008-09-19,12,13.812076134400002,9
2008-09-20,5,-5.930424729599999,7
2008-09-21,1,10.1890688,12
2008-09-22,11,40.6359839744,19
2008-09-23,9,-1.1697048575999958,29
2008-09-24,11,40.6487517184,12
2008-09-25,7,-5.300441599999999,10
2008-09-26,19,30.111330304000003,27
2008-09-27,7,-15.390111846399996,3
2008-09-28,2,-9.988887040000002,8
2008-09-29,7,14.0143456256,10
2008-09-30,18,32.0117052416,14
2008-10-01,5,-0.02300999679999549,14
2008-10-02,7,2.1014977536000004,9
2008-10-03,7,27.754568601600003,9
2008-10-04,4,6.815376384000004,5
2008-10-05,3,29.680945971200003,8
2008-10-06,4,33.31508807680001,13
2008-10-07,7,-0.5904521215999949,18
2008-10-08,11,-16.621491199999994,15
2008-10-09,2,-14.343718502400002,11
2008-10-10,13,17.025822515199994,11
2008-10-11,2,-6.6822849536,10
2008-10-12,0,19.903479296,7
2008-10-13,1,10.381919334400003,10
2008-10-14,6,21.0455332864,13
