,apple/swift,rust-lang/rust,JetBrains/kotlin
2014-10-17,14,21,14.0
2014-10-18,7,17,9.599999999999998
2014-10-19,3,16,-1.7300000000000013
2014-10-20,24,15,22.105999999999998
2014-10-21,15,23,18.097224999999998
2014-10-22,8,20,71.412078
2014-10-23,22,21,-8.462052425000007
2014-10-24,29,19,6.151168615
2014-10-25,8,26,-4.343084790968749
2014-10-26,12,21,-2.937200916174992
2014-10-27,20,53,7.833136595854693
2014-10-28,20,41,5.31640599189063
2014-10-29,17,24,3.333418337095315
2014-10-30,9,45,41.70512478682344
2014-10-31,19,37,30.13386208803906
2014-11-01,14,18,-4.191117795707816
2014-11-02,14,30,-2.5509165028953134
2014-11-03,18,76,-2.438083562499996
2014-11-04,14,24,-1.8183917751562442
2014-11-05,15,34,31.54374624301563
2014-11-06,20,69,10.56054821661875
2014-11-07,25,40,60.10178727209688
2014-11-08,16,18,-0.7648581851437548
2014-11-09,15,31,-5.121951513575
2014-11-10,13,18,16.9478437319125
2014-11-11,40,18,27.765103484964065
2014-11-12,35,32,59.13970583625
2014-11-13,18,20,28.036537426734373
2014-11-14,29,20,19.713770511079687
2014-11-15,16,14,-8.273139391039061
2014-11-16,6,42,-5.124111816424993
2014-11-17,29,62,42.63048710471251
2014-11-18,27,42,6.786455647187504
2014-11-19,33,73,7.367204451531253
2014-11-20,38,38,19.065037552834376
2014-11-21,47,55,42.434286499320315
2014-11-22,17,18,-7.877782973818751
2014-11-23,4,46,-4.187266298542186
2014-11-24,11,25,58.232004047500006
2014-11-25,2,36,31.754837691281253
2014-11-26,2,33,10.500986049878126
2014-11-27,0,45,20.42150268529375
2014-11-28,4,11,36.17326548465782
2014-11-29,0,7,-8.526973235612498
2014-11-30,1,16,-4.947785184224995
2014-12-01,12,12,64.70719827875
2014-12-02,22,18,3.598867068546877
2014-12-03,39,33,62.48576265843282
2014-12-04,28,41,-9.806248384984379
2014-12-05,46,60,5.124498411645318
2014-12-06,15,17,-5.114257978142184
2014-12-07,2,51,-3.414897759045304
2014-12-08,19,27,38.62830424250001
2014-12-09,18,42,-3.046446448812498
2014-12-10,15,20,22.203578654603128
2014-12-11,20,17,20.171225485204687
2014-12-12,28,24,68.68621770325468
2014-12-13,16,122,-10.102424545707818
2014-12-14,11,79,-4.260105140395312
2014-12-15,19,47,51.361074416250005
2014-12-16,15,37,43.75526200260938
2014-12-17,31,63,-6.886683808020312
2014-12-18,24,41,48.24653347273594
2014-12-19,26,103,2.5519342361750024
2014-12-20,17,45,-2.6075597390546816
2014-12-21,3,57,31.26442202859063
2014-12-22,19,62,-2.59027150676562
2014-12-23,42,26,45.596731189104695
2014-12-24,15,22,29.814430069960938
2014-12-25,0,35,2.805233981584376
2014-12-26,3,30,23.37448913454844
2014-12-27,3,27,-5.662157028128123
2014-12-28,2,35,-3.9005930974937444
2014-12-29,0,63,45.20824591129376
2014-12-30,0,126,-5.000469980856248
2014-12-31,0,42,15.073598094075003
2015-01-01,4,49,-4.661384292640625
2015-01-02,1,70,12.336912956712505
2015-01-03,0,61,12.762608848401564
2015-01-04,2,60,-3.5847326365578107
2015-01-05,15,127,8.979061452464064
2015-01-06,25,136,2.402517845250002
2015-01-07,12,78,-1.2004130265062471
2015-01-08,35,109,5.7076061601312515
2015-01-09,43,43,2.348636658067189
2015-01-10,18,33,11.654879414765626
2015-01-11,10,48,9.795395816210938
2015-01-12,10,86,32.618023388175
2015-01-13,27,32,11.220150813078122
2015-01-14,22,34,23.906463773276563
2015-01-15,28,91,3.843165750554686
2015-01-16,28,50,0.17655350885468968
2015-01-17,7,44,-2.8969136710640595
2015-01-18,2,46,-2.02469627184687
2015-01-19,34,43,15.425892092095317
2015-01-20,35,72,14.090586574021877
2015-01-21,34,96,32.59439854549219
2015-01-22,40,51,20.595714278737496
2015-01-23,33,28,-5.421419973146877
2015-01-24,16,43,-2.9351101748859367
2015-01-25,9,22,-2.016184372643746
2015-01-26,12,31,2.470224951250005
2015-01-27,24,66,2.3558778924843784
