,apple/swift,JetBrains/kotlin,rust-lang/rust
2014-10-17,14,14.0,21
2014-10-18,7,9.599999999999998,17
2014-10-19,3,-1.7300000000000013,16
2014-10-20,24,22.105999999999998,15
2014-10-21,15,18.097224999999998,23
2014-10-22,8,71.412078,20
2014-10-23,22,-8.462052425000007,21
2014-10-24,29,6.151168615,19
2014-10-25,8,-4.343084790968749,26
2014-10-26,12,-2.937200916174992,21
2014-10-27,20,7.833136595854693,53
2014-10-28,20,5.31640599189063,41
2014-10-29,17,3.333418337095315,24
2014-10-30,9,41.70512478682344,45
2014-10-31,19,30.13386208803906,37
2014-11-01,14,-4.191117795707816,18
2014-11-02,14,-2.5509165028953134,30
2014-11-03,18,-2.438083562499996,76
2014-11-04,14,-1.8183917751562442,24
2014-11-05,15,31.54374624301563,34
2014-11-06,20,10.56054821661875,69
2014-11-07,25,60.10178727209688,40
2014-11-08,16,-0.7648581851437548,18
2014-11-09,15,-5.121951513575,31
2014-11-10,13,16.9478437319125,18
2014-11-11,40,27.765103484964065,18
2014-11-12,35,59.13970583625,32
2014-11-13,18,28.036537426734373,20
2014-11-14,29,19.713770511079687,20
2014-11-15,16,-8.273139391039061,14
2014-11-16,6,-5.124111816424993,42
2014-11-17,29,42.63048710471251,62
2014-11-18,27,6.786455647187504,42
2014-11-19,33,7.367204451531253,73
2014-11-20,38,19.065037552834376,38
2014-11-21,47,42.434286499320315,55
2014-11-22,17,-7.877782973818751,18
2014-11-23,4,-4.187266298542186,46
2014-11-24,11,58.232004047500006,25
2014-11-25,2,31.754837691281253,36
2014-11-26,2,10.500986049878126,33
2014-11-27,0,20.42150268529375,45
2014-11-28,4,36.17326548465782,11
2014-11-29,0,-8.526973235612498,7
2014-11-30,1,-4.947785184224995,16
2014-12-01,12,64.70719827875,12
2014-12-02,22,3.598867068546877,18
2014-12-03,39,62.48576265843282,33
2014-12-04,28,-9.806248384984379,41
2014-12-05,46,5.124498411645318,60
2014-12-06,15,-5.114257978142184,17
2014-12-07,2,-3.414897759045304,51
2014-12-08,19,38.62830424250001,27
2014-12-09,18,-3.046446448812498,42
2014-12-10,15,22.203578654603128,20
2014-12-11,20,20.171225485204687,17
2014-12-12,28,68.68621770325468,24
2014-12-13,16,-10.102424545707818,122
2014-12-14,11,-4.260105140395312,79
2014-12-15,19,51.361074416250005,47
2014-12-16,15,43.75526200260938,37
2014-12-17,31,-6.886683808020312,63
2014-12-18,24,48.24653347273594,41
2014-12-19,26,2.5519342361750024,103
2014-12-20,17,-2.6075597390546816,45
2014-12-21,3,31.26442202859063,57
2014-12-22,19,-2.59027150676562,62
2014-12-23,42,45.596731189104695,26
2014-12-24,15,29.814430069960938,22
2014-12-25,0,2.805233981584376,35
2014-12-26,3,23.37448913454844,30
2014-12-27,3,-5.662157028128123,27
2014-12-28,2,-3.9005930974937444,35
2014-12-29,0,45.20824591129376,63
2014-12-30,0,-5.000469980856248,126
2014-12-31,0,15.073598094075003,42
2015-01-01,4,-4.661384292640625,49
2015-01-02,1,12.336912956712505,70
2015-01-03,0,12.762608848401564,61
2015-01-04,2,-3.5847326365578107,60
2015-01-05,15,8.979061452464064,127
2015-01-06,25,2.402517845250002,136
2015-01-07,12,-1.2004130265062471,78
2015-01-08,35,5.7076061601312515,109
2015-01-09,43,2.348636658067189,43
2015-01-10,18,11.654879414765626,33
2015-01-11,10,9.795395816210938,48
2015-01-12,10,32.618023388175,86
2015-01-13,27,11.220150813078122,32
2015-01-14,22,23.906463773276563,34
2015-01-15,28,3.843165750554686,91
2015-01-16,28,0.17655350885468968,50
2015-01-17,7,-2.8969136710640595,44
2015-01-18,2,-2.02469627184687,46
2015-01-19,34,15.425892092095317,43
2015-01-20,35,14.090586574021877,72
2015-01-21,34,32.59439854549219,96
2015-01-22,40,20.595714278737496,51
2015-01-23,33,-5.421419973146877,28
2015-01-24,16,-2.9351101748859367,43
2015-01-25,9,-2.016184372643746,22
2015-01-26,12,2.470224951250005,31
2015-01-27,24,2.3558778924843784,66
2015-01-28,41,14.37297279562344,44
2015-01-29,27,35.330324135826565,40
2015-01-30,27,17.732215170299998,65
2015-01-31,18,-4.831487165934378,28
2015-02-01,7,-2.56571505,36
2015-02-02,17,11.204434165000004,51
2015-02-03,18,5.319085762937504,43
2015-02-04,51,10.494790472793753,21
2015-02-05,37,10.058524836606251,49
2015-02-06,33,30.86525495108125,71
2015-02-07,16,-5.269545345725001,35
2015-02-08,0,-2.6623262708265614,18
2015-02-09,15,35.30335559875,21
2015-02-10,42,23.003713448296878,66
2015-02-11,58,34.485974699157815,75
2015-02-12,48,20.902194634259374,39
2015-02-13,31,15.226728675329689,46
