,etcd-io/etcd,apache/zookeeper,hashicorp/consul
2022-11-14,23,1,9.40056832
2022-11-15,16,0,2.5285432320000005
2022-11-16,10,0,3.8125220863999996
2022-11-17,11,0,8.6359054336
2022-11-18,10,0,3.5653102592000003
2022-11-19,0,0,0.9299871743999995
2022-11-20,0,0,-1.446506700800001
2022-11-21,5,0,4.349772799999999
2022-11-22,5,0,-0.3391795199999996
2022-11-23,9,0,-1.764061184
2022-11-24,1,0,1.938387456
2022-11-25,10,0,-0.35641917439999915
2022-11-26,11,0,0.013571481600000546
2022-11-27,5,0,-0.7594078207999997
2022-11-28,4,0,7.5645169664
2022-11-29,2,0,6.109142937600001
2022-11-30,2,0,2.5359860736
2022-12-01,7,0,1.8543163391999995
2022-12-02,19,0,1.0666813439999996
2022-12-03,5,0,1.2981895167999997
2022-12-04,3,0,-1.5945754624000004
2022-12-05,7,0,4.0426064896
2022-12-06,23,0,1.3003965440000003
2022-12-07,8,0,2.4413867008000003
2022-12-08,4,0,5.3427053568
2022-12-09,7,0,0.7360358400000004
2022-12-10,2,1,-0.7243006976000004
2022-12-11,0,0,-1.1697231872000002
2022-12-12,9,0,3.2553279487999998
2022-12-13,28,1,5.668014080000001
2022-12-14,7,0,5.853573632
2022-12-15,3,1,2.3477316608
2022-12-16,10,0,-0.33220034560000045
2022-12-17,3,0,-1.6687193088000003
2022-12-18,0,1,-0.9810629632000005
2022-12-19,5,0,8.3085341696
2022-12-20,13,0,3.6656517120000003
2022-12-21,1,0,-1.3592211455999998
2022-12-22,1,0,4.5601216512
2022-12-23,6,0,-1.0759468031999995
2022-12-24,2,0,-1.2505461760000003
2022-12-25,1,0,-0.7636139008000005
2022-12-26,2,0,-0.5500492800000003
2022-12-27,0,0,-0.43829452799999963
2022-12-28,7,0,-0.36358594559999935
2022-12-29,11,0,-0.2111929343999998
2022-12-30,11,0,-0.11572234239999961
2022-12-31,0,0,-0.08920381439999972
2023-01-01,2,0,-0.012469350399999964
2023-01-02,0,0,0.0
2023-01-03,0,0,3.0
2023-01-04,0,1,6.4
2023-01-05,2,0,4.36
2023-01-06,0,0,8.096
2023-01-07,5,0,-2.9168000000000003
2023-01-08,0,0,-1.399808000000001
2023-01-09,6,0,2.078361599999999
2023-01-10,8,0,-0.2829977600000002
2023-01-11,6,0,4.0204170239999995
2023-01-12,7,1,0.3320296448000004
2023-01-13,5,0,0.7083210752000002
2023-01-14,3,0,-1.1289012223999995
2023-01-15,1,0,-0.635515904
2023-01-16,10,0,1.6379110399999997
2023-01-17,7,0,2.319494144
2023-01-18,6,0,5.0116410368
2023-01-19,3,1,1.3048810496000003
2023-01-20,4,1,6.583824384
2023-01-21,1,0,-1.3335861248
2023-01-22,0,0,-1.3280043008000006
2023-01-23,4,2,0.18684415999999948
2023-01-24,15,1,2.204463616
2023-01-25,0,1,2.8511634432
2023-01-26,0,1,6.5485191168000005
2023-01-27,2,0,4.6285782016
2023-01-28,1,0,-1.5277724672000002
2023-01-29,0,0,-1.4895793152000005
2023-01-30,9,0,2.1223735295999995
2023-01-31,3,0,2.765628928
2023-02-01,4,0,4.4608782336
2023-02-02,3,1,-0.06291025919999971
2023-02-03,6,0,8.5233050624
