,etcd-io/etcd,apache/zookeeper,hashicorp/consul
2022-02-04,0,1,19.0
2022-02-05,0,0,-3.799999999999999
2022-02-06,0,0,-1.5200000000000014
2022-02-07,1,0,11.088
2022-02-08,1,0,4.961600000000001
2022-02-09,0,0,1.9548159999999992
2022-02-10,1,0,5.395852799999999
2022-02-11,5,1,9.89119232
2022-02-12,0,0,-4.328598528
2022-02-13,3,0,-2.2783512576000007
2022-02-14,13,1,7.612968959999999
2022-02-15,2,1,9.148701696
2022-02-16,2,0,1.0352340992000006
2022-02-17,0,1,16.0353184768
2022-02-18,2,0,6.524104192000001
2022-02-19,0,0,-5.0798190592
2022-02-20,2,0,-1.692392755200001
2022-02-21,15,0,1.0604339199999993
2022-02-22,9,0,19.996861952
2022-02-23,3,0,15.247910502400002
2022-02-24,6,0,13.0740759552
2022-02-25,5,1,6.59883008
2022-02-26,0,0,-6.653807001600001
2022-02-27,0,0,-3.575237324800002
2022-02-28,4,1,2.6051425279999987
2022-03-01,12,2,9.1618548736
2022-03-02,3,0,2.7245211648000005
2022-03-03,1,0,5.1989947392000015
2022-03-04,0,1,3.109415321600001
2022-03-05,0,0,-3.4376949759999986
2022-03-06,0,0,-1.8103469056000006
2022-03-07,3,0,6.853068799999999
2022-03-08,5,1,-0.48308479999999987
2022-03-09,5,0,5.243902464
2022-03-10,1,0,-0.48968826879999927
2022-03-11,4,0,8.3399380992
2022-03-12,1,1,-2.9804261375999994
2022-03-13,0,0,-1.4329878528000006
2022-03-14,3,0,1.0977766399999993
2022-03-15,5,0,10.920971264
2022-03-16,3,0,2.8967651328000006
2022-03-17,4,0,0.3802058751999997
2022-03-18,16,0,6.9914719232
2022-03-19,5,0,-1.9510878207999998
2022-03-20,2,0,-1.7375831040000007
2022-03-21,5,1,2.954984959999999
2022-03-22,2,0,7.418523136
2022-03-23,17,0,10.256138035200001
2022-03-24,6,0,2.9918661632
2022-03-25,1,0,2.7028514815999993
2022-03-26,2,0,-1.9723681792
2022-03-27,0,0,-1.8909510656000006
2022-03-28,1,1,9.8007965696
2022-03-29,3,1,3.896182272000001
2022-03-30,0,2,8.9907682304
2022-03-31,6,0,9.9461397504
2022-04-01,3,1,3.1495953407999995
2022-04-02,7,0,-4.002634444800001
2022-04-03,6,0,-2.207872614400001
2022-04-04,7,0,6.497503129599999
2022-04-05,5,1,18.251798528000002
2022-04-06,11,1,-0.7712886783999995
2022-04-07,10,0,9.2756575232
2022-04-08,9,1,-3.7632739327999998
2022-04-09,5,1,-2.6795606016000004
2022-04-10,2,0,-1.6714412032000006
2022-04-11,3,0,12.823101439999999
2022-04-12,9,0,10.261725184000001
2022-04-13,6,0,4.302359244800001
2022-04-14,1,0,10.833728921599999
2022-04-15,0,0,-0.12871372799999925
2022-04-16,1,1,-3.636393267200001
2022-04-17,2,0,-1.0783765504000016
2022-04-18,6,0,9.30319872
2022-04-19,6,0,-0.45330124799999894
2022-04-20,3,0,3.5095486464000003
2022-04-21,4,0,13.3382948864
2022-04-22,6,0,11.368190566400001
2022-04-23,4,0,-5.429103616
2022-04-24,5,0,-2.6301982720000017
2022-04-25,6,0,6.279315967999999
2022-04-26,3,0,10.109736857600002
2022-04-27,1,0,29.7426768896
2022-04-28,5,0,-2.9454226432000006
2022-04-29,2,0,4.611352985599998
2022-04-30,0,0,-5.182800998399999
2022-05-01,1,0,-2.9253080064000008
2022-05-02,1,0,1.0491878399999988
2022-05-03,3,0,5.881055744
2022-05-04,1,1,7.919763660800001
2022-05-05,14,2,4.058867916800002
2022-05-06,19,2,0.3556486144000006
2022-05-07,4,0,-2.5321012224
2022-05-08,0,0,-1.4638679040000004
2022-05-09,0,0,16.04409344
2022-05-10,2,0,4.858018304000001
2022-05-11,4,0,5.2357219328
2022-05-12,2,0,5.1888514048
2022-05-13,11,0,7.1568285696
2022-05-14,0,0,-4.2458176512
2022-05-15,0,0,-2.241391001600001
2022-05-16,4,1,5.46816256
2022-05-17,2,1,4.419785216000001
2022-05-18,4,0,1.0814359552000008
2022-05-19,2,0,10.6852291584
2022-05-20,23,0,0.08089251840000067
2022-05-21,0,0,-2.7164409856000002
2022-05-22,1,0,-1.5373164544000006
2022-05-23,0,0,8.00756736
2022-05-24,1,1,4.432715776
2022-05-25,2,0,13.2565752832
2022-05-26,0,0,5.3614011392
2022-05-27,1,0,5.776975462399999
2022-05-28,3,0,-4.252676403200001
2022-05-29,0,0,-2.230088601600001
2022-05-30,1,0,-0.519918080000001
2022-05-31,0,0,7.633802752
2022-06-01,0,1,17.1765863424
2022-06-02,0,0,-0.45904404479999883
2022-06-03,0,0,-1.5782539264000004
2022-06-04,1,0,-2.356506624
2022-06-05,0,0,-1.4469463040000003
2022-06-06,0,0,10.02449408
2022-06-07,5,0,5.029815808
2022-06-08,2,0,6.8862908416
2022-06-09,6,0,2.306530406400001
2022-06-10,3,0,16.891220992
2022-06-11,0,0,-4.600818176
2022-06-12,0,0,-2.8779435008000016
2022-06-13,29,0,16.15341568
2022-06-14,3,0,18.028817408000002
2022-06-15,9,0,15.8715754496
2022-06-16,4,0,5.916695756799999
2022-06-17,14,2,10.081217023999999
2022-06-18,0,0,-6.2359450624
2022-06-19,0,0,-2.2236211200000016
2022-06-20,2,1,10.859259289599999
2022-06-21,3,0,43.945140224
2022-06-22,2,0,3.2856045568000027
2022-06-23,2,0,-0.086712115200001
2022-06-24,4,2,1.2501219327999982
2022-06-25,2,0,-5.5688503296
2022-06-26,7,0,-2.4070873088000013
2022-06-27,1,1,5.425793945599999
2022-06-28,2,0,1.4387392512000003
2022-06-29,2,0,6.773456486400002
2022-06-30,2,0,-1.9745724415999977
2022-07-01,0,0,-1.1987487743999998
2022-07-02,2,0,-1.4600426495999999
2022-07-03,0,0,-0.9197919232000001
2022-07-04,4,0,8.377494528
2022-07-05,6,0,1.6988353536000007
2022-07-06,2,0,5.0726458368
2022-07-07,2,0,15.587493888000001
2022-07-08,4,0,0.17520435200000062
2022-07-09,0,0,-3.179550412800001
2022-07-10,1,0,-1.797672550400001
2022-07-11,4,0,4.7423923199999996
2022-07-12,5,1,5.8321541120000004
2022-07-13,6,1,11.1363395584
2022-07-14,0,0,21.714583654400002
2022-07-15,2,0,4.6635021312000005
2022-07-16,0,0,-5.870402867200001
2022-07-17,1,0,-3.067607552000002
2022-07-18,1,0,7.927905279999999
2022-07-19,3,0,4.425120768
2022-07-20,4,0,14.3355273216
2022-07-21,5,0,22.2935769088
2022-07-22,1,0,7.488227942400002
2022-07-23,1,0,-6.3250156544000005
2022-07-24,2,0,-3.987008204800002
2022-07-25,6,0,23.418854399999997
2022-07-26,13,1,9.852382720000001
2022-07-27,2,0,16.961341439999998
2022-07-28,4,0,11.4069214208
2022-07-29,3,0,0.47183943679999985
2022-07-30,0,0,-6.383407923200001
2022-07-31,7,0,-3.6655581184000017
2022-08-01,2,0,20.483282329599998
2022-08-02,4,0,27.434754048000002
2022-08-03,1,0,-5.253435494399998
2022-08-04,0,0,-3.903677644800002
2022-08-05,3,0,16.0558408704
2022-08-06,4,0,-6.508604415999999
2022-08-07,0,0,-3.314310553600002
2022-08-08,5,0,47.76122624
2022-08-09,1,0,18.268358144000004
2022-08-10,7,0,9.5878115328
2022-08-11,3,0,4.061674086399998
2022-08-12,1,0,4.9703434239999975
2022-08-13,1,0,-7.325492940800001
2022-08-14,2,0,-2.454507008000002
2022-08-15,5,0,13.510143999999999
2022-08-16,2,0,0.9895040000000019
2022-08-17,5,0,0.11546880000000215
2022-08-18,6,0,3.378029056000001
2022-08-19,1,0,-0.4416036863999988
2022-08-20,1,0,-2.4717807616
2022-08-21,1,0,-1.4659965952000005
2022-08-22,1,0,20.033588736
2022-08-23,4,0,13.030287155200002
2022-08-24,8,0,4.103063859200001
2022-08-25,6,0,16.2130025472
2022-08-26,11,0,21.216559103999998
2022-08-27,5,0,-9.0315045888
2022-08-28,0,0,1.489939148799997
2022-08-29,5,0,25.77186048
2022-08-30,4,0,3.231833088000002
2022-08-31,4,0,8.077884825599998
2022-09-01,0,0,10.1026070528
2022-09-02,0,0,1.7620003840000003
2022-09-03,3,0,-5.8365650944
2022-09-04,1,1,-3.409998131200001
2022-09-05,4,0,-1.2255134720000007
2022-09-06,7,0,17.0474878976
2022-09-07,4,0,2.742252544000002
2022-09-08,3,0,44.994938675200004
2022-09-09,6,0,4.030428160000003
2022-09-10,1,0,-8.509404364800002
2022-09-11,0,0,-4.518636953600003
2022-09-12,1,0,0.9762380799999986
2022-09-13,8,0,27.911710208
2022-09-14,9,0,11.6491631616
2022-09-15,12,0,14.819710566399998
2022-09-16,13,0,4.102019788800002
2022-09-17,7,0,-6.3849455615999995
2022-09-18,1,0,-4.088840806400002
2022-09-19,7,0,1.3114803199999985
2022-09-20,49,0,2.1370168319999996
2022-09-21,1,0,6.010138726400001
2022-09-22,11,0,0.25327093760000174
2022-09-23,3,0,15.284819456000001
2022-09-24,1,0,-5.112906035199998
2022-09-25,0,1,-2.3202844672000014
2022-09-26,5,0,1.5894557695999991
2022-09-27,3,0,13.367012352
2022-09-28,4,0,13.9444803584
2022-09-29,8,1,19.42873856
2022-09-30,5,0,24.2647440384
2022-10-01,0,0,-9.1534642176
2022-10-02,0,0,-5.233574707200003
2022-10-03,1,0,19.72713984
2022-10-04,1,0,25.973617664000002
2022-10-05,3,1,0.6406233087999986
2022-10-06,2,0,-1.4924446720000013
2022-10-07,3,0,8.4169750528
2022-10-08,1,0,-6.293195263999998
2022-10-09,4,0,-3.503557324800001
2022-10-10,3,0,7.769569689599999
2022-10-11,0,1,16.262168064
2022-10-12,5,0,10.772139724800002
2022-10-13,9,0,90.5626830848
2022-10-14,6,0,-7.516463206399997
2022-10-15,0,0,-8.779604070400005
2022-10-16,3,0,-8.116778905600004
2022-10-17,15,0,1.6888447999999974
2022-10-18,1,0,17.597306879999998
2022-10-19,0,0,8.640764416000001
2022-10-20,6,0,7.879554047999999
2022-10-21,3,0,10.157596979200004
2022-10-22,3,0,-5.140601548799998
2022-10-23,8,0,-4.354120704000001
2022-10-24,6,0,18.2860611584
2022-10-25,3,0,10.805305856
2022-10-26,10,0,7.3267341312
2022-10-27,11,0,-0.41454008320000035
2022-10-28,11,0,0.35025029120000006
2022-10-29,4,0,-3.7687245824
2022-10-30,1,0,-2.2891282432000004
2022-10-31,6,0,5.460737228799999
2022-11-01,3,0,-0.5971153919999992
2022-11-02,10,1,1.046325657600001
2022-11-03,2,1,1.2868887552000012
2022-11-04,3,0,2.4832692224000006
2022-11-05,3,0,-1.5767066624
2022-11-06,5,0,-0.8212203520000003
2022-11-07,10,0,3.4712473599999996
2022-11-08,18,0,4.793138176
2022-11-09,8,1,5.1497285632
2022-11-10,6,0,1.7274028032
2022-11-11,11,0,0.06932193279999965
2022-11-12,2,0,-1.4547028992000002
2022-11-13,14,0,-0.8720086016000004
