,square/okhttp,apache/httpcomponents-client,jetty/jetty.project
2016-06-08,0,0,14.25975128515
2016-06-09,0,0,6.810909338512499
2016-06-10,2,0,12.189434922365624
2016-06-11,0,2,-2.09704331045
2016-06-12,0,0,-1.9063188630390604
2016-06-13,0,0,21.743411847500003
2016-06-14,0,0,3.719544376906251
2016-06-15,2,0,13.459750539253125
2016-06-16,0,0,4.7911754330875
2016-06-17,0,0,18.387231420482813
2016-06-18,0,0,-3.66992966684375
2016-06-19,2,0,-2.0546946385546856
2016-06-20,0,1,10.622644046214065
2016-06-21,8,0,8.728834226890626
2016-06-22,0,0,28.478601210564065
2016-06-23,0,0,15.485963191498435
2016-06-24,3,0,7.599654234049999
2016-06-25,12,0,-3.6723138936156254
2016-06-26,5,0,-0.2621418032546843
2016-06-27,4,0,-1.7327757424999966
2016-06-28,3,0,4.694842197562504
2016-06-29,0,0,11.336416492646878
2016-06-30,0,0,-1.3801481563796862
2016-07-01,3,0,5.526911456073439
2016-07-02,6,0,-1.5485958319062498
2016-07-03,7,0,-0.8317866229312485
2016-07-04,2,0,-0.5277889510312491
2016-07-05,2,0,2.5847797049281263
2016-07-06,2,0,16.37239280815625
2016-07-07,3,0,18.88699103183125
2016-07-08,2,0,10.853090730267185
2016-07-09,14,0,-2.9668645436453147
2016-07-10,5,0,-1.686904717751562
2016-07-11,2,0,5.853616712500003
2016-07-12,2,0,6.415237948750002
2016-07-13,2,0,27.165665462203126
2016-07-14,0,0,23.93540632487656
2016-07-15,2,0,9.023335686060936
2016-07-16,1,0,-4.074949535473438
2016-07-17,0,0,-2.3658645230031228
2016-07-18,0,0,4.372112276250004
2016-07-19,0,0,9.122029876390629
2016-07-20,0,0,23.578773486873438
2016-07-21,0,0,27.894436432259376
2016-07-22,0,0,7.525733764520311
2016-07-23,0,0,-3.174112253225001
2016-07-24,2,0,-2.5080652605031233
2016-07-25,2,0,1.2929201850000043
2016-07-26,0,2,25.365498638156254
2016-07-27,0,0,15.0695546891125
2016-07-28,2,0,22.916115291198437
2016-07-29,2,0,10.931576253815624
2016-07-30,5,0,-4.366982796603125
2016-07-31,2,0,-2.4754791834828103
2016-08-01,0,0,0.28283997121406634
2016-08-02,1,0,9.45593477470313
2016-08-03,0,0,6.7024364247203145
2016-08-04,0,0,7.6293110354828135
2016-08-05,0,0,16.64475321039531
2016-08-06,0,0,0.7541169732796869
2016-08-07,2,0,-2.0639524155749998
2016-08-08,0,0,2.759854720000001
2016-08-09,0,0,4.672619602718752
2016-08-10,2,0,29.47761921050625
2016-08-11,0,0,1.9120156049640613
2016-08-12,0,0,16.31664891827031
2016-08-13,1,3,-3.5521032576562512
2016-08-14,1,0,3.98626249975469
2016-08-15,0,0,12.077963479856251
2016-08-16,0,0,13.327854182937502
2016-08-17,2,0,11.7788998030125
2016-08-18,0,0,24.5933737663
2016-08-19,0,0,19.154469964542187
2016-08-20,0,0,-2.9548976375125005
2016-08-21,1,0,-3.0562140506828106
2016-08-22,2,0,-1.017615075593746
2016-08-23,1,6,-0.6634478249343703
2016-08-24,0,0,-0.37874573750312135
