,rails/rails,sinatra/sinatra,django/django
2007-12-08,4,0,0.0
2007-12-09,8,0,3.0
2007-12-10,29,0,-0.30000000000000027
2007-12-11,2,0,9.865
2007-12-12,1,0,-1.085500000000001
2007-12-13,4,0,1.4880125
2007-12-14,9,0,-0.5333502500000002
2007-12-15,20,0,-0.33611103749999915
2007-12-16,9,0,-0.2514485887499994
2007-12-17,6,0,20.798349935953127
2007-12-18,3,0,-2.2683670201078137
2007-12-19,8,0,11.93299284484375
2007-12-20,3,0,-1.0046759178593763
2007-12-21,18,0,0.8619508739687511
2007-12-22,10,0,7.029250544928126
2007-12-23,1,0,-0.4635147624999989
2007-12-24,0,0,-0.9801478712499989
2007-12-25,0,0,-0.702482485828124
2007-12-26,0,0,-0.5597894670046859
2007-12-27,9,0,-0.31140229045312406
2007-12-28,10,0,-0.2623536384828118
2007-12-29,4,0,-0.12944706106718712
2007-12-30,3,0,-0.10443790544687473
2007-12-31,6,0,-0.07675913330312481
2008-01-01,0,0,-0.008398852535937478
2008-01-02,13,0,7.0
2008-01-03,13,0,0.2999999999999994
2008-01-04,7,0,1.5849999999999997
2008-01-05,18,0,0.5554999999999997
2008-01-06,7,0,5.6368625
2008-01-07,10,0,-0.8354797500000002
2008-01-08,7,0,-0.44807583749999974
2008-01-09,6,0,6.68528611375
2008-01-10,4,0,-0.9444876623593748
2008-01-11,14,0,-0.5154101857671871
2008-01-12,6,1,-0.31710124981718735
2008-01-13,12,0,6.7624343044125
2008-01-14,7,0,-0.8786259806296876
2008-01-15,0,2,-0.4575272027156248
2008-01-16,5,1,-0.27715587374999995
2008-01-17,2,2,0.7883843088906257
2008-01-18,7,0,1.728390782248438
2008-01-19,14,0,-0.33713408749999996
2008-01-20,2,0,-0.19615587374999988
2008-01-21,6,0,-0.1446406911093748
2008-01-22,8,0,-0.11623371775156215
2008-01-23,12,0,-0.04539551249999985
2008-01-24,0,0,-0.03741772124999989
2008-01-25,7,0,-0.03175570551562491
2008-01-26,7,0,-0.02753547856718743
2008-01-27,6,0,-0.016797705071874957
2008-01-28,2,0,10.0
2008-01-29,2,0,-1.0000000000000009
2008-01-30,4,0,-0.45000000000000034
2008-01-31,1,0,3.715
2008-02-01,6,0,0.3933750000000005
2008-02-02,14,0,-0.4411674999999997
2008-02-03,7,0,24.709379875
2008-02-04,2,0,3.2779130374999985
2008-02-05,2,0,0.0941873698437492
2008-02-06,4,0,-0.33525332535937546
2008-02-07,10,0,-0.9350992974999983
2008-02-08,3,0,1.3217393016875019
2008-02-09,3,0,-0.7387395356593736
2008-02-10,10,0,-0.5076093337859363
2008-02-11,3,0,-0.4052107778906241
2008-02-12,6,0,1.6559444035078135
2008-02-13,2,0,1.6871430625031252
2008-02-14,5,0,3.6573099569125
2008-02-15,5,0,4.422413754964062
2008-02-16,8,0,0.20253837396874963
2008-02-17,11,0,-0.5293562050718751
2008-02-18,7,1,2.6712924750000004
2008-02-19,6,0,4.455209082500001
2008-02-20,9,1,-0.8302183185312499
2008-02-21,2,4,1.5272640713968753
2008-02-22,1,1,0.4718110491156253
2008-02-23,0,0,1.5658065785281257
2008-02-24,6,6,-0.47363236319531227
2008-02-25,2,5,1.732684996214063
2008-02-26,0,0,4.605930579703125
2008-02-27,6,0,0.25319610231406253
2008-02-28,3,2,0.5084228323203125
2008-02-29,3,0,6.6146206527187505
2008-03-01,1,0,-0.9575994105875001
2008-03-02,3,0,0.5013942464328127
2008-03-03,9,0,-0.4410744100718748
2008-03-04,0,0,0.7064786302187508
2008-03-05,6,1,-0.3302122288999995
2008-03-06,1,0,1.7795471405546879
2008-03-07,4,0,1.6597602106984377
2008-03-08,3,1,7.600798443854687
2008-03-09,1,0,1.966997585998437
2008-03-10,3,0,1.2189446744843746
2008-03-11,6,0,2.3439489512140623
2008-03-12,6,3,1.2910741619843753
2008-03-13,13,0,2.360168229964063
2008-03-14,4,0,1.2882046314687503
2008-03-15,9,3,-0.6503909386031245
2008-03-16,7,1,1.5818754270531254
2008-03-17,18,0,14.491209810665625
2008-03-18,4,0,26.216386452610937
2008-03-19,1,0,3.3285904258812473
2008-03-20,3,0,8.467236702610936
2008-03-21,6,0,1.3771389633812499
2008-03-22,6,0,-1.9854584586390602
2008-03-23,3,0,0.6741782149281272
2008-03-24,6,0,3.7918168302187527
2008-03-25,2,4,1.586985767193752
2008-03-26,7,2,-0.26280056372656113
2008-03-27,5,5,6.1043502291343765
2008-03-28,22,1,-1.1744641959234372
2008-03-29,12,0,6.356944095042188
2008-03-30,14,1,2.90989438485625
2008-03-31,18,0,-0.9898453947812497
2008-04-01,32,5,-0.6033996213999996
2008-04-02,8,1,-0.43256448547656157
2008-04-03,4,0,-0.3078879943734365
2008-04-04,5,0,0.7680218688546883
2008-04-05,4,0,2.710904108498438
2008-04-06,6,0,-0.456352976109375
2008-04-07,2,9,-0.26056521981406233
2008-04-08,6,6,1.8602420898562502
2008-04-09,2,6,-0.2781042499999999
2008-04-10,2,1,2.8484877375
