,commaai/openpilot,carla-simulator/carla,apolloauto/apollo
2018-02-22,0,3,25
2018-02-23,0,2,21
2018-02-24,0,12,17
2018-02-25,0,0,1
2018-02-26,1,13,24
2018-02-27,0,12,19
2018-02-28,2,5,42
2018-03-01,0,6,27
2018-03-02,0,5,37
2018-03-03,0,0,27
2018-03-04,0,0,3
2018-03-05,0,0,13
2018-03-06,0,4,41
2018-03-07,0,6,32
2018-03-08,1,0,38
2018-03-09,1,6,29
2018-03-10,0,0,16
2018-03-11,0,0,2
2018-03-12,0,9,10
2018-03-13,0,8,14
2018-03-14,0,4,21
2018-03-15,1,19,42
2018-03-16,0,2,22
2018-03-17,7,0,8
2018-03-18,5,0,5
2018-03-19,0,1,14
2018-03-20,1,8,28
2018-03-21,0,22,18
2018-03-22,2,7,24
2018-03-23,0,3,17
2018-03-24,0,6,4
2018-03-25,0,1,1
2018-03-26,0,9,9
2018-03-27,0,6,19
2018-03-28,0,1,14
2018-03-29,0,6,11
2018-03-30,0,0,14
2018-03-31,3,0,2
2018-04-01,0,0,2
2018-04-02,0,1,12
2018-04-03,0,11,15
2018-04-04,0,9,20
2018-04-05,0,9,29
2018-04-06,0,5,14
2018-04-07,0,1,3
2018-04-08,0,7,4
2018-04-09,0,15,12
2018-04-10,0,9,24
2018-04-11,0,4,24
2018-04-12,0,7,21
2018-04-13,1,4,20
2018-04-14,5,0,13
2018-04-15,0,0,1
2018-04-16,0,1,27
2018-04-17,0,10,31
2018-04-18,0,1,20
2018-04-19,0,6,7
2018-04-20,0,8,8
2018-04-21,0,0,1
2018-04-22,0,0,0
2018-04-23,0,6,3
2018-04-24,0,0,10
2018-04-25,0,0,21
2018-04-26,0,0,11
2018-04-27,0,0,7
2018-04-28,5,0,0
2018-04-29,0,0,1
2018-04-30,0,0,1
2018-05-01,1,0,2
2018-05-02,0,1,8
2018-05-03,0,0,6
2018-05-04,0,0,6
2018-05-05,0,0,1
2018-05-06,0,0,2
2018-05-07,0,1,7
2018-05-08,0,6,7
2018-05-09,0,0,11
2018-05-10,0,0,13
2018-05-11,0,0,16
2018-05-12,0,0,1
2018-05-13,0,0,0
2018-05-14,0,2,2
2018-05-15,0,0,8
2018-05-16,0,0,5
2018-05-17,0,3,4
2018-05-18,0,0,5
2018-05-19,0,0,0
2018-05-20,0,0,3
2018-05-21,0,0,3
2018-05-22,0,1,5
2018-05-23,8,3,4
2018-05-24,0,2,10
2018-05-25,0,0,3
2018-05-26,0,0,3
2018-05-27,0,0,0
2018-05-28,0,1,0
2018-05-29,0,2,6
2018-05-30,1,1,11
2018-05-31,1,0,11
2018-06-01,0,0,19
2018-06-02,0,0,7
2018-06-03,0,0,3
2018-06-04,1,0,12
2018-06-05,0,1,18
2018-06-06,1,3,20
2018-06-07,0,0,26
2018-06-08,0,4,2
2018-06-09,0,0,0
2018-06-10,0,0,1
2018-06-11,0,12,15
2018-06-12,0,4,28
2018-06-13,0,1,8
2018-06-14,0,1,24
2018-06-15,0,3,7
2018-06-16,0,0,4
2018-06-17,5,0,1
2018-06-18,1,1,3
2018-06-19,3,2,29
2018-06-20,0,0,26
2018-06-21,1,0,18
2018-06-22,0,0,7
2018-06-23,0,0,15
2018-06-24,0,0,8
2018-06-25,6,9,7
2018-06-26,0,5,18
2018-06-27,0,2,16
2018-06-28,1,2,17
2018-06-29,0,0,14
2018-06-30,0,0,1
2018-07-01,0,0,3
2018-07-02,0,2,8
2018-07-03,0,3,32
2018-07-04,0,3,12
2018-07-05,0,0,4
2018-07-06,1,3,11
2018-07-07,0,0,6
2018-07-08,0,0,4
2018-07-09,0,0,18
2018-07-10,0,2,11
2018-07-11,0,0,31
2018-07-12,0,0,21
2018-07-13,12,2,24
2018-07-14,1,0,3
2018-07-15,0,4,4
2018-07-16,1,1,2
2018-07-17,0,0,17
2018-07-18,0,0,11
2018-07-19,0,3,14
2018-07-20,2,0,12
2018-07-21,0,0,4
2018-07-22,0,0,0
2018-07-23,0,2,6
2018-07-24,0,3,35
2018-07-25,0,6,7
2018-07-26,0,13,8
2018-07-27,0,14,5
2018-07-28,0,11,8
2018-07-29,0,5,1
2018-07-30,0,15,8
2018-07-31,0,1,10
2018-08-01,0,11,11
2018-08-02,5,8,10
2018-08-03,1,1,5
2018-08-04,0,0,5
2018-08-05,0,0,1
2018-08-06,0,0,13
2018-08-07,0,0,10
2018-08-08,0,0,17
2018-08-09,0,0,12
2018-08-10,0,0,6
2018-08-11,0,0,3
2018-08-12,0,1,1
2018-08-13,0,0,11
2018-08-14,1,0,10
2018-08-15,0,0,10
2018-08-16,0,0,9
2018-08-17,1,0,12
2018-08-18,0,0,10
2018-08-19,0,0,6
2018-08-20,5,10,3
2018-08-21,0,4,10
2018-08-22,1,0,22
2018-08-23,0,9,12
2018-08-24,1,6,14
2018-08-25,1,0,7
2018-08-26,0,0,0
2018-08-27,2,2,2
2018-08-28,1,0,39
2018-08-29,0,4,16
2018-08-30,0,2,9
2018-08-31,0,0,14
2018-09-01,1,0,8
2018-09-02,0,0,4
2018-09-03,6,2,4
2018-09-04,2,0,9
2018-09-05,1,1,26
2018-09-06,1,10,47
2018-09-07,2,1,22
2018-09-08,1,0,9
2018-09-09,1,0,1
2018-09-10,0,2,16
2018-09-11,0,0,25
2018-09-12,0,0,32
2018-09-13,0,0,62
2018-09-14,0,0,63
2018-09-15,0,0,10
2018-09-16,0,0,8
2018-09-17,1,6,46
2018-09-18,1,3,61
2018-09-19,0,0,63
2018-09-20,2,0,40
2018-09-21,0,0,15
2018-09-22,2,0,12
2018-09-23,0,0,6
2018-09-24,0,0,10
2018-09-25,5,0,90
2018-09-26,0,0,98
2018-09-27,2,0,116
2018-09-28,0,0,42
2018-09-29,0,0,20
2018-09-30,0,2,8
2018-10-01,1,1,15
2018-10-02,0,40,23
2018-10-03,0,1,33
