,apache/echarts,plotly/plotly.js,highcharts/highcharts
2017-10-23,1.0844914688,23,6
2017-10-24,2.147366912,14,1
2017-10-25,-1.0761875455999999,7,0
2017-10-26,1.4625871871999998,13,1
2017-10-27,0.24894248959999987,8,0
2017-10-28,-0.6163215360000001,0,3
2017-10-29,-0.38165381120000014,0,4
2017-10-30,1.746497024,1,11
2017-10-31,5.3983643648,15,11
2017-11-01,11.5055045632,6,13
2017-11-02,-0.2676902912000001,25,9
2017-11-03,7.959097855999999,4,13
2017-11-04,-1.1559984128000003,0,4
2017-11-05,3.012657049599999,0,6
2017-11-06,6.77080576,1,7
2017-11-07,-1.104518144,0,4
2017-11-08,6.9248412672,1,7
2017-11-09,-0.12799651839999893,0,8
2017-11-10,7.738530508799999,0,11
2017-11-11,-2.2863066111999997,0,2
2017-11-12,2.0805662719999996,0,0
2017-11-13,1.0193006591999998,4,5
2017-11-14,-0.7901567999999997,6,8
2017-11-15,1.7244135424,15,15
2017-11-16,0.6065677312000002,12,5
2017-11-17,-0.23602728959999997,8,0
2017-11-18,-0.8941350911999996,0,0
2017-11-19,-0.5704104959999998,0,0
2017-11-20,0.6669628416000002,6,6
2017-11-21,-0.4559256575999997,2,4
2017-11-22,-0.24896952319999996,3,5
2017-11-23,0.8420852736000002,2,2
2017-11-24,0.6832898048000002,4,0
2017-11-25,-0.3448624127999999,0,0
2017-11-26,-0.16089815040000008,0,0
2017-11-27,4.90147328,8,9
2017-11-28,5.926476288,6,1
2017-11-29,4.1415658496,1,3
2017-11-30,-1.0373555200000002,0,0
2017-12-01,0.7846855679999993,1,2
2017-12-02,1.8422629375999997,0,0
2017-12-03,-1.3029653504,0,0
2017-12-04,4.2495487999999995,1,10
2017-12-05,1.4502656000000003,1,25
2017-12-06,5.563078144,1,11
2017-12-07,-0.18800404479999955,11,15
2017-12-08,3.5436563455999996,14,5
2017-12-09,2.1834950656,1,0
2017-12-10,-1.7780538368000003,0,0
2017-12-11,2.0107199487999994,19,8
2017-12-12,-0.27679231999999976,1,12
2017-12-13,-0.966934528,0,1
2017-12-14,5.3997365248,0,15
2017-12-15,2.3687903232000007,17,13
2017-12-16,-1.5547921408,1,0
2017-12-17,-0.8147200000000001,0,0
2017-12-18,1.4853136383999999,13,10
2017-12-19,18.252294144,8,16
2017-12-20,5.763487436800001,6,11
2017-12-21,8.188255129599998,1,7
2017-12-22,-3.333233152,6,12
2017-12-23,-2.4618389504000007,1,0
2017-12-24,-0.5679190016000009,0,0
2017-12-25,2.67143936,0,0
2017-12-26,15.225296896,0,0
2017-12-27,12.493745971200001,1,0
2017-12-28,10.4100557824,4,0
2017-12-29,6.149791232,9,0
2017-12-30,3.646207283199999,7,0
2017-12-31,9.3555767296,0,0
2018-01-01,-4.497096192000001,0,0
2018-01-02,3.7311599615999986,0,12
2018-01-03,-2.6699155455999994,6,1
2018-01-04,13.5192328192,10,2
2018-01-05,0.16373381120000108,1,5
2018-01-06,-1.3992418304000003,0,0
2018-01-07,-2.3168764928,1,1
2018-01-08,6.5632835584,4,7
2018-01-09,9.3995495424,4,8
2018-01-10,2.3081491456000003,10,11
2018-01-11,15.930283315199999,21,2
2018-01-12,20.5070360576,4,9
2018-01-13,16.0792103936,0,0
2018-01-14,2.4454154239999983,0,0
2018-01-15,15.434885939199997,11,13
2018-01-16,-6.231579136000001,6,4
2018-01-17,4.079549132799999,35,2
2018-01-18,-3.0871789568000008,27,0
2018-01-19,-2.5146645504000005,9,1
2018-01-20,-2.6629482495999985,1,0
2018-01-21,-1.8346077183999983,1,0
2018-01-22,-0.2157986815999986,11,5
2018-01-23,4.0439228416000015,12,14
2018-01-24,0.3981647872000009,10,10
2018-01-25,-1.0567103487999998,9,16
2018-01-26,-0.5915262976,6,23
2018-01-27,-0.3288624128,1,0
2018-01-28,0.7722218496,0,6
2018-01-29,3.62985728,11,12
2018-01-30,4.980121088000001,23,12
2018-01-31,2.3137386496000003,9,17
2018-02-01,-0.5967221760000001,17,18
2018-02-02,-0.9928747008000004,20,5
2018-02-03,-0.5961728000000004,0,0
2018-02-04,-0.4342579200000002,11,0
2018-02-05,-0.34041139200000015,12,8
2018-02-06,-0.2788317183999998,14,0
2018-02-07,0.7756606464000004,5,0
2018-02-08,1.6507063296000006,29,3
2018-02-09,1.4557348864000001,10,26
2018-02-10,0.37953064959999994,0,3
2018-02-11,0.5103999999999999,0,0
2018-02-12,3.5312639999999997,14,10
2018-02-13,0.9332992,4,16
2018-02-14,2.08954368,5,16
2018-02-15,-1.1002347520000002,3,8
2018-02-16,-0.5914630144000003,22,13
2018-02-17,-0.40441364479999997,6,9
2018-02-18,-0.2898403328,0,4
2018-02-19,-0.2120295424,14,5
2018-02-20,-0.16516003839999976,14,17
2018-02-21,1.8705670144000002,5,3
2018-02-22,1.5318981632000004,2,3
2018-02-23,0.40259194880000004,7,2
2018-02-24,1.5439999999999998,0,10
2018-02-25,2.3568,4,6
2018-02-26,10.073728,11,6
2018-02-27,2.3384704000000003,12,19
2018-02-28,3.808552959999999,29,6
2018-03-01,2.637070336,22,5
2018-03-02,-0.2777064448000006,17,33
2018-03-03,-1.6713622528000005,1,0
2018-03-04,-1.0460217344000005,0,0
2018-03-05,3.2263442432,26,12
2018-03-06,3.602240716800001,16,14
2018-03-07,2.2161222656000006,22,12
2018-03-08,0.33383577600000014,8,18
2018-03-09,2.7249918976,10,17
2018-03-10,-1.513266176,0,0
2018-03-11,-0.7847339008000005,0,0
2018-03-12,6.46880512,5,22
2018-03-13,-1.8093716479999995,5,24
2018-03-14,1.1074755583999998,6,15
2018-03-15,-0.9714662399999998,11,22
2018-03-16,2.4584402944,4,30
2018-03-17,-0.9572415487999997,1,0
2018-03-18,-0.5000790016000002,0,0
2018-03-19,0.6864409599999998,7,9
2018-03-20,3.5576284160000005,5,20
2018-03-21,0.9222531072000004,2,9
2018-03-22,-0.8580618240000002,3,29
2018-03-23,2.5386811391999995,6,9
2018-03-24,0.1009008640000002,0,0
2018-03-25,2.3328191487999996,0,0
2018-03-26,0.02628607999999988,12,7
2018-03-27,-0.7117521920000003,16,11
2018-03-28,0.5619183616000001,29,0
2018-03-29,4.4857247744,16,0
2018-03-30,-0.28635566079999997,13,0
2018-03-31,-0.7949122560000003,0,0
2018-04-01,-0.47660472320000014,0,0
2018-04-02,1.6859047936000002,2,0
2018-04-03,4.3664954368,1,40
2018-04-04,0.6829239296,8,7
2018-04-05,0.9845498879999997,15,8
2018-04-06,-0.9685346304,18,10
2018-04-07,-0.5518064640000001,0,0
2018-04-08,2.6557930495999997,0,0
2018-04-09,0.14573056000000006,11,9
2018-04-10,0.3546613759999998,11,1
2018-04-11,3.4044116992,17,9
2018-04-12,-1.1537756159999997,9,2
2018-04-13,6.4680778752,13,9
2018-04-14,-1.7373611007999998,0,0
2018-04-15,-0.7911449600000007,0,0
2018-04-16,5.481337344,29,38
2018-04-17,1.4143623168000004,29,9
2018-04-18,8.6466840576,7,14
2018-04-19,-1.7410217983999998,6,8
2018-04-20,3.4860355583999993,1,46
2018-04-21,0.08527001600000017,0,0
2018-04-22,1.5295337471999997,8,0
2018-04-23,1.5481932799999996,0,0
2018-04-24,1.5290695680000002,10,4
2018-04-25,-0.48655523840000003,4,8
2018-04-26,2.9637721088,20,3
2018-04-27,3.534019584,10,3
2018-04-28,2.2750442496,0,0
2018-04-29,0.29460326400000003,1,0
2018-04-30,-1.3001043968000001,20,3
2018-05-01,-0.7739241472000002,21,0
2018-05-02,6.4627068928,10,11
2018-05-03,0.2090093568000002,6,6
2018-05-04,3.7525590016,0,15
2018-05-05,-1.7263804416,0,0
2018-05-06,3.1150489599999998,1,0
2018-05-07,1.6353951744000002,1,13
2018-05-08,-0.3070123008000003,1,16
2018-05-09,-0.9190246400000005,14,0
2018-05-10,-0.5951114239999999,6,1
2018-05-11,-0.4516384767999998,10,0
2018-05-12,-0.2888004607999997,0,0
2018-05-13,-0.21687603199999989,0,0
2018-05-14,0.8712401920000001,6,2
2018-05-15,-0.30996725759999966,3,2
2018-05-16,-0.13179576319999992,10,1
2018-05-17,-0.060469350399999997,14,0
2018-05-18,-0.03360000000000001,12,0
2018-05-19,-0.025536000000000014,0,0
2018-05-20,-0.02042880000000001,0,0
2018-05-21,6.98307328,5,0
2018-05-22,-1.4143877119999997,19,0
2018-05-23,-0.5724693504000005,24,0
2018-05-24,-0.33600000000000024,9,7
2018-05-25,-0.23520000000000008,6,1
2018-05-26,-0.1787520000000001,0,0
2018-05-27,-0.14300160000000006,0,0
2018-05-28,0.8815129599999999,7,6
2018-05-29,7.699286016,11,16
2018-05-30,-0.7672854527999995,14,6
2018-05-31,-0.8880000000000006,7,6
2018-06-01,-0.4976000000000004,9,12
2018-06-02,-0.34233600000000014,1,0
2018-06-03,-0.2583168000000001,0,0
2018-06-04,-0.2058931200000001,10,8
2018-06-05,-0.17023027200000002,12,2
2018-06-06,-0.14449776639999948,13,2
2018-06-07,0.8858574848000004,9,0
2018-06-08,-0.21246935039999992,6,4
2018-06-09,-0.08000000000000007,0,0
2018-06-10,-0.048000000000000036,0,0
2018-06-11,-0.03360000000000001,23,10
2018-06-12,0.974464,3,11
2018-06-13,8.7795712,3,8
2018-06-14,-0.8969267199999997,2,10
2018-06-15,-0.9823877120000005,9,9
2018-06-16,-0.5580693504000004,0,0
2018-06-17,-0.37593600000000016,0,0
2018-06-18,0.7161471999999999,9,12
2018-06-19,1.5736780799999999,6,11
2018-06-20,0.332843008,8,5
2018-06-21,1.4331145216000003,15,3
2018-06-22,-0.7362118655999996,0,8
2018-06-23,-0.3132053504000002,0,0
2018-06-24,-0.20110080000000014,0,2
2018-06-25,1.84947968,0,3
2018-06-26,-0.519741952,5,18
2018-06-27,-0.2590290944,28,8
2018-06-28,-0.16917985279999997,14,12
2018-06-29,-0.10844477439999986,11,3
2018-06-30,-0.07601070079999996,0,0
2018-07-01,-0.04085760000000002,1,0
2018-07-02,-0.03385344000000002,1,5
2018-07-03,1.9712245760000002,11,5
2018-07-04,-0.42493870079999985,12,15
2018-07-05,-0.16000000000000014,21,5
2018-07-06,-0.09600000000000007,8,12
2018-07-07,-0.06720000000000002,0,5
2018-07-08,-0.05107200000000003,1,3
2018-07-09,-0.04085760000000002,10,24
2018-07-10,-0.03385344000000002,5,3
2018-07-11,0.9712245760000001,7,1
2018-07-12,-0.2249387007999999,5,4
2018-07-13,-0.08000000000000007,7,7
2018-07-14,-0.048000000000000036,0,0
2018-07-15,-0.03360000000000001,0,0
2018-07-16,-0.025536000000000014,5,2
2018-07-17,-0.02042880000000001,2,9
2018-07-18,-0.01692672000000001,15,15
2018-07-19,-0.01438771199999994,4,3
2018-07-20,-0.012469350399999964,8,3
2018-07-21,0.0,0,0
2018-07-22,0.0,0,0
2018-07-23,0.0,3,12
2018-07-24,0.0,3,11
2018-07-25,0.0,2,14
2018-07-26,2.0,4,4
2018-07-27,1.6,4,7
2018-07-28,-0.56,0,0
2018-07-29,1.7439999999999998,0,0
2018-07-30,-0.5632,4,13
2018-07-31,-0.2782720000000002,19,43
2018-08-01,-0.18792960000000014,6,17
2018-08-02,-0.14191104000000004,8,17
2018-08-03,-0.11370086399999993,6,5
2018-08-04,-0.09457172479999983,1,0
2018-08-05,-0.05879214079999995,0,0
2018-08-06,-0.02877542399999988,2,3
2018-08-07,0.9750612992000001,5,24
2018-08-08,-0.19999999999999996,5,7
2018-08-09,1.92,13,9
2018-08-10,2.552,7,9
2018-08-11,-0.7936000000000001,0,0
2018-08-12,-0.3615360000000003,0,0
2018-08-13,0.7683711999999998,10,6
2018-08-14,-0.36879872,10,8
2018-08-15,2.788146688,16,35
2018-08-16,0.24439080960000004,23,39
2018-08-17,-0.5531555840000001,29,17
2018-08-18,-0.3176378367999999,0,0
2018-08-19,-0.20663685119999997,0,0
2018-08-20,-0.12713472000000006,11,13
2018-08-21,-0.10121011199999999,30,12
2018-08-22,-0.08367831040000001,16,35
2018-08-23,-0.06008985599999983,16,17
2018-08-24,-0.05179576319999983,9,17
2018-08-25,0.9875306496,0,0
2018-08-26,1.8,0,0
2018-08-27,2.52,13,27
2018-08-28,-0.808,5,9
2018-08-29,-0.36960000000000026,18,24
2018-08-30,-0.23673600000000014,12,15
