,vuejs/core,sveltejs/svelte,facebook/react
2018-12-19,1.0,0,0.0
2018-12-20,-0.30000000000000004,0,3.0
2018-12-21,-0.10499999999999993,1,-0.5999999999999999
2018-12-22,-0.05949999999999997,13,-0.2400000000000002
2018-12-23,-0.0401625,37,-0.1440000000000001
2018-12-24,-0.029720249999999997,21,-0.10080000000000003
2018-12-25,-0.023280862499999996,9,0.923392
2018-12-26,-0.018957273750000003,8,-0.2612864
2018-12-27,-0.015876716765625045,1,-0.1307801600000001
2018-12-28,-0.013583413232812524,7,-0.09116313599999985
2018-12-29,0.0,19,-0.0710080511999999
2018-12-30,0.0,1,-0.025536000000000014
2018-12-31,0.0,14,-0.02042880000000001
2019-01-01,0.0,21,-0.01692672000000001
2019-01-02,0.0,6,0.9856122880000001
2019-01-03,0.0,10,-0.21246935039999992
2019-01-04,0.0,4,-0.08000000000000007
2019-01-05,0.0,14,-0.048000000000000036
2019-01-06,0.0,0,-0.03360000000000001
2019-01-07,0.0,0,0.974464
2019-01-08,0.0,0,1.7795712
2019-01-09,0.0,5,0.50307328
2019-01-10,0.0,3,1.5776122879999999
2019-01-11,0.0,5,-0.6220693504
2019-01-12,0.0,1,0.6992639999999998
2019-01-13,0.0,12,-0.4011008000000001
2019-01-14,0.0,5,1.7694796799999999
2019-01-15,0.0,4,4.432258048
2019-01-16,0.0,4,0.7073709056000002
2019-01-17,0.0,2,4.005284147199999
2019-01-18,0.0,1,8.4711264256
2019-01-19,0.0,12,-1.7569374208
2019-01-20,0.0,2,-1.4901253120000009
2019-01-21,0.0,0,9.0724612096
2019-01-22,1.0,0,0.33405337599999996
2019-01-23,0.7,1,9.0781652992
2019-01-24,0.595,0,0.6744202240000003
2019-01-25,-0.4644999999999999,2,-0.4465732608000006
2019-01-26,-0.2046624999999999,10,-1.827310592
2019-01-27,-0.12938274999999996,7,1.8584227839999998
2019-01-28,-0.09316361249999999,0,0.6456810495999998
2019-01-29,-0.07195838625,6,1.7712819200000003
2019-01-30,-0.05811485301562505,24,7.60916224
2019-01-31,-0.048417403748437574,3,5.458962636800001
2019-02-01,-0.02946012999843757,2,0.16362485760000034
2019-02-02,-0.013583413232812524,0,-0.9638112256000007
2019-02-03,0.0,5,-1.3195844608000005
2019-02-04,0.0,6,4.139073024
2019-02-05,0.0,3,8.3460891648
2019-02-06,0.0,4,11.1059192832
2019-02-07,0.0,12,-2.2291336191999997
2019-02-08,0.0,2,3.5334651903999994
2019-02-09,0.0,4,-0.6555246592000001
2019-02-10,0.0,1,0.14430023679999948
2019-02-11,0.0,0,1.4259050495999994
2019-02-12,0.0,0,1.36411904
2019-02-13,0.0,0,9.359528448
2019-02-14,0.0,3,13.815180288
2019-02-15,0.0,1,-0.9216362495999997
2019-02-16,0.0,0,-0.051384012800001155
2019-02-17,0.0,24,-1.3809393664000007
2019-02-18,0.0,9,-1.6498766848000004
2019-02-19,0.0,9,8.8638892032
2019-02-20,0.0,12,3.1350012928
2019-02-21,0.0,1,18.3246496768
2019-02-22,0.0,11,2.3037167616000014
2019-02-23,0.0,3,-0.244738764800001
2019-02-24,0.0,2,-2.014927257600001
2019-02-25,1.0,3,2.9811002367999992
2019-02-26,1.7,1,0.6186346495999997
2019-02-27,2.295,3,7.93886976
2019-02-28,0.8305,3,10.654344704
2019-03-01,3.9258375,1,3.468376985600001
2019-03-02,-1.9985452499999998,5,-3.8935737344
2019-03-03,-0.8472088624999996,1,0.9990156287999992
2019-03-04,-0.5325047487499999,0,1.0800548863999997
2019-03-05,0.616113148234375,3,2.1942199296
2019-03-06,-0.5973716430140626,2,3.0509317119999997
2019-03-07,-0.3341158367625001,10,7.8535103488
2019-03-08,-0.22679004197968763,3,-3.230943231999999
2019-03-09,0.8532870897062497,13,3.3980329983999997
2019-03-10,-0.39763731616406267,35,0.038034636799999966
2019-03-11,-0.12828086249999993,6,7.560661504
2019-03-12,-0.07845727374999997,1,-1.7057820672
2019-03-13,-0.05603921676562504,0,3.4321195008
2019-03-14,-0.04330366323281252,0,2.0020368384
2019-03-15,-0.023280862499999996,12,10.090160128
2019-03-16,-0.018957273750000003,39,1.5263912960000003
2019-03-17,-0.015876716765625045,24,1.3648127999999993
2019-03-18,-0.013583413232812524,28,11.698028544
2019-03-19,0.0,6,2.8611571712000003
2019-03-20,0.0,6,4.520607334399999
2019-03-21,0.0,3,2.5086596095999996
2019-03-22,0.0,0,4.8262937599999995
2019-03-23,0.0,1,-3.4455827456
2019-03-24,0.0,1,3.0491671551999993
2019-03-25,0.0,27,1.71023872
2019-03-26,0.0,7,3.8447611904000007
2019-03-27,0.0,6,1.5024405504000002
2019-03-28,0.0,10,2.8926221312
2019-03-29,0.0,12,5.8084251648
2019-03-30,0.0,7,3.2121942016000005
2019-03-31,0.0,0,-2.6337196032000003
2019-04-01,0.0,1,10.60363776
2019-04-02,0.0,5,8.61234688
2019-04-03,0.0,1,15.9280574464
2019-04-04,0.0,0,27.9303530496
2019-04-05,0.0,0,10.240997478399999
2019-04-06,0.0,10,2.331359231999997
2019-04-07,0.0,20,20.1583413248
2019-04-08,0.0,7,20.583797657599998
2019-04-09,0.0,22,10.987426816
2019-04-10,0.0,0,41.6682816512
2019-04-11,0.0,5,-4.209566924800001
2019-04-12,0.0,7,34.384707584
2019-04-13,0.0,14,4.5892363264
2019-04-14,0.0,29,-9.962529280000002
2019-04-15,0.0,24,3.6260617215999975
2019-04-16,0.0,11,10.658578739200001
2019-04-17,0.0,9,3.7869347840000014
2019-04-18,0.0,12,13.9091766272
2019-04-19,0.0,8,15.5639908352
2019-04-20,0.0,29,5.881832755200001
2019-04-21,0.0,44,-0.898293247999999
2019-04-22,0.0,46,13.403893248
2019-04-23,0.0,21,5.8443139072
2019-04-24,0.0,8,14.3988688896
2019-04-25,0.0,24,18.9869068288
2019-04-26,0.0,14,4.3144005631999995
2019-04-27,0.0,4,-7.8940478463999995
2019-04-28,0.0,7,3.5247176703999994
2019-04-29,0.0,5,0.4096076799999997
2019-04-30,0.0,4,12.1904238592
2019-05-01,0.0,8,14.327499366400001
2019-05-02,0.0,11,-0.996068147199999
2019-05-03,0.0,1,11.1724133376
2019-05-04,0.0,40,-3.006810828799999
2019-05-05,0.0,8,-1.6607046656000017
2019-05-06,0.0,15,6.353083903999999
2019-05-07,0.0,2,3.3540871167999997
2019-05-08,0.0,3,10.520966656
2019-05-09,0.0,7,4.148507033600001
2019-05-10,0.0,1,9.7227008
2019-05-11,0.0,2,-5.053681254399999
2019-05-12,0.0,27,0.33846261759999896
2019-05-13,0.0,2,11.7065704448
2019-05-14,0.0,2,-0.29914234879999935
2019-05-15,0.0,22,1.9447245823999992
2019-05-16,0.0,11,5.180142899200001
2019-05-17,0.0,8,-0.2800423935999996
2019-05-18,0.0,2,-1.3468425215999997
2019-05-19,0.0,2,-1.6054982656
2019-05-20,0.0,3,9.017667584
2019-05-21,0.0,18,4.238225100800001
2019-05-22,0.0,5,23.2096062464
2019-05-23,0.0,0,16.4159478784
2019-05-24,0.0,4,0.399342592
2019-05-25,1.0,4,-3.338404659200002
2019-05-26,1.7,23,-0.4524357632000018
2019-05-27,3.295,30,-1.9054741504000008
2019-05-28,7.5305,12,7.814359039999999
2019-05-29,10.7208375,3,6.369147392
2019-05-30,1.5069547500000002,5,3.9860170752000013
2019-05-31,-0.34887136249999884,0,5.178400153600002
2019-06-01,-0.31386249874999894,3,5.2214274048
2019-06-02,0.2868280357343753,5,4.3049008128
2019-06-03,3.5190852957359375,7,12.4345234432
2019-06-04,-3.249412982278125,5,6.7959610368
2019-06-05,-0.673460473821875,5,5.914731929599999
2019-06-06,3.5630026299359367,15,-2.014467584
2019-06-07,-1.382112235118751,5,4.626117119999999
2019-06-08,-1.3481266684421875,0,5.2752089088
2019-06-09,-0.7411832994781251,20,7.0359798784
2019-06-10,-0.4921567824953127,10,3.5710050304000003
2019-06-11,1.6519448472078122,0,-0.015203635199999788
2019-06-12,1.1534176843531248,4,8.9056695296
2019-06-13,0.05605605198437502,4,-0.2255315967999998
2019-06-14,-0.7409242708109376,1,2.998705049599999
2019-06-15,-0.38811878292968754,1,1.0357449727999999
2019-06-16,-0.2128489132328125,24,-2.5562125312
2019-06-17,-0.14616472499999997,0,5.463550054400001
2019-06-18,-0.11419652250000001,3,9.5391389696
2019-06-19,4.90705115646875,5,7.3102425088
2019-06-20,0.42212246625312466,0,3.989046374400001
2019-06-21,-1.16804354323125,4,4.3183414272
2019-06-22,-0.5210834132328123,3,4.4461374464
2019-06-23,-0.31981249999999994,9,-3.5754005504000004
2019-06-24,-0.22892625,27,7.012793958399999
2019-06-25,-0.17584481249999998,29,-0.18563942399999966
2019-06-26,-0.14134809375000001,9,1.5973496832
2019-06-27,-0.11729813132812524,7,0.7169708032000006
2019-06-28,-0.09967049969531272,9,0.0824912896000003
2019-06-29,-0.027166826465625047,10,-1.5128942591999999
2019-06-30,0.0,10,-0.9137236991999997
2019-07-01,0.0,15,4.3876743168
2019-07-02,0.0,12,3.5942072320000005
2019-07-03,0.0,10,2.2645474304000004
2019-07-04,0.0,4,1.3734033408
2019-07-05,0.0,1,0.5451060224
2019-07-06,0.0,7,-0.19386347520000013
2019-07-07,0.0,7,-0.8931627008000004
2019-07-08,0.0,1,4.434278399999999
2019-07-09,0.0,8,-0.4300953599999997
2019-07-10,0.0,9,1.052049408
2019-07-11,0.0,0,3.0429286400000004
2019-07-12,0.0,2,1.6766772224000004
2019-07-13,0.0,1,0.7396098047999999
2019-07-14,0.0,4,-0.06620641280000017
2019-07-15,0.0,1,1.1929962495999997
2019-07-16,0.0,0,1.0913331200000003
2019-07-17,0.0,0,3.055888896
2019-07-18,0.0,1,3.6890899456
2019-07-19,0.0,2,3.3171366912
2019-07-20,0.0,2,1.1424052223999999
2019-07-21,0.0,1,-1.5494397952000003
2019-07-22,0.0,0,4.1358185471999995
2019-07-23,0.0,13,6.403506585600001
2019-07-24,0.0,3,12.5479549952
2019-07-25,0.0,0,6.7741248512
2019-07-26,0.0,10,3.7802640383999995
2019-07-27,0.0,2,-0.7815454720000008
2019-07-28,0.0,2,-0.6839418880000006
2019-07-29,0.0,1,1.9378879487999994
2019-07-30,0.0,9,2.83251968
2019-07-31,0.0,2,7.6228459520000005
2019-08-01,0.0,2,-0.40100280319999904
2019-08-02,0.0,8,5.632522752
2019-08-03,0.0,35,-1.9340463103999994
2019-08-04,0.0,18,0.2938334207999995
2019-08-05,0.0,5,4.5438056448
2019-08-06,0.0,4,4.8751808512
2019-08-07,0.0,1,1.4337424384000004
2019-08-08,0.0,4,4.838829568
2019-08-09,0.0,0,6.3676288
2019-08-10,0.0,1,-1.1507100672
2019-08-11,0.0,10,-2.0397207552000007
2019-08-12,0.0,5,11.7848493056
2019-08-13,5.0,2,10.5113807872
2019-08-14,-1.5000000000000002,0,21.4767374336
2019-08-15,-0.5249999999999997,8,9.5577454592
2019-08-16,3.7025,11,4.067410534399999
2019-08-17,-1.4008125000000002,3,-1.860996300800001
2019-08-18,-0.5686012499999997,8,0.8663220223999986
2019-08-19,7.6455956875,16,7.385874739199999
2019-08-20,6.34456363125,10,6.449124864
2019-08-21,2.2617354161718755,5,4.1137901568
2019-08-22,0.6179594838359379,9,1.4607335424000008
2019-08-23,6.237370905000001,0,-2.781983334399999
2019-08-24,-4.1397313670625,0,-1.3025906687999997
2019-08-25,1.0679621970687507,0,-1.6553601024000002
2019-08-26,1.8643425475000006,2,8.9078493184
2019-08-27,3.5673421271249994,0,11.174519296000001
2019-08-28,-2.1244070992531254,0,4.770523033600001
2019-08-29,2.2086446228109375,1,8.1858226176
2019-08-30,8.772566439790625,10,-3.3639059456
2019-08-31,-1.4064226913218754,2,-2.4238905344000017
2019-09-01,-0.7837299903453117,2,-1.5470490624000008
2019-09-02,1.9769853297031252,0,-0.14876375040000056
2019-09-03,5.609549888239062,2,0.8952576000000003
2019-09-04,5.351915072724999,17,4.770856448000001
2019-09-05,0.6232184713375002,7,6.0643902464
2019-09-06,3.503446620954688,5,3.488596582400001
2019-09-07,-1.9330920836031256,22,-2.3847559168
2019-09-08,-2.559810193357812,30,-1.1495701504000007
2019-09-09,-1.429374418229687,7,6.23219968
2019-09-10,-1.0005983960281253,5,8.023298048000001
2019-09-11,22.24326608669375,3,15.9805485056
2019-09-12,-1.468750663003127,0,-0.30525153279999984
2019-09-13,-4.595896944173436,0,3.4733218815999987
2019-09-14,1.784531368976563,0,-2.4128330752
2019-09-15,-2.6075748261609375,0,-2.111577702400001
2019-09-16,5.628292423534376,2,2.6080409599999994
2019-09-17,1.9482186624999995,6,8.130991616
2019-09-18,-2.9713524712499995,1,0.8127337472000007
2019-09-19,5.460710871890624,0,3.5567687680000004
2019-09-20,6.820560245051562,2,-0.5821720575999993
2019-09-21,-1.3011838243968752,3,-1.690131456
2019-09-22,1.2584258454375004,0,-1.0211483648000004
2019-09-23,11.30542361831875,0,11.3157917696
2019-09-24,2.3859098638906246,1,2.0710507520000005
2019-09-25,8.136876486042187,0,7.6048937984
2019-09-26,-0.2562373574140615,0,4.699337728
2019-09-27,-1.6927083423593743,0,1.7867428864
2019-09-28,6.555270168464062,0,3.3019764735999995
2019-09-29,-5.017099952625,0,-0.7177643008000008
2019-09-30,2.588255910739063,0,4.050575359999999
2019-10-01,5.87527390985,1,0.5181378560000001
2019-10-02,12.580902996865625,0,1.9404516352
2019-10-03,1.861646646184374,0,8.007802368
2019-10-04,5.217162381129688,6,-2.163673599999999
2019-10-05,15.91473288280625,0,-1.7601272832000003
2019-10-06,5.443333530145312,1,-1.076107264
2019-10-07,-0.7713550135781233,0,5.2474177536
2019-10-08,8.360956539921876,0,0.2672796672000004
2019-10-09,11.814393316695313,11,-0.2955101184000002
2019-10-10,9.87385714463906,0,-0.9326548992000001
2019-10-11,11.145878787901562,3,1.4117187584000006
2019-10-12,7.206632936482812,10,-0.8074972159999997
