,ceph/ceph,seaweedfs/seaweedfs,minio/minio
2022-12-31,2.0,0,1.0
2023-01-01,2.0,3,0.7
2023-01-02,4.0,0,1.595
2023-01-03,11.0,5,2.2355
2023-01-04,10.0,3,3.7903375
2023-01-05,12.0,3,-0.003882749999999824
2023-01-06,13.0,2,1.5631738875000003
2023-01-07,4.0,0,-1.62966613625
2023-01-08,5.0,0,0.19463103448437535
2023-01-09,23.0,4,-0.8446435149984375
2023-01-10,14.0,10,1.4964590194859375
2023-01-11,29.0,1,0.0351941794874997
2023-01-12,32.0,0,6.221946541473438
2023-01-13,31.0,2,1.4897374290546868
2023-01-14,0.0,2,-2.1729028392624996
2023-01-15,4.0,0,-0.995810513448437
2023-01-16,10.0,7,3.388703808234375
2023-01-17,16.0,4,-0.6434705732328125
2023-01-18,7.0,0,0.9474422552187503
2023-01-19,20.0,0,2.78813209051875
2023-01-20,13.0,1,2.1693004744078124
2023-01-21,4.0,0,1.9433657403078124
2023-01-22,10.0,0,-2.1155023529312498
2023-01-23,23.0,1,3.0227995425000005
2023-01-24,17.0,0,2.1534431341874996
2023-01-25,32.0,0,3.899220632803125
2023-01-26,16.0,0,2.2088296082359378
2023-01-27,8.0,0,1.211723761471875
2023-01-28,8.0,1,-2.55520061499375
2023-01-29,7.0,1,-1.2883199699937498
2023-01-30,15.0,3,1.15957980206875
2023-01-31,10.0,1,2.8117276129374997
2023-02-01,15.0,5,0.12313052500624977
2023-02-02,15.0,1,1.523496227725
2023-02-03,3.0,0,0.33496184177499977
2023-02-04,0.0,0,-0.38551443322656276
2023-02-05,2.0,0,0.011398622068750086
2023-02-06,5.0,3,6.1650340025000006
2023-02-07,21.0,6,2.4118699964687496
2023-02-08,50.0,0,5.407466171471875
2023-02-09,15.0,2,2.3990966172875
2023-02-10,8.0,7,3.6156498632375005
2023-02-11,1.0,0,-2.7295960594796873
2023-02-12,8.0,0,-2.0868681044812494
2023-02-13,25.0,0,5.721197641251562
2023-02-14,43.0,0,0.9752873006578118
2023-02-15,22.0,1,-0.6490150914578123
2023-02-16,26.0,0,3.0621392697109373
2023-02-17,20.0,3,4.41095311479375
2023-02-18,9.0,4,-1.3242865205062504
2023-02-19,7.0,2,-2.105632646895312
2023-02-20,31.0,2,1.8738392205171879
2023-02-21,15.0,3,-0.6822665873593754
2023-02-22,41.0,5,10.783723630307811
2023-02-23,33.0,0,-3.2867799927125008
2023-02-24,12.0,0,0.9741994484562504
2023-02-25,19.0,1,2.9347081189765625
2023-02-26,6.0,0,-1.5828501636609378
2023-02-27,33.0,0,7.492374989784375
2023-02-28,84.0,3,-1.5986655240468748
2023-03-01,30.0,0,-1.2018683539640622
2023-03-02,25.0,3,0.4728323743296874
2023-03-03,19.0,0,1.4326634406906247
2023-03-04,2.0,0,0.3034119552203123
2023-03-05,4.0,0,-0.4822218597765626
2023-03-06,22.0,0,1.9004837783203126
2023-03-07,53.0,1,1.478402725876562
2023-03-08,33.0,4,1.3364910986234373
2023-03-09,19.0,1,1.35609632176875
2023-03-10,27.0,0,0.3075218569859375
2023-03-11,8.0,0,-0.4391406367624999
2023-03-12,13.0,0,-0.05945178447968735
2023-03-13,32.0,2,2.09659379801875
2023-03-14,22.0,1,-0.4219137222796876
2023-03-15,32.0,4,4.010802201254688
