,apache/solr,blevesearch/bleve,elastic/elasticsearch
2014-06-17,14,0,7.0
2014-06-18,19,0,9.299999999999999
2014-06-19,8,0,14.684999999999999
2014-06-20,5,0,7.750499999999997
2014-06-21,2,0,3.8503624999999992
2014-06-22,2,0,-0.82544225
2014-06-23,4,0,-0.23890158749999846
2014-06-24,6,0,0.010231001250001981
2014-06-25,1,0,4.152850146390627
2014-06-26,3,1,4.845542637092189
2014-06-27,6,0,12.682730178890626
2014-06-28,1,0,0.8409317892687493
2014-06-29,0,0,0.613916637796875
2014-06-30,7,0,5.9772241130187505
2014-07-01,13,0,18.643653575698437
2014-07-02,6,0,17.187970278198435
2014-07-03,9,7,18.503753979885936
2014-07-04,3,0,13.85892707422656
2014-07-05,6,0,3.8699781388156254
2014-07-06,0,0,-0.2331953545499985
2014-07-07,7,0,13.66486069261094
2014-07-08,5,0,15.741616428818752
2014-07-09,12,0,22.07750207193594
2014-07-10,4,0,13.05775764646875
2014-07-11,4,6,10.4260871804375
2014-07-12,4,0,-3.1866954975718738
2014-07-13,0,0,3.3969576114781286
2014-07-14,9,1,17.61306636316563
2014-07-15,9,0,19.37017888039219
2014-07-16,13,0,21.525054334628123
2014-07-17,4,0,11.849437193410937
2014-07-18,3,0,5.394382243534375
2014-07-19,5,0,-3.6883423121312484
2014-07-20,5,0,-0.30776377855468384
2014-07-21,10,7,19.154293056870316
2014-07-22,4,1,19.490263535721876
2014-07-23,6,0,29.636593934921876
2014-07-24,6,0,13.163012292017186
2014-07-25,1,0,11.9563855503
2014-07-26,2,0,0.3975231017328138
2014-07-27,2,0,-2.2622884303593715
2014-07-28,5,0,20.695112465218756
2014-07-29,10,0,8.934623532850003
2014-07-30,5,4,12.23549173738594
2014-07-31,4,5,7.1052230578921876
2014-08-01,3,0,13.596383917731252
2014-08-02,1,4,0.3188322368015637
2014-08-03,1,5,2.4769402080609395
2014-08-04,2,0,21.87252074805469
2014-08-05,4,1,24.14917294685469
2014-08-06,6,7,9.981022294970312
2014-08-07,6,7,12.780157537532812
2014-08-08,7,3,17.769642280003126
2014-08-09,3,0,-4.723085546660936
2014-08-10,4,0,-2.7881170264234343
2014-08-11,9,9,18.06376421477813
2014-08-12,7,1,15.491752792445315
2014-08-13,5,0,14.985786618450001
2014-08-14,15,21,4.818150322509375
2014-08-15,15,4,3.7575445731953137
2014-08-16,1,0,-0.7147058794546854
2014-08-17,2,0,0.08167924420937833
2014-08-18,10,0,43.5463670875
2014-08-19,5,6,10.4110870234375
2014-08-20,11,1,13.484844410734375
2014-08-21,22,0,25.59058800077031
2014-08-22,19,0,4.4222810859265635
2014-08-23,4,1,1.89006696856719
2014-08-24,16,1,0.77280045121719
2014-08-25,7,20,9.38928063764688
2014-08-26,9,6,10.897085344225005
2014-08-27,2,0,84.53526922013282
2014-08-28,7,6,13.277607212643744
2014-08-29,5,12,19.300445226384372
2014-08-30,13,7,-6.237534933734377
2014-08-31,2,1,-3.386651838453119
2014-09-01,14,10,18.765267102721882
2014-09-02,10,7,9.319826486168756
2014-09-03,9,10,9.598809067350004
2014-09-04,14,4,9.725002221621878
2014-09-05,18,1,10.818877903212503
2014-09-06,2,0,1.3429838789656263
2014-09-07,2,6,7.374095197264065
2014-09-08,4,0,28.38629384194844
2014-09-09,2,1,12.213446338620312
2014-09-10,10,0,13.616625189490625
2014-09-11,11,3,24.660008997278126
2014-09-12,10,3,13.520039176028126
2014-09-13,10,2,-5.017078986987499
2014-09-14,6,3,-3.0201934531171846
2014-09-15,3,0,22.86384981091407
2014-09-16,8,3,13.833911459906254
2014-09-17,13,0,4.764371105120314
2014-09-18,10,0,10.690694443857813
2014-09-19,11,0,8.525996848150001
2014-09-20,6,0,-0.28670842083906045
2014-09-21,8,0,-1.2036925106828105
2014-09-22,15,0,4.474415618750003
2014-09-23,9,1,10.238563029609377
2014-09-24,12,1,16.579799111070315
2014-09-25,15,0,15.7694371897125
2014-09-26,5,0,12.380751802457812
2014-09-27,8,0,-1.6199972929406252
2014-09-28,4,0,12.732954559271876
2014-09-29,5,0,13.995923051876563
2014-09-30,8,0,8.482170426870315
2014-10-01,13,0,16.682235662346876
2014-10-02,11,1,21.929372393521874
2014-10-03,15,0,5.019786939520313
2014-10-04,13,0,-3.794223536432811
2014-10-05,3,0,-1.3413289228562473
2014-10-06,9,0,7.248580613443754
2014-10-07,9,0,26.744330785695315
2014-10-08,8,0,7.683646000701563
2014-10-09,9,0,12.50562878175625
2014-10-10,2,0,12.303730598375
2014-10-11,0,4,0.26652144140937617
2014-10-12,2,0,0.4951239158906269
2014-10-13,13,0,10.048889058234378
2014-10-14,2,0,14.38835698907344
2014-10-15,4,1,29.63719469472344
2014-10-16,8,0,13.720067680270311
2014-10-17,4,3,11.35017332131875
2014-10-18,4,0,1.6885010286749997
2014-10-19,1,0,-1.1812273813874974
2014-10-20,8,1,16.73038083330938
2014-10-21,18,1,9.43922618745469
2014-10-22,15,2,26.526539234553127
2014-10-23,6,2,20.855567248623437
2014-10-24,10,1,22.539247704017185
2014-10-25,1,0,-0.8053881589328133
2014-10-26,0,0,1.2055501013312528
2014-10-27,8,0,28.00485636750313
2014-10-28,10,0,32.797240421381254
2014-10-29,7,2,22.14892902011406
2014-10-30,6,0,22.26939682406406
2014-10-31,7,3,14.113703478015626
2014-11-01,1,0,-2.1238557241218725
2014-11-02,1,0,0.8703506951656301
2014-11-03,5,0,6.721004863492192
2014-11-04,7,1,37.61783096383594
2014-11-05,13,0,40.55902237304219
2014-11-06,4,0,19.807463572431246
2014-11-07,5,0,23.822627777754686
2014-11-08,4,0,0.7374838556296872
2014-11-09,5,0,6.973337988432817
2014-11-10,4,0,22.48844629977813
2014-11-11,12,0,4.229059973414067
2014-11-12,6,0,17.411851317250004
2014-11-13,6,0,26.69090645179219
2014-11-14,5,0,8.661851982623439
2014-11-15,2,0,-0.9872565444906236
2014-11-16,0,0,1.5718478747609401
2014-11-17,2,0,7.263570999775005
2014-11-18,5,1,13.075694580646879
2014-11-19,10,6,31.49540088387344
2014-11-20,6,2,33.480300620796875
2014-11-21,9,4,21.071776983959374
2014-11-22,1,0,-4.5667403238843765
2014-11-23,3,0,4.0960998536484405
2014-11-24,4,2,46.53911011227813
2014-11-25,7,9,26.600049779664065
2014-11-26,19,8,30.490726610140626
2014-11-27,29,2,23.777003400128123
2014-11-28,9,0,15.954869433632815
2014-11-29,8,2,0.8456859941609407
2014-11-30,6,0,-2.1262991920374947
2014-12-01,15,5,2.2868260533031313
2014-12-02,13,0,40.60241538143126
2014-12-03,5,0,10.104387873171877
2014-12-04,0,0,26.638035039184377
2014-12-05,8,0,31.611787527134375
2014-12-06,3,0,-5.356988901025
2014-12-07,0,0,-1.2727716287374973
2014-12-08,7,0,18.850228763165628
2014-12-09,5,3,4.512605716798442
2014-12-10,6,0,7.289562375846879
2014-12-11,7,0,10.386413412153127
2014-12-12,5,2,19.448723757889066
2014-12-13,2,0,-2.478063605743749
2014-12-14,2,0,-0.6674766361468731
2014-12-15,9,0,18.179918675881254
2014-12-16,11,0,13.67180315229844
2014-12-17,7,0,14.35380134331875
2014-12-18,11,2,3.152562349004687
2014-12-19,15,0,4.0521937011359395
2014-12-20,7,0,-1.5877640523624978
2014-12-21,1,0,-0.7581476268578093
2014-12-22,5,0,6.739198531396878
2014-12-23,12,2,6.235372223365626
2014-12-24,17,0,5.055561258015626
2014-12-25,2,0,-1.8095793386421872
2014-12-26,4,0,-1.033392173006249
2014-12-27,5,2,-0.6437598676109363
2014-12-28,4,2,0.541678422982814
2014-12-29,3,14,1.5751699144484383
2014-12-30,11,4,5.489170985839063
2014-12-31,11,0,4.0601068018375
2015-01-01,5,0,-0.9818315113968752
2015-01-02,4,3,24.487766282248437
2015-01-03,3,2,-1.8118705125000019
2015-01-04,8,0,-1.46243072125
2015-01-05,16,2,4.051188469484375
2015-01-06,14,2,13.795029781432815
2015-01-07,10,8,4.721742685584376
2015-01-08,13,0,10.03909825720625
2015-01-09,9,0,4.621688818570313
2015-01-10,11,0,1.919677228359376
2015-01-11,4,0,0.2712615610859388
2015-01-12,14,4,16.798435228714062
2015-01-13,14,7,8.351580403671875
2015-01-14,17,5,2.4164137683359375
2015-01-15,17,6,9.967988578351562
2015-01-16,9,10,21.553425852310937
2015-01-17,2,0,-3.8383522315406253
2015-01-18,10,0,-1.0587655873140616
2015-01-19,7,5,12.490265543825002
2015-01-20,9,0,18.488830939396877
2015-01-21,14,0,7.38485457993125
2015-01-22,21,7,4.9460959020265625
2015-01-23,6,0,22.37804552113281
2015-01-24,9,0,-2.1766347553062495
2015-01-25,2,0,4.484326417887502
2015-01-26,4,1,15.713633426984376
2015-01-27,5,0,24.662398506495315
2015-01-28,8,0,10.200410982418749
2015-01-29,10,6,17.85070177107344
2015-01-30,3,1,6.369657436729687
2015-01-31,2,0,-1.8068716256781228
2015-02-01,4,0,0.37311346182031535
2015-02-02,3,0,8.948174971318753
2015-02-03,4,0,13.38706871546719
2015-02-04,10,1,10.725828921165625
2015-02-05,12,6,9.704742978759375
2015-02-06,18,4,8.853521891867189
2015-02-07,8,0,-1.0435838789624992
2015-02-08,3,0,-1.9472302301765607
2015-02-09,14,0,10.695627497131252
2015-02-10,7,0,2.7933169342203144
2015-02-11,12,1,20.15337570385469
2015-02-12,12,0,37.63026627595625
2015-02-13,6,1,20.118129615293746
2015-02-14,5,0,-3.61490573165469
2015-02-15,3,0,-3.3515257564624994
2015-02-16,2,0,10.75153687742813
2015-02-17,9,3,21.985135737562505
2015-02-18,2,1,13.522307874490627
2015-02-19,5,1,17.622715479726562
2015-02-20,6,0,10.11705178306875
2015-02-21,13,0,-1.3443967348796857
2015-02-22,3,0,0.2145432955343778
2015-02-23,8,1,30.902757431178127
2015-02-24,5,0,15.176347299546876
2015-02-25,21,0,29.288117534142188
2015-02-26,20,0,12.825469797320311
2015-02-27,11,0,20.702213536759377
2015-02-28,6,0,5.229830672725001
2015-03-01,5,0,3.5413247716640655
2015-03-02,12,2,19.340209277095315
2015-03-03,11,0,9.172723512876566
2015-03-04,6,0,12.594884696001566
2015-03-05,6,0,7.625623503000002
2015-03-06,4,5,13.131251326481252
2015-03-07,4,0,-2.020141345339061
2015-03-08,4,0,1.4010055333937528
2015-03-09,12,2,0.89520817922969
2015-03-10,11,3,2.2520085203531286
2015-03-11,4,9,0.36202327320468997
2015-03-12,4,0,0.7824926757312518
2015-03-13,3,0,4.997028389451564
2015-03-14,3,0,1.7837167558031257
2015-03-15,6,0,2.0214300583578133
2015-03-16,3,0,24.179441404115625
2015-03-17,4,0,8.990292340809374
2015-03-18,5,1,13.318830772829687
2015-03-19,2,4,18.883270746325
2015-03-20,4,1,14.031104703896874
2015-03-21,3,0,12.956156540584375
2015-03-22,7,0,-3.102430455512499
2015-03-23,3,0,18.420368947095316
2015-03-24,9,0,25.035885562001564
2015-03-25,15,0,10.693281515414064
2015-03-26,17,2,7.46699596881875
2015-03-27,12,0,5.035145478081251
2015-03-28,4,0,10.607576511178127
2015-03-29,2,0,1.4536776243375025
2015-03-30,6,0,19.340667210123442
2015-03-31,35,0,18.05499368288594
2015-04-01,31,0,13.443873979292189
2015-04-02,12,0,18.605810800707815
2015-04-03,12,4,7.1945284119875
2015-04-04,7,1,4.034833642428127
2015-04-05,4,0,2.723427688707815
2015-04-06,10,0,3.233609906918754
2015-04-07,11,14,26.549890058476567
2015-04-08,11,3,16.402608537865625
2015-04-09,14,3,28.400987446178124
2015-04-10,10,15,17.09815349999375
2015-04-11,3,0,-2.5551280095140623
2015-04-12,8,0,-1.4996652370562473
2015-04-13,22,0,18.416324511618754
2015-04-14,12,0,13.01148730294063
2015-04-15,16,0,5.8701390235812525
2015-04-16,9,0,21.433505189379687
2015-04-17,6,0,26.312582715979687
2015-04-18,8,0,17.24344730320469
2015-04-19,4,0,2.591422047626562
2015-04-20,12,0,16.10271498261094
2015-04-21,11,0,27.403098510350002
2015-04-22,17,0,44.91811875047969
2015-04-23,6,0,31.43018633298281
2015-04-24,10,6,33.280988777999994
2015-04-25,7,0,0.695924869367186
2015-04-26,8,0,7.568051052026568
2015-04-27,6,1,19.391767312548446
2015-04-28,17,0,41.787687001900004
2015-04-29,8,0,63.22604942403125
2015-04-30,7,0,26.72375788005312
2015-05-01,5,0,12.341173632542187
2015-05-02,0,0,3.465252864406253
2015-05-03,2,0,-0.540600996665618
2015-05-04,13,0,53.11119258617188
2015-05-05,0,0,47.64725516910625
2015-05-06,8,2,21.919049794351565
2015-05-07,9,0,35.337180099899996
2015-05-08,1,2,18.704393746053128
2015-05-09,1,1,-2.7377568782609334
2015-05-10,2,0,-1.9259695170140558
2015-05-11,2,0,34.48996954647501
2015-05-12,5,0,29.75249138112813
2015-05-13,5,0,38.848729422275
2015-05-14,5,1,19.668745882185938
