,apache/solr,blevesearch/bleve,elastic/elasticsearch
2016-06-07,8,0,37.871297757017196
2016-06-08,5,3,20.09770838041563
2016-06-09,11,3,23.791944766789065
2016-06-10,9,7,28.79908666880469
2016-06-11,3,0,7.40884009776094
2016-06-12,6,0,-3.797445399664058
2016-06-13,12,0,23.78458861323438
2016-06-14,11,2,37.08541037213594
2016-06-15,1,1,47.94334702921719
2016-06-16,3,1,39.84972231592968
