,NethermindEth/nethermind,hyperledger/besu,ethereum/go-ethereum
2020-11-04,0,2.106714037284375,5
2020-11-05,1,2.702542559484375,2
2020-11-06,0,-0.7794517249984374,0
2020-11-07,1,-1.0856355302953125,0
2020-11-08,6,-0.6005425154312498,0
2020-11-09,9,-0.37482974874999997,9
2020-11-10,4,3.717322648234375,3
2020-11-11,9,-0.42505236801406276,4
2020-11-12,3,4.1060930657375,2
2020-11-13,2,2.0337856194890622,6
2020-11-14,0,-2.015360369696875,0
2020-11-15,0,-0.8901269132328121,0
2020-11-16,1,4.4383438,1
2020-11-17,6,2.0916387924999995,5
2020-11-18,2,1.9572505466874999,2
2020-11-19,4,1.8243798115531251,3
2020-11-20,6,-1.2276085920609376,2
2020-11-21,3,-1.3986751832265625,0
2020-11-22,0,-0.7932689654312499,0
2020-11-23,0,3.47305918125,4
2020-11-24,0,0.39262037117187454,4
2020-11-25,1,0.6499032717734374,5
2020-11-26,2,-1.2649504774937501,0
2020-11-27,2,4.3735522062562495,1
2020-11-28,3,-0.8884163696968752,0
2020-11-29,0,0.9285276367671877,1
2020-11-30,1,-0.18433131999999985,4
2020-12-01,5,5.0817043604375,1
2020-12-02,1,4.663234616037499,3
2020-12-03,1,-0.07486982249687513,1
2020-12-04,3,-1.2368370577156247,3
2020-12-05,0,-1.4470978325781247,0
2020-12-06,1,-0.8879481929296875,0
2020-12-07,2,2.4079914544859373,1
2020-12-08,5,0.6509235267687496,3
