,balderdashy/sails,hapijs/hapi,expressjs/express
2014-03-01,23,2.4359725056000006,2
2014-03-02,24,-0.9743775743999997,1
2014-03-03,10,0.5224052735999999,2
2014-03-04,8,-0.5292541951999998,0
2014-03-05,19,-0.3047600128,5
2014-03-06,42,1.7909840896000002,13
2014-03-07,4,0.4427668480000002,0
2014-03-08,5,3.56368384,6
2014-03-09,0,-1.0395919359999999,0
2014-03-10,10,2.5104652288,8
2014-03-11,5,5.108940288,0
2014-03-12,5,2.3467370495999997,2
2014-03-13,11,-1.5804262400000004,2
2014-03-14,5,1.1637826559999995,1
2014-03-15,3,-0.9772412928,0
2014-03-16,0,-0.5789225984,0
