,getsentry/sentry,grafana/grafana,elastic/kibana
2021-08-15,2.4651114402828136,2,4
2021-08-16,-0.47223050257187493,11,61
2021-08-17,14.7446922766875,20,78
2021-08-18,15.315324371840624,23,44
2021-08-19,12.50826657518281,20,44
2021-08-20,6.219621719412498,11,36
2021-08-21,-2.428416086285938,0,2
2021-08-22,-1.4683631517656233,0,4
2021-08-23,14.92504377091719,21,48
2021-08-24,14.55693003614219,19,47
2021-08-25,19.905401531015624,15,47
2021-08-26,27.905492334445313,15,55
2021-08-27,14.563751545404685,23,15
2021-08-28,-4.916728105179688,1,0
2021-08-29,-2.8474041228234355,2,0
2021-08-30,23.996861397500005,9,38
2021-08-31,37.826601868000004,16,44
2021-09-01,23.334282624409376,25,47
2021-09-02,17.387909777529686,17,26
2021-09-03,-4.205458549826563,5,46
2021-09-04,-3.8819900414624957,0,0
2021-09-05,-2.5809678757187444,0,1
2021-09-06,-1.877643127499994,12,19
2021-09-07,26.462301244093755,20,41
2021-09-08,12.898827999909376,19,53
2021-09-09,19.107626068021876,23,43
2021-09-10,11.633207519046874,21,26
2021-09-11,-3.9187590868937496,0,0
2021-09-12,-2.194829205071873,1,1
2021-09-13,29.426241400000002,26,41
2021-09-14,20.6643370425,18,41
2021-09-15,24.087900111812502,25,46
2021-09-16,14.227923593978122,17,31
2021-09-17,12.801611667529688,22,6
2021-09-18,-4.888948366576561,0,3
2021-09-19,-2.9245352780749956,1,5
2021-09-20,28.933409353750005,23,25
2021-09-21,28.250081527765627,15,31
2021-09-22,27.930368804745314,14,39
2021-09-23,22.285257459148436,24,45
2021-09-24,11.354342983645312,2,3
2021-09-25,-5.595688434999998,2,0
2021-09-26,-3.43007948314687,0,3
2021-09-27,23.561567003750007,17,35
2021-09-28,30.45047114526563,18,39
2021-09-29,31.704895706870314,26,41
2021-09-30,17.72288180753281,21,32
2021-10-01,11.492546403825001,21,28
2021-10-02,-2.5660193578234356,0,2
2021-10-03,-3.6651529206468703,0,1
2021-10-04,25.473894460000004,14,58
2021-10-05,15.202444267843752,12,59
2021-10-06,39.08403910851875,22,61
2021-10-07,23.681835385398436,19,51
2021-10-08,44.97391320824375,15,12
2021-10-09,-9.12900103642969,0,2
2021-10-10,-5.003405634693746,0,2
2021-10-11,10.569265197392193,18,42
2021-10-12,28.957015510562506,27,64
2021-10-13,18.909249846181254,15,57
2021-10-14,18.998687942843752,23,56
2021-10-15,17.902185579934375,15,51
2021-10-16,-5.902913705426561,1,6
2021-10-17,-3.461923756868746,0,5
2021-10-18,31.806860590000003,21,57
2021-10-19,21.87208257903125,22,80
2021-10-20,19.34346701623125,27,69
2021-10-21,16.206399334673435,22,68
2021-10-22,24.48754715121094,18,5
2021-10-23,-5.247967825773436,0,1
2021-10-24,-3.6777956358624966,0,0
2021-10-25,17.509946240000005,15,48
2021-10-26,18.043153746218756,26,75
2021-10-27,21.28502288110625,24,33
2021-10-28,18.718984713639063,18,39
2021-10-29,22.623302900257812,21,46
2021-10-30,-5.880827842509375,0,8
2021-10-31,-3.3605676390937473,0,0
2021-11-01,16.767227447464066,16,38
2021-11-02,12.357008097187503,36,70
2021-11-03,26.110926660437503,21,53
2021-11-04,35.670164045803126,17,44
2021-11-05,13.942779326690623,20,41
2021-11-06,-4.9063034753000005,2,2
2021-11-07,-3.576489108506247,1,2
2021-11-08,15.604462571250005,16,36
2021-11-09,27.32264328770313,28,54
2021-11-10,26.54576114356719,25,43
2021-11-11,22.723208410206247,27,69
2021-11-12,12.51417895653125,20,8
2021-11-13,-2.6040202235515615,1,1
2021-11-14,-3.5651796912703086,2,0
2021-11-15,28.59244372746407,26,47
2021-11-16,11.017208131968752,23,60
2021-11-17,8.452300558368751,36,35
2021-11-18,13.909803876135939,31,39
2021-11-19,9.721951875146877,36,40
2021-11-20,-2.8693650095890604,2,1
2021-11-21,-2.365786024729685,0,2
2021-11-22,17.39486390864219,17,36
2021-11-23,27.846900494015628,25,49
2021-11-24,29.004111286885937,36,45
2021-11-25,8.004658832721873,16,25
2021-11-26,4.344024022751562,20,6
2021-11-27,-3.741985174115623,0,2
2021-11-28,-2.3833747360187454,0,1
2021-11-29,19.279054031214066,31,40
2021-11-30,22.515192043953128,16,48
2021-12-01,25.29229950083281,25,49
2021-12-02,29.372043068854687,21,38
2021-12-03,14.455726865309373,14,40
2021-12-04,-5.609375502643751,0,3
2021-12-05,-3.333402435323434,0,0
2021-12-06,34.61963005375001,14,36
2021-12-07,8.417770199171878,10,59
2021-12-08,8.377914883339065,10,47
2021-12-09,31.845398812346875,10,40
2021-12-10,14.831663347125001,4,10
2021-12-11,-4.470989162085937,0,0
2021-12-12,-3.2286173657546855,0,0
2021-12-13,6.808397313750005,18,40
2021-12-14,42.37693900842188,27,37
2021-12-15,32.67312132270156,20,37
2021-12-16,37.884635917793744,18,34
2021-12-17,8.576763514720309,17,35
2021-12-18,-6.425750210871874,2,1
2021-12-19,-3.882993578770308,1,0
2021-12-20,9.25660156871407,23,31
2021-12-21,9.624834114109381,20,49
2021-12-22,7.354906775223441,11,36
2021-12-23,10.49891688452344,9,25
2021-12-24,-3.460172170854686,2,3
2021-12-25,-1.94612318538281,0,0
2021-12-26,-1.1365298931109356,0,2
2021-12-27,-0.7707897674999975,4,12
2021-12-28,0.37054555506250186,6,13
2021-12-29,3.3685268666156265,1,4
2021-12-30,0.18525172636093812,4,5
2021-12-31,-0.5348437601140622,0,2
2022-01-01,-0.29724643550312474,0,2
2022-01-02,-0.12726674999999965,0,0
2022-01-03,17.9017084875,8,4
2022-01-04,22.12014150375,24,25
2022-01-05,22.722894889484373,19,28
2022-01-06,19.74923419915156,14,23
2022-01-07,16.330911276840624,26,4
2022-01-08,-4.715400352535937,0,0
2022-01-09,-2.7899432249999974,0,0
2022-01-10,29.970989667500003,21,36
2022-01-11,20.198594830718754,18,37
2022-01-12,21.736404989478125,15,45
2022-01-13,20.27000042823125,19,29
2022-01-14,12.130322700440626,14,27
2022-01-15,-4.174305534190624,0,2
2022-01-16,-3.2093665532546836,0,0
2022-01-17,11.785574157500005,19,24
2022-01-18,15.841636739750005,15,44
2022-01-19,24.009522769709378,19,28
2022-01-20,21.936215157679687,19,45
2022-01-21,18.520831298123436,22,3
2022-01-22,-4.432915496465625,1,0
2022-01-23,-3.179284083662497,1,3
2022-01-24,14.848054662464067,17,28
2022-01-25,35.62717478903125,17,45
2022-01-26,20.962155784700002,15,27
2022-01-27,37.001474188629686,21,41
2022-01-28,17.249314455071872,17,35
2022-01-29,-6.751824477095312,1,0
2022-01-30,-3.9718357363781216,0,1
2022-01-31,19.25355007371407,30,57
2022-02-01,21.63972743748438,22,65
2022-02-02,21.62564021302969,25,36
2022-02-03,17.111021048426565,33,33
2022-02-04,15.373876115607812,26,34
2022-02-05,-3.3966519844359357,1,2
2022-02-06,-3.276958588398434,0,0
2022-02-07,19.814836607500006,25,32
2022-02-08,21.084088923656253,39,34
2022-02-09,14.094416269553125,40,35
2022-02-10,15.30749460639375,36,49
2022-02-11,13.271793135920312,33,41
2022-02-12,-4.528926574154687,0,2
2022-02-13,-2.6605830542859343,0,0
2022-02-14,29.17762241492813,1,35
2022-02-15,33.46781646990625,27,43
2022-02-16,21.61689544006875,25,48
2022-02-17,14.755940589304686,30,43
2022-02-18,11.365831509004687,28,2
2022-02-19,-5.068000934999997,2,0
2022-02-20,-3.1136882331468705,0,0
2022-02-21,6.786257441250005,17,14
2022-02-22,21.323571239015628,13,22
2022-02-23,45.71002916929219,20,37
2022-02-24,19.61970900544687,25,34
2022-02-25,18.55534221941562,22,4
2022-02-26,-5.119987974520313,1,0
2022-02-27,-3.6756656056109334,0,1
2022-02-28,24.463043433750006,17,30
2022-03-01,35.30932109785938,18,34
2022-03-02,36.14613041480156,27,24
2022-03-03,32.80581502710625,33,40
2022-03-04,29.298321003031248,23,32
2022-03-05,-5.6092227901109375,0,0
2022-03-06,-5.286571463914058,0,1
2022-03-07,42.40740809871407,8,39
2022-03-08,22.60047941107813,11,41
2022-03-09,21.62940300965469,11,59
2022-03-10,15.688260167640626,12,46
2022-03-11,21.375027012314064,11,3
2022-03-12,-3.7639754373171845,1,0
2022-03-13,-4.251528910412494,0,0
2022-03-14,33.19400978989219,17,37
2022-03-15,38.210613101281254,18,61
2022-03-16,24.168903414128124,21,56
2022-03-17,26.592511732718748,19,38
2022-03-18,24.348402544598436,17,42
2022-03-19,-7.625720461514061,1,2
2022-03-20,-4.5170422600531195,0,1
2022-03-21,17.866040827392194,25,51
2022-03-22,18.437064196437504,19,36
2022-03-23,22.71339283101875,22,39
2022-03-24,23.09239439941875,18,64
2022-03-25,15.80150329631875,12,9
2022-03-26,-4.708436252721874,4,0
2022-03-27,-3.4109007936499967,0,3
2022-03-28,28.741824591250005,0,59
2022-03-29,48.124913312921876,23,79
2022-03-30,51.84100003988594,26,58
2022-03-31,17.64301541098593,31,50
2022-04-01,23.579090221540625,24,40
2022-04-02,-7.229895056135936,2,3
2022-04-03,-5.034303206306243,0,0
2022-04-04,38.44755490121407,28,37
2022-04-05,40.98472664526563,32,27
2022-04-06,19.971958356557813,35,32
2022-04-07,43.97583738965781,19,44
2022-04-08,18.11917079090625,22,6
2022-04-09,-8.187651083756247,0,1
2022-04-10,-4.94595261916562,0,1
2022-04-11,23.55405355496407,15,41
2022-04-12,27.567314070843757,33,39
2022-04-13,25.215558327490626,27,46
2022-04-14,22.919465445821874,23,52
2022-04-15,10.009870004645313,13,21
2022-04-16,-4.783667846306248,0,5
2022-04-17,-3.503594958506245,0,2
2022-04-18,25.601012788750005,4,28
2022-04-19,41.29111417232813,13,63
2022-04-20,35.55297074701406,41,39
2022-04-21,22.675969999814058,35,29
2022-04-22,16.31788247963125,22,5
2022-04-23,-6.8479645935937485,2,0
2022-04-24,-4.114243156126557,2,1
2022-04-25,44.05796732746407,19,16
2022-04-26,27.960291420562502,22,33
2022-04-27,34.437836404025,24,36
2022-04-28,30.427922439925,38,29
2022-04-29,29.317345427470315,28,28
2022-04-30,-8.722678690989062,0,1
2022-05-01,-5.073598298362494,0,1
2022-05-02,12.452184838750007,22,25
2022-05-03,40.595477144515634,26,36
2022-05-04,25.458672745264067,31,55
2022-05-05,36.590360385835936,36,27
2022-05-06,14.354423528381249,24,34
2022-05-07,-4.0993316434953115,0,0
2022-05-08,-3.5258648463656215,1,1
2022-05-09,36.89870754750001,6,27
2022-05-10,40.598469748,4,35
2022-05-11,33.52865099747187,8,48
2022-05-12,28.991435633867184,13,46
2022-05-13,16.13507429237656,8,2
2022-05-14,6.341128687809379,0,0
2022-05-15,-4.992764993623433,2,3
2022-05-16,37.99829419187657,28,35
2022-05-17,29.761661378089066,35,50
2022-05-18,34.937549719328125,29,53
2022-05-19,27.044477014154687,30,45
2022-05-20,24.348599967646877,27,51
2022-05-21,-8.313753981756248,5,0
2022-05-22,-4.9036331668671815,4,1
2022-05-23,18.54254779648126,62,51
2022-05-24,28.151233202057817,36,70
2022-05-25,26.520506473162502,39,61
2022-05-26,24.032085518998436,36,28
2022-05-27,2.948223096142188,9,2
2022-05-28,-4.990044020809372,1,0
2022-05-29,-3.1139416586859325,0,0
2022-05-30,22.864202020000008,24,28
2022-05-31,24.782814474906253,39,38
2022-06-01,43.53918905094375,35,32
2022-06-02,27.014058828048434,37,25
2022-06-03,28.267220700329688,32,33
2022-06-04,-6.929678808770314,5,1
2022-06-05,-4.610387087859371,3,1
2022-06-06,31.757050981250007,15,31
2022-06-07,30.95770012085938,33,52
2022-06-08,28.63242055539844,31,40
2022-06-09,12.146857369942186,38,44
2022-06-10,7.443342692692189,29,8
2022-06-11,-5.3041115535703085,3,0
2022-06-12,-3.312767191809369,0,0
2022-06-13,32.723874316214065,32,46
2022-06-14,31.669199833203127,40,45
2022-06-15,38.188764764664064,24,49
2022-06-16,41.77614108760781,25,34
2022-06-17,2.548275800893748,34,25
2022-06-18,-5.3630321829374985,1,1
2022-06-19,-4.169386623003119,0,2
2022-06-20,7.979347418750009,30,34
2022-06-21,37.480064220703134,30,36
2022-06-22,38.38563212341406,40,28
2022-06-23,32.87142265796719,29,52
2022-06-24,22.47656211760156,21,24
2022-06-25,-7.797802829234374,1,2
2022-06-26,-4.409235930946871,0,5
2022-06-27,46.87401172621407,29,28
2022-06-28,29.546292198078127,22,49
2022-06-29,48.026833694714064,34,57
2022-06-30,31.672209026573434,27,55
2022-07-01,-5.921778781507811,2,6
2022-07-02,-6.097320657457808,0,1
2022-07-03,-4.048884803614055,0,1
2022-07-04,2.0739577250000094,17,22
2022-07-05,26.114491387968755,14,53
2022-07-06,40.862511276625,39,39
2022-07-07,21.58733363479531,46,42
2022-07-08,16.183607826331247,27,50
2022-07-09,-4.9868213085718756,1,3
2022-07-10,-3.478766222643746,0,2
2022-07-11,42.52175015625001,19,45
2022-07-12,34.553865418671876,20,49
2022-07-13,37.272168519867186,20,46
2022-07-14,29.048230648989062,37,51
2022-07-15,25.14454217964375,22,5
2022-07-16,-8.43964786915156,1,2
2022-07-17,-4.998631733842181,1,1
2022-07-18,23.47331355371407,24,54
2022-07-19,26.507332305546882,37,52
2022-07-20,36.26740849599219,33,53
2022-07-21,29.846504077823436,22,47
2022-07-22,24.676382568789062,23,54
2022-07-23,-7.9763312888968745,7,1
2022-07-24,-3.6131588237218706,3,2
2022-07-25,21.760590551250008,31,78
2022-07-26,31.98139173107813,28,70
2022-07-27,41.10450680127969,32,44
2022-07-28,39.265729889178125,22,48
2022-07-29,32.36198222011093,18,31
2022-07-30,-9.54350398838125,0,1
2022-07-31,-5.463425892435932,0,1
2022-08-01,15.263690818234382,30,38
2022-08-02,54.16872096082344,30,51
2022-08-03,51.83982358502344,42,62
2022-08-04,31.84816148642031,18,43
2022-08-05,9.552553311024997,5,7
2022-08-06,-8.003819818381245,0,1
2022-08-07,-4.939630794009367,0,1
2022-08-08,42.57105178375001,30,48
2022-08-09,31.65452096145313,26,58
2022-08-10,31.740874325145313,37,40
2022-08-11,38.11453141767656,34,30
2022-08-12,27.292383610635937,26,34
2022-08-13,-7.054724919357811,2,3
2022-08-14,-5.432982875718745,0,4
2022-08-15,36.216063985000005,9,31
2022-08-16,47.02172319753126,21,38
2022-08-17,39.3404813882375,21,32
2022-08-18,18.779080544223437,27,29
2022-08-19,27.30704440057813,15,3
2022-08-20,-7.832906043267185,0,3
2022-08-21,-5.285641669860931,0,2
2022-08-22,0.36877251992813287,30,31
2022-08-23,0.7335335193750083,22,46
2022-08-24,-2.958797983031243,26,31
2022-08-25,-2.028051765956245,28,24
2022-08-26,-1.2982099292140592,34,24
2022-08-27,-0.7462366883546855,1,3
2022-08-28,-0.4290420543093738,1,1
2022-08-29,79.89457831246406,12,29
2022-08-30,35.917351962937495,19,42
2022-08-31,43.928131337793744,21,32
2022-09-01,31.506404589856242,28,44
2022-09-02,-0.34699999999999953,30,3
2022-09-03,-5.425489999999996,0,1
2022-09-04,-4.510047999999992,0,2
2022-09-05,2.5466422500000103,24,14
2022-09-06,24.586738423750006,28,41
2022-09-07,38.554858056937505,23,41
2022-09-08,32.712481802856246,20,41
2022-09-09,30.155978555740624,34,54
2022-09-10,-7.970811967364065,1,2
2022-09-11,-4.37454906083906,0,3
2022-09-12,58.93786561996407,27,42
2022-09-13,33.42299307690625,22,52
2022-09-14,40.06465448534688,34,38
2022-09-15,58.842922031306244,23,56
2022-09-16,18.24308251029375,26,12
2022-09-17,-10.168113496031248,1,1
2022-09-18,-6.186067171365618,0,2
2022-09-19,55.66045305750001,35,70
2022-09-20,38.54329748803126,42,108
2022-09-21,20.626012767365626,40,58
2022-09-22,13.034913426975,29,66
2022-09-23,64.38158804391094,29,73
2022-09-24,-11.908443528464062,0,5
2022-09-25,-6.331226678614058,0,1
2022-09-26,44.69640737500001,29,42
2022-09-27,39.743112911562505,47,58
2022-09-28,45.23791496434375,36,49
2022-09-29,32.05201115729062,23,47
2022-09-30,2.574924055042187,27,35
2022-10-01,-6.457714042915621,1,2
2022-10-02,-5.070197495087491,0,1
2022-10-03,27.63422353375001,23,35
2022-10-04,38.18461180473438,49,76
2022-10-05,35.927877119739065,32,61
2022-10-06,34.142846011165624,29,46
2022-10-07,12.794708087101561,28,2
2022-10-08,-6.2944016744984355,2,1
2022-10-09,-4.460562783482807,0,2
2022-10-10,35.79894351371407,32,34
2022-10-11,27.56003586151563,47,46
2022-10-12,52.73430962619844,24,42
2022-10-13,41.78523475198125,25,35
2022-10-14,47.286952198746874,27,32
2022-10-15,-9.763825491639064,3,1
2022-10-16,-6.787381056306245,2,1
2022-10-17,56.32698356871407,31,35
2022-10-18,61.266433369890635,32,38
2022-10-19,49.175979183567186,42,48
2022-10-20,27.634337802840623,34,51
2022-10-21,36.15484566353125,25,5
2022-10-22,-9.876049129274996,3,1
2022-10-23,-7.263017085615615,0,1
2022-10-24,48.067582936178134,26,30
2022-10-25,66.80304894729689,31,43
2022-10-26,27.780939091198437,26,34
2022-10-27,58.66109441672969,31,40
2022-10-28,22.422036364131248,25,32
2022-10-29,-10.168857121223432,0,3
2022-10-30,-6.906903710256241,0,3
2022-10-31,41.21676169367814,27,38
2022-11-01,50.60959348267188,24,39
2022-11-02,51.880621105157815,32,55
2022-11-03,41.436878436128126,41,44
2022-11-04,24.706355057432813,28,36
2022-11-05,-8.829430642328122,2,3
2022-11-06,-5.574005329309367,1,1
2022-11-07,45.32910213246407,32,50
2022-11-08,36.33930573503126,40,57
2022-11-09,29.223326026675004,25,49
2022-11-10,25.412713920395312,26,42
2022-11-11,19.93065085114219,21,5
2022-11-12,-7.165065023518746,2,2
2022-11-13,-4.932679741110931,1,1
2022-11-14,33.60341785691251,16,60
2022-11-15,65.60885192793282,17,54
2022-11-16,41.90311044625,30,64
2022-11-17,30.868292947023434,14,49
2022-11-18,25.601162091801562,26,42
2022-11-19,-6.667054362460934,0,2
2022-11-20,-6.112647999057804,0,1
2022-11-21,29.750456736214073,25,44
2022-11-22,35.24338612592188,38,41
2022-11-23,33.48736299279531,45,46
2022-11-24,8.841044085084373,29,36
2022-11-25,1.1246075664390647,2,4
2022-11-26,-4.953286663821871,0,1
2022-11-27,-3.196300555340618,0,1
2022-11-28,29.767984744892193,32,48
2022-11-29,43.000536089968755,30,60
2022-11-30,21.240784399621873,47,39
2022-12-01,25.96839641433437,32,22
2022-12-02,11.752068989209373,27,33
2022-12-03,-1.9467618497718728,0,2
2022-12-04,-4.056691720287495,1,2
2022-12-05,34.14247687,16,33
2022-12-06,33.041177951,17,39
2022-12-07,37.56202584035,26,33
2022-12-08,15.329236787071874,24,23
2022-12-09,36.87623816819219,21,4
2022-12-10,-7.667992115982813,1,1
2022-12-11,-5.007211662745307,1,3
2022-12-12,11.522465591106256,31,41
2022-12-13,23.796575702171882,32,23
2022-12-14,28.29617411731094,41,43
2022-12-15,31.29287665539531,34,45
2022-12-16,23.453189976007813,15,35
2022-12-17,-3.2329731798,0,2
2022-12-18,-4.608342012096871,0,1
2022-12-19,20.06001485371407,34,37
2022-12-20,26.43136938476563,30,32
2022-12-21,37.01149305002344,31,37
2022-12-22,29.194959641462496,23,30
2022-12-23,-6.039447014565626,11,10
2022-12-24,-4.761871634849997,0,1
2022-12-25,-3.1339707181765566,1,2
2022-12-26,-2.211305561393743,5,5
2022-12-27,1.2324129293906305,6,13
2022-12-28,2.2139517869390666,5,12
2022-12-29,-0.6435926745359348,12,21
2022-12-30,1.8971343668765641,4,9
2022-12-31,-0.8508816698609367,0,1
2023-01-01,-0.31129795507187463,0,1
2023-01-02,-0.21011553749999967,7,3
2023-01-03,33.83596661125,21,37
2023-01-04,29.46540801345312,31,54
2023-01-05,34.05595045657968,22,34
2023-01-06,43.56955518809062,21,2
2023-01-07,1.564871208417184,2,1
2023-01-08,-5.616528557607812,0,1
2023-01-09,58.339801325,25,43
2023-01-10,29.041789665000003,36,43
2023-01-11,66.19280439371875,32,35
2023-01-12,34.16976240551249,38,38
2023-01-13,46.22429372120469,44,26
2023-01-14,-7.753821362182812,1,2
2023-01-15,-5.943294531953118,0,5
2023-01-16,19.470152082140636,25,21
2023-01-17,32.30964094803126,39,44
2023-01-18,32.54494944192813,37,45
2023-01-19,28.989010928712503,38,39
2023-01-20,25.905834903070314,26,6
2023-01-21,-4.618756980345312,2,0
2023-01-22,-5.419928467162495,1,2
2023-01-23,44.52474646753907,48,36
2023-01-24,34.522073803287505,35,52
2023-01-25,22.45513020774219,44,43
2023-01-26,41.97544602245781,57,41
2023-01-27,25.26732373268281,60,49
2023-01-28,-8.973351136912498,1,4
2023-01-29,-5.281450690820307,0,3
2023-01-30,36.35085839485626,54,56
2023-01-31,37.13773834525001,43,49
2023-02-01,40.42889447286875,39,56
2023-02-02,48.315275240006244,47,59
2023-02-03,28.787440551854687,38,12
2023-02-04,-9.315153582343749,0,3
2023-02-05,-6.095039838757808,0,1
2023-02-06,35.80397785000001,26,53
2023-02-07,41.694434731875006,41,75
2023-02-08,29.570719784625002,26,59
2023-02-09,23.730571518153127,27,65
2023-02-10,54.29858420833281,25,46
2023-02-11,-8.434592163959374,3,4
2023-02-12,-6.543061164453119,2,1
2023-02-13,64.66199893496407,2,36
2023-02-14,41.74126762562501,4,44
2023-02-15,44.94585524454688,0,57
2023-02-16,32.065143004379685,4,55
2023-02-17,35.79058902033282,1,4
2023-02-18,-11.37575269242031,1,1
2023-02-19,-4.8301825113109285,0,1
2023-02-20,-4.826274248857803,15,20
2023-02-21,30.255566996921885,16,68
2023-02-22,41.50806410820782,27,55
2023-02-23,30.54937191675625,33,42
2023-02-24,18.52602126155,24,44
2023-02-25,-5.371109248315625,0,2
2023-02-26,-4.483202961689058,0,4
2023-02-27,39.09441344896876,20,47
2023-02-28,46.530799272428126,30,33
2023-03-01,32.96238419996875,31,36
2023-03-02,46.652897997778126,31,40
2023-03-03,23.029512046915624,32,3
2023-03-04,-8.497103092823437,1,0
2023-03-05,-5.746722919501556,0,1
2023-03-06,31.971676889928133,40,38
2023-03-07,30.223797427093757,34,36
2023-03-08,19.048487661162504,48,43
2023-03-09,38.67711950393907,37,38
2023-03-10,31.107724979615625,31,25
2023-03-11,-5.990967580793749,1,5
2023-03-12,-5.334168999237496,1,2
2023-03-13,39.44460636996407,18,4
2023-03-14,39.936329132687504,25,7
2023-03-15,60.096973853378124,20,6
2023-03-16,42.10525722724843,26,9
2023-03-17,22.116867195310935,21,3
2023-03-18,-8.263018576028124,0,2
2023-03-19,-6.382825327984367,1,3
2023-03-20,45.5923291661422,36,37
2023-03-21,45.529150454078135,28,32
2023-03-22,24.473630412970316,41,34
2023-03-23,46.51123881023281,25,40
2023-03-24,27.753155574676562,0,21
2023-03-25,-10.140160571971872,0,3
2023-03-26,-5.907290237253118,0,2
2023-03-27,40.885082557428134,23,40
2023-03-28,54.25347881421876,38,37
2023-03-29,40.08446315160938,25,37
2023-03-30,31.904505530012496,43,45
2023-03-31,26.445747978617188,37,31
2023-04-01,-8.938328699621872,1,2
2023-04-02,-5.963371811401554,0,1
2023-04-03,43.87479714375001,39,41
2023-04-04,41.92432135929688,26,37
2023-04-05,43.12008893266406,35,27
2023-04-06,26.093147027725,19,41
2023-04-07,17.234792287245313,12,2
2023-04-08,-6.408500936873434,0,1
2023-04-09,-5.322552456845305,1,1
2023-04-10,23.322802852464072,3,30
2023-04-11,39.377242250250006,33,55
2023-04-12,51.852001813743755,33,37
2023-04-13,36.480362184624994,47,42
2023-04-14,38.63459191026718,31,4
2023-04-15,-8.681254137751562,2,1
2023-04-16,-6.310783732001556,0,1
2023-04-17,50.66673943367813,29,54
2023-04-18,57.12576871732813,39,48
2023-04-19,50.152374783326565,30,50
2023-04-20,58.11187701869531,37,65
2023-04-21,13.569005494859374,37,49
2023-04-22,-10.897927049454683,2,5
2023-04-23,-6.782871587792179,0,5
2023-04-24,36.24008017617814,36,40
2023-04-25,53.102674806640636,37,87
2023-04-26,43.887973396492185,35,67
2023-04-27,50.28275154190938,56,47
2023-04-28,53.2286349236625,53,27
2023-04-29,-11.742930544489063,1,2
2023-04-30,-7.831369633506244,0,3
2023-05-01,40.60377944125001,13,22
2023-05-02,49.187109507609385,21,52
2023-05-03,64.67075138332345,33,52
2023-05-04,34.85167728694844,20,47
2023-05-05,44.26284472605469,27,62
2023-05-06,-12.185220408759374,3,4
2023-05-07,-6.745534968403115,1,3
2023-05-08,47.702660042428136,21,60
2023-05-09,43.57512701878126,35,40
2023-05-10,37.91781385094063,41,35
2023-05-11,41.65956968497812,25,34
