,getsentry/sentry,grafana/grafana,elastic/kibana
2014-05-24,3,0,0
2014-05-25,2,4,9
2014-05-26,0,1,4
2014-05-27,0,6,56
2014-05-28,0,0,60
2014-05-29,17,0,33
2014-05-30,1,5,41
2014-05-31,6,7,26
2014-06-01,3,1,0
2014-06-02,7,5,53
2014-06-03,14,6,33
2014-06-04,18,1,35
2014-06-05,41,0,38
2014-06-06,1,14,20
2014-06-07,8,7,0
2014-06-08,2,6,10
2014-06-09,0,2,9
2014-06-10,16,1,10
2014-06-11,16,4,14
2014-06-12,15,4,28
2014-06-13,1,2,8
2014-06-14,17,7,2
2014-06-15,0,0,0
2014-06-16,0,3,24
2014-06-17,17,2,22
2014-06-18,7,1,60
2014-06-19,1,1,82
2014-06-20,5,8,58
2014-06-21,0,6,0
2014-06-22,0,9,4
2014-06-23,0,0,8
2014-06-24,1,2,7
2014-06-25,0,2,5
2014-06-26,4,1,4
2014-06-27,0,4,0
2014-06-28,0,0,0
2014-06-29,2,0,0
2014-06-30,0,10,8
2014-07-01,0,2,2
2014-07-02,0,4,4
2014-07-03,0,5,2
2014-07-04,0,1,0
2014-07-05,0,0,0
2014-07-06,0,0,0
2014-07-07,0,1,4
2014-07-08,1,1,0
2014-07-09,11,0,0
2014-07-10,1,0,2
2014-07-11,0,0,16
2014-07-12,0,0,0
2014-07-13,0,5,0
2014-07-14,2,5,0
2014-07-15,5,3,8
2014-07-16,0,5,9
2014-07-17,1,2,4
2014-07-18,7,1,24
2014-07-19,0,3,0
2014-07-20,5,4,0
2014-07-21,0,2,10
2014-07-22,6,1,48
2014-07-23,9,5,36
2014-07-24,19,0,8
2014-07-25,8,4,8
2014-07-26,13,0,0
2014-07-27,0,0,0
2014-07-28,3,6,0
2014-07-29,4,5,10
2014-07-30,2,6,8
2014-07-31,10,17,6
2014-08-01,0,4,14
2014-08-02,7,0,2
2014-08-03,0,4,0
2014-08-04,0,3,28
2014-08-05,0,5,26
2014-08-06,17,10,36
2014-08-07,13,16,46
2014-08-08,1,15,6
2014-08-09,0,7,0
2014-08-10,10,11,20
2014-08-11,12,25,22
2014-08-12,16,13,38
2014-08-13,0,14,122
2014-08-14,2,9,81
2014-08-15,2,12,64
2014-08-16,0,9,18
2014-08-17,3,3,9
2014-08-18,3,6,25
2014-08-19,9,5,27
2014-08-20,4,11,27
2014-08-21,14,14,29
2014-08-22,5,10,31
2014-08-23,3,2,0
2014-08-24,6,3,0
2014-08-25,5,8,13
2014-08-26,15,13,17
2014-08-27,6,6,28
2014-08-28,0,3,27
2014-08-29,0,7,9
2014-08-30,1,0,1
2014-08-31,0,0,4
2014-09-01,7,3,3
2014-09-02,7,5,44
2014-09-03,4,11,23
2014-09-04,2,10,47
2014-09-05,1,10,8
2014-09-06,0,5,0
2014-09-07,0,1,0
2014-09-08,3,2,34
2014-09-09,10,14,7
2014-09-10,0,5,6
2014-09-11,5,10,26
2014-09-12,8,2,15
2014-09-13,0,7,2
2014-09-14,0,0,0
2014-09-15,0,2,13
2014-09-16,23,9,17
2014-09-17,7,15,20
2014-09-18,3,11,43
2014-09-19,11,8,32
2014-09-20,4,13,9
2014-09-21,0,6,0
2014-09-22,6,9,22
2014-09-23,1,7,5
2014-09-24,2,19,72
2014-09-25,0,2,31
2014-09-26,3,0,53
2014-09-27,9,1,3
2014-09-28,13,0,0
2014-09-29,0,8,16
2014-09-30,24,19,18
2014-10-01,30,18,33
2014-10-02,0,15,32
2014-10-03,0,3,56
2014-10-04,0,1,6
2014-10-05,3,6,0
2014-10-06,0,7,4
2014-10-07,0,10,5
2014-10-08,0,4,29
2014-10-09,2,4,27
2014-10-10,7,5,31
2014-10-11,0,2,0
2014-10-12,21,1,0
2014-10-13,7,4,6
2014-10-14,24,1,14
2014-10-15,8,10,34
2014-10-16,10,3,2
2014-10-17,6,2,27
2014-10-18,0,1,1
2014-10-19,5,3,0
2014-10-20,29,4,40
2014-10-21,0,0,19
2014-10-22,2,1,15
2014-10-23,8,4,13
2014-10-24,1,6,17
2014-10-25,0,1,0
2014-10-26,0,1,0
2014-10-27,6,1,30
2014-10-28,7,7,63
2014-10-29,9,2,17
2014-10-30,13,1,14
2014-10-31,1,0,24
2014-11-01,1,0,1
2014-11-02,17,2,0
2014-11-03,0,2,34
2014-11-04,1,0,37
2014-11-05,2,0,38
2014-11-06,5,9,26
2014-11-07,9,8,36
2014-11-08,0,6,0
2014-11-09,0,1,2
2014-11-10,0,3,25
2014-11-11,1,13,24
2014-11-12,0,9,26
2014-11-13,0,4,26
2014-11-14,0,14,19
2014-11-15,0,1,13
2014-11-16,0,0,3
2014-11-17,7,7,31
2014-11-18,13,3,46
2014-11-19,7,6,24
2014-11-20,11,9,23
2014-11-21,5,8,23
2014-11-22,9,1,6
2014-11-23,17,1,0
2014-11-24,0,6,15
2014-11-25,2,1,75
2014-11-26,15,5,6
2014-11-27,1,9,2
2014-11-28,5,4,0
2014-11-29,7,0,2
2014-11-30,4,0,0
2014-12-01,6,2,23
2014-12-02,4,6,29
2014-12-03,10,0,35
2014-12-04,14,1,52
2014-12-05,15,0,46
2014-12-06,5,0,11
2014-12-07,1,0,0
2014-12-08,0,1,39
2014-12-09,9,2,33
2014-12-10,26,2,40
2014-12-11,10,6,30
2014-12-12,32,0,48
2014-12-13,10,0,11
2014-12-14,10,0,1
2014-12-15,50,18,17
2014-12-16,112,8,22
2014-12-17,13,6,29
2014-12-18,49,5,53
2014-12-19,30,11,49
2014-12-20,16,0,6
2014-12-21,5,0,0
2014-12-22,15,1,20
2014-12-23,11,2,10
2014-12-24,8,1,13
2014-12-25,1,0,0
2014-12-26,0,3,8
2014-12-27,13,0,0
2014-12-28,2,4,0
2014-12-29,6,6,33
2014-12-30,21,17,50
2014-12-31,32,11,4
2015-01-01,0,4,0
2015-01-02,54,0,8
2015-01-03,12,0,1
2015-01-04,6,18,16
2015-01-05,8,14,66
2015-01-06,2,12,36
2015-01-07,2,5,31
2015-01-08,7,16,23
2015-01-09,14,7,42
2015-01-10,2,1,0
2015-01-11,0,4,2
2015-01-12,21,17,15
2015-01-13,18,2,20
2015-01-14,24,12,13
2015-01-15,31,9,15
2015-01-16,26,24,36
2015-01-17,0,6,4
2015-01-18,0,6,1
2015-01-19,11,8,31
2015-01-20,24,11,24
2015-01-21,16,13,35
2015-01-22,15,2,26
2015-01-23,27,3,19
2015-01-24,12,0,4
2015-01-25,2,2,1
2015-01-26,8,10,12
2015-01-27,14,11,12
2015-01-28,1,14,25
2015-01-29,10,6,22
2015-01-30,12,8,26
2015-01-31,11,1,25
2015-02-01,9,8,0
2015-02-02,7,13,40
2015-02-03,16,18,40
2015-02-04,21,19,25
2015-02-05,44,15,56
2015-02-06,43,15,42
2015-02-07,1,11,8
2015-02-08,2,6,0
2015-02-09,23,4,22
2015-02-10,8,6,37
2015-02-11,24,8,49
2015-02-12,35,8,12
2015-02-13,35,10,14
2015-02-14,8,3,0
2015-02-15,1,17,0
2015-02-16,11,4,2
2015-02-17,10,3,11
2015-02-18,39,11,43
2015-02-19,20,3,15
2015-02-20,26,8,18
2015-02-21,10,2,1
2015-02-22,7,6,0
2015-02-23,22,18,10
2015-02-24,39,6,14
2015-02-25,14,8,11
2015-02-26,26,9,13
2015-02-27,15,2,19
2015-02-28,4,17,3
2015-03-01,2,3,1
2015-03-02,18,6,25
2015-03-03,34,26,15
2015-03-04,32,8,19
2015-03-05,7,16,6
2015-03-06,26,4,25
2015-03-07,14,22,4
2015-03-08,2,0,1
2015-03-09,8,3,4
2015-03-10,27,19,2
2015-03-11,12,12,7
2015-03-12,6,13,1
2015-03-13,7,8,2
2015-03-14,0,4,1
2015-03-15,0,0,42
2015-03-16,0,0,7
2015-03-17,0,13,26
2015-03-18,3,6,6
2015-03-19,3,5,4
2015-03-20,11,11,5
2015-03-21,14,9,2
2015-03-22,2,8,0
2015-03-23,43,8,24
2015-03-24,9,12,17
2015-03-25,6,24,14
2015-03-26,16,14,12
2015-03-27,7,9,13
2015-03-28,2,10,1
2015-03-29,6,20,0
2015-03-30,4,16,14
2015-03-31,13,10,15
2015-04-01,5,9,15
2015-04-02,6,8,14
2015-04-03,11,0,40
2015-04-04,3,2,1
2015-04-05,1,0,0
2015-04-06,16,5,16
2015-04-07,16,9,23
2015-04-08,10,5,32
2015-04-09,24,5,41
2015-04-10,3,11,21
2015-04-11,1,0,0
2015-04-12,1,20,0
2015-04-13,41,10,21
2015-04-14,29,5,21
2015-04-15,19,16,21
2015-04-16,7,3,11
2015-04-17,59,1,24
2015-04-18,1,0,1
2015-04-19,0,14,0
2015-04-20,27,25,15
2015-04-21,46,11,26
2015-04-22,57,15,20
2015-04-23,16,11,38
2015-04-24,22,6,40
2015-04-25,1,7,7
2015-04-26,1,9,0
2015-04-27,23,14,21
2015-04-28,29,13,38
2015-04-29,27,31,31
2015-04-30,16,9,26
2015-05-01,3,11,53
2015-05-02,0,6,0
2015-05-03,0,1,0
2015-05-04,15,5,31
2015-05-05,3,14,35
2015-05-06,1,6,30
2015-05-07,3,8,26
2015-05-08,1,5,30
2015-05-09,4,7,1
2015-05-10,5,2,5
2015-05-11,31,5,22
2015-05-12,39,4,24
2015-05-13,8,10,9
2015-05-14,5,5,8
2015-05-15,0,5,20
2015-05-16,0,4,2
2015-05-17,2,3,0
2015-05-18,6,12,34
2015-05-19,6,7,22
2015-05-20,6,6,14
2015-05-21,1,5,22
2015-05-22,4,2,19
2015-05-23,0,1,4
2015-05-24,0,0,0
2015-05-25,0,8,1
2015-05-26,4,2,18
2015-05-27,10,5,14
2015-05-28,26,3,23
2015-05-29,21,4,6
2015-05-30,30,0,9
2015-05-31,20,0,0
2015-06-01,8,9,10
2015-06-02,22,11,32
2015-06-03,51,24,39
2015-06-04,23,6,21
2015-06-05,12,5,37
2015-06-06,11,1,1
2015-06-07,1,0,0
2015-06-08,34,6,8
2015-06-09,33,4,13
2015-06-10,25,6,25
2015-06-11,11,6,19
2015-06-12,4,3,25
2015-06-13,0,11,10
2015-06-14,0,2,1
2015-06-15,7,2,34
2015-06-16,26,0,16
2015-06-17,0,1,23
2015-06-18,7,4,7
2015-06-19,3,8,11
2015-06-20,0,0,3
2015-06-21,0,0,1
2015-06-22,12,10,19
2015-06-23,1,1,13
2015-06-24,19,2,10
2015-06-25,11,3,30
2015-06-26,3,13,33
2015-06-27,16,1,0
2015-06-28,11,1,0
2015-06-29,38,10,7
2015-06-30,13,11,9
2015-07-01,28,1,5
2015-07-02,27,3,2
2015-07-03,2,4,0
2015-07-04,0,2,0
2015-07-05,0,0,1
2015-07-06,3,11,3
2015-07-07,14,7,6
2015-07-08,7,18,10
2015-07-09,15,8,22
2015-07-10,6,12,25
2015-07-11,0,0,0
2015-07-12,1,1,3
2015-07-13,23,6,15
2015-07-14,3,5,24
2015-07-15,31,11,26
2015-07-16,48,6,33
2015-07-17,34,10,6
2015-07-18,23,7,0
2015-07-19,13,1,3
2015-07-20,19,10,3
2015-07-21,7,11,3
2015-07-22,32,1,36
2015-07-23,8,1,15
2015-07-24,9,2,8
2015-07-25,4,0,3
2015-07-26,0,0,6
2015-07-27,23,2,11
2015-07-28,26,0,24
2015-07-29,32,6,13
2015-07-30,29,5,14
2015-07-31,6,6,5
2015-08-01,9,3,10
2015-08-02,0,0,0
2015-08-03,3,2,22
2015-08-04,11,9,12
2015-08-05,34,10,25
2015-08-06,48,4,2
2015-08-07,29,4,14
2015-08-08,7,6,12
2015-08-09,5,7,6
2015-08-10,43,18,15
2015-08-11,33,49,47
2015-08-12,36,5,21
2015-08-13,26,5,24
2015-08-14,29,5,18
2015-08-15,1,4,3
2015-08-16,3,5,0
2015-08-17,23,14,8
2015-08-18,51,16,41
2015-08-19,23,4,33
2015-08-20,13,7,4
2015-08-21,19,13,2
2015-08-22,0,5,2
2015-08-23,0,2,3
2015-08-24,28,6,9
2015-08-25,29,9,49
2015-08-26,32,4,16
2015-08-27,24,2,23
2015-08-28,44,3,11
2015-08-29,7,0,5
2015-08-30,8,3,0
2015-08-31,39,20,16
2015-09-01,27,10,31
2015-09-02,62,11,23
2015-09-03,25,13,9
2015-09-04,5,11,12
2015-09-05,1,10,4
2015-09-06,0,5,0
2015-09-07,1,6,1
2015-09-08,9,18,15
2015-09-09,28,14,19
2015-09-10,40,16,18
2015-09-11,31,10,22
2015-09-12,2,2,3
2015-09-13,5,2,4
2015-09-14,25,5,19
2015-09-15,17,11,22
2015-09-16,28,9,10
2015-09-17,11,10,39
2015-09-18,26,19,75
2015-09-19,7,9,4
2015-09-20,4,0,0
2015-09-21,19,12,22
2015-09-22,19,9,18
2015-09-23,50,19,48
2015-09-24,28,6,5
2015-09-25,0,7,2
2015-09-26,0,1,4
2015-09-27,0,2,0
2015-09-28,24,11,0
2015-09-29,51,15,1
2015-09-30,78,15,1
2015-10-01,48,13,0
2015-10-02,30,7,2
2015-10-03,0,1,2
2015-10-04,2,1,0
2015-10-05,12,1,0
2015-10-06,44,7,1
2015-10-07,37,3,8
2015-10-08,33,11,5
2015-10-09,37,3,6
2015-10-10,12,6,0
2015-10-11,5,1,0
2015-10-12,34,0,5
2015-10-13,132,4,6
2015-10-14,41,15,6
2015-10-15,25,1,8
2015-10-16,38,7,15
2015-10-17,9,2,0
2015-10-18,1,0,0
2015-10-19,39,1,24
2015-10-20,5,1,22
2015-10-21,21,5,28
2015-10-22,20,17,34
2015-10-23,22,11,15
2015-10-24,15,3,2
2015-10-25,1,1,0
2015-10-26,5,22,33
2015-10-27,28,10,47
2015-10-28,9,15,20
2015-10-29,16,17,10
2015-10-30,36,15,25
2015-10-31,1,7,0
2015-11-01,2,2,0
2015-11-02,14,12,11
2015-11-03,5,4,81
2015-11-04,4,6,29
2015-11-05,4,7,36
2015-11-06,11,4,20
2015-11-07,2,5,2
2015-11-08,0,5,0
2015-11-09,13,16,19
2015-11-10,37,9,38
2015-11-11,15,13,24
2015-11-12,20,15,9
2015-11-13,25,12,19
2015-11-14,7,0,4
2015-11-15,1,0,0
2015-11-16,19,11,14
2015-11-17,15,3,17
2015-11-18,15,4,18
2015-11-19,35,11,4
2015-11-20,16,19,21
2015-11-21,2,14,12
2015-11-22,0,3,0
2015-11-23,11,3,16
2015-11-24,11,8,27
2015-11-25,33,6,18
2015-11-26,29,5,1
2015-11-27,7,8,2
2015-11-28,16,0,0
2015-11-29,6,3,0
2015-11-30,43,16,15
2015-12-01,23,11,17
2015-12-02,52,6,14
2015-12-03,41,23,6
2015-12-04,37,24,16
2015-12-05,8,3,1
2015-12-06,6,3,0
2015-12-07,93,13,29
2015-12-08,47,13,31
2015-12-09,25,20,31
2015-12-10,22,15,8
2015-12-11,28,35,34
2015-12-12,2,0,0
2015-12-13,1,0,1
2015-12-14,26,21,24
2015-12-15,16,36,7
2015-12-16,42,22,10
2015-12-17,29,24,6
2015-12-18,9,14,20
2015-12-19,9,0,2
2015-12-20,0,2,0
2015-12-21,8,10,13
2015-12-22,4,15,11
2015-12-23,1,7,8
2015-12-24,1,3,1
2015-12-25,1,0,0
2015-12-26,0,0,0
2015-12-27,0,0,0
2015-12-28,6,3,12
2015-12-29,12,2,102
2015-12-30,2,0,17
2015-12-31,5,2,1
2016-01-01,4,1,0
2016-01-02,0,0,0
2016-01-03,0,0,0
2016-01-04,26,6,28
2016-01-05,25,6,22
2016-01-06,20,2,8
2016-01-07,10,16,13
2016-01-08,15,24,12
2016-01-09,1,16,18
2016-01-10,0,1,1
2016-01-11,11,10,12
2016-01-12,20,28,20
2016-01-13,20,22,20
2016-01-14,11,18,9
2016-01-15,6,12,22
2016-01-16,4,4,17
2016-01-17,2,5,2
2016-01-18,12,29,5
2016-01-19,18,16,31
2016-01-20,6,18,23
2016-01-21,9,27,14
2016-01-22,5,3,25
2016-01-23,2,2,3
2016-01-24,3,7,0
2016-01-25,34,27,15
2016-01-26,13,23,30
2016-01-27,5,17,5
2016-01-28,8,28,12
2016-01-29,12,35,13
2016-01-30,4,2,2
2016-01-31,2,4,0
2016-02-01,20,20,13
2016-02-02,6,15,56
2016-02-03,14,10,32
2016-02-04,3,32,41
2016-02-05,4,26,43
2016-02-06,4,3,5
2016-02-07,0,4,1
2016-02-08,4,16,46
2016-02-09,12,26,21
2016-02-10,17,21,32
2016-02-11,9,23,76
2016-02-12,7,12,44
2016-02-13,5,8,6
2016-02-14,5,15,8
2016-02-15,14,35,0
2016-02-16,51,25,7
2016-02-17,12,5,0
2016-02-18,18,22,2
2016-02-19,7,20,6
2016-02-20,3,32,8
2016-02-21,0,13,8
2016-02-22,12,40,1
2016-02-23,36,33,15
2016-02-24,19,21,10
2016-02-25,57,11,9
2016-02-26,32,12,19
2016-02-27,1,3,2
2016-02-28,1,27,3
2016-02-29,10,37,14
2016-03-01,24,40,7
2016-03-02,8,29,20
2016-03-03,12,16,14
2016-03-04,11,17,8
2016-03-05,1,5,4
2016-03-06,1,10,0
2016-03-07,11,21,24
2016-03-08,4,40,38
2016-03-09,53,16,20
2016-03-10,0,17,49
2016-03-11,16,32,33
2016-03-12,1,4,0
2016-03-13,0,4,1
2016-03-14,16,18,28
2016-03-15,17,14,27
2016-03-16,17,25,33
2016-03-17,46,9,34
2016-03-18,21,10,34
2016-03-19,1,5,2
2016-03-20,2,13,0
2016-03-21,32,16,20
2016-03-22,12,20,26
2016-03-23,15,26,39
2016-03-24,27,4,51
2016-03-25,43,12,14
2016-03-26,6,0,1
2016-03-27,12,2,0
2016-03-28,19,20,28
2016-03-29,42,21,15
2016-03-30,7,13,26
2016-03-31,36,10,24
2016-04-01,16,4,19
2016-04-02,0,2,4
2016-04-03,4,12,2
2016-04-04,3,6,15
2016-04-05,28,8,30
2016-04-06,20,23,38
2016-04-07,13,9,16
2016-04-08,4,8,18
2016-04-09,3,14,5
2016-04-10,1,7,1
2016-04-11,14,21,26
2016-04-12,6,25,27
2016-04-13,11,12,29
2016-04-14,4,13,30
2016-04-15,12,17,14
2016-04-16,4,4,6
2016-04-17,5,3,2
2016-04-18,17,16,8
2016-04-19,34,16,36
2016-04-20,18,9,12
2016-04-21,20,3,18
2016-04-22,20,26,11
2016-04-23,1,7,9
2016-04-24,0,2,0
2016-04-25,6,23,13
2016-04-26,19,19,39
2016-04-27,14,11,36
