,rust-lang/rust,swiftlang/swift,golang/go
2025-06-24,99,36,9
2025-06-25,97,37,5
2025-06-26,93,41,1
2025-06-27,104,48,7
2025-06-28,87,68,1
2025-06-29,83,4,1
2025-06-30,116,37,11
2025-07-01,127,64,6
2025-07-02,87,61,2
2025-07-03,124,32,1
2025-07-04,132,31,1
2025-07-05,83,6,0
2025-07-06,99,8,0
2025-07-07,122,32,6
2025-07-08,114,73,4
2025-07-09,94,48,2
2025-07-10,128,62,2
2025-07-11,105,53,8
2025-07-12,62,7,0
2025-07-13,80,3,0
2025-07-14,87,34,2
2025-07-15,107,57,8
2025-07-16,93,34,5
