,php/php-src,python/cpython,ruby/ruby
2000-01-05,6,0,2.0
2000-01-06,2,0,-0.20000000000000018
2000-01-07,5,2,0.9099999999999999
2000-01-08,1,0,1.843
2000-01-09,2,4,-0.28632500000000005
2000-01-10,4,0,-0.15073349999999996
2000-01-11,0,0,-0.10398652499999989
2000-01-12,8,3,-0.07962914249999972
2000-01-13,4,4,-0.06453213853124981
2000-01-14,1,1,-0.05421542632187484
2000-01-15,19,0,-0.03175570551562491
2000-01-16,11,0,-0.02753547856718743
2000-01-17,5,10,0.983202294928125
2000-01-18,5,1,0.8999999999999999
2000-01-19,10,1,-0.14500000000000013
2000-01-20,2,6,-0.07350000000000005
2000-01-21,0,1,0.9508375
2000-01-22,1,0,-0.13677924999999996
2000-01-23,0,0,-0.07427876249999994
2000-01-24,5,4,-0.05275570874999995
2000-01-25,1,0,-0.041324509265624865
2000-01-26,5,0,-0.0340839155515624
2000-01-27,3,0,-0.02156086503593744
2000-01-28,16,0,-0.011093696249999967
2000-01-29,12,0,-0.009568313015624975
2000-01-30,8,6,-0.008398852535937478
2000-01-31,9,1,0.0
2000-02-01,17,2,2.0
2000-02-02,17,6,0.7999999999999998
2000-02-03,10,8,-0.19000000000000017
2000-02-04,4,9,-0.10200000000000008
2000-02-05,19,4,-0.06982499999999987
2000-02-06,9,0,-0.05289599999999982
2000-02-07,7,3,-0.04244077499999987
2000-02-08,10,9,2.964650595
2000-02-09,11,5,-0.33023032228125015
2000-02-10,36,16,-0.16136601808750003
2000-02-11,14,5,-0.09389885253593754
2000-02-12,11,1,-0.06198749999999977
2000-02-13,17,0,-0.048350249999999845
2000-02-14,9,12,-0.03948603749999988
2000-02-15,12,23,-0.0332810887499999
2000-02-16,20,8,-0.028704939046874926
2000-02-17,15,14,1.9748034423921876
2000-02-18,13,11,0.7999999999999998
2000-02-19,20,1,-0.19000000000000017
2000-02-20,10,0,-0.10200000000000008
2000-02-21,15,6,1.9301750000000002
2000-02-22,17,2,-0.252896
2000-02-23,30,10,2.867559225
2000-02-24,33,7,-0.3923494050000002
2000-02-25,14,10,0.7934446777187502
2000-02-26,28,4,0.7559004819125
2000-02-27,15,3,-0.2417103775359373
2000-02-28,11,10,-0.14403764249999984
2000-02-29,11,8,0.8922148364687502
2000-03-01,14,10,-0.18685804382187482
2000-03-02,14,8,-0.10298370154687486
2000-03-03,15,11,-0.07795226635781238
2000-03-04,10,0,-0.041324509265624865
2000-03-05,13,0,0.9659160844484376
2000-03-06,26,20,1.8784391349640626
2000-03-07,23,17,0.7439063037499998
2000-03-08,5,2,1.7719316869843749
2000-03-09,13,3,0.6689386474640624
2000-03-10,17,38,-0.27594175
2000-03-11,14,1,-0.16805801249999985
2000-03-12,15,0,-0.12335947124999971
2000-03-13,18,9,0.9021862819843753
2000-03-14,11,2,-0.18106994981718735
2000-03-15,15,1,1.8932845769125002
2000-03-16,19,4,-0.26712917481718756
2000-03-17,5,5,0.8629714819125001
2000-03-18,13,9,-0.18151560253593757
2000-03-19,15,0,-0.09948701249999983
2000-03-20,5,2,-0.07182719624999988
2000-03-21,6,3,-0.056554838015624824
2000-03-22,4,13,-0.04670299503593736
2000-03-23,5,4,0.9677013614687501
2000-03-24,4,6,-0.12789140132187501
2000-03-25,13,1,-0.05456831301562501
2000-03-26,22,7,1.9631011474640625
2000-03-27,14,4,0.7793374999999999
2000-03-28,7,21,-0.2061167500000001
2000-03-29,15,29,-0.11516201250000005
2000-03-30,28,20,-0.08091869624999984
2000-03-31,14,77,0.9375356869843752
2000-04-01,22,1,-0.15083962753593744
2000-04-02,6,2,-0.08034940499999993
2000-04-03,9,11,-0.05873032228124994
2000-04-04,16,16,-0.04702851808749986
2000-04-05,22,12,-0.024515602535937424
2000-04-06,10,25,-0.01316201249999996
2000-04-07,19,14,-0.011093696249999967
2000-04-08,3,3,-0.009568313015624975
2000-04-09,3,17,-0.008398852535937478
2000-04-10,11,50,3.0
2000-04-11,10,19,-0.30000000000000027
2000-04-12,8,5,0.8649999999999999
2000-04-13,9,13,-0.18550000000000016
2000-04-14,7,8,0.8930125000000002
2000-04-15,22,2,-0.17685024999999996
2000-04-16,9,0,-0.10514853749999983
2000-04-17,10,2,0.9221021612500001
2000-04-18,9,1,1.837470548453125
2000-04-19,23,12,-0.29740700385781255
2000-04-20,33,0,-0.14123032551562503
2000-04-21,15,23,0.9028449512140626
2000-04-22,5,14,0.8329899369843752
2000-04-23,8,5,-0.19879436503593745
2000-04-24,15,16,-0.11091772124999993
2000-04-25,5,12,0.9190817944843751
2000-04-26,3,13,-0.1643147285671874
2000-04-27,12,12,-0.0910764675718749
2000-04-28,13,14,-0.05275570874999995
2000-04-29,14,0,-0.041324509265624865
2000-04-30,20,0,-0.0340839155515624
2000-05-01,35,12,0.9784391349640625
2000-05-02,46,19,-0.11109369625000005
2000-05-03,12,14,-0.05456831301562501
2000-05-04,24,7,-0.0368988525359375
2000-05-05,11,10,0.9793375000000001
2000-05-06,18,6,-0.11611675000000003
2000-05-07,8,10,-0.05816201249999999
2000-05-08,14,13,-0.03959369624999999
2000-05-09,2,29,1.9697691869843752
2000-05-10,9,8,0.7754843974640624
2000-05-11,12,9,-0.2031620125000001
2000-05-12,14,19,0.88690630375
2000-05-13,4,20,1.8206066869843751
2000-05-14,7,1,0.6937051474640625
2000-05-15,13,2,1.739059225
2000-05-16,10,1,1.6419880949999999
2000-05-17,32,1,2.59382792771875
2000-05-18,21,2,2.4605759694125
2000-05-19,9,1,0.40474167621406243
2000-05-20,3,7,-0.43897621801562486
2000-05-21,11,1,1.710325800182813
2000-05-22,17,1,3.5862848144125
2000-05-23,58,15,0.3517783414328126
2000-05-24,20,2,3.538181792646875
2000-05-25,21,17,0.3077292546312499
2000-05-26,11,16,-0.48837869290468716
2000-05-27,9,8,-0.30521839562343717
2000-05-28,16,6,-0.21050104503593692
2000-05-29,19,0,0.8381970764687505
2000-05-30,8,9,1.7650705466156253
2000-05-31,14,9,1.654299479340625
2000-06-01,14,14,0.6237341991515624
2000-06-02,10,18,-0.310826223159375
2000-06-03,14,7,1.8321593974640626
2000-06-04,17,13,1.6847794875000002
2000-06-05,21,1,0.61968627875
2000-06-06,29,6,0.678803519484375
2000-06-07,13,19,0.6937901164328126
2000-06-08,15,14,-0.2940865273531248
2000-06-09,43,5,1.8209139569125004
2000-06-10,29,10,-0.32218952003593737
2000-06-11,19,1,-0.18126528103124978
2000-06-12,34,0,4.866693210146876
2000-06-13,25,6,5.4080532731624995
2000-06-14,21,3,4.113705638198437
2000-06-15,24,4,-0.9567911905515631
2000-06-16,29,4,2.470101254964063
2000-06-17,23,10,1.3338046239687504
2000-06-18,21,15,-0.6176207675718743
2000-06-19,12,3,2.6094756937500003
2000-06-20,5,13,0.40079869492187536
2000-06-21,7,14,-0.47954787202343696
2000-06-22,11,0,2.6995457822062505
2000-06-23,21,7,0.5079131235703127
2000-06-24,19,12,2.6450949184531254
2000-06-25,26,12,-0.5304359711390626
2000-06-26,30,6,1.7112716936781251
2000-06-27,17,16,1.605688614703125
2000-06-28,11,68,2.557644841876563
2000-06-29,15,57,0.4498077962140624
2000-06-30,18,91,-0.4126096727968749
2000-07-01,9,49,3.727895540626563
2000-07-02,18,8,0.41385118341718763
2000-07-03,15,20,8.577279274892188
2000-07-04,7,11,2.8440731939687494
2000-07-05,17,19,1.001472567646875
2000-07-06,20,28,2.22177415963125
2000-07-07,7,26,0.20650782937656298
2000-07-08,8,26,-0.5856364000359368
2000-07-09,17,43,-0.40411706081249926
2000-07-10,17,39,2.681623960590626
2000-07-11,20,29,0.46577477032343795
2000-07-12,8,26,5.573346895114063
2000-07-13,10,13,-0.8296751374250004
2000-07-14,11,16,2.5829161596312504
2000-07-15,13,9,1.4252223793765624
2000-07-16,7,11,-0.5229766400359371
2000-07-17,12,6,0.6813563987500003
2000-07-18,13,5,2.6622417897031254
2000-07-19,5,9,1.4639977018765629
2000-07-20,6,0,-0.5010282681296874
2000-07-21,12,4,0.6938392710343753
2000-07-22,13,15,-0.2859965815468747
2000-07-23,11,11,-0.1921704461390621
2000-07-24,19,27,1.8718890611781254
2000-07-25,20,8,3.7101640732343752
2000-07-26,25,7,1.4345920659171874
2000-07-27,12,13,0.5055048038609373
2000-07-28,11,5,-0.373216401321875
2000-07-29,13,5,0.7735481869843753
2000-07-30,8,15,-0.26901487753593717
2000-07-31,4,19,3.8272685575000005
2000-08-01,10,19,1.46554781396875
2000-08-02,7,18,2.508917137865625
2000-08-03,6,27,1.4160575175749999
2000-08-04,18,25,-0.5141780305874999
2000-08-05,9,7,1.6992154512140627
2000-08-06,20,4,-0.4134373630156247
2000-08-07,17,11,1.741227087464063
2000-08-08,14,8,0.6108198179375002
2000-08-09,15,13,5.656337850075
2000-08-10,17,4,0.19807646338124973
2000-08-11,11,18,-0.5104822086390625
2000-08-12,4,14,-0.3078810975718749
2000-08-13,8,12,-0.2140524010312494
2000-08-14,15,14,-0.16951011007187444
2000-08-15,14,31,3.8746808527187504
2000-08-16,6,15,0.49390979191249995
2000-08-17,13,23,0.6430975731203125
2000-08-18,11,28,0.6810385717687499
2000-08-19,18,8,-0.2645488525359373
2000-08-20,31,17,-0.15862949999999978
2000-08-21,21,18,-0.11792729999999974
2000-08-22,29,14,-0.0943160474999997
2000-08-23,18,20,-0.07864571081249977
2000-08-24,25,26,1.9325805680906252
2000-08-25,17,43,0.7709391381984374
2000-08-26,13,9,-0.2079671655515626
2000-08-27,29,11,-0.11039885253593756
2000-08-28,8,1,1.9301750000000002
2000-08-29,12,14,1.747104
2000-08-30,14,19,3.6675592249999998
2000-08-31,18,48,4.417650595
2000-09-01,11,58,3.1914446777187497
2000-09-02,16,7,-0.8389245180875002
2000-09-03,29,9,-0.4721063775359372
2000-09-04,20,13,2.6697090825000007
2000-09-05,25,28,-0.5572058185312494
2000-09-06,20,9,-0.34558617860312446
2000-09-07,12,19,0.7513125116156254
2000-09-08,18,20,-0.2877992602218745
2000-09-09,19,16,-0.17361776474218718
2000-09-10,17,9,-0.10158144764374982
2000-09-11,26,11,2.9460564112500003
2000-09-12,21,19,5.655178310953125
2000-09-13,13,9,-0.773358570107813
2000-09-14,8,26,-0.3665936962500002
2000-09-15,4,41,0.7574441869843751
2000-09-16,4,38,-0.28072410253593694
2000-09-17,5,6,-0.1811865374999996
2000-09-18,5,17,2.8592468362500005
2000-09-19,23,27,4.584070383453125
2000-09-20,14,9,0.2662768142984373
2000-09-21,2,34,5.5259448722843745
2000-09-22,4,35,8.139418803749999
2000-09-23,0,13,-0.3597310630156254
2000-09-24,0,35,0.17486885996406243
2000-09-25,2,31,7.359317098750001
2000-09-26,15,29,1.7465015672031254
2000-09-27,6,16,3.982682856064063
2000-09-28,17,18,-1.1363621156953125
2000-09-29,6,14,-0.6707307593796865
2000-09-30,18,21,0.505814858893751
2000-10-01,7,5,-0.4532105320890615
2000-10-02,15,22,1.7282134769484383
2000-10-03,13,23,0.5874634920890628
2000-10-04,5,11,-0.3620267405843747
2000-10-05,12,25,0.8088451273140627
