,ceph/ceph,minio/minio,seaweedfs/seaweedfs
2022-12-31,2.0,1.0,0
2023-01-01,2.0,0.7,3
2023-01-02,4.0,1.595,0
2023-01-03,11.0,2.2355,5
2023-01-04,10.0,3.7903375,3
2023-01-05,12.0,-0.003882749999999824,3
2023-01-06,13.0,1.5631738875000003,2
2023-01-07,4.0,-1.62966613625,0
2023-01-08,5.0,0.19463103448437535,0
2023-01-09,23.0,-0.8446435149984375,4
2023-01-10,14.0,1.4964590194859375,10
2023-01-11,29.0,0.0351941794874997,1
2023-01-12,32.0,6.221946541473438,0
2023-01-13,31.0,1.4897374290546868,2
2023-01-14,0.0,-2.1729028392624996,2
2023-01-15,4.0,-0.995810513448437,0
2023-01-16,10.0,3.388703808234375,7
2023-01-17,16.0,-0.6434705732328125,4
2023-01-18,7.0,0.9474422552187503,0
2023-01-19,20.0,2.78813209051875,0
2023-01-20,13.0,2.1693004744078124,1
2023-01-21,4.0,1.9433657403078124,0
2023-01-22,10.0,-2.1155023529312498,0
2023-01-23,23.0,3.0227995425000005,1
2023-01-24,17.0,2.1534431341874996,0
2023-01-25,32.0,3.899220632803125,0
2023-01-26,16.0,2.2088296082359378,0
2023-01-27,8.0,1.211723761471875,0
2023-01-28,8.0,-2.55520061499375,1
2023-01-29,7.0,-1.2883199699937498,1
2023-01-30,15.0,1.15957980206875,3
2023-01-31,10.0,2.8117276129374997,1
2023-02-01,15.0,0.12313052500624977,5
2023-02-02,15.0,1.523496227725,1
2023-02-03,3.0,0.33496184177499977,0
2023-02-04,0.0,-0.38551443322656276,0
2023-02-05,2.0,0.011398622068750086,0
2023-02-06,5.0,6.1650340025000006,3
2023-02-07,21.0,2.4118699964687496,6
2023-02-08,50.0,5.407466171471875,0
2023-02-09,15.0,2.3990966172875,2
2023-02-10,8.0,3.6156498632375005,7
2023-02-11,1.0,-2.7295960594796873,0
2023-02-12,8.0,-2.0868681044812494,0
2023-02-13,25.0,5.721197641251562,0
2023-02-14,43.0,0.9752873006578118,0
2023-02-15,22.0,-0.6490150914578123,1
2023-02-16,26.0,3.0621392697109373,0
2023-02-17,20.0,4.41095311479375,3
2023-02-18,9.0,-1.3242865205062504,4
2023-02-19,7.0,-2.105632646895312,2
2023-02-20,31.0,1.8738392205171879,2
2023-02-21,15.0,-0.6822665873593754,3
2023-02-22,41.0,10.783723630307811,5
2023-02-23,33.0,-3.2867799927125008,0
2023-02-24,12.0,0.9741994484562504,0
2023-02-25,19.0,2.9347081189765625,1
2023-02-26,6.0,-1.5828501636609378,0
2023-02-27,33.0,7.492374989784375,0
2023-02-28,84.0,-1.5986655240468748,3
2023-03-01,30.0,-1.2018683539640622,0
2023-03-02,25.0,0.4728323743296874,3
2023-03-03,19.0,1.4326634406906247,0
2023-03-04,2.0,0.3034119552203123,0
2023-03-05,4.0,-0.4822218597765626,0
2023-03-06,22.0,1.9004837783203126,0
2023-03-07,53.0,1.478402725876562,1
2023-03-08,33.0,1.3364910986234373,4
2023-03-09,19.0,1.35609632176875,1
2023-03-10,27.0,0.3075218569859375,0
2023-03-11,8.0,-0.4391406367624999,0
2023-03-12,13.0,-0.05945178447968735,0
2023-03-13,32.0,2.09659379801875,2
2023-03-14,22.0,-0.4219137222796876,1
2023-03-15,32.0,4.010802201254688,4
2023-03-16,12.0,0.9548033137546872,2
2023-03-17,10.0,1.2157164500046875,1
2023-03-18,0.0,-0.7565650594796873,0
2023-03-19,4.0,-1.1558761544812497,0
2023-03-20,3.0,6.337798436251562,7
2023-03-21,17.0,2.434276600220312,1
2023-03-22,18.0,1.4144208372859377,1
2023-03-23,16.0,1.6090983441890625,0
2023-03-24,18.0,0.6056625997890626,0
2023-03-25,3.0,-1.0741919137453122,1
2023-03-26,2.0,-0.38184424396406214,4
2023-03-27,20.0,0.8742803580171876,0
2023-03-28,12.0,-0.30291533610937527,0
2023-03-29,40.0,1.9577567285421873,1
2023-03-30,44.0,3.529021634273437,0
2023-03-31,27.0,3.81746154625625,1
2023-04-01,1.0,-2.7473049394781253,0
2023-04-02,2.0,-1.1998537052140619,0
2023-04-03,17.0,0.2623712100015627,2
2023-04-04,19.0,6.176287041985938,1
2023-04-05,22.0,0.40035882301874937,1
2023-04-06,21.0,6.009814892720312,0
2023-04-07,7.0,7.594460033973437,0
2023-04-08,4.0,-4.792535116757813,0
2023-04-09,9.0,-1.064310591896874,0
2023-04-10,21.0,-0.5468840612499997,2
2023-04-11,24.0,0.697030279484375,1
2023-04-12,25.0,4.540738098157812,6
2023-04-13,6.0,2.339875779573437,0
2023-04-14,14.0,0.3048232649265623,1
2023-04-15,4.0,1.801362697215625,0
2023-04-16,7.0,-2.3045711818109376,1
2023-04-17,16.0,2.9409702844843757,1
2023-04-18,15.0,0.08585139750156245,5
2023-04-19,9.0,0.4547044482359377,0
2023-04-20,31.0,-0.4539370833093752,1
2023-04-21,3.0,2.899470665525,2
2023-04-22,3.0,-1.8145823114609378,1
2023-04-23,3.0,-0.8166460567609374,1
2023-04-24,9.0,1.48567252706875,3
2023-04-25,18.0,2.0616466104374997,1
2023-04-26,17.0,4.6238365035375,0
2023-04-27,26.0,4.594999016253125,1
2023-04-28,8.0,2.89230236176875,0
2023-04-29,3.0,-2.149018280295312,1
2023-04-30,3.0,-0.7775311279312496,0
2023-05-01,26.0,-0.3292161349999998,1
2023-05-02,24.0,3.85817282021875,0
2023-05-03,19.0,6.7655093432374995,0
2023-05-04,26.0,1.2372206184578123,1
2023-05-05,15.0,-2.14204475175625,0
2023-05-06,11.0,3.1763849205265626,0
2023-05-07,5.0,-1.5521790824125001,3
2023-05-08,54.0,2.4823835337515625,1
2023-05-09,35.0,2.8749619887515623,0
2023-05-10,31.0,-0.5900195233109375,4
2023-05-11,19.0,3.1193615016953125,1
2023-05-12,8.0,2.465133860826562,0
2023-05-13,1.0,-1.6655545141796875,0
2023-05-14,1.0,-1.5564739708109372,0
2023-05-15,26.0,2.0612198095703125,0
2023-05-16,13.0,7.472647875954687,3
2023-05-17,20.0,1.508200153240625,0
2023-05-18,34.0,1.0359185690546875,0
2023-05-19,36.0,1.3943948584562502,2
2023-05-20,5.0,-2.5343811737421875,0
2023-05-21,7.0,-0.27993112042968704,2
2023-05-22,46.0,2.8727657530171875,2
2023-05-23,23.0,1.080819073453125,0
2023-05-24,18.0,-0.8699315093390627,1
2023-05-25,32.0,5.736250652076563,0
2023-05-26,21.0,6.218876721773437,0
2023-05-27,2.0,-1.8749898824937499,0
2023-05-28,4.0,-1.257237626681249,0
2023-05-29,8.0,-0.5179061492656245,2
2023-05-30,22.0,2.7492527859546874,2
2023-05-31,18.0,4.003805635521875,1
2023-06-01,13.0,0.2220413647859374,0
2023-06-02,5.0,1.820219630657813,0
2023-06-03,9.0,-0.3615400035203127,2
2023-06-04,1.0,0.24540171112343745,1
2023-06-05,28.0,0.49806673301875026,5
2023-06-06,25.0,1.5762148500015627,4
2023-06-07,20.0,3.3111174897046873,1
2023-06-08,11.0,-0.373354724775,0
2023-06-09,10.0,-0.69478694969375,1
2023-06-10,3.0,-0.17616137926093756,0
2023-06-11,7.0,2.0154633910374997,1
2023-06-12,9.0,4.539896355003124,2
2023-06-13,21.0,1.4937006062531246,2
2023-06-14,16.0,-0.2945278205124997,3
2023-06-15,48.0,6.291463016473438,0
2023-06-16,20.0,-0.3200443859453128,1
2023-06-17,4.0,-0.3298149044812497,2
2023-06-18,4.0,1.1837768737515628,2
2023-06-19,21.0,1.0626788439703125,0
2023-06-20,33.0,3.0493491397078123,8
2023-06-21,13.0,3.467845456040625,0
2023-06-22,27.0,0.008984136037499812,0
2023-06-23,11.0,4.705237643159375,0
2023-06-24,5.0,-2.3260278411593753,1
2023-06-25,45.0,0.19770566802031309,7
2023-06-26,17.0,0.33161788948750015,9
2023-06-27,17.0,2.437349816254687,0
2023-06-28,29.0,-0.08092430352656255,0
2023-06-29,16.0,0.3679395244921875,0
2023-06-30,8.0,1.52712209155625,0
2023-07-01,4.0,-1.6664967558078128,0
2023-07-02,8.0,-0.8286428818953124,0
2023-07-03,24.0,2.5053596557359374,1
2023-07-04,30.0,-0.2612390799968751,2
2023-07-05,8.0,1.120689283971875,1
