,AvaloniaUI/Avalonia,electron/electron,nwjs/nw.js
2014-02-05,6,1.0,0
2014-02-06,1,1.9,0
2014-02-07,0,-0.24500000000000022,6
2014-02-08,0,-0.11850000000000009,3
2014-02-09,0,-0.07766249999999997,0
2014-02-10,0,0.9425582500000003,3
2014-02-11,0,-0.14539551249999993,1
2014-02-12,0,1.91758227875,0
2014-02-13,0,0.7397442944843748,2
2014-02-14,0,7.761802021432812,1
2014-02-15,0,-0.9349144550718758,0
2014-02-16,0,-0.4429870125000001,0
2014-02-17,0,8.708010303750001,0
2014-02-18,0,-1.1173090880156251,1
2014-02-19,0,6.422317742464063,5
2014-02-20,0,6.907973577718749,4
2014-02-21,0,6.5839219119125,2
2014-02-22,0,-1.5894961066609379,0
2014-02-23,0,-0.9182864327874993,2
2014-02-24,0,12.394039483750001,0
2014-02-25,0,3.2275170953593753,0
2014-02-26,3,11.527524353426562,2
2014-02-27,5,2.8434761388906242,3
2014-02-28,0,0.279799458123438,3
2014-03-01,0,8.7479324255875,0
2014-03-02,0,-0.8199932327874992,0
2014-03-03,0,11.87014163625,3
2014-03-04,0,15.897128537046875,0
2014-03-05,0,-0.019413261795312664,0
2014-03-06,0,3.0894951618671875,3
2014-03-07,0,-1.7435634155453115,0
2014-03-08,0,-1.077172613710935,0
2014-03-09,0,-0.7892696939781231,0
2014-03-10,0,6.373646135375002,0
2014-03-11,0,0.8474567582609382,0
2014-03-12,1,7.104494131501563,1
2014-03-13,3,10.675147234056249,2
2014-03-14,0,4.165324377314062,0
2014-03-15,0,10.435863487320312,0
2014-03-16,0,12.8983324125,0
2014-03-17,0,-2.6918638987500003,1
2014-03-18,0,0.471162316390626,0
2014-03-19,0,-1.2967728137828107,0
2014-03-20,0,3.1012208608031275,1
2014-03-21,0,-0.10526815397499845,2
2014-03-22,0,-0.8100756510249987,0
2014-03-23,0,-0.5228518151531241,0
2014-03-24,0,-0.38178495066562407,1
2014-03-25,2,3.7667003194609383,1
2014-03-26,1,3.51209857396875,1
2014-03-27,2,2.345665497428125,0
2014-03-28,9,5.356633051687499,0
2014-03-29,0,2.025186276840625,0
2014-03-30,0,-0.8110158525359374,0
2014-03-31,3,-0.4851025499999997,0
2014-04-01,0,-0.3548480849999992,0
2014-04-02,0,3.719177925437501,1
2014-04-03,4,1.3675279240437503,1
2014-04-04,5,4.451651435809375,0
2014-04-05,6,7.180112475548437,0
2014-04-06,0,-0.24374805426250035,0
2014-04-07,0,3.2665114423921873,0
2014-04-08,0,4.13880595,0
2014-04-09,0,-1.0250825599999995,0
2014-04-10,0,3.3851327929375006,0
2014-04-11,0,5.145236632575001,0
2014-04-12,0,-1.1143303526499997,0
2014-04-13,0,-0.6468662630546871,0
2014-04-14,0,2.5594060191968757,0
2014-04-15,0,13.409417414151562,1
2014-04-16,0,13.234214474778124,0
2014-04-17,0,4.619158877320311,0
2014-04-18,0,3.059177070437499,1
2014-04-19,0,-1.6711305382374995,0
2014-04-20,0,-1.0499511527156231,0
2014-04-21,0,2.253561986250002,0
2014-04-22,0,4.102423375953126,0
2014-04-23,0,15.866723778923438,0
2014-04-24,0,7.584925433012499,1
2014-04-25,0,14.782083039601561,2
2014-04-26,0,-1.8927962828296891,0
2014-04-27,0,-1.6633265501796866,2
2014-04-28,0,4.890799098750001,0
2014-04-29,0,12.551142367203127,1
2014-04-30,0,1.6421016660640628,1
2014-05-01,0,-1.7564635089453118,0
2014-05-02,0,-1.1431934720171864,0
2014-05-03,0,-0.757719042874998,0
2014-05-04,0,4.46039461887344,2
2014-05-05,0,21.176303794964063,0
2014-05-06,0,11.30963032440625,1
2014-05-07,0,17.238775717565623,2
2014-05-08,0,1.4838303124343732,0
2014-05-09,0,7.6322458398562505,0
2014-05-10,0,6.495346437500001,4
2014-05-11,0,-2.4764172562499978,0
2014-05-12,0,1.4081814424218775,0
2014-05-13,0,3.485242103476565,0
2014-05-14,0,7.4114548744906275,1
2014-05-15,0,15.148410447934376,2
2014-05-16,0,-1.7547011907968755,1
2014-05-17,0,-1.5106834090859371,2
2014-05-18,0,18.99436437,0
2014-05-19,0,-0.6994940740734368,0
2014-05-20,0,0.4027212172031258,9
2014-05-21,0,3.727247648564063,14
2014-05-22,0,6.609886071429689,4
2014-05-23,0,4.304995309660939,0
2014-05-24,0,1.408352443873438,0
2014-05-25,0,7.809857197464063,0
2014-05-26,0,6.3082385721875,0
2014-05-27,0,4.181479868250001,3
2014-05-28,0,-1.571886912353125,0
2014-05-29,0,7.0353263348500015,2
2014-05-30,0,3.4940602681953132,0
2014-05-31,0,-0.3892488996312491,0
2014-06-01,0,0.06606207948750065,0
2014-06-02,0,5.268166980251563,0
2014-06-03,0,5.875555145551563,1
2014-06-04,0,2.67035695161875,0
2014-06-05,0,3.872268002284375,1
2014-06-06,0,-1.1647687478749997,2
2014-06-07,0,-0.7196260941156241,1
2014-06-08,0,-0.4795955969453115,6
2014-06-09,0,1.6555570694484385,4
2014-06-10,3,9.523303595620312,1
2014-06-11,0,1.6824438461749995,4
2014-06-12,9,-0.9595337010640628,0
2014-06-13,3,0.45723802477812503,6
2014-06-14,0,2.5336472373203134,0
2014-06-15,0,0.4055209750000006,0
2014-06-16,0,9.5343422325,2
2014-06-17,0,8.67927787396875,0
2014-06-18,0,1.2976338260218743,8
2014-06-19,0,-1.2298682269062502,3
2014-06-20,3,-0.7185180413578117,12
2014-06-21,0,1.4906960857343763,4
2014-06-22,0,5.3970273871671886,4
2014-06-23,0,18.984327791876563,1
2014-06-24,10,1.4184950173078112,2
2014-06-25,4,3.2747222557343747,11
2014-06-26,10,-0.51890196440625,0
2014-06-27,1,19.99952891739219,4
2014-06-28,0,10.2063555325,0
2014-06-29,1,5.2097814464687495,0
