,getsentry/sentry,grafana/grafana,elastic/kibana
2021-07-22,40.0,23,43
2021-07-23,15.000000000000004,11,4
2021-07-24,-16.199999999999996,1,0
2021-07-25,-6.68,0,2
2021-07-26,11.231999999999998,18,41
2021-07-27,19.44832,10,38
2021-07-28,13.111360000000001,5,48
2021-07-29,16.003366400000004,22,41
2021-07-30,2.8253209600000027,13,33
2021-07-31,-17.566203903999998,0,1
2021-08-01,-7.631802572800002,0,0
2021-08-02,13.385217843199998,9,40
2021-08-03,13.47010304,13,46
2021-08-04,8.662610432000001,26,26
2021-08-05,9.850909593600003,15,29
2021-08-06,16.6741902336,10,5
2021-08-07,-17.9804565504,0,1
2021-08-08,-8.743343206400002,0,0
2021-08-09,-0.9626828800000018,15,32
2021-08-10,-4.091449856000002,16,56
2021-08-11,-1.5423227904000005,11,46
2021-08-12,-2.1086907392,12,45
2021-08-13,-2.1958052863999997,18,47
2021-08-14,-0.2662415359999999,2,9
2021-08-15,1.8783446016,2,4
2021-08-16,-1.5435457535999997,11,61
2021-08-17,14.421128192,20,78
2021-08-18,10.640347340800002,23,44
2021-08-19,6.183767859200001,20,44
2021-08-20,-0.15357122559999858,11,36
2021-08-21,-7.2120583168,0,2
2021-08-22,-3.266747392000001,0,4
2021-08-23,13.888102707199998,21,48
2021-08-24,9.071992729600002,19,47
2021-08-25,13.1263488,15,47
2021-08-26,18.804153344000003,15,55
2021-08-27,2.0761606144000027,23,15
2021-08-28,-14.82680576,1,0
2021-08-29,-6.396578611200002,2,0
2021-08-30,22.01560064,9,38
2021-08-31,28.726591488,16,44
2021-09-01,7.861197107200002,25,47
2021-09-02,3.682728038400004,17,26
2021-09-03,-16.1163515904,5,46
2021-09-04,-8.838607257600003,0,0
2021-09-05,-5.134990336000003,0,1
2021-09-06,-3.4670489600000014,12,19
2021-09-07,25.343443968,20,41
2021-09-08,3.6685704192000035,19,53
2021-09-09,11.360986214400002,23,43
2021-09-10,2.1835770880000034,21,26
2021-09-11,-11.750267187199999,0,0
2021-09-12,-4.963452313600001,1,1
2021-09-13,27.8670464,26,41
2021-09-14,10.340753920000001,18,41
2021-09-15,13.535954944000002,25,46
2021-09-16,2.010070425600002,17,31
2021-09-17,2.770320998400001,22,6
2021-09-18,-13.9613609984,0,3
2021-09-19,-6.311829708800002,1,5
2021-09-20,27.003824639999998,23,25
2021-09-21,17.657136128,15,31
2021-09-22,14.773218099200001,14,39
2021-09-23,7.915781632000002,24,45
2021-09-24,-2.086530867199997,2,3
2021-09-25,-15.686077952000002,2,0
2021-09-26,-7.361042022400002,0,3
2021-09-27,21.29595904,17,35
2021-09-28,21.125787648,18,39
2021-09-29,18.153450803200002,26,41
2021-09-30,2.0522827776000057,21,32
2021-10-01,-1.0869230591999965,21,28
2021-10-02,-12.510701363199999,0,2
2021-10-03,-8.416530022400002,0,1
2021-10-04,23.028477439999996,14,58
2021-10-05,5.200780288000001,12,59
2021-10-06,29.8407007232,22,61
2021-10-07,7.221689856000005,19,51
2021-10-08,30.610417561600002,15,12
2021-10-09,-29.654524415999997,0,2
2021-10-10,-11.572243558400004,0,2
2021-10-11,7.052477849599997,18,42
2021-10-12,22.506136064,27,64
2021-10-13,6.380869529600002,15,57
2021-10-14,7.457611776,23,56
2021-10-15,6.317384908800001,15,51
2021-10-16,-17.1769678848,1,6
2021-10-17,-7.495404953600002,0,5
2021-10-18,29.660226559999998,21,57
2021-10-19,10.260311552000001,22,80
2021-10-20,7.6884953088,27,69
2021-10-21,4.772387225600003,22,68
2021-10-22,13.917859840000002,18,5
2021-10-23,-18.065259007999998,0,1
2021-10-24,-8.344608563200001,0,0
2021-10-25,15.051394559999999,15,48
2021-10-26,10.443676672,26,75
2021-10-27,12.051044044800003,24,33
2021-10-28,7.8325566464000005,18,39
2021-10-29,11.812540416000001,21,46
2021-10-30,-18.012841369599997,0,8
2021-10-31,-7.494908416000001,0,0
2021-11-01,14.5454482432,16,38
2021-11-02,5.212042240000001,36,70
2021-11-03,18.86320384,21,53
2021-11-04,24.104528998400003,17,44
2021-11-05,-2.0252648447999952,20,41
2021-11-06,-16.2062036992,2,2
2021-11-07,-8.065881190400003,1,2
2021-11-08,13.215388159999996,16,36
2021-11-09,20.363584512,28,54
2021-11-10,14.791143628800004,25,43
2021-11-11,9.403185971200003,27,69
2021-11-12,-0.5868738559999969,20,8
2021-11-13,-12.818100940799999,1,1
2021-11-14,-8.292966604800002,2,0
2021-11-15,26.2038085632,26,47
2021-11-16,0.1718794240000019,23,60
2021-11-17,0.2321273856000019,36,35
2021-11-18,6.955371315200001,31,39
2021-11-19,1.6594130944000014,36,40
2021-11-20,-9.9003287552,2,1
2021-11-21,-5.252523315200001,0,2
2021-11-22,15.870530969599999,17,36
2021-11-23,21.152186368000002,25,49
2021-11-24,17.567682867200002,36,45
2021-11-25,-5.619901644799995,16,25
2021-11-26,-4.173729894399999,20,6
2021-11-27,-9.775605350400001,0,2
2021-11-28,-4.949542707200003,0,1
2021-11-29,17.749534003199997,31,40
2021-11-30,15.168077312000001,16,48
2021-12-01,15.151356108800002,25,49
2021-12-02,17.1601062912,21,38
2021-12-03,0.04974766080000137,14,40
2021-12-04,-16.5461676032,0,3
2021-12-05,-7.3841626112000025,0,0
2021-12-06,32.31861504,14,36
2021-12-07,-4.206720511999997,10,59
2021-12-08,0.3133693952000023,10,47
2021-12-09,24.8393797632,10,40
2021-12-10,1.3046236160000007,4,10
2021-12-11,-15.00882944,0,0
2021-12-12,-7.302527692800002,0,0
2021-12-13,4.6478284799999985,18,40
2021-12-14,38.267657215999996,27,37
2021-12-15,17.498203750400002,20,37
2021-12-16,21.874282188800006,18,34
2021-12-17,-10.055126630399997,17,35
2021-12-18,-17.6349421568,2,1
2021-12-19,-8.380825804800002,1,0
2021-12-20,6.660394803199996,23,31
2021-12-21,4.286318591999999,20,49
2021-12-22,1.3038297088000004,11,36
2021-12-23,4.887960576000001,9,25
2021-12-24,-9.744634675199999,2,3
2021-12-25,-4.117788160000001,0,0
2021-12-26,-2.236103065600001,0,2
2021-12-27,-1.430840320000001,4,12
2021-12-28,-0.09260902400000015,6,13
2021-12-29,2.7258369024,1,4
2021-12-30,-1.3102767103999993,4,5
2021-12-31,-1.2969596927999998,0,2
2022-01-01,-0.5967741952,0,2
2022-01-02,-0.2603520000000002,0,0
2022-01-03,17.8156288,8,4
2022-01-04,16.659824640000004,24,25
2022-01-05,14.128398848000002,19,28
2022-01-06,9.4762084352,14,23
2022-01-07,5.928851660800001,26,4
2022-01-08,-14.4943341568,0,0
2022-01-09,-6.269785600000002,0,0
2022-01-10,27.997061119999998,21,36
2022-01-11,9.296812544000002,18,37
2022-01-12,10.908152729600001,15,45
2022-01-13,8.527675084800002,19,29
2022-01-14,0.3465290751999994,14,27
2022-01-15,-13.671889715199999,0,2
2022-01-16,-7.099583692800003,0,0
2022-01-17,9.675758079999998,19,24
2022-01-18,10.244194816,15,44
2022-01-19,16.2577818624,19,28
2022-01-20,10.973917696,19,45
2022-01-21,6.9483679744000035,22,3
2022-01-22,-15.465653452799998,1,0
2022-01-23,-7.308895334400001,1,3
2022-01-24,12.6758572032,17,28
2022-01-25,29.124705792,17,45
2022-01-26,6.998037196800006,15,27
2022-01-27,24.687401164800004,21,41
2022-01-28,0.1253907456000043,17,35
2022-01-29,-19.747241881599997,1,0
2022-01-30,-8.756013875200003,0,1
2022-01-31,16.581833523199997,30,57
2022-02-01,13.277958656000001,22,65
2022-02-02,10.919135846400003,25,36
2022-02-03,5.399653580800003,33,33
2022-02-04,4.524290150400002,26,34
2022-02-05,-13.5577575424,1,2
2022-02-06,-7.519096320000002,0,0
2022-02-07,17.649300479999997,25,32
2022-02-08,13.078437376000002,39,34
2022-02-09,3.9480413184000014,40,35
2022-02-10,6.285389619200004,36,49
2022-02-11,4.078960230400002,33,41
2022-02-12,-13.164312678399998,0,2
2022-02-13,-5.783463116800002,0,0
2022-02-14,27.4430833664,1,35
2022-02-15,23.023169536,27,43
2022-02-16,7.072107110400005,25,48
2022-02-17,1.867338752000002,30,43
2022-02-18,0.6414507008000001,28,2
2022-02-19,-14.150077952000002,2,0
2022-02-20,-6.629202022400002,0,0
2022-02-21,4.757655039999998,17,14
2022-02-22,17.252930048,13,22
2022-02-23,36.8415532032,20,37
2022-02-24,1.857153945600004,25,34
2022-02-25,5.300682137600003,22,4
2022-02-26,-17.234376396800002,1,0
2022-02-27,-8.351085465600002,0,1
2022-02-28,21.942748159999997,17,30
2022-03-01,25.561841152,18,34
2022-03-02,20.952145100800003,27,24
2022-03-03,15.107021516800003,33,40
2022-03-04,11.225460736000002,23,32
2022-03-05,-23.087517593599998,0,0
2022-03-06,-12.325996032000003,0,1
2022-03-07,38.787132723199996,8,39
2022-03-08,6.467723776000003,11,41
2022-03-09,7.533820006400003,11,59
2022-03-10,1.9767275520000034,12,46
2022-03-11,9.5477241856,11,3
2022-03-12,-16.597545164799996,1,0
2022-03-13,-9.725064294400001,0,0
2022-03-14,30.4502557696,17,37
2022-03-15,25.640091648000002,18,61
2022-03-16,7.012257587200004,21,56
2022-03-17,11.637191168000001,19,38
2022-03-18,8.943406796800002,17,42
2022-03-19,-22.6105012224,1,2
2022-03-20,-9.895578726400004,0,1
2022-03-21,14.869020569599996,25,51
2022-03-22,10.161699328,19,36
2022-03-23,12.825344307200002,22,39
2022-03-24,11.288476876800004,18,64
2022-03-25,3.1817068544000016,12,9
2022-03-26,-15.5779121152,4,0
2022-03-27,-7.641464217600001,0,3
2022-03-28,26.51300864,0,59
2022-03-29,37.368429568,23,79
2022-03-30,32.581804851200005,26,58
2022-03-31,-6.130606182399994,31,50
2022-04-01,7.693420441600004,24,40
2022-04-02,-22.8562547712,2,3
2022-04-03,-11.124030361600004,0,0
2022-04-04,35.0707448832,28,37
2022-04-05,26.144885248,32,27
2022-04-06,0.8147372032000035,35,32
2022-04-07,29.085204889600003,19,44
2022-04-08,-2.902270463999997,22,6
2022-04-09,-23.4124857344,0,1
2022-04-10,-10.721247129600002,0,1
2022-04-11,20.2895967232,15,41
2022-04-12,17.293436416000002,33,39
2022-04-13,11.729514598400002,27,46
2022-04-14,8.859934105600004,23,52
2022-04-15,-3.748819251199997,13,21
2022-04-16,-14.7193680896,0,5
2022-04-17,-7.657970790400002,0,2
2022-04-18,23.33174528,4,28
2022-04-19,31.379984896000003,13,63
2022-04-20,18.566773350400005,41,39
2022-04-21,4.609234841600006,35,29
2022-04-22,1.131724902400002,22,5
2022-04-23,-19.484218368,2,0
2022-04-24,-8.906285977600003,2,1
2022-04-25,41.302982963199995,19,16
2022-04-26,12.016264704000001,22,33
2022-04-27,19.083847577600004,24,36
2022-04-28,12.630985011200003,38,29
2022-04-29,11.703758745600002,28,28
2022-04-30,-26.1922239488,0,1
2022-05-01,-11.237946163200004,0,1
2022-05-02,9.020487679999999,22,25
2022-05-03,33.531329536,26,36
2022-05-04,9.142732390400003,31,55
2022-05-05,21.702471168000002,36,27
2022-05-06,-3.9322766335999937,24,34
2022-05-07,-17.018277171199998,0,0
2022-05-08,-9.350381158400001,1,1
2022-05-09,33.62191104,6,27
2022-05-10,26.586359808,4,35
2022-05-11,15.018917171200002,8,48
2022-05-12,10.456030208000005,13,46
2022-05-13,-1.5225549823999955,8,2
2022-05-14,-7.3910551552,0,0
2022-05-15,-14.463667302400001,2,3
2022-05-16,33.6135730176,28,35
2022-05-17,14.558926643200003,35,50
2022-05-18,18.896390144,29,53
2022-05-19,8.700857446400008,30,45
2022-05-20,7.400659558400001,27,51
2022-05-21,-24.2145577984,5,0
2022-05-22,-10.675982848000004,4,1
2022-05-23,15.286932172799997,62,51
2022-05-24,19.4324616192,36,70
2022-05-25,13.456690790400003,39,61
2022-05-26,9.8876468224,36,28
2022-05-27,-11.0893548544,9,2
2022-05-28,-12.8246161408,1,0
2022-05-29,-6.472745574400002,0,0
2022-05-30,20.92004608,24,28
2022-05-31,15.958048256000001,39,38
2022-06-01,32.0006943744,35,32
2022-06-02,8.598402969600006,37,25
2022-06-03,12.148128153600002,32,33
2022-06-04,-23.239499980799998,5,1
2022-06-05,-10.569069568000003,3,1
2022-06-06,28.527155199999996,15,31
2022-06-07,18.353244160000003,33,52
2022-06-08,13.416788992,31,40
2022-06-09,-3.6933732351999957,38,44
2022-06-10,-3.985862963199999,29,8
2022-06-11,-13.90343168,3,0
2022-06-12,-6.845425356800002,0,0
2022-06-13,30.6883218432,32,46
2022-06-14,19.781724160000003,40,45
2022-06-15,23.451371008000002,24,49
2022-06-16,23.611966566400003,25,34
2022-06-17,-18.245035724799997,34,25
2022-06-18,-15.735663104000004,1,1
2022-06-19,-9.003110195200003,0,2
2022-06-20,5.191551999999996,30,34
2022-06-21,32.295695359999996,30,36
2022-06-22,23.895443968000006,40,28
2022-06-23,14.996422758400005,29,52
2022-06-24,4.541287424000004,21,24
2022-06-25,-23.075218944,1,2
2022-06-26,-9.865360793600004,0,5
2022-06-27,43.806194483199995,29,28
2022-06-28,12.529118208,22,49
2022-06-29,31.7411576832,34,57
2022-06-30,9.288216371200008,27,55
2022-07-01,-25.734788608,2,6
2022-07-02,-14.255351500800002,0,1
2022-07-03,-8.150726860800004,0,1
2022-07-04,-0.44867840000000303,17,22
2022-07-05,22.85218048,14,53
2022-07-06,30.486317056000004,39,39
2022-07-07,4.614332006400005,46,42
2022-07-08,2.389281075200003,27,50
2022-07-09,-16.5783054336,1,3
2022-07-10,-7.964216627200003,0,2
2022-07-11,40.066022399999994,19,45
2022-07-12,19.44576,20,49
2022-07-13,20.455019008000004,20,46
2022-07-14,10.040838860800005,37,51
2022-07-15,7.430283059200004,22,5
2022-07-16,-24.8315384832,1,2
2022-07-17,-10.954889318400003,1,1
2022-07-18,20.114395443199996,24,54
2022-07-19,16.17888,37,52
2022-07-20,23.045053952000004,33,53
2022-07-21,12.546438451200004,22,47
2022-07-22,7.6923668480000025,23,54
2022-07-23,-23.6535281664,7,1
2022-07-24,-9.194407731200002,3,2
2022-07-25,18.388436479999996,31,78
2022-07-26,22.384544255999998,28,70
2022-07-27,26.654515302400004,32,44
2022-07-28,20.201296486400004,22,48
2022-07-29,11.869581721600003,18,31
2022-07-30,-28.9294316544,0,1
2022-07-31,-12.231813734400003,0,1
2022-08-01,11.553445887999997,30,38
2022-08-02,46.0414687232,30,51
2022-08-03,30.997280256000003,42,62
2022-08-04,7.256752742400003,18,43
2022-08-05,-11.199749222399994,5,7
2022-08-06,-21.3383394304,0,1
2022-08-07,-10.430591385600005,0,1
2022-08-08,39.40025856,30,48
2022-08-09,15.707487232000005,26,58
2022-08-10,15.035586252800005,37,40
2022-08-11,20.447212236800006,34,30
2022-08-12,7.190605619200003,26,34
2022-08-13,-24.853626982399998,2,3
2022-08-14,-12.392398336000003,0,4
2022-08-15,32.49810943999999,9,31
2022-08-16,32.592913408,21,38
2022-08-17,18.414695219200006,21,32
2022-08-18,-2.5183153151999917,27,29
2022-08-19,11.450118144000001,15,3
2022-08-20,-24.659495833599998,0,3
2022-08-21,-11.654179225600004,0,2
2022-08-22,-3.0984795136000027,30,31
2022-08-23,-2.7536435200000016,22,46
2022-08-24,-6.09629696,26,31
2022-08-25,-3.5591037952,28,24
2022-08-26,-2.173328691199999,34,24
2022-08-27,-1.2213307392,1,3
2022-08-28,-0.6875501568,1,1
2022-08-29,79.8218668032,12,29
2022-08-30,11.865894912000009,19,42
2022-08-31,24.688184524800008,21,32
2022-09-01,9.748807372800002,28,44
2022-09-02,-19.784,30,3
2022-09-03,-15.074560000000002,0,1
2022-09-04,-9.422144000000005,0,2
2022-09-05,-0.4391296000000038,24,14
2022-09-06,20.718719999999998,28,41
2022-09-07,28.181367808000005,23,41
2022-09-08,16.314970316800007,20,41
2022-09-09,13.203213414400004,34,54
2022-09-10,-24.840008396799995,1,2
2022-09-11,-10.057174323200002,0,3
2022-09-12,55.8201208832,27,42
2022-09-13,12.805429248000003,22,52
2022-09-14,21.393842483200004,34,38
2022-09-15,37.759376281600005,23,56
2022-09-16,-9.614628659199994,26,12
2022-09-17,-28.508067328000003,1,1
2022-09-18,-13.342432358400004,0,2
2022-09-19,51.574522879999996,35,70
2022-09-20,17.807297536000007,42,108
2022-09-21,-0.24315586559999502,40,58
2022-09-22,-3.2595803135999972,29,66
2022-09-23,51.6696588288,29,73
2022-09-24,-38.570819891199996,0,5
2022-09-25,-14.549830860800002,0,1
2022-09-26,40.343820799999996,29,42
2022-09-27,22.242867200000003,47,58
2022-09-28,25.193414656000005,36,49
2022-09-29,8.962358681600001,23,47
2022-09-30,-17.9632488448,27,35
2022-10-01,-17.7172187136,1,2
2022-10-02,-10.484360089600004,0,1
2022-10-03,24.609448959999998,23,35
2022-10-04,26.819871232000004,49,76
2022-10-05,18.896641740800007,32,61
2022-10-06,15.569716633600006,29,46
2022-10-07,-6.202974719999997,28,2
2022-10-08,-19.3006275584,2,1
2022-10-09,-9.833678950400005,0,2
2022-10-10,32.7726456832,32,34
2022-10-11,13.844351488000001,47,46
2022-10-12,38.160139571200006,24,42
2022-10-13,18.868953292800008,25,35
2022-10-14,24.5596699648,27,32
2022-10-15,-34.7646449664,3,1
2022-10-16,-15.794647961600006,2,1
2022-10-17,51.577681203199994,31,35
2022-10-18,39.908232192,32,38
2022-10-19,21.148841676800004,42,48
2022-10-20,0.08448122880000142,34,51
2022-10-21,14.410994688000002,25,5
2022-10-22,-32.4499485696,3,1
2022-10-23,-16.063151718400004,0,1
2022-10-24,43.3487883264,26,30
2022-10-25,47.794641408000004,31,43
2022-10-26,-1.2181050367999902,26,34
2022-10-27,37.324346163200005,31,40
2022-10-28,-6.331383193599997,25,32
2022-10-29,-30.461995724800005,0,3
2022-10-30,-15.043624550400006,0,3
2022-10-31,36.691528806399994,27,38
2022-11-01,33.800853504,24,39
2022-11-02,28.569374617600005,32,55
2022-11-03,15.039389491200005,41,44
2022-11-04,-0.11952762880000023,28,36
2022-11-05,-28.604039168,2,3
2022-11-06,-13.616164556800005,1,1
2022-11-07,40.64595128319999,32,50
2022-11-08,18.367684608,40,57
2022-11-09,9.864315699200002,25,49
2022-11-10,7.1469462528000065,26,42
2022-11-11,2.9797185536000015,21,5
2022-11-12,-21.9771661312,2,2
2022-11-13,-10.760613785600004,1,1
2022-11-14,30.407247974399997,16,60
2022-11-15,52.3884562432,17,54
2022-11-16,16.007713280000004,30,64
2022-11-17,7.286155776000001,14,49
2022-11-18,5.107512524800001,26,42
2022-11-19,-24.841245696,0,2
2022-11-20,-13.805284659200003,0,1
2022-11-21,25.655484723199997,25,44
2022-11-22,22.351924736,38,41
2022-11-23,16.4140908544,45,46
2022-11-24,-9.428814745599997,29,36
2022-11-25,-10.3874719744,2,4
2022-11-26,-11.951807897600002,0,1
2022-11-27,-6.404133580800003,0,1
2022-11-28,27.8537680896,32,48
2022-11-29,32.076751872,30,60
2022-11-30,3.4638056448000043,47,39
2022-12-01,11.903561830400001,32,22
2022-12-02,-3.0404898815999992,27,33
2022-12-03,-12.7228765184,0,2
2022-12-04,-9.473303654400002,1,2
2022-12-05,31.37250048,16,33
2022-12-06,20.132481536,17,39
2022-12-07,21.796964966400004,26,33
2022-12-08,-3.264164454399996,24,23
2022-12-09,23.6526215168,21,4
2022-12-10,-25.874403942399997,1,1
2022-12-11,-11.409554227200003,1,3
