,ceph/ceph,minio/minio,seaweedfs/seaweedfs
2019-03-17,10.0,1.7451922319125002,-1.7725317120000004
2019-03-18,21.0,2.6222306349640627,7.0996970496
2019-03-19,31.0,2.47588177875,0.8017894400000003
2019-03-20,94.0,3.3972722194843747,8.310043647999999
2019-03-21,109.0,2.2440773439328123,-0.9285350400000003
2019-03-22,88.0,-0.7339285831656249,-1.862206464000001
2019-03-23,9.0,0.5639451097843754,3.8446257152
2019-03-24,6.0,-0.3781736799999995,-1.8312624127999995
2019-03-25,45.0,6.736641747718751,2.0183930879999994
2019-03-26,51.0,1.0917179671312498,4.738758144
2019-03-27,36.0,3.3265751808453126,0.03895726080000039
2019-03-28,29.0,0.19763235157968717,1.6331813888000002
2019-03-29,162.0,-0.5570998616906245,-1.4044129279999997
2019-03-30,6.0,-0.349432503857812,1.2762196991999997
2019-03-31,4.0,0.7549140994843757,4.1023590400000005
2019-04-01,27.0,0.7024917487140631,1.4524282880000001
2019-04-02,49.0,4.697069616390626,0.6418109439999997
2019-04-03,49.0,1.2910346087171873,-0.1660741631999998
2019-04-04,36.0,4.459672846615625,0.12255631359999997
2019-04-05,63.0,1.1875570268406246,10.2865605632
2019-04-06,4.0,-0.6229901150359374,14.3547865088
2019-04-07,7.0,-0.37866445874999966,-1.587367424
2019-04-08,62.0,1.7209819282343757,-1.7356510208000007
2019-04-09,40.0,3.578331578198438,10.189071872
2019-04-10,17.0,2.3335286273859377,-1.5796349951999997
2019-04-11,37.0,-0.6799233949609376,7.776118067199999
2019-04-12,54.0,3.6228483373500002,-0.40654858240000014
2019-04-13,21.0,0.3384856112890626,-2.4445108224000003
2019-04-14,8.0,-0.44957623007187464,-1.5465949183999994
2019-04-15,23.0,-0.28218569249999975,1.9517135872000004
2019-04-16,55.0,-0.21414744853124942,12.7480659968
2019-04-17,46.0,1.8265184541156256,-1.539871334399999
2019-04-18,27.0,6.668934850809375,1.9270387711999994
2019-04-19,13.0,0.1272666448921871,7.0476040192
2019-04-20,13.0,-0.5213669483125002,1.0691353600000006
2019-04-21,2.0,-0.32898872315937494,9.764601548799998
2019-04-22,34.0,1.7862301474640632,-2.67425536
2019-04-23,33.0,2.6401962250000004,-2.0775388160000015
2019-04-24,58.0,1.47956177,7.6253713408
2019-04-25,48.0,0.49804548771875,1.1917435904000007
2019-04-26,23.0,1.5883054075687502,-0.17657722880000026
2019-04-27,7.0,0.5354187192328128,-1.6697552896
2019-04-28,35.0,-0.34289812753593724,-1.0477244416
2019-04-29,45.0,3.78343057,2.3003193344000006
2019-04-30,28.0,0.43531651021875006,2.8827768832000005
2019-05-01,95.0,1.5862519508812503,-1.3375970304000002
2019-05-02,28.0,4.543132345110937,0.2979461120000001
2019-05-03,13.0,1.2371345769125,6.303571558400001
2019-05-04,6.0,-0.6057586748171875,6.230339174400001
2019-05-05,4.0,-0.3689558180874998,-1.3963691008000003
2019-05-06,47.0,0.7415183499640632,11.65790464
2019-05-07,40.0,3.7024002766875004,-2.435606016
2019-05-08,39.0,-0.6083946781593749,-1.8509396992000007
2019-05-09,54.0,0.6821720151828127,-1.1516937216000005
2019-05-10,45.0,0.6785108373500002,0.1933588479999997
2019-05-11,3.0,0.6951023612890629,1.1654061056000002
2019-05-12,4.0,0.7320732824281251,0.009575731200000548
2019-05-13,32.0,1.7420957537500001,-0.7626186751999999
2019-05-14,18.0,3.635777651984375,-0.42603632639999933
2019-05-15,13.0,0.38488663290156233,3.6827747328000005
2019-05-16,8.0,2.56836963110625,0.08242984960000022
2019-05-17,11.0,1.4497342282343748,2.3966796799999996
2019-05-18,0.0,-0.5206063743015623,4.059330048
2019-05-19,2.0,-0.3160143868015622,1.5194285056
2019-05-20,6.0,0.772093141948438,4.6809295872
2019-05-21,19.0,-0.27474752606718705,-1.9005205504000002
2019-05-22,3.0,6.817115809115625,0.04325631999999935
2019-05-23,13.0,0.16873116309062464,2.147756032
2019-05-24,8.0,0.5050463159171874,3.8246027264
2019-05-25,1.0,-0.4049499336390626,0.35723151359999994
2019-05-26,1.0,-0.24809721757187447,4.7397004288
2019-05-27,16.0,-0.17307344624999954,0.06659379200000015
2019-05-28,37.0,1.8615183494843754,6.635228876799999
2019-05-29,58.0,5.684666511214063,0.6040907776000002
2019-05-30,43.0,2.2187661001406247,4.244016127999999
2019-05-31,35.0,2.293546022982812,1.7744603135999997
2019-06-01,2.0,0.3347078344484372,2.9903551488
2019-06-02,1.0,-0.4851073525359372,-2.146628096
2019-06-03,43.0,3.6844879750000006,2.8212431871999994
2019-06-04,48.0,3.3600027825000005,3.3720923136
2019-06-05,43.0,0.22580240896875015,8.0964626432
2019-06-06,39.0,0.4429085405843751,1.9541265408000004
2019-06-07,19.0,1.5328088444875005,-1.4679852032000005
2019-06-08,19.0,0.514387807095313,-1.5671445504000003
2019-06-09,5.0,1.608957579376563,-0.9872111616000001
2019-06-10,13.0,0.5557990624640626,-0.7035576320000002
2019-06-11,44.0,4.6282482004375005,4.492247552
2019-06-12,43.0,3.24897962904375,-1.4187631615999994
2019-06-13,22.0,1.208476805590625,0.2887137280000004
2019-06-14,40.0,-0.6287125705515626,2.3464412160000006
2019-06-15,6.0,4.611617550182813,0.0752655360000003
2019-06-16,2.0,-0.7819491730874997,2.3718506496
2019-06-17,18.0,0.564768762682813,2.040256
2019-06-18,26.0,2.5907839506625003,-0.09896960000000021
2019-06-19,34.0,2.424748272385938,-0.7865753600000001
2019-06-20,46.0,2.3534613427578126,4.509104128
2019-06-21,31.0,3.340295401325,8.688995328
2019-06-22,4.0,-0.770870436321875,4.3559463936
2019-06-23,7.0,0.5631586724218753,6.3706016768
2019-06-24,57.0,1.583088253570313,-1.1348414464000003
2019-06-25,28.0,4.541664310734376,-1.0171779072000007
2019-06-26,23.0,0.20716208216718746,1.5635002367999995
2019-06-27,22.0,5.457506864595313,1.4414570495999997
2019-06-28,25.0,-0.9432180316546876,1.43076864
2019-06-29,21.0,0.489322177829688,-0.5772421119999995
2019-06-30,6.0,-0.44325938139374965,0.8710584320000003
2019-07-01,22.0,0.7173424819843758,2.9275348992000008
2019-07-02,116.0,0.678633527682813,-1.4046206975999995
2019-07-03,36.0,4.6796324586,5.3223990271999995
2019-07-04,25.0,0.2922584968046873,-1.6524350463999997
2019-07-05,32.0,6.546866756870313,-0.8172521472000003
2019-07-06,1.0,1.0142339385343746,-0.5284995072
2019-07-07,3.0,-0.685659575515625,-0.36896440319999996
2019-07-08,33.0,0.5765991887140627,3.7378323456
2019-07-09,38.0,1.5957736782343757,-1.0050623487999997
2019-07-10,36.0,4.514260090698438,0.5285622783999998
2019-07-11,27.0,3.1897982986359374,2.521673728
2019-07-12,50.0,3.1417950255546874,-0.8892161023999998
2019-07-13,17.0,0.12249381385468738,-0.39014400000000027
2019-07-14,0.0,-0.620636606282812,-0.2593152000000002
2019-07-15,33.0,2.6235508236781255,0.80595712
2019-07-16,49.0,0.4268172319843755,0.6454123520000002
2019-07-17,49.0,3.544218490182813,2.5919094784
2019-07-18,25.0,2.2917211448500003,4.206832128
2019-07-19,56.0,1.2917081877578127,-1.3772324863999998
2019-07-20,11.0,1.3990248915437502,-0.6405440512000004
2019-07-21,1.0,0.44308348934062525,6.6132352
2019-07-22,52.0,-0.4282964537859371,2.31803648
2019-07-23,33.0,4.7158780647031255,-1.5802808320000004
2019-07-24,33.0,3.2793158068765624,3.1642187775999995
2019-07-25,61.0,4.215826781651563,0.6325339136000001
2019-07-26,66.0,3.0505714833093744,-0.14249861119999996
2019-07-27,10.0,-0.9219950886390625,-0.8594923520000002
2019-07-28,7.0,0.4672382226468754,1.4893977599999997
2019-07-29,156.0,1.5260444194125007,-0.7857648639999997
2019-07-30,45.0,1.475250866214063,0.5287764992000002
2019-07-31,53.0,3.459006587421875,3.5200221184
2019-08-01,38.0,4.243953454007813,1.9409669120000004
2019-08-02,27.0,3.079746489778125,-1.1146515456
2019-08-03,70.0,-0.9059880272421876,-0.5457840128000002
2019-08-04,5.0,-0.5083966313937497,-0.3502587904000002
2019-08-05,48.0,2.6601407694843755,1.747851776
2019-08-06,65.0,0.4343953289328131,0.3998113792000001
2019-08-07,34.0,1.5544138213968755,-0.5033809920000001
2019-08-08,44.0,2.5063125116156253,-0.2968003583999999
2019-08-09,26.0,2.393700739778125,0.7917594624000003
2019-08-10,0.0,2.3587197352578126,1.6779199488
2019-08-11,3.0,0.34897680235624995,-0.5463936
2019-08-12,41.0,1.5388358987500004,0.7377177599999998
2019-08-13,23.0,8.493039589703125,-0.37530214399999995
2019-08-14,22.0,3.774723949376562,0.7879375872000001
2019-08-15,58.0,1.868684645182812,3.6680298496
2019-08-16,36.0,-0.9572115203687501,1.0286156800000001
2019-08-17,5.0,0.40395940209531334,-0.8417771520000001
2019-08-18,1.0,-0.5251824679046866,-0.44727357440000015
2019-08-19,52.0,3.6370183743765634,1.7021985791999998
2019-08-20,49.0,0.32996094268281284,-0.604160512
2019-08-21,28.0,5.501470459037501,1.6778167296
2019-08-22,31.0,1.0681709233484373,-0.618952192
2019-08-23,97.0,2.3349887857734375,3.6689263616
2019-08-24,23.0,0.3175802461421874,-1.0257248255999998
2019-08-25,10.0,0.5056918869843755,-0.45299630080000025
2019-08-26,46.0,-0.43446115003593705,0.7230745599999998
2019-08-27,54.0,0.7039399766875006,-0.4040330239999999
2019-08-28,81.0,3.6664373243406256,-0.2409361408000001
2019-08-29,22.0,2.3907385893703124,-0.15849062399999997
2019-08-30,40.0,3.359410407503125,7.8737544192
2019-08-31,2.0,2.2605791471312497,-1.6830868479999994
2019-09-01,0.0,0.2898746831265625,1.2896937983999996
2019-09-02,15.0,-0.5065836780515622,3.19907328
2019-09-03,44.0,0.6663591512140631,11.756812287999999
2019-09-04,36.0,1.6516163644843755,-0.2327573504
2019-09-05,62.0,5.553386006651563,6.9373695999999985
2019-09-06,42.0,0.11922207830937481,1.01511424
2019-09-07,5.0,-0.5575754109203124,-2.3589032960000003
2019-09-08,2.0,0.6531642045593753,-1.4000914432000005
2019-09-09,42.0,0.667364616876563,1.0669352959999996
2019-09-10,49.0,2.691820426214063,0.8719526912000002
2019-09-11,68.0,5.499655469484375,1.8662989824000007
2019-09-12,40.0,7.108577831432813,1.7046796288000006
2019-09-13,114.0,1.7224194705843745,-0.23780433919999955
2019-09-14,6.0,-0.9822276907312502,1.1279529984
2019-09-15,6.0,-0.5679798112859371,-0.8666070016
2019-09-16,64.0,4.592351453234376,1.5398809599999996
2019-09-17,51.0,6.1788581706984385,-0.7301232639999999
2019-09-18,68.0,3.8176876809171874,-0.41851668480000004
2019-09-19,44.0,1.8316579567984372,1.7136172032
2019-09-20,25.0,4.0119667919093756,0.3944444928000004
2019-09-21,3.0,-1.0986170093343746,-0.4967212032
2019-09-22,27.0,4.382363629892188,-0.2581023744
2019-09-23,35.0,5.06732618125,-0.17399214080000003
2019-09-24,34.0,0.8320297486718755,-0.11344742399999991
2019-09-25,41.0,4.102989277460938,-0.09133230079999997
2019-09-26,52.0,3.929962815920313,-0.05428224000000003
2019-09-27,61.0,3.887273567023438,-0.04570214399999989
2019-09-28,35.0,-1.1443736851859374,-0.03932641279999987
2019-09-29,14.0,-0.6794808189296868,3.9875306496
2019-09-30,37.0,3.532875982421876,-0.7999999999999998
2019-10-01,53.0,10.228702154226564,1.6799999999999997
2019-10-02,47.0,1.4486079650031247,-0.5920000000000001
2019-10-03,27.0,0.9050821860999998,-0.2944000000000002
2019-10-04,57.0,1.1235456909921877,-0.19814400000000013
2019-10-05,62.0,-0.7570903277578115,-0.14891520000000008
2019-10-06,12.0,0.5190859373203135,0.88122112
2019-10-07,20.0,1.5641678275000008,2.701591552
2019-10-08,47.0,1.4816515516875006,-0.7637308415999998
2019-10-09,30.0,0.45081453293437534,3.6832245759999998
2019-10-10,64.0,2.562733765557813,0.9974612992000003
2019-10-11,37.0,3.4740376738609378,-0.8463360000000002
2019-10-12,8.0,4.313845156396875,2.5509631999999995
2019-10-13,0.0,-0.8726114263218753,-0.90861312
2019-10-14,17.0,1.5248160194843752,4.525488128
2019-10-15,40.0,-0.5363851335671872,-1.3324196863999997
2019-10-16,35.0,4.655706435146875,-0.6467725312000003
2019-10-17,16.0,1.2501210931625,-0.408012288
2019-10-18,24.0,2.3863863609171876,3.6920607744000002
2019-10-19,14.0,-0.6836717909203125,-1.0033988608
2019-10-20,3.0,-0.4030735002218745,-0.4653071360000002
2019-10-21,37.0,1.728409594820313,-0.31404165120000005
2019-10-22,44.0,0.6208323114687504,7.79366144
2019-10-23,60.0,3.6630595386781253,0.2355092480000005
2019-10-24,43.0,0.3884850049218749,5.878284799999999
2019-10-25,48.0,0.5557630225390626,6.98829312
2019-10-26,5.0,-0.3573986441187499,-2.782350848
2019-10-27,23.0,0.776212667392188,-0.377365401600001
2019-10-28,53.0,3.7510210950000005,-1.0817024000000004
2019-10-29,44.0,1.43534237771875,2.26257664
2019-10-30,39.0,5.4914804344125,6.830219264
2019-10-31,23.0,2.104409686651562,0.6955235328000002
2019-11-01,63.0,1.219975830590625,-1.6875291648000001
2019-11-02,17.0,-0.6429211780515625,-0.9620036607999998
2019-11-03,17.0,-0.4038490987859369,-0.6185588736
2019-11-04,74.0,1.7040448769843757,0.6192378879999999
2019-11-05,51.0,1.5624931779015632,0.4967120895999999
2019-11-06,55.0,-0.48101375117499967,-0.519863296
2019-11-07,58.0,-0.28081269691562477,-0.33128990719999957
2019-11-08,66.0,0.8003895532375004,1.7754820608000004
2019-11-09,23.0,1.782108316360938,4.5034559488
2019-11-10,10.0,-0.320355230071875,3.7940352
2019-11-11,47.0,1.8329885825,2.46664448
2019-11-12,66.0,3.68101348146875,5.461485568
2019-11-13,46.0,3.416623918896875,-1.2059290624
2019-11-14,37.0,4.300806782428125,-1.3010069504000008
2019-11-15,34.0,1.1272572787499997,0.1859225599999994
2019-11-16,11.0,1.314360794484375,-0.8008970240000002
2019-11-17,22.0,-0.6334765035671872,0.44442193920000017
2019-11-18,42.0,-0.40641264757187423,-0.6185297919999997
2019-11-19,43.0,1.7049317889687507,3.62758656
2019-11-20,103.0,5.561185695365626,0.9589458944000007
2019-11-21,69.0,5.12410533154375,-0.8757019648
2019-11-22,43.0,4.943051607278124,2.5930679295999997
2019-11-23,7.0,-1.1656432812109379,1.134783488
2019-11-24,21.0,-0.6331428311031246,-0.8387400704000002
2019-11-25,26.0,0.5652027699281258,1.5488250879999996
2019-11-26,59.0,3.578165032500001,-0.7178338304
2019-11-27,40.0,1.2936286214687505,8.604787712
2019-11-28,35.0,0.37175816433437525,0.9129887744000005
2019-11-29,8.0,2.5009723291906254,7.496223539199999
2019-11-30,0.0,0.39143025669062537,-2.600088576
2019-12-01,1.0,-0.4328471277156246,-1.2734410752000005
2019-12-02,49.0,2.75286225375,5.1785838592
2019-12-03,66.0,0.5131286269843752,2.2083573760000004
2019-12-04,55.0,0.6139657404015628,-0.7483895808000005
2019-12-05,46.0,1.6500714800750003,-0.1721287680000001
2019-12-06,34.0,3.5917033806625,1.0186722304000002
2019-12-07,15.0,2.3642897621671874,3.0174865408000007
2019-12-08,9.0,0.35196984187656244,-0.37854095359999995
2019-12-09,50.0,1.5387162962140626,1.1415884799999996
2019-12-10,80.0,0.5016558522031253,0.06080204800000011
2019-12-11,41.0,4.582862908126563,6.2368055296
2019-12-12,103.0,9.236184641948437,5.1662065664000005
2019-12-13,60.0,3.577661948932812,6.7568382976
2019-12-14,7.0,-0.2469100583843753,1.0899475455999994
2019-12-15,15.0,0.17085267955937522,-2.2570098688000004
2019-12-16,67.0,0.3551769743765635,2.7155006463999993
2019-12-17,63.0,4.457580762682814,5.3256749056
2019-12-18,37.0,4.1117991256625,6.6149609472
2019-12-19,54.0,2.9767333073859374,1.9303264255999997
2019-12-20,76.0,1.9894128634140626,-0.6124551168000001
2019-12-21,14.0,0.10198495081250036,5.1461742592
2019-12-22,27.0,0.391285465554688,-1.5326422015999999
2019-12-23,39.0,-0.4886046743015619,0.4855901183999993
2019-12-24,28.0,3.660799790698438,14.629222912
2019-12-25,13.0,1.3381303011359378,-0.09934786559999864
2019-12-26,16.0,2.409524099742188,5.2693819392
2019-12-27,4.0,0.3531726340078125,-3.1417537535999998
2019-12-28,9.0,0.5387939420593753,6.349289983999999
2019-12-29,1.0,0.6178494331265627,3.2895869952000005
2019-12-30,6.0,0.6616637844484379,-0.6733314048000003
2019-12-31,4.0,1.6783895874640629,-0.8620754944000009
2020-01-01,2.0,0.5897740679375002,9.596920627200001
2020-01-02,17.0,1.6455456125750003,-3.174362214399999
2020-01-03,14.0,4.5914623971312505,4.5231745024
2020-01-04,4.0,1.2650376706265622,-1.1704133631999998
2020-01-05,12.0,1.4228811256984373,-1.332655616
2020-01-06,31.0,3.4546733631984377,-0.8892593151999999
2020-01-07,54.0,2.2641374294484375,1.4051649536000002
2020-01-08,26.0,2.2761380501828126,5.1876636672
2020-01-09,56.0,3.2630780269125,1.3211570176000007
2020-01-10,35.0,3.1552885151828125,-0.4351519744000001
2020-01-11,23.0,4.094894812350001,-0.8984529920000001
2020-01-12,2.0,-1.0403040812109374,-0.5658758144
2020-01-13,35.0,3.4102045963968757,0.6446570495999999
2020-01-14,44.0,0.18254491661562544,-0.4666342400000001
2020-01-15,40.0,6.403991012059376,-0.29715814400000007
2020-01-16,33.0,6.909491918345313,1.7695260672000004
2020-01-17,46.0,4.600195342829688,-0.5685059583999995
2020-01-18,13.0,2.6280333565437495,0.7626682368
2020-01-19,16.0,0.8071607247781252,3.6711018496
2020-01-20,40.0,3.0713516898203133,1.0358732800000001
2020-01-21,52.0,4.001589964187501,2.1665402879999998
2020-01-22,78.0,1.8575338030906257,5.9610730495999995
2020-01-23,78.0,0.012109311354688068,0.07021056000000003
2020-01-24,50.0,1.2530678006234384,4.677451776
2020-01-25,5.0,0.3064209916187508,16.0285473792
2020-01-26,31.0,-0.5245730597781242,1.3892398080000001
2020-01-27,38.0,2.6660703663250005,0.660887961599999
2020-01-28,175.0,0.4640327741156254,-0.6691065856000007
2020-01-29,44.0,2.5842239235281252,0.006537523199999562
2020-01-30,77.0,1.4452663270234374,2.2922037248000002
2020-01-31,74.0,0.5043982243765626,2.0710444032
2020-02-01,7.0,2.6168580751828125,-1.9238627328
2020-02-02,6.0,3.4540436944125004,-0.14734243839999905
2020-02-03,61.0,1.2919827962140626,-0.9968110591999992
2020-02-04,38.0,4.402319327203125,3.4763780096000003
2020-02-05,45.0,4.123525765626562,1.8556345344000003
2020-02-06,26.0,6.014546553417188,-1.1567362048
2020-02-07,53.0,6.731795082610937,-0.6077324288000001
2020-02-08,13.0,-0.5053411568375001,-0.40625704959999975
2020-02-09,26.0,-0.951198851582812,1.7302518784
2020-02-10,57.0,-0.6496885146703115,5.427289088
2020-02-11,37.0,1.5193721700750014,-0.5014626303999998
2020-02-12,54.0,2.438161661100001,1.1156689919999998
2020-02-13,111.0,7.321095448492188,1.0717594624000002
2020-02-14,26.0,-0.2028840362890627,3.1019199488
2020-02-15,28.0,-0.7332571681265624,-1.2836736000000002
2020-02-16,13.0,1.5560198666968752,-0.6651622400000005
2020-02-17,41.0,0.5231268724640632,2.538963456
2020-02-18,50.0,0.5987300700000004,0.04547870720000047
2020-02-19,86.0,0.6241694352187503,0.29394114560000006
2020-02-20,53.0,1.6377607733812505,1.4191865855999999
2020-02-21,76.0,2.560767242017188,-0.7502210047999999
2020-02-22,23.0,-0.5583624083031249,2.5993024512000003
2020-02-23,15.0,1.7274724924640625,6.1337001984
2020-02-24,69.0,2.6136659152187502,7.19605504
2020-02-25,59.0,1.4651572731625002,4.364409344
2020-02-26,56.0,5.504264863198437,7.3336199168
2020-02-27,83.0,1.1035344044484372,8.6354814976
2020-02-28,55.0,-0.6820375673171875,-4.1196831744
2020-02-29,17.0,-0.4225019191187497,-2.123744460800001
2020-03-01,43.0,-0.30007848760781175,-1.4362613760000005
2020-03-02,70.0,-0.2167672397812493,8.9079758848
2020-03-03,58.0,2.8211043883812503,5.154018099200001
2020-03-04,85.0,2.5627806138609377,-1.0273509375999996
2020-03-05,80.0,4.468605024334375,-0.9542832128000001
2020-03-06,70.0,4.209970258753125,0.6226539520000005
2020-03-07,49.0,-0.8892852050718754,8.7502077952
2020-03-08,16.0,1.52216225,2.316224
2020-03-09,50.0,3.4663512125000002,6.686630399999999
2020-03-10,81.0,0.25333662375000043,7.90711552
2020-03-11,49.0,3.4546201597031256,2.1588505600000003
2020-03-12,106.0,5.2244949595953125,0.8783254527999995
2020-03-13,45.0,0.9481098960640626,5.484452147199999
2020-03-14,14.0,4.214710647242187,6.8799200256
2020-03-15,21.0,0.023403544820312483,1.2481953792000002
2020-03-16,41.0,1.3528845764687505,-0.04530534400000086
2020-03-17,38.0,3.3556617966156255,1.64845312
2020-03-18,57.0,1.1794434168406256,-0.2740525055999994
2020-03-19,34.0,4.322195442901563,-1.7419864063999997
2020-03-20,44.0,4.0595555067625,4.9474512896
2020-03-21,19.0,0.9649562650031251,5.0566017024
2020-03-22,10.0,3.2246510086000004,11.5611040768
2020-03-23,36.0,5.105555981804688,13.971800576
2020-03-24,50.0,0.8808694614328128,9.528325632
2020-03-25,71.0,3.151022837865625,4.370771660799999
2020-03-26,57.0,1.0501059200750005,5.085622374399998
2020-03-27,44.0,1.2281262236000008,6.2481953791999985
2020-03-28,9.0,2.2933032297421883,0.0655354879999992
2020-03-29,11.0,0.253638751289063,3.140737433599999
2020-03-30,36.0,0.4542508403656256,-0.8191863807999997
2020-03-31,37.0,2.5301007692625004,-1.9166985215999999
2020-04-01,38.0,6.392050448753126,1.9612848128000007
2020-04-02,27.0,4.963904875365625,0.8882186240000012
2020-04-03,53.0,-1.1516847161750003,6.1955394560000006
2020-04-04,2.0,2.370018317646875,0.34719846400000076
2020-04-05,1.0,-0.7337461028687495,10.0671891456
2020-04-06,17.0,2.5428631456265633,0.5387863040000003
2020-04-07,61.0,3.3744171581984377,0.5215014911999996
2020-04-08,119.0,8.209280759667188,5.018122956799999
2020-04-09,37.0,4.627412823782812,6.4039612416
2020-04-10,13.0,5.663324616654688,6.7654273024
2020-04-11,7.0,-0.44117445396562527,5.2926204928
2020-04-12,1.0,1.0953795234531256,10.2284382208
2020-04-13,69.0,5.175348553642189,3.179794124800001
2020-04-14,52.0,7.848624163453126,2.881211187199999
2020-04-15,37.0,3.397235099079688,-3.6651467776000004
2020-04-16,24.0,3.5881517577156252,2.861025484799999
2020-04-17,40.0,2.6384740628328127,5.4677947392
2020-04-18,6.0,2.795047972425001,13.866067046400001
2020-04-19,2.0,1.8596170017328133,0.8866606080000006
2020-04-20,42.0,0.009547981432813213,6.295932518399999
2020-04-21,32.0,3.247905338084376,4.8993603584
2020-04-22,38.0,6.0645965238937505,4.0338992128
2020-04-23,39.0,2.7334977308484376,10.228938547199999
2020-04-24,41.0,3.9151285872421875,-3.9158579200000005
2020-04-25,18.0,0.8576049127578127,-2.849535488000001
2020-04-26,22.0,0.13358373654375055,2.0991817728
2020-04-27,24.0,6.345990654559376,0.8258803712000007
2020-04-28,34.0,4.858946756876563,6.1544318976
2020-04-29,33.0,4.757615221651562,4.266864128000001
2020-04-30,28.0,3.666845551246875,6.1968712704
2020-05-01,28.0,5.719388023935938,-1.2650534911999993
2020-05-02,1.0,0.5504213697781251,-0.07208181760000043
2020-05-03,1.0,-0.042534172460936714,-1.5729506304000007
2020-05-04,42.0,6.227493033162501,0.9910865919999998
2020-05-05,43.0,1.7518674538546883,0.8355201024000001
