,llvm/llvm-project,golang/go,gcc-mirror/gcc
2008-05-03,5.0,0,13
2008-05-04,20.5,0,12
2008-05-05,25.875,0,11
2008-05-06,80.49249999999999,1,28
2008-05-07,-2.8748125000000044,0,17
2008-05-08,6.239323750000008,2,21
2008-05-09,19.820887687500004,4,13
2008-05-10,-2.747846093749997,0,17
2008-05-11,-13.69457031882812,0,9
2008-05-12,37.56042741874219,0,20
2008-05-13,12.471776421862497,0,11
2008-05-14,29.513953091614063,0,25
2008-05-15,0.7105115138796876,2,43
2008-05-16,15.876318719828127,1,27
2008-05-17,-10.426655313128126,0,13
2008-05-18,-6.24637745587656,0,14
2008-05-19,22.230049033279688,0,15
2008-05-20,37.28016292305156,0,77
2008-05-21,2.1366879322937464,0,26
2008-05-22,12.589268806803126,0,17
2008-05-23,39.334979746203125,0,32
2008-05-24,-6.543053105849999,0,12
2008-05-25,-8.065773397054684,0,13
2008-05-26,-2.6562536221874957,0,60
2008-05-27,29.29607048712031,0,68
2008-05-28,2.337244432971872,1,38
2008-05-29,28.838288951504687,0,20
2008-05-30,55.1056864087125,0,9
2008-05-31,-5.527091982623439,0,7
2008-06-01,-2.257976165315622,0,6
2008-06-02,2.7004820801875056,0,18
2008-06-03,11.391668637515625,0,12
2008-06-04,26.073509998296874,7,11
2008-06-05,23.989090073609376,5,6
2008-06-06,7.627681691923435,18,19
2008-06-07,-5.449056797681251,15,13
2008-06-08,11.267792266634375,3,12
2008-06-09,24.498538994901562,15,13
2008-06-10,5.158542421281247,2,8
2008-06-11,14.108429936421878,7,19
2008-06-12,0.004115329292186942,14,17
2008-06-13,-0.3496515502296873,5,17
2008-06-14,-8.726546862709377,2,9
2008-06-15,1.8815150545500003,1,12
2008-06-16,56.94480788685313,6,8
2008-06-17,19.78930348782343,6,16
2008-06-18,4.754862524048438,13,27
2008-06-19,14.021369180696876,5,15
2008-06-20,28.520425601753125,1,12
2008-06-21,12.965160427092187,3,7
2008-06-22,-13.505827865554686,1,5
2008-06-23,23.931788935662507,2,9
2008-06-24,17.891126832906245,8,16
2008-06-25,11.281345974679688,9,14
2008-06-26,25.60259856456875,17,23
2008-06-27,9.004734473715622,12,23
2008-06-28,2.529673567317186,8,19
2008-06-29,-10.151462594253125,1,16
2008-06-30,33.03773083199531,6,13
2008-07-01,18.325295178810936,3,12
2008-07-02,35.33833710130938,2,37
2008-07-03,22.412509588887502,9,18
2008-07-04,-20.713486841651562,5,16
2008-07-05,-1.4352388819749997,2,7
