,microsoft/TypeScript,definitelytyped/definitelytyped,sindresorhus/type-fest
2021-04-21,3.8084313120171878,3,0
2021-04-22,2.822103126915625,28,0
2021-04-23,2.9408328358453124,16,0
2021-04-24,0.961025161360938,3,0
2021-04-25,0.16682488514687566,4,0
2021-04-26,2.3497722831625008,42,0
2021-04-27,3.2431337163546883,12,0
2021-04-28,5.106389622904688,16,0
2021-04-29,3.88634648470625,8,0
2021-04-30,3.8869294252578124,8,0
2021-05-01,-1.1342183172062499,2,0
2021-05-02,0.3407462300750006,3,0
2021-05-03,0.4451918431625008,5,1
2021-05-04,-0.48934690158281147,47,1
2021-05-05,4.650074200329688,14,1
2021-05-06,6.2385536680125,30,0
2021-05-07,8.88451758845625,11,2
2021-05-08,-0.5766145902578135,8,2
2021-05-09,0.08093752857031244,12,0
2021-05-10,2.3241167407343757,37,0
2021-05-11,1.2232805219484386,15,0
2021-05-12,2.2986685787140635,21,0
