,canonical/lxd,moby/moby,containerd/containerd
2016-01-05,0,48.0,4.0
2016-01-06,6,20.599999999999998,-0.5999999999999996
2016-01-07,15,18.46,-0.8799999999999999
2016-01-08,19,31.269000000000005,-0.376
2016-01-09,4,0.019700000000000273,-0.2304000000000002
2016-01-10,5,-1.495259499999996,-0.1614080000000001
2016-01-11,1,6.810784850000003,0.8781952
2016-01-12,5,32.4529321725,1.5035545600000002
2016-01-13,13,25.680216688999998,-0.9989934079999998
2016-01-14,13,40.653999370528126,-0.3703483392
2016-01-15,7,0.14159030182031174,-0.18239815680000004
2016-01-16,0,-12.353571414665623,1.8868479999999999
2016-01-17,3,-12.428536960268747,-0.8828671999999999
2016-01-18,2,11.10603475739375,-0.30429696
2016-01-19,13,26.066125586195312,-0.17989683199999998
2016-01-20,0,29.147139585374997,0.8736904191999999
2016-01-21,2,25.483117522056247,4.5144996864
2016-01-22,8,10.492754764542184,7.8340736
2016-01-23,0,0.35506457138281533,-3.700741119999999
2016-01-24,2,12.176110621610938,-0.991911424
2016-01-25,9,15.545361417892188,4.5764516864
2016-01-26,25,53.14838138197344,-1.1727232
2016-01-27,6,29.796178465751566,2.94169344
2016-01-28,1,-13.235293734579685,-3.0321925119999995
2016-01-29,3,11.24148285080938,-0.3027975168000001
2016-01-30,2,0.9970567767796865,-1.239793664
2016-01-31,1,-10.429088149490624,-0.6871910400000002
2016-02-01,1,27.442824222676563,-0.39786362880000004
2016-02-02,5,31.097127274234374,1.7031104512
2016-02-03,5,30.857689653693747,5.971094835200001
2016-02-04,9,10.336774707035932,-2.1643380735999993
2016-02-05,3,8.220482173003127,-1.4503613439999998
2016-02-06,0,-13.981961614171873,-0.6663557120000001
2016-02-07,0,-8.846642562292185,-0.4279021568000004
2016-02-08,1,10.080781324020315,-0.2971904000000002
2016-02-09,13,21.5002625122625,-0.22743552000000003
2016-02-10,16,18.77782169814062,-0.18186854399999997
2016-02-11,19,34.91197314750156,9.8499431424
2016-02-12,5,15.853448721353125,1.8952571904000006
2016-02-13,1,-16.393677271845313,-3.6127981567999994
2016-02-14,1,-10.210008489557811,-1.3599999999999999
2016-02-15,4,0.3280503103093757,-0.8000000000000005
2016-02-16,2,19.448834241023437,2.4508799999999997
2016-02-17,20,26.225727185312497,0.3906560000000001
2016-02-18,15,22.184364751521873,-1.4814847999999998
2016-02-19,9,9.096816907024998,2.30621952
2016-02-20,1,-4.664025455712498,-1.6717158399999998
2016-02-21,6,-6.1626235436546875,0.3901550591999998
2016-02-22,3,4.84433384332344,0.2792064000000001
2016-02-23,11,20.162915894410936,3.25416192
2016-02-24,30,16.380012398967185,-1.9560642559999997
2016-02-25,11,21.52870066010625,9.2768045056
2016-02-26,17,2.7007510457968706,5.591740006400001
2016-02-27,8,0.4829521844859386,-5.464782335999999
2016-02-28,0,-2.5960544229531237,-2.0395362304
2016-02-29,10,41.29836473988125,6.818620928
2016-03-01,7,35.07727262265156,0.9830438912000004
2016-03-02,16,16.814736950521873,-3.5625730048
