,google/closure-compiler,microsoft/typescript,rescript-lang/rescript-compiler
2015-01-16,5,12,-0.10042880000000008
2015-01-17,3,4,-0.06492672000000005
2015-01-18,0,0,-0.04798771199999995
2015-01-19,1,15,0.9619946496
2015-01-20,7,41,1.7795712
2015-01-21,5,21,1.50307328
2015-01-22,10,17,-0.6223877120000001
2015-01-23,7,10,-0.30206935040000016
2015-01-24,4,11,0.8112639999999999
2015-01-25,0,2,-0.3387008
2015-01-26,4,5,-0.18885632000000013
2015-01-27,8,20,-0.13709875200000002
2015-01-28,0,21,-0.10869821439999988
2015-01-29,13,26,0.9207498752000002
2015-01-30,2,19,-0.2453675007999999
2015-01-31,0,10,-0.09692672000000008
2015-02-01,2,5,-0.06238771199999998
2015-02-02,1,19,-0.04606935039999997
2015-02-03,5,33,1.974464
2015-02-04,13,27,-0.42042879999999994
2015-02-05,8,27,-0.17692672000000015
2015-02-06,7,27,0.889612288
2015-02-07,2,43,0.7203306496
2015-02-08,0,5,-0.33107200000000003
2015-02-09,8,28,-0.16885760000000014
2015-02-10,2,15,-0.11545344000000007
2015-02-11,6,16,-0.0879114239999999
2015-02-12,2,26,-0.07090350079999995
2015-02-13,4,32,-0.03735552000000002
2015-02-14,0,5,-0.03131443199999995
2015-02-15,0,11,-0.026857062399999902
2015-02-16,0,33,-0.012469350399999964
2015-02-17,4,26,0.0
2015-02-18,6,24,0.0
2015-02-19,1,17,0.0
2015-02-20,2,15,0.0
2015-02-21,4,29,0.0
2015-02-22,0,13,0.0
2015-02-23,5,35,0.0
2015-02-24,5,40,0.0
2015-02-25,7,27,0.0
2015-02-26,0,23,0.0
2015-02-27,10,51,0.0
2015-02-28,3,10,1.0
2015-03-01,0,4,0.8
2015-03-02,0,22,-0.28
2015-03-03,8,11,-0.1280000000000001
2015-03-04,5,18,-0.08160000000000005
2015-03-05,6,20,-0.05913600000000002
2015-03-06,5,17,-0.04596480000000003
2015-03-07,5,23,0.96264448
2015-03-08,0,10,1.768685568
2015-03-09,4,25,8.4931429376
2015-03-10,7,14,0.9795306496
2015-03-11,6,21,-1.4496000000000007
2015-03-12,2,35,1.2352639999999995
2015-03-13,5,57,-0.9179008000000002
2015-03-14,0,18,-0.5484083200000003
2015-03-15,0,10,1.595291648
2015-03-16,1,28,-0.7220716543999999
2015-03-17,6,77,0.5837197312000004
2015-03-18,4,35,1.5077551104000004
2015-03-19,8,9,6.3815385088
2015-03-20,2,6,-1.6878474239999997
2015-03-21,0,9,3.2446036991999994
2015-03-22,0,7,-1.2625894400000002
2015-03-23,2,19,-0.6554762240000003
2015-03-24,1,44,4.5465249792
2015-03-25,2,29,1.6743572480000002
2015-03-26,7,39,-1.2618758144000002
2015-03-27,1,13,-0.6873678848
2015-03-28,0,2,-0.46699233279999997
2015-03-29,0,5,-0.2860308479999999
2015-03-30,2,19,-0.22862940159999995
2015-03-31,4,43,1.85408
2015-04-01,3,42,5.477281280000001
2015-04-02,8,27,-1.4655098879999995
2015-04-03,5,16,-0.6134080512000004
2015-04-04,1,5,-0.35520000000000024
2015-04-05,0,0,-0.25267200000000006
2015-04-06,3,20,-0.1940736000000001
2015-04-07,11,7,-0.15642624000000008
2015-04-08,6,22,1.869664256
2015-04-09,4,59,1.4887350272000006
2015-04-10,1,29,-0.6348161023999999
2015-04-11,13,17,-0.2560000000000002
2015-04-12,0,14,-0.1632000000000001
2015-04-13,5,24,-0.11827200000000004
2015-04-14,6,36,-0.09192960000000006
2015-04-15,11,27,-0.07471104000000003
2015-04-16,7,48,-0.0626288639999999
2015-04-17,7,41,0.9462858752000002
2015-04-18,0,8,-0.2249387007999999
2015-04-19,0,22,0.9199999999999999
2015-04-20,10,19,-0.248
2015-04-21,7,32,-0.11360000000000009
2015-04-22,5,22,-0.07353600000000005
2015-04-23,1,40,0.9459712
2015-04-24,1,9,3.75753728
2015-04-25,17,1,-0.9148165119999998
2015-04-26,0,3,-0.3973960704000003
2015-04-27,4,15,1.760012288
2015-04-28,2,5,-0.5724053504
2015-04-29,17,20,0.7174271999999998
2015-04-30,3,25,-0.3946419200000001
2015-05-01,7,33,-0.22929459200000007
2015-05-02,0,17,0.8309078016000002
2015-05-03,0,13,-0.32433500159999984
2015-05-04,0,50,-0.1393894400000001
2015-05-05,7,30,-0.09720422399999992
2015-05-06,6,27,-0.07546542079999996
2015-05-07,5,25,-0.03992371199999995
2015-05-08,0,21,-0.03289815039999998
2015-05-09,0,8,-0.01692672000000001
2015-05-10,0,0,-0.01438771199999994
2015-05-11,8,11,-0.012469350399999964
2015-05-12,7,15,0.0
2015-05-13,6,29,0.0
2015-05-14,3,7,0.0
2015-05-15,3,23,1.0
2015-05-16,1,8,-0.19999999999999996
2015-05-17,0,1,-0.08000000000000007
2015-05-18,11,1,-0.048000000000000036
2015-05-19,6,38,-0.03360000000000001
2015-05-20,0,12,-0.025536000000000014
2015-05-21,7,6,-0.02042880000000001
2015-05-22,5,2,-0.01692672000000001
2015-05-23,0,6,-0.01438771199999994
2015-05-24,0,3,-0.012469350399999964
2015-05-25,0,1,0.0
2015-05-26,2,6,2.0
2015-05-27,6,14,-0.3999999999999999
2015-05-28,4,9,-0.16000000000000014
2015-05-29,10,7,-0.09600000000000007
2015-05-30,0,15,-0.06720000000000002
2015-05-31,0,5,-0.05107200000000003
2015-06-01,0,16,-0.04085760000000002
2015-06-02,0,45,-0.03385344000000002
2015-06-03,3,87,-0.02877542399999988
2015-06-04,2,46,-0.02493870079999993
2015-06-05,7,19,0.0
2015-06-06,0,3,0.0
2015-06-07,0,3,0.0
2015-06-08,7,12,1.0
2015-06-09,7,32,1.8
2015-06-10,0,19,-0.48
2015-06-11,21,15,-0.20800000000000018
2015-06-12,9,21,-0.12960000000000008
2015-06-13,0,7,-0.09273600000000004
2015-06-14,0,3,-0.07150080000000003
2015-06-15,10,21,-0.05778432000000003
2015-06-16,13,26,0.951758848
2015-06-17,6,23,-0.2412447743999998
2015-06-18,15,70,5.8950612992
2015-06-19,15,13,0.7520000000000002
2015-06-20,0,3,-0.9136000000000003
2015-06-21,0,1,-0.47353600000000035
2015-06-22,7,21,4.6819711999999996
2015-06-23,17,31,-1.23734272
2015-06-24,6,45,-0.5880325120000004
2015-06-25,8,35,-0.39488727040000027
2015-06-26,7,25,-0.2881797119999997
2015-06-27,5,0,-0.23127152639999973
2015-06-28,0,0,-0.12708270079999998
2015-06-29,8,24,1.9153664
2015-06-30,4,13,0.5280614400000003
2015-07-01,2,39,0.5776532480000001
2015-07-02,2,27,0.6239999999999999
2015-07-03,0,4,-0.3952000000000001
2015-07-04,0,1,-0.21267200000000014
2015-07-05,0,0,1.8520063999999998
2015-07-06,0,31,-0.51341824
2015-07-07,44,33,-0.25166694400000006
2015-07-08,17,14,-0.17268193279999997
2015-07-09,14,37,-0.11098378239999994
2015-07-10,26,39,1.9220709376
2015-07-11,0,18,-0.45332695039999993
2015-07-12,0,0,-0.19385344000000015
2015-07-13,5,24,-0.12477542399999995
2015-07-14,15,26,-0.09213870079999995
2015-07-15,11,49,-0.05107200000000003
2015-07-16,16,29,-0.04085760000000002
2015-07-17,8,34,-0.03385344000000002
2015-07-18,0,6,-0.02877542399999988
2015-07-19,0,4,-0.02493870079999993
2015-07-20,12,10,0.0
2015-07-21,1,29,0.0
2015-07-22,22,23,0.0
2015-07-23,14,28,0.0
2015-07-24,8,15,0.0
2015-07-25,0,4,0.0
2015-07-26,0,4,0.0
2015-07-27,13,28,0.0
2015-07-28,0,20,0.0
2015-07-29,10,17,0.0
2015-07-30,8,19,2.0
2015-07-31,17,20,1.6
2015-08-01,0,2,-0.56
2015-08-02,1,6,-0.2560000000000002
2015-08-03,5,11,0.8367999999999999
2015-08-04,7,14,-0.318272
2015-08-05,16,18,-0.17192960000000013
2015-08-06,3,34,-0.12271104000000008
2015-08-07,12,23,-0.09622886399999991
2015-08-08,5,0,-0.07925012479999982
2015-08-09,0,0,-0.04536750079999994
2015-08-10,14,11,3.98307328
2015-08-11,11,6,-0.8143877119999997
2015-08-12,9,10,-0.33246935040000025
2015-08-13,19,20,-0.19200000000000014
2015-08-14,20,11,-0.13440000000000005
2015-08-15,6,2,-0.10214400000000005
2015-08-16,0,2,-0.08171520000000004
2015-08-17,11,14,-0.06770688000000004
2015-08-18,13,23,-0.05755084799999976
2015-08-19,10,39,4.9501225984
2015-08-20,17,45,-0.9999999999999998
2015-08-21,13,31,-0.40000000000000036
2015-08-22,0,4,-0.24000000000000019
2015-08-23,0,0,-0.16800000000000007
2015-08-24,12,10,-0.12768000000000007
2015-08-25,7,16,-0.10214400000000005
2015-08-26,9,36,-0.08463360000000004
2015-08-27,11,55,1.9280614400000002
2015-08-28,2,22,-0.46234675199999975
2015-08-29,0,7,-0.16000000000000014
2015-08-30,0,2,-0.09600000000000007
2015-08-31,16,11,-0.06720000000000002
2015-09-01,13,9,-0.05107200000000003
2015-09-02,6,8,-0.04085760000000002
2015-09-03,6,23,1.9661465599999999
2015-09-04,19,19,-0.4287754239999998
2015-09-05,1,16,-0.18493870080000008
2015-09-06,0,4,-0.09600000000000007
2015-09-07,0,1,2.9328
2015-09-08,7,2,-0.6510719999999999
2015-09-09,13,15,-0.28085760000000026
2015-09-10,1,45,-0.1778534400000001
2015-09-11,6,20,-0.1295754239999999
2015-09-12,1,9,-0.10154670079999997
2015-09-13,2,4,-0.06128640000000003
2015-09-14,7,9,-0.05078016000000003
2015-09-15,13,18,-0.04316313599999982
2015-09-16,5,22,-0.03740805119999989
2015-09-17,10,16,0.0
2015-09-18,6,18,0.0
2015-09-19,0,6,0.0
2015-09-20,0,6,1.0
2015-09-21,5,18,-0.19999999999999996
2015-09-22,3,20,-0.08000000000000007
2015-09-23,7,1,-0.048000000000000036
2015-09-24,10,10,0.9664
2015-09-25,14,26,-0.22553599999999996
2015-09-26,0,9,-0.10042880000000008
2015-09-27,0,4,-0.06492672000000005
2015-09-28,1,14,-0.04798771199999995
2015-09-29,16,24,-0.03800535039999998
2015-09-30,10,25,-0.02042880000000001
2015-10-01,10,27,-0.01692672000000001
2015-10-02,8,25,-0.01438771199999994
2015-10-03,1,11,-0.012469350399999964
2015-10-04,0,5,0.0
2015-10-05,5,38,1.0
2015-10-06,13,41,-0.19999999999999996
2015-10-07,5,11,-0.08000000000000007
2015-10-08,9,34,-0.048000000000000036
2015-10-09,3,14,-0.03360000000000001
2015-10-10,0,2,-0.025536000000000014
2015-10-11,0,4,-0.02042880000000001
2015-10-12,11,36,-0.01692672000000001
2015-10-13,10,13,-0.01438771199999994
2015-10-14,7,13,-0.012469350399999964
2015-10-15,8,21,0.0
2015-10-16,7,15,0.0
2015-10-17,1,4,0.0
2015-10-18,1,4,0.0
2015-10-19,1,18,1.0
2015-10-20,1,16,-0.19999999999999996
2015-10-21,4,17,0.9199999999999999
2015-10-22,3,23,2.752
2015-10-23,3,18,0.2864
2015-10-24,0,3,-0.5135360000000002
2015-10-25,0,3,-0.2780288000000002
2015-10-26,4,14,-0.1912627200000001
2015-10-27,1,24,-0.145024512
2015-10-28,2,39,-0.11621847040000002
2015-10-29,11,21,-0.08559667199999998
2015-10-30,1,38,0.9274407936000002
2015-10-31,0,6,0.7482042368000001
2015-11-01,0,1,-0.2924693504
2015-11-02,4,16,-0.1280000000000001
2015-11-03,6,24,-0.08160000000000005
2015-11-04,4,15,-0.05913600000000002
2015-11-05,7,10,-0.04596480000000003
2015-11-06,7,18,-0.03735552000000002
2015-11-07,4,7,-0.03131443199999995
2015-11-08,0,2,-0.026857062399999902
2015-11-09,0,34,-0.012469350399999964
2015-11-10,7,29,0.0
2015-11-11,2,36,6.0
2015-11-12,0,27,5.800000000000001
2015-11-13,9,30,-1.8800000000000001
2015-11-14,2,12,-0.8480000000000008
2015-11-15,0,1,-0.5376000000000003
2015-11-16,3,10,-0.38841600000000015
2015-11-17,6,18,6.6986752
2015-11-18,7,17,-0.6445619199999999
2015-11-19,7,15,0.0351866879999998
2015-11-20,10,29,-0.7915300863999997
2015-11-21,4,3,-0.45048545279999996
2015-11-22,0,1,-0.26035200000000014
2015-11-23,2,21,-0.20213760000000008
2015-11-24,9,14,-0.16445184000000007
2015-11-25,15,21,-0.1380695039999996
2015-11-26,0,19,-0.1185998847999997
2015-11-27,0,0,0.9731429376000001
2015-11-28,1,5,-0.21246935039999992
2015-11-29,3,3,-0.08000000000000007
2015-11-30,9,26,-0.048000000000000036
2015-12-01,4,35,-0.03360000000000001
2015-12-02,7,32,-0.025536000000000014
2015-12-03,12,21,-0.02042880000000001
2015-12-04,7,26,0.9830732799999999
2015-12-05,0,7,-0.2143877119999999
2015-12-06,0,4,5.9075306496
2015-12-07,13,20,-1.2479999999999998
2015-12-08,5,38,-0.5136000000000004
2015-12-09,7,59,1.6864639999999997
2015-12-10,8,30,-0.6220288
2015-12-11,4,31,-0.3301427200000002
2015-12-12,6,19,-0.23296051200000006
2015-12-13,1,3,-0.18122967040000004
2015-12-14,6,18,-0.13739827199999965
2015-12-15,8,10,-0.1156737023999998
2015-12-16,13,9,2.96614656
2015-12-17,10,27,-0.6287754239999997
2015-12-18,8,45,-0.26493870080000015
2015-12-19,5,4,-0.1440000000000001
2015-12-20,0,1,-0.10080000000000003
2015-12-21,4,15,-0.07660800000000004
2015-12-22,9,21,-0.06128640000000003
2015-12-23,10,13,-0.05078016000000003
2015-12-24,2,7,0.9568368640000002
2015-12-25,2,0,-0.23740805119999986
2015-12-26,0,0,-0.08000000000000007
2015-12-27,0,0,-0.048000000000000036
2015-12-28,0,17,-0.03360000000000001
2015-12-29,1,4,2.9744639999999998
2015-12-30,1,5,-0.6204287999999999
2015-12-31,0,0,-0.2569267200000002
2016-01-01,1,2,-0.15838771200000004
2016-01-02,0,0,-0.1132693504
2016-01-03,0,1,-0.07660800000000004
2016-01-04,22,17,-0.06128640000000003
2016-01-05,10,21,-0.05078016000000003
2016-01-06,9,15,5.9568368640000005
2016-01-07,15,24,14.7625919488
2016-01-08,6,19,2.3200000000000003
2016-01-09,1,5,1.2319999999999989
2016-01-10,2,5,0.7503999999999991
2016-01-11,24,12,-1.8988160000000007
2016-01-12,12,11,-1.1647488000000008
2016-01-13,9,23,-0.8600371200000005
2016-01-14,16,25,2.317329408
2016-01-15,9,19,8.835096985600002
2016-01-16,1,13,-2.654829158399999
2016-01-17,0,2,3.8728528896
2016-01-18,0,3,0.32615946240000016
2016-01-19,8,10,6.7499839488
2016-01-20,9,9,4.6833536
2016-01-21,19,12,-2.5590681600000007
2016-01-22,15,19,0.6486896639999993
2016-01-23,5,4,0.6606988288000004
2016-01-24,0,11,0.750327296
2016-01-25,6,15,5.8960256
2016-01-26,2,17,5.907262464
2016-01-27,15,25,4.3672005632
2016-01-28,12,25,0.2644016128000004
2016-01-29,7,21,11.007731507199999
2016-01-30,7,10,-1.7270384640000005
2016-01-31,2,9,-2.254057164800001
2016-02-01,13,19,4.6008164352
2016-02-02,25,30,4.7865239552
2016-02-03,8,21,9.3386714112
2016-02-04,2,29,4.1841046528
2016-02-05,11,10,7.5110464511999995
2016-02-06,5,8,0.9372822528000011
2016-02-07,1,5,-1.1594017792000004
2016-02-08,11,6,11.827267379199998
2016-02-09,1,21,-1.223846912
2016-02-10,17,14,0.19302287359999948
2016-02-11,6,27,-2.3269485567999997
2016-02-12,16,32,-1.4585438207999997
2016-02-13,3,23,-0.9858148351999994
2016-02-14,0,4,-0.7063660543999994
2016-02-15,0,10,-0.4659906559999999
2016-02-16,4,13,5.6615667712
2016-02-17,13,22,4.531485798400001
2016-02-18,16,10,2.2394288128
2016-02-19,25,24,1.3945919487999996
2016-02-20,10,19,-1.4096000000000004
2016-02-21,2,6,-0.7868160000000005
2016-02-22,9,22,1.4458111999999996
2016-02-23,5,53,-0.8270771200000001
2016-02-24,12,21,4.493790208
2016-02-25,17,11,0.6138643456000006
2016-02-26,7,13,-0.05034711039999995
2016-02-27,0,1,-0.7441125376
2016-02-28,0,4,1.5777343488
2016-02-29,14,20,5.32326656
2016-03-01,11,22,10.424408576000001
2016-03-02,13,27,0.8480340992
2016-03-03,3,20,12.7585792
2016-03-04,10,13,-2.256720895999999
2016-03-05,4,9,5.571399987199999
2016-03-06,0,3,-1.0897275904000008
2016-03-07,4,2,1.8823746559999988
2016-03-08,0,4,5.809659187199999
2016-03-09,4,31,8.0425204736
2016-03-10,14,27,17.1945705472
2016-03-11,9,3,11.887551078400001
2016-03-12,8,4,-4.571031040000001
2016-03-13,1,1,-1.6774970368000015
2016-03-14,8,12,11.229836492799999
2016-03-15,8,11,-2.6396761088
2016-03-16,4,12,-2.9230258176000006
2016-03-17,10,12,-1.9314711552000001
2016-03-18,0,18,-1.4023153663999988
2016-03-19,0,2,-1.0202502143999983
2016-03-20,0,3,1.3758476288000006
2016-03-21,13,20,6.2684541952
2016-03-22,18,23,0.17977989120000104
2016-03-23,4,9,4.7406536704
2016-03-24,0,14,-1.7881387008
2016-03-25,7,14,-0.8622720000000006
2016-03-26,0,12,-0.5748096000000004
2016-03-27,0,1,-0.4295270400000002
2016-03-28,3,22,1.658663936
2016-03-29,14,10,-0.6820789247999994
2016-03-30,11,24,-0.37762119679999984
2016-03-31,4,11,-0.2072649727999996
2016-04-01,2,8,-0.1420161023999998
2016-04-02,0,2,3.948928
2016-04-03,0,1,-0.8408575999999999
2016-04-04,20,17,12.64614656
2016-04-05,2,23,4.179224576
2016-04-06,6,19,9.4006612992
2016-04-07,25,75,-0.6861440000000005
2016-04-08,9,40,4.585484799999999
2016-04-09,0,7,-1.8508748800000006
2016-04-10,0,8,-1.8090772480000006
2016-04-11,0,28,-0.23615836160000048
2016-04-12,8,34,6.889519104000001
2016-04-13,0,37,3.580425420800001
2016-04-14,5,21,1.6327442432000003
2016-04-15,2,12,0.9706888191999998
2016-04-16,5,8,-0.6573847551999998
2016-04-17,0,4,0.8400100351999997
2016-04-18,0,28,2.8955575295999996
2016-04-19,0,31,8.516681728
2016-04-20,23,32,2.1629454336000005
2016-04-21,6,20,3.6001896448
2016-04-22,3,18,3.5309520896
2016-04-23,0,3,0.4910311423999998
2016-04-24,0,0,3.0412755967999994
2016-04-25,9,11,-2.1705196544000005
2016-04-26,14,24,8.747283251199999
2016-04-27,11,14,7.1050230784
2016-04-28,6,9,4.534626816
2016-04-29,0,17,3.6808002559999995
2016-04-30,0,5,-3.1700665344
2016-05-01,0,3,-1.7379728384000008
2016-05-02,8,21,3.8262053888
2016-05-03,11,18,-0.8753899519999999
2016-05-04,3,22,6.74467328
2016-05-05,13,21,3.533014016000001
2016-05-06,8,17,-0.41428223999999947
2016-05-07,0,6,-1.6257487872
2016-05-08,0,4,0.06823454719999977
2016-05-09,6,4,3.1930495999999997
2016-05-10,4,12,0.6472883200000001
2016-05-11,2,17,11.846206976
2016-05-12,5,16,8.7444110336
2016-05-13,6,6,5.0841294848
2016-05-14,0,3,-3.6773643264000007
2016-05-15,0,1,2.0925473791999987
2016-05-16,6,20,1.9098798079999995
2016-05-17,12,24,-0.09828003840000044
2016-05-18,2,26,9.3143302144
2016-05-19,8,28,2.714641203200001
2016-05-20,13,16,3.1003614208000005
2016-05-21,0,11,-2.7381808127999996
2016-05-22,0,4,4.549681766399999
2016-05-23,0,45,8.863388672
2016-05-24,12,31,3.599185510400001
2016-05-25,13,41,7.8913644544
2016-05-26,7,43,-0.8969366527999996
2016-05-27,12,24,11.3361345536
2016-05-28,0,8,-2.3678111744
2016-05-29,0,1,-2.613445222400001
2016-05-30,0,0,-0.6292177920000004
2016-05-31,1,35,2.5807072256000003
2016-06-01,20,16,11.2099388416
2016-06-02,10,28,0.3985943552000011
2016-06-03,11,17,-0.5237576704000007
2016-06-04,0,8,-1.7766254591999997
2016-06-05,0,2,0.8852808704000001
2016-06-06,2,19,-1.0859486208000002
2016-06-07,7,19,-0.6770129920000003
2016-06-08,12,39,-0.5188547584
2016-06-09,7,44,2.587317862400001
2016-06-10,6,32,-0.9045778431999991
2016-06-11,0,4,0.6404895744000001
2016-06-12,0,0,-0.40279214080000003
2016-06-13,8,32,-0.20957542399999998
2016-06-14,0,52,-0.14954670080000002
2016-06-15,23,48,-0.09488640000000004
2016-06-16,0,13,9.92368384
2016-06-17,0,15,5.936408064
2016-06-18,0,9,-0.4543347712000001
2016-06-19,0,11,-1.534387712000001
2016-06-20,33,30,2.1075306495999993
2016-06-21,1,28,11.77984
2016-06-22,10,10,9.684224
2016-06-23,11,27,6.832230399999999
2016-06-24,2,26,1.7150515199999994
2016-06-25,0,9,-3.4910566400000005
2016-06-26,0,2,-1.9665846272000005
2016-06-27,13,31,3.669138739199999
2016-06-28,8,24,1.9887191039999998
2016-06-29,7,27,7.977571532800001
2016-06-30,14,32,3.782091468800001
2016-07-01,0,22,1.0180732928000005
2016-07-02,0,3,-0.3255691264
2016-07-03,0,4,-1.6711041024000004
2016-07-04,0,0,3.9910911999999996
2016-07-05,0,21,10.24691456
2016-07-06,0,18,6.598489600000001
2016-07-07,22,23,6.3549712384
2016-07-08,12,8,0.12202803200000023
2016-07-09,0,3,1.2104302591999994
2016-07-10,0,3,7.576771174399999
2016-07-11,3,38,4.5419220992
2016-07-12,16,11,8.5388928
2016-07-13,4,30,-0.3650984959999999
2016-07-14,15,11,6.8733642752
2016-07-15,10,12,-1.8381527039999996
2016-07-16,0,6,3.5462727679999992
2016-07-17,0,1,-0.7209578496000004
2016-07-18,11,23,-1.9884578816
2016-07-19,11,12,8.70480896
2016-07-20,0,5,7.106925772800001
2016-07-21,13,22,3.5622761472
2016-07-22,11,29,-1.0812527616
2016-07-23,0,10,-1.0718868480000006
2016-07-24,0,1,0.5675215871999997
2016-07-25,22,7,2.6255604736
2016-07-26,11,15,8.3475540992
2016-07-27,8,20,4.043182080000001
2016-07-28,22,16,-2.912651264
2016-07-29,14,18,1.4948382719999997
2016-07-30,0,2,-0.5479891967999999
2016-07-31,0,2,0.9145449471999996
2016-08-01,4,22,16.8840083456
2016-08-02,0,18,8.6964416512
2016-08-03,0,13,5.4415504384
2016-08-04,4,12,-2.2834298880000006
2016-08-05,57,13,5.361633587199998
2016-08-06,0,5,0.7626045439999993
2016-08-07,0,4,-2.657335603200001
2016-08-08,6,23,13.361939865599998
2016-08-09,14,16,2.779875123200002
2016-08-10,12,10,3.4396986368
2016-08-11,10,19,6.7145934848
2016-08-12,9,13,12.229402111999999
2016-08-13,0,5,-5.1619872768
2016-08-14,0,9,-2.6376896512000014
2016-08-15,10,35,6.2704681984
2016-08-16,6,18,1.129735680000001
2016-08-17,12,33,3.54089472
2016-08-18,7,22,3.4118725632
2016-08-19,15,22,5.357209907200001
2016-08-20,0,12,-3.0615848959999994
2016-08-21,0,13,-1.5946840064000005
2016-08-22,25,26,0.04405503999999949
2016-08-23,20,22,13.072602624
2016-08-24,0,4,4.534273228800001
2016-08-25,7,21,5.8308056064
