,python/cpython,php/php-src,ruby/ruby
2000-01-05,0,6,2.0
2000-01-06,0,2,-0.20000000000000018
2000-01-07,2,5,0.9099999999999999
2000-01-08,0,1,1.843
2000-01-09,4,2,-0.28632500000000005
2000-01-10,0,4,-0.15073349999999996
2000-01-11,0,0,-0.10398652499999989
2000-01-12,3,8,-0.07962914249999972
2000-01-13,4,4,-0.06453213853124981
2000-01-14,1,1,-0.05421542632187484
2000-01-15,0,19,-0.03175570551562491
2000-01-16,0,11,-0.02753547856718743
2000-01-17,10,5,0.983202294928125
2000-01-18,1,5,0.8999999999999999
2000-01-19,1,10,-0.14500000000000013
2000-01-20,6,2,-0.07350000000000005
2000-01-21,1,0,0.9508375
2000-01-22,0,1,-0.13677924999999996
2000-01-23,0,0,-0.07427876249999994
2000-01-24,4,5,-0.05275570874999995
2000-01-25,0,1,-0.041324509265624865
2000-01-26,0,5,-0.0340839155515624
2000-01-27,0,3,-0.02156086503593744
2000-01-28,0,16,-0.011093696249999967
2000-01-29,0,12,-0.009568313015624975
2000-01-30,6,8,-0.008398852535937478
2000-01-31,1,9,0.0
2000-02-01,2,17,2.0
2000-02-02,6,17,0.7999999999999998
2000-02-03,8,10,-0.19000000000000017
2000-02-04,9,4,-0.10200000000000008
2000-02-05,4,19,-0.06982499999999987
2000-02-06,0,9,-0.05289599999999982
2000-02-07,3,7,-0.04244077499999987
2000-02-08,9,10,2.964650595
2000-02-09,5,11,-0.33023032228125015
2000-02-10,16,36,-0.16136601808750003
2000-02-11,5,14,-0.09389885253593754
2000-02-12,1,11,-0.06198749999999977
2000-02-13,0,17,-0.048350249999999845
2000-02-14,12,9,-0.03948603749999988
2000-02-15,23,12,-0.0332810887499999
2000-02-16,8,20,-0.028704939046874926
2000-02-17,14,15,1.9748034423921876
2000-02-18,11,13,0.7999999999999998
2000-02-19,1,20,-0.19000000000000017
2000-02-20,0,10,-0.10200000000000008
2000-02-21,6,15,1.9301750000000002
2000-02-22,2,17,-0.252896
2000-02-23,10,30,2.867559225
2000-02-24,7,33,-0.3923494050000002
2000-02-25,10,14,0.7934446777187502
2000-02-26,4,28,0.7559004819125
2000-02-27,3,15,-0.2417103775359373
2000-02-28,10,11,-0.14403764249999984
2000-02-29,8,11,0.8922148364687502
2000-03-01,10,14,-0.18685804382187482
2000-03-02,8,14,-0.10298370154687486
2000-03-03,11,15,-0.07795226635781238
2000-03-04,0,10,-0.041324509265624865
2000-03-05,0,13,0.9659160844484376
2000-03-06,20,26,1.8784391349640626
2000-03-07,17,23,0.7439063037499998
2000-03-08,2,5,1.7719316869843749
2000-03-09,3,13,0.6689386474640624
2000-03-10,38,17,-0.27594175
2000-03-11,1,14,-0.16805801249999985
2000-03-12,0,15,-0.12335947124999971
2000-03-13,9,18,0.9021862819843753
2000-03-14,2,11,-0.18106994981718735
2000-03-15,1,15,1.8932845769125002
2000-03-16,4,19,-0.26712917481718756
2000-03-17,5,5,0.8629714819125001
2000-03-18,9,13,-0.18151560253593757
2000-03-19,0,15,-0.09948701249999983
2000-03-20,2,5,-0.07182719624999988
2000-03-21,3,6,-0.056554838015624824
2000-03-22,13,4,-0.04670299503593736
2000-03-23,4,5,0.9677013614687501
2000-03-24,6,4,-0.12789140132187501
2000-03-25,1,13,-0.05456831301562501
2000-03-26,7,22,1.9631011474640625
2000-03-27,4,14,0.7793374999999999
2000-03-28,21,7,-0.2061167500000001
2000-03-29,29,15,-0.11516201250000005
2000-03-30,20,28,-0.08091869624999984
2000-03-31,77,14,0.9375356869843752
2000-04-01,1,22,-0.15083962753593744
2000-04-02,2,6,-0.08034940499999993
2000-04-03,11,9,-0.05873032228124994
2000-04-04,16,16,-0.04702851808749986
2000-04-05,12,22,-0.024515602535937424
2000-04-06,25,10,-0.01316201249999996
2000-04-07,14,19,-0.011093696249999967
2000-04-08,3,3,-0.009568313015624975
2000-04-09,17,3,-0.008398852535937478
2000-04-10,50,11,3.0
2000-04-11,19,10,-0.30000000000000027
2000-04-12,5,8,0.8649999999999999
2000-04-13,13,9,-0.18550000000000016
2000-04-14,8,7,0.8930125000000002
2000-04-15,2,22,-0.17685024999999996
2000-04-16,0,9,-0.10514853749999983
2000-04-17,2,10,0.9221021612500001
2000-04-18,1,9,1.837470548453125
2000-04-19,12,23,-0.29740700385781255
2000-04-20,0,33,-0.14123032551562503
2000-04-21,23,15,0.9028449512140626
2000-04-22,14,5,0.8329899369843752
2000-04-23,5,8,-0.19879436503593745
2000-04-24,16,15,-0.11091772124999993
2000-04-25,12,5,0.9190817944843751
2000-04-26,13,3,-0.1643147285671874
2000-04-27,12,12,-0.0910764675718749
2000-04-28,14,13,-0.05275570874999995
2000-04-29,0,14,-0.041324509265624865
2000-04-30,0,20,-0.0340839155515624
2000-05-01,12,35,0.9784391349640625
2000-05-02,19,46,-0.11109369625000005
2000-05-03,14,12,-0.05456831301562501
2000-05-04,7,24,-0.0368988525359375
2000-05-05,10,11,0.9793375000000001
2000-05-06,6,18,-0.11611675000000003
2000-05-07,10,8,-0.05816201249999999
2000-05-08,13,14,-0.03959369624999999
2000-05-09,29,2,1.9697691869843752
2000-05-10,8,9,0.7754843974640624
2000-05-11,9,12,-0.2031620125000001
2000-05-12,19,14,0.88690630375
2000-05-13,20,4,1.8206066869843751
2000-05-14,1,7,0.6937051474640625
2000-05-15,2,13,1.739059225
2000-05-16,1,10,1.6419880949999999
2000-05-17,1,32,2.59382792771875
2000-05-18,2,21,2.4605759694125
2000-05-19,1,9,0.40474167621406243
2000-05-20,7,3,-0.43897621801562486
2000-05-21,1,11,1.710325800182813
2000-05-22,1,17,3.5862848144125
2000-05-23,15,58,0.3517783414328126
2000-05-24,2,20,3.538181792646875
2000-05-25,17,21,0.3077292546312499
2000-05-26,16,11,-0.48837869290468716
2000-05-27,8,9,-0.30521839562343717
2000-05-28,6,16,-0.21050104503593692
2000-05-29,0,19,0.8381970764687505
2000-05-30,9,8,1.7650705466156253
2000-05-31,9,14,1.654299479340625
2000-06-01,14,14,0.6237341991515624
2000-06-02,18,10,-0.310826223159375
2000-06-03,7,14,1.8321593974640626
2000-06-04,13,17,1.6847794875000002
2000-06-05,1,21,0.61968627875
2000-06-06,6,29,0.678803519484375
2000-06-07,19,13,0.6937901164328126
2000-06-08,14,15,-0.2940865273531248
2000-06-09,5,43,1.8209139569125004
2000-06-10,10,29,-0.32218952003593737
2000-06-11,1,19,-0.18126528103124978
2000-06-12,0,34,4.866693210146876
2000-06-13,6,25,5.4080532731624995
2000-06-14,3,21,4.113705638198437
2000-06-15,4,24,-0.9567911905515631
2000-06-16,4,29,2.470101254964063
2000-06-17,10,23,1.3338046239687504
2000-06-18,15,21,-0.6176207675718743
2000-06-19,3,12,2.6094756937500003
2000-06-20,13,5,0.40079869492187536
2000-06-21,14,7,-0.47954787202343696
2000-06-22,0,11,2.6995457822062505
2000-06-23,7,21,0.5079131235703127
2000-06-24,12,19,2.6450949184531254
2000-06-25,12,26,-0.5304359711390626
2000-06-26,6,30,1.7112716936781251
2000-06-27,16,17,1.605688614703125
2000-06-28,68,11,2.557644841876563
2000-06-29,57,15,0.4498077962140624
2000-06-30,91,18,-0.4126096727968749
2000-07-01,49,9,3.727895540626563
2000-07-02,8,18,0.41385118341718763
2000-07-03,20,15,8.577279274892188
2000-07-04,11,7,2.8440731939687494
2000-07-05,19,17,1.001472567646875
2000-07-06,28,20,2.22177415963125
2000-07-07,26,7,0.20650782937656298
2000-07-08,26,8,-0.5856364000359368
2000-07-09,43,17,-0.40411706081249926
2000-07-10,39,17,2.681623960590626
2000-07-11,29,20,0.46577477032343795
2000-07-12,26,8,5.573346895114063
2000-07-13,13,10,-0.8296751374250004
2000-07-14,16,11,2.5829161596312504
2000-07-15,9,13,1.4252223793765624
2000-07-16,11,7,-0.5229766400359371
2000-07-17,6,12,0.6813563987500003
2000-07-18,5,13,2.6622417897031254
2000-07-19,9,5,1.4639977018765629
2000-07-20,0,6,-0.5010282681296874
2000-07-21,4,12,0.6938392710343753
2000-07-22,15,13,-0.2859965815468747
2000-07-23,11,11,-0.1921704461390621
2000-07-24,27,19,1.8718890611781254
2000-07-25,8,20,3.7101640732343752
2000-07-26,7,25,1.4345920659171874
2000-07-27,13,12,0.5055048038609373
2000-07-28,5,11,-0.373216401321875
2000-07-29,5,13,0.7735481869843753
2000-07-30,15,8,-0.26901487753593717
2000-07-31,19,4,3.8272685575000005
2000-08-01,19,10,1.46554781396875
2000-08-02,18,7,2.508917137865625
2000-08-03,27,6,1.4160575175749999
2000-08-04,25,18,-0.5141780305874999
2000-08-05,7,9,1.6992154512140627
2000-08-06,4,20,-0.4134373630156247
2000-08-07,11,17,1.741227087464063
2000-08-08,8,14,0.6108198179375002
2000-08-09,13,15,5.656337850075
2000-08-10,4,17,0.19807646338124973
2000-08-11,18,11,-0.5104822086390625
2000-08-12,14,4,-0.3078810975718749
2000-08-13,12,8,-0.2140524010312494
2000-08-14,14,15,-0.16951011007187444
2000-08-15,31,14,3.8746808527187504
2000-08-16,15,6,0.49390979191249995
2000-08-17,23,13,0.6430975731203125
2000-08-18,28,11,0.6810385717687499
2000-08-19,8,18,-0.2645488525359373
2000-08-20,17,31,-0.15862949999999978
2000-08-21,18,21,-0.11792729999999974
2000-08-22,14,29,-0.0943160474999997
2000-08-23,20,18,-0.07864571081249977
2000-08-24,26,25,1.9325805680906252
2000-08-25,43,17,0.7709391381984374
2000-08-26,9,13,-0.2079671655515626
2000-08-27,11,29,-0.11039885253593756
2000-08-28,1,8,1.9301750000000002
2000-08-29,14,12,1.747104
2000-08-30,19,14,3.6675592249999998
2000-08-31,48,18,4.417650595
2000-09-01,58,11,3.1914446777187497
2000-09-02,7,16,-0.8389245180875002
2000-09-03,9,29,-0.4721063775359372
2000-09-04,13,20,2.6697090825000007
2000-09-05,28,25,-0.5572058185312494
2000-09-06,9,20,-0.34558617860312446
2000-09-07,19,12,0.7513125116156254
2000-09-08,20,18,-0.2877992602218745
2000-09-09,16,19,-0.17361776474218718
2000-09-10,9,17,-0.10158144764374982
2000-09-11,11,26,2.9460564112500003
2000-09-12,19,21,5.655178310953125
2000-09-13,9,13,-0.773358570107813
2000-09-14,26,8,-0.3665936962500002
2000-09-15,41,4,0.7574441869843751
2000-09-16,38,4,-0.28072410253593694
2000-09-17,6,5,-0.1811865374999996
2000-09-18,17,5,2.8592468362500005
2000-09-19,27,23,4.584070383453125
2000-09-20,9,14,0.2662768142984373
2000-09-21,34,2,5.5259448722843745
2000-09-22,35,4,8.139418803749999
2000-09-23,13,0,-0.3597310630156254
2000-09-24,35,0,0.17486885996406243
2000-09-25,31,2,7.359317098750001
2000-09-26,29,15,1.7465015672031254
2000-09-27,16,6,3.982682856064063
2000-09-28,18,17,-1.1363621156953125
2000-09-29,14,6,-0.6707307593796865
2000-09-30,21,18,0.505814858893751
2000-10-01,5,7,-0.4532105320890615
2000-10-02,22,15,1.7282134769484383
2000-10-03,23,13,0.5874634920890628
2000-10-04,11,5,-0.3620267405843747
2000-10-05,25,12,0.8088451273140627
2000-10-06,38,5,0.7750187248203126
2000-10-07,14,3,-0.2089896962499999
2000-10-08,4,5,-0.1255090880156249
2000-10-09,40,9,-0.09291075753593732
2000-10-10,14,3,3.9329904277187504
2000-10-11,16,36,4.5443552194125
2000-10-12,32,10,0.28734543871406204
2000-10-13,14,10,2.5403379907343746
2000-10-14,26,9,1.4118828344484373
2000-10-15,1,9,1.4603216474640628
2000-10-16,16,8,2.4706057
2000-10-17,2,19,1.3647109025000002
2000-10-18,5,17,-0.5885789958124997
2000-10-19,18,13,-0.3810752089718745
2000-10-20,9,21,0.7376113105546881
2000-10-21,0,18,-0.275290459082812
2000-10-22,7,21,-0.18324011363906212
2000-10-23,13,12,-0.12403944485312476
2000-10-24,10,0,-0.08835253661874973
2000-10-25,18,8,4.939550066360938
2000-10-26,14,23,0.4700402824281247
2000-10-27,2,27,0.6639063037499997
2000-10-28,2,7,-0.2970683130156252
2000-10-29,6,31,-0.18521135253593715
2000-10-30,5,18,0.8702537500000003
2000-10-31,0,16,3.7974106875
2000-11-01,3,13,2.47025275625
2000-11-02,3,36,0.4194027261718748
2000-11-03,4,31,0.5676812280546875
2000-11-04,0,10,-0.3472339155515623
2000-11-05,0,11,-0.22151536503593708
2000-11-06,7,20,-0.1612544962499996
2000-11-07,4,8,0.8697916144843754
2000-11-08,6,12,0.7907680441515628
2000-11-09,2,14,0.7684439420593752
2000-11-10,2,10,2.7806414331265623
2000-11-11,1,9,0.5878703344484373
2000-11-12,0,6,-0.3086781025359375
2000-11-13,8,21,1.8195587375
2000-11-14,5,14,0.6691400412500002
2000-11-15,0,12,-0.29283677176562484
2000-11-16,1,6,2.813336350698438
2000-11-17,5,14,2.5657647331984377
2000-11-18,2,10,0.4639065121671875
2000-11-19,2,9,-0.3977056456234375
2000-11-20,0,14,3.7637642424640627
2000-11-21,3,13,1.43093192771875
2000-11-22,7,27,-0.5148648055874999
2000-11-23,0,21,-0.30128272878593737
2000-11-24,0,7,-0.21479804029687455
2000-11-25,0,3,-0.17078719290468697
2000-11-26,2,5,-0.11964642062343714
2000-11-27,5,10,0.9209023374640627
2000-11-28,6,9,-0.16046064456249992
2000-11-29,9,11,-0.0977320361749999
2000-11-30,10,6,-0.04529770507187498
2000-12-01,4,15,-0.020662499999999924
2000-12-02,0,9,-0.016116749999999947
2000-12-03,10,10,-0.01316201249999996
2000-12-04,5,18,0.98890630375
2000-12-05,0,13,1.890431686984375
2000-12-06,7,13,1.7466011474640624
2000-12-07,6,23,0.6814999999999998
2000-12-08,1,12,0.7323374999999999
2000-12-09,1,4,-0.25944174999999997
2000-12-10,2,14,-0.16022051249999977
2000-12-11,11,9,-0.11881372124999973
2000-12-12,33,8,0.9051410194843753
2000-12-13,17,16,1.8209983664328127
2000-12-14,12,12,0.6948099601468749
2000-12-15,25,11,-0.2559597143375001
2000-12-16,3,6,-0.14062966555156245
2000-12-17,1,8,-0.09434060253593729
2000-12-18,3,26,1.9339419875000001
2000-12-19,27,8,-0.25353447125
2000-12-20,6,8,-0.13491771801562494
2000-12-21,5,4,0.9043708251828125
2000-12-22,10,12,3.8323089819125
2000-12-23,7,4,-0.48563235253593773
2000-12-24,0,15,2.765175975
2000-12-25,1,1,2.5431501075
2000-12-26,5,5,1.4470966239687502
2000-12-27,5,4,0.485073282428125
2000-12-28,2,10,0.5987707537500002
2000-12-29,3,0,2.6337191519843755
2000-12-30,1,2,-0.5493333920984373
2000-12-31,4,0,-0.32275853639374963
2001-01-01,5,1,-0.21058930279687466
2001-01-02,10,6,-0.16735515165468698
2001-01-03,14,19,-0.11693914238906215
2001-01-04,27,10,-0.07694575183749978
2001-01-05,9,18,0.9487517456984377
2001-01-06,2,5,-0.1371037915828125
2001-01-07,4,26,-0.07019655760781246
2001-01-08,12,25,-0.028500000000000022
2001-01-09,26,19,6.9793375
2001-01-10,17,11,8.283883249999999
2001-01-11,17,6,2.7718379874999988
2001-01-12,13,12,-1.0155936962500007
2001-01-13,9,17,2.409294186984375
2001-01-14,21,16,0.2788213974640632
2001-01-15,33,21,1.4451651625000008
2001-01-16,23,7,0.4089190137500005
2001-01-17,47,12,3.500042992640626
2001-01-18,33,12,2.2397056801078126
2001-01-19,53,11,0.28070928761406266
2001-01-20,14,7,0.5180654886062501
2001-01-21,21,5,-0.39538941029687463
2001-01-22,42,14,0.7299312243765631
