,rust-lang/rust,python/cpython,JuliaLang/julia
2017-07-05,32,7,5
2017-07-06,35,4,7
2017-07-07,37,5,11
2017-07-08,25,3,13
2017-07-09,16,2,5
2017-07-10,37,6,19
2017-07-11,48,6,32
2017-07-12,48,4,21
2017-07-13,55,5,12
2017-07-14,23,4,16
2017-07-15,20,3,18
2017-07-16,13,2,11
2017-07-17,31,4,22
2017-07-18,32,5,16
2017-07-19,35,2,11
2017-07-20,80,5,12
2017-07-21,41,8,15
2017-07-22,45,3,12
2017-07-23,19,3,2
2017-07-24,50,9,9
2017-07-25,63,8,18
2017-07-26,45,8,17
2017-07-27,44,6,11
2017-07-28,92,8,14
2017-07-29,26,3,12
2017-07-30,44,6,4
2017-07-31,70,5,17
2017-08-01,95,8,13
2017-08-02,58,3,17
2017-08-03,38,5,24
2017-08-04,43,4,10
2017-08-05,24,1,15
2017-08-06,21,0,5
2017-08-07,50,3,18
2017-08-08,42,2,15
2017-08-09,57,8,12
2017-08-10,47,8,4
2017-08-11,74,1,9
2017-08-12,39,2,5
2017-08-13,48,0,4
2017-08-14,48,5,9
2017-08-15,43,6,17
2017-08-16,54,3,9
2017-08-17,37,6,12
2017-08-18,35,19,5
2017-08-19,15,0,11
2017-08-20,25,4,11
2017-08-21,41,9,19
2017-08-22,60,5,30
2017-08-23,42,1,17
2017-08-24,32,5,21
2017-08-25,52,5,21
2017-08-26,34,2,13
2017-08-27,41,2,12
2017-08-28,48,4,12
2017-08-29,55,5,39
2017-08-30,44,7,22
2017-08-31,44,0,17
2017-09-01,53,6,7
2017-09-02,39,0,12
2017-09-03,46,4,19
2017-09-04,43,28,15
2017-09-05,92,16,30
2017-09-06,30,17,12
2017-09-07,52,19,24
2017-09-08,24,17,20
2017-09-09,31,4,13
2017-09-10,46,5,7
2017-09-11,31,9,9
2017-09-12,35,7,10
2017-09-13,54,17,11
2017-09-14,45,20,13
2017-09-15,68,11,19
2017-09-16,50,3,8
2017-09-17,89,5,20
2017-09-18,59,7,10
2017-09-19,59,13,12
2017-09-20,42,6,27
2017-09-21,36,5,22
2017-09-22,29,6,27
2017-09-23,63,5,14
2017-09-24,54,10,11
2017-09-25,56,9,12
2017-09-26,55,3,9
2017-09-27,62,5,16
2017-09-28,49,3,8
2017-09-29,69,10,18
2017-09-30,67,7,12
2017-10-01,23,2,10
2017-10-02,31,7,9
2017-10-03,22,6,14
2017-10-04,40,8,7
2017-10-05,60,9,6
2017-10-06,48,8,10
2017-10-07,45,2,10
2017-10-08,63,4,10
2017-10-09,37,3,15
2017-10-10,58,4,15
2017-10-11,43,2,19
2017-10-12,43,6,9
2017-10-13,57,7,19
2017-10-14,35,3,11
2017-10-15,37,4,12
2017-10-16,56,5,16
2017-10-17,42,11,12
2017-10-18,58,3,11
2017-10-19,30,7,28
2017-10-20,46,2,20
2017-10-21,41,1,11
2017-10-22,23,6,8
2017-10-23,21,6,13
2017-10-24,28,11,16
2017-10-25,46,4,14
2017-10-26,37,10,18
2017-10-27,45,9,13
2017-10-28,40,4,15
2017-10-29,30,0,5
2017-10-30,23,2,17
2017-10-31,74,11,18
2017-11-01,48,7,14
2017-11-02,66,9,14
2017-11-03,71,7,10
2017-11-04,51,9,4
2017-11-05,43,3,5
2017-11-06,77,3,13
2017-11-07,80,20,17
2017-11-08,62,11,10
2017-11-09,43,5,14
2017-11-10,47,6,5
2017-11-11,29,8,3
2017-11-12,43,5,2
2017-11-13,68,5,6
2017-11-14,64,4,16
2017-11-15,88,12,4
2017-11-16,102,8,15
2017-11-17,59,2,2
2017-11-18,50,5,8
2017-11-19,100,3,14
2017-11-20,73,6,15
2017-11-21,40,7,15
2017-11-22,39,3,15
2017-11-23,31,15,14
2017-11-24,52,12,15
2017-11-25,36,10,28
2017-11-26,53,6,36
2017-11-27,61,10,18
2017-11-28,42,15,11
2017-11-29,63,10,15
2017-11-30,54,9,14
2017-12-01,69,10,5
2017-12-02,25,4,7
2017-12-03,47,5,13
2017-12-04,57,7,18
2017-12-05,63,14,16
2017-12-06,55,10,10
2017-12-07,63,4,22
2017-12-08,26,3,24
2017-12-09,18,6,39
2017-12-10,46,5,11
2017-12-11,46,8,42
2017-12-12,35,10,27
2017-12-13,78,11,43
2017-12-14,43,14,24
2017-12-15,68,15,40
2017-12-16,13,8,37
2017-12-17,43,2,13
2017-12-18,73,9,28
2017-12-19,35,13,25
2017-12-20,91,10,14
2017-12-21,77,10,23
2017-12-22,45,2,16
2017-12-23,27,8,3
2017-12-24,27,2,5
2017-12-25,14,5,1
2017-12-26,59,3,9
2017-12-27,31,0,15
2017-12-28,38,2,7
2017-12-29,20,4,11
2017-12-30,20,9,9
2017-12-31,44,2,7
2018-01-01,34,1,4
2018-01-02,28,2,10
2018-01-03,43,1,9
2018-01-04,50,6,27
2018-01-05,26,3,29
2018-01-06,40,7,15
2018-01-07,43,7,18
2018-01-08,38,1,24
2018-01-09,29,10,13
2018-01-10,46,1,7
2018-01-11,42,5,15
2018-01-12,65,8,5
2018-01-13,46,2,12
2018-01-14,30,1,8
2018-01-15,62,7,8
2018-01-16,79,7,14
2018-01-17,62,6,17
2018-01-18,37,4,20
2018-01-19,86,1,20
2018-01-20,55,7,8
2018-01-21,35,2,13
2018-01-22,85,6,28
2018-01-23,60,10,27
2018-01-24,38,15,17
2018-01-25,63,11,15
2018-01-26,76,11,6
2018-01-27,61,19,20
2018-01-28,53,21,13
2018-01-29,78,29,18
2018-01-30,75,19,20
2018-01-31,65,10,7
2018-02-01,36,5,18
2018-02-02,36,9,16
2018-02-03,19,3,7
2018-02-04,75,8,4
2018-02-05,54,5,12
2018-02-06,38,4,14
2018-02-07,41,1,9
2018-02-08,35,1,16
2018-02-09,32,7,42
2018-02-10,59,3,12
2018-02-11,36,7,3
2018-02-12,43,4,10
2018-02-13,29,6,6
2018-02-14,61,5,28
2018-02-15,29,0,13
2018-02-16,30,3,18
2018-02-17,61,6,8
2018-02-18,36,9,6
2018-02-19,40,2,14
2018-02-20,48,5,15
2018-02-21,31,3,19
2018-02-22,36,8,10
2018-02-23,85,7,24
2018-02-24,58,8,8
2018-02-25,49,9,10
2018-02-26,33,8,6
2018-02-27,30,12,23
2018-02-28,76,4,14
2018-03-01,67,3,10
2018-03-02,39,1,10
2018-03-03,39,1,8
2018-03-04,31,4,3
2018-03-05,69,4,4
2018-03-06,64,3,16
2018-03-07,45,2,20
2018-03-08,167,3,12
2018-03-09,78,4,17
2018-03-10,46,7,11
2018-03-11,30,11,19
2018-03-12,48,5,7
2018-03-13,59,5,4
2018-03-14,69,1,13
2018-03-15,71,0,13
2018-03-16,57,0,20
2018-03-17,75,2,7
2018-03-18,57,6,5
2018-03-19,73,2,9
2018-03-20,46,3,10
2018-03-21,41,7,7
2018-03-22,96,4,12
2018-03-23,68,6,27
2018-03-24,40,5,0
2018-03-25,49,9,5
2018-03-26,78,11,6
2018-03-27,89,3,2
2018-03-28,65,9,11
2018-03-29,54,2,4
2018-03-30,34,2,5
2018-03-31,28,2,4
2018-04-01,40,1,4
2018-04-02,44,3,1
2018-04-03,55,4,5
2018-04-04,58,5,15
2018-04-05,76,6,36
2018-04-06,74,4,18
2018-04-07,38,4,5
2018-04-08,31,2,4
2018-04-09,42,6,16
2018-04-10,64,2,17
2018-04-11,72,2,4
2018-04-12,62,0,12
2018-04-13,53,2,12
2018-04-14,45,2,3
2018-04-15,76,4,1
2018-04-16,41,4,3
2018-04-17,42,9,3
2018-04-18,33,2,6
2018-04-19,29,4,17
2018-04-20,49,8,11
2018-04-21,38,1,2
2018-04-22,20,1,2
2018-04-23,34,5,8
2018-04-24,39,0,6
2018-04-25,35,7,3
2018-04-26,61,1,8
2018-04-27,82,4,4
2018-04-28,36,1,0
2018-04-29,40,6,0
2018-04-30,61,10,1
2018-05-01,51,4,11
2018-05-02,43,5,13
2018-05-03,64,0,13
2018-05-04,40,2,10
2018-05-05,38,1,9
2018-05-06,39,2,12
2018-05-07,44,0,13
2018-05-08,33,4,5
2018-05-09,56,6,15
2018-05-10,61,2,10
2018-05-11,54,2,12
2018-05-12,61,0,9
2018-05-13,47,2,3
2018-05-14,47,15,5
2018-05-15,100,12,8
2018-05-16,75,16,7
2018-05-17,90,15,5
2018-05-18,73,4,11
2018-05-19,46,3,4
2018-05-20,34,15,7
2018-05-21,61,4,12
2018-05-22,68,10,18
2018-05-23,45,6,38
2018-05-24,108,8,5
2018-05-25,24,2,5
2018-05-26,35,6,3
2018-05-27,42,0,6
2018-05-28,64,17,12
2018-05-29,71,16,17
2018-05-30,53,10,27
2018-05-31,59,10,9
2018-06-01,54,11,8
2018-06-02,47,6,3
2018-06-03,84,4,5
2018-06-04,38,14,6
2018-06-05,81,13,4
2018-06-06,56,9,5
2018-06-07,49,10,5
2018-06-08,38,23,10
2018-06-09,45,7,2
2018-06-10,24,12,4
2018-06-11,49,14,16
2018-06-12,36,9,30
2018-06-13,27,3,17
2018-06-14,19,5,9
2018-06-15,23,12,5
2018-06-16,18,8,5
2018-06-17,18,0,0
2018-06-18,29,4,33
2018-06-19,69,11,30
2018-06-20,74,8,8
2018-06-21,30,5,25
2018-06-22,57,5,23
2018-06-23,45,6,9
2018-06-24,25,4,9
2018-06-25,55,4,9
2018-06-26,131,4,25
2018-06-27,116,15,24
2018-06-28,73,6,16
2018-06-29,39,6,12
2018-06-30,54,5,13
2018-07-01,71,1,6
2018-07-02,69,2,14
2018-07-03,44,4,33
2018-07-04,49,9,12
2018-07-05,44,8,3
2018-07-06,49,12,13
2018-07-07,52,14,15
2018-07-08,25,3,3
2018-07-09,42,10,19
2018-07-10,45,7,19
2018-07-11,74,12,26
2018-07-12,100,2,23
2018-07-13,100,2,15
2018-07-14,118,1,5
2018-07-15,45,0,7
2018-07-16,83,5,10
2018-07-17,65,4,9
2018-07-18,78,3,11
2018-07-19,57,2,7
2018-07-20,89,4,10
2018-07-21,42,10,9
2018-07-22,65,3,10
2018-07-23,62,11,9
2018-07-24,109,8,14
2018-07-25,82,10,17
2018-07-26,79,10,13
2018-07-27,56,4,26
2018-07-28,32,9,12
2018-07-29,56,6,15
2018-07-30,109,6,9
2018-07-31,108,8,14
2018-08-01,120,8,12
2018-08-02,64,6,18
2018-08-03,57,12,8
2018-08-04,68,0,27
2018-08-05,97,2,6
2018-08-06,58,5,17
2018-08-07,104,5,20
2018-08-08,70,2,7
2018-08-09,127,4,0
2018-08-10,46,2,3
2018-08-11,52,7,5
2018-08-12,41,6,3
2018-08-13,53,1,5
2018-08-14,125,2,4
2018-08-15,105,3,13
