,php/php-src,ruby/ruby,python/cpython
2008-01-05,24,14.0,31
2008-01-06,8,9.200000000000001,35
2008-01-07,15,20.48,42
2008-01-08,16,11.568,14
2008-01-09,33,6.433599999999998,13
2008-01-10,18,2.0472959999999985,9
2008-01-11,21,12.097164799999998,24
2008-01-12,22,2.636216319999999,6
2008-01-13,18,12.664712192,7
2008-01-14,33,16.1420488704,15
2008-01-15,30,6.687319347200001,22
2008-01-16,23,4.6177670144,16
2008-01-17,26,9.5671840768,17
2008-01-18,20,14.1387353088,23
2008-01-19,11,7.9882672128,48
2008-01-20,10,5.449748275199999,27
2008-01-21,19,5.201018470399999,36
2008-01-22,13,3.6234119168000003,14
2008-01-23,21,21.3095518208,17
2008-01-24,29,11.31909888,34
2008-01-25,31,15.562674483199999,23
2008-01-26,5,7.623514521600001,32
2008-01-27,31,10.600187289599997,39
2008-01-28,38,12.532569497599999,14
2008-01-29,71,19.0912811008,5
2008-01-30,50,4.4648292352,20
2008-01-31,23,-1.6624993280000009,12
2008-02-01,30,-2.5127415808,23
2008-02-02,45,-0.827649536,16
2008-02-03,24,-2.9694759935999997,25
2008-02-04,50,3.2569469952000007,17
2008-02-05,12,4.895408230400001,26
2008-02-06,30,-2.426158694399998,21
2008-02-07,22,11.9710962688,23
2008-02-08,22,6.071687680000001,12
2008-02-09,7,7.177012019199999,21
2008-02-10,8,1.8431842303999995,14
2008-02-11,35,-0.38519183360000087,15
2008-02-12,56,16.443857817599998,17
2008-02-13,26,4.554192281600001,10
2008-02-14,36,7.2980994047999985,39
2008-02-15,29,12.0261026816,12
2008-02-16,16,10.8177772544,6
2008-02-17,15,9.397010944,11
2008-02-18,19,6.3030235135999995,10
2008-02-19,39,-0.21750691840000158,6
2008-02-20,31,2.2615006207999997,3
2008-02-21,43,3.5930829824000003,20
2008-02-22,22,7.774234112,13
2008-02-23,27,7.0815936512,55
2008-02-24,28,-2.1253879807999994,18
2008-02-25,32,3.6316454912000005,16
2008-02-26,17,6.545400217600001,13
2008-02-27,16,-0.9439772671999997,3
2008-02-28,24,14.300678553600001,23
2008-02-29,8,5.9175386112,16
2008-03-01,14,16.2444336128,18
2008-03-02,5,-4.7682265088,15
2008-03-03,12,2.2286216191999983,22
2008-03-04,37,3.4596123647999995,15
2008-03-05,28,6.4082716672,18
2008-03-06,6,12.86821632,23
2008-03-07,40,1.3141301248000001,6
2008-03-08,51,-0.3949785088000004,13
2008-03-09,19,1.7135169536000006,3
2008-03-10,34,0.9822462975999997,2
2008-03-11,28,5.504647987199999,4
2008-03-12,41,3.8347611136,1
2008-03-13,16,4.8359375872,20
2008-03-14,17,7.624433152000001,10
2008-03-15,5,-3.029487820799999,9
2008-03-16,14,1.7853268991999993,11
2008-03-17,36,3.7914947584,29
2008-03-18,32,-1.54020096,80
2008-03-19,49,11.3666074624,48
2008-03-20,30,3.3114646528000007,27
2008-03-21,30,2.7992461312,24
2008-03-22,27,-0.9274775551999999,25
2008-03-23,18,-2.0201662464000005,21
2008-03-24,21,1.7928226815999997,23
2008-03-25,20,5.5049432064,33
2008-03-26,16,-0.31266877440000007,33
2008-03-27,16,-0.5956414463999997,17
2008-03-28,10,1.7979665408000005,32
2008-03-29,4,2.7047268352000007,24
2008-03-30,9,4.5011700736,20
2008-03-31,9,8.0326075392,16
2008-04-01,12,5.999156224,12
2008-04-02,9,-0.2914122751999999,19
2008-04-03,7,8.7019820032,14
2008-04-04,15,-0.5330377728000002,19
2008-04-05,4,-0.4276721664000007,20
2008-04-06,6,3.1005687807999998,10
2008-04-07,23,5.7604619264,22
2008-04-08,18,3.0899838976000007,11
2008-04-09,20,-0.753487872,22
2008-04-10,20,11.114060390399999,16
2008-04-11,36,5.268209356800001,5
2008-04-12,3,-0.6582114304000002,9
2008-04-13,17,0.5213365247999988,26
2008-04-14,48,9.8852641792,10
2008-04-15,36,7.261765632,10
2008-04-16,31,-3.1201329152,2
2008-04-17,12,3.6590939135999987,4
2008-04-18,11,-0.7134138367999996,10
2008-04-19,14,-0.007689523199999826,21
2008-04-20,25,14.3861909504,10
2008-04-21,25,3.808455372800001,20
2008-04-22,22,19.3869006848,9
2008-04-23,28,-2.5736685567999995,2
2008-04-24,29,4.0933595135999985,16
2008-04-25,14,5.125117337599999,11
2008-04-26,22,9.9266062336,5
2008-04-27,13,1.8862999551999993,16
2008-04-28,18,7.8166377472,9
2008-04-29,25,-3.9243290624,4
2008-04-30,26,8.1419665408,17
2008-05-01,13,9.8876771328,4
2008-05-02,19,7.0867252224,13
2008-05-03,19,-0.9972518912000004,16
2008-05-04,16,2.4955792383999995,17
2008-05-05,14,8.6538696704,18
2008-05-06,22,-1.3342855167999996,27
2008-05-07,35,10.0749509632,9
2008-05-08,21,12.6274021376,50
2008-05-09,24,-3.7638426624,39
2008-05-10,4,2.6712648703999995,41
2008-05-11,25,9.7567030272,72
2008-05-12,35,19.5202212864,51
2008-05-13,14,0.8068647936000009,12
2008-05-14,16,2.843195699199999,27
2008-05-15,11,2.4649238527999993,54
2008-05-16,13,-1.1254868991999993,49
2008-05-17,12,4.966446899199999,34
2008-05-18,21,-1.4706915328,21
2008-05-19,21,11.5449839616,4
2008-05-20,20,8.570197196800002,29
2008-05-21,20,5.145810534400001,6
2008-05-22,6,16.621882060799997,5
2008-05-23,12,0.4398486528000003,21
2008-05-24,24,5.338976051199999,7
2008-05-25,11,2.2916656127999993,38
2008-05-26,9,1.8719612927999991,65
2008-05-27,33,12.3378419712,9
2008-05-28,7,6.509364838400001,7
2008-05-29,13,8.7369986048,20
2008-05-30,13,4.342037504,18
2008-05-31,11,4.9383448576,10
2008-06-01,22,4.2440015872,29
2008-06-02,23,8.489339392,13
2008-06-03,16,8.8169111552,7
2008-06-04,13,4.342496665600001,14
2008-06-05,15,8.8848157696,13
2008-06-06,8,1.3367606272000003,19
2008-06-07,19,0.5260575743999993,11
2008-06-08,6,6.388010496,10
2008-06-09,13,17.778006528,8
2008-06-10,11,13.2267695104,38
2008-06-11,29,0.5944480768,56
2008-06-12,27,2.581896294399999,36
2008-06-13,24,7.258687488,42
2008-06-14,5,-2.2219984896000007,18
2008-06-15,10,4.498555187199999,6
2008-06-16,8,7.123724288,13
2008-06-17,5,9.465324032000002,23
2008-06-18,17,14.6678438912,18
2008-06-19,20,18.261543936000002,19
2008-06-20,20,3.6748484608,16
2008-06-21,18,20.402086092799998,13
2008-06-22,38,-6.1424299008,13
2008-06-23,24,-0.31142686720000157,7
2008-06-24,29,4.518830284799999,15
2008-06-25,18,2.2545227776,9
2008-06-26,6,3.7190892544,8
2008-06-27,24,8.799613952000001,16
2008-06-28,14,3.9912258560000007,15
2008-06-29,11,11.6199514112,5
2008-06-30,13,13.360119603200001,8
2008-07-01,38,20.4422233088,26
2008-07-02,19,3.2038784000000007,29
2008-07-03,18,7.146649702399999,7
2008-07-04,11,3.290730291199999,7
2008-07-05,27,6.1456196607999996,18
2008-07-06,38,1.0847623167999991,10
2008-07-07,46,1.1675551743999995,12
2008-07-08,38,7.7954528256,4
2008-07-09,27,7.010930278400002,0
2008-07-10,13,7.859780915200001,10
2008-07-11,39,2.7181750272,15
2008-07-12,18,5.5630137344,6
2008-07-13,32,-1.512037888,26
2008-07-14,39,2.8757158911999996,10
2008-07-15,41,7.8573540352,25
2008-07-16,42,1.9195483136,54
2008-07-17,26,3.5700774911999997,22
2008-07-18,26,5.637417779200001,28
2008-07-19,20,-0.6785728511999998,21
2008-07-20,27,2.4445191167999996,11
2008-07-21,62,7.4454502399999996,10
2008-07-22,51,16.5423469568,11
2008-07-23,67,4.151733145600001,14
2008-07-24,76,2.1495566335999996,12
2008-07-25,58,8.987163033599998,17
2008-07-26,36,-1.9370590208000005,10
2008-07-27,23,5.7329711103999985,5
2008-07-28,39,11.1582501888,5
2008-07-29,41,1.7714017280000007,7
2008-07-30,37,10.810515456000001,14
2008-07-31,56,9.563666432000002,20
2008-08-01,42,7.223434751999999,22
2008-08-02,24,-2.647205068800001,25
2008-08-03,32,-0.7067891712000014,27
2008-08-04,29,6.085160140799999,46
2008-08-05,35,14.2432011264,5
2008-08-06,36,16.255144960000003,7
2008-08-07,44,6.728015667200001,6
2008-08-08,31,12.512802304,13
2008-08-09,10,4.703228928000001,15
2008-08-10,35,6.769247948799999,4
2008-08-11,57,13.8951779328,8
2008-08-12,31,30.4670839808,13
2008-08-13,27,34.2580219904,1
2008-08-14,66,18.8906687488,25
2008-08-15,33,3.649525043199997,10
2008-08-16,11,-1.232152473600003,21
2008-08-17,23,4.373838438399998,42
2008-08-18,54,10.9674427392,53
2008-08-19,14,5.1741800448,38
2008-08-20,20,19.991023616,31
2008-08-21,44,9.596943052800004,12
2008-08-22,19,5.545890713600002,14
2008-08-23,19,9.982637670399999,13
2008-08-24,19,19.9651760128,16
2008-08-25,24,17.93364736,8
2008-08-26,33,6.0368314368,7
2008-08-27,9,0.7072902143999968,5
2008-08-28,11,21.6731587584,4
2008-08-29,55,6.669676748800001,5
2008-08-30,23,15.171901951999999,14
2008-08-31,45,27.185914368,12
2008-09-01,24,22.185697996800002,27
2008-09-02,16,5.3322160128,30
2008-09-03,7,22.0280526848,26
2008-09-04,7,20.149915443199998,22
2008-09-05,1,12.407185408,16
2008-09-06,13,22.275530854399996,24
2008-09-07,22,7.843435315199999,17
2008-09-08,19,6.7883198464,19
2008-09-09,7,4.0830180352,24
2008-09-10,32,2.641538048000001,20
2008-09-11,38,-0.9464027135999995,10
2008-09-12,25,11.678422220800002,5
2008-09-13,23,7.447378124800002,32
2008-09-14,14,5.849451929600002,4
2008-09-15,28,12.413371392000002,9
2008-09-16,19,11.6097093632,6
2008-09-17,9,-0.7065035775999995,8
2008-09-18,16,13.50226176,14
2008-09-19,6,0.8961728511999993,8
2008-09-20,6,0.5546765311999993,1
2008-09-21,6,5.4791574528,23
2008-09-22,15,5.235012608,13
2008-09-23,9,35.2579386368,9
2008-09-24,3,11.297193574400001,8
2008-09-25,3,14.608114278399999,9
2008-09-26,14,21.3100014592,9
2008-09-27,2,-9.433227673600001,12
2008-09-28,5,8.647723724799997,12
2008-09-29,10,6.7786955776,11
2008-09-30,14,10.854462975999999,16
2008-10-01,23,-0.8616970239999997,7
2008-10-02,12,-1.9219097599999992,27
2008-10-03,9,0.7373432832000004,19
2008-10-04,8,9.296127078400001,20
2008-10-05,12,5.1579227136000005,4
2008-10-06,19,2.561401139199999,13
2008-10-07,11,1.069705216,17
2008-10-08,5,7.7617680384000005,11
2008-10-09,13,11.901018828800002,5
2008-10-10,30,11.6943956992,8
2008-10-11,15,-2.1009033216000006,3
2008-10-12,31,3.013064191999999,1
2008-10-13,12,0.11889428479999964,4
2008-10-14,16,10.933466112,4
2008-10-15,8,6.3032092672,10
2008-10-16,28,12.311927296,21
2008-10-17,19,6.9980123136,12
2008-10-18,2,12.2846468096,3
2008-10-19,19,0.3471639551999992,6
2008-10-20,21,7.179602534399999,3
2008-10-21,22,11.698560819199999,9
2008-10-22,13,3.5824431104,4
2008-10-23,17,2.4829876223999996,6
2008-10-24,19,24.2325282816,5
2008-10-25,1,2.3556662272000004,8
2008-10-26,23,7.541174988799999,4
2008-10-27,23,6.528267468799999,0
2008-10-28,11,21.8213317632,1
2008-10-29,21,14.8509350912,5
2008-10-30,22,-1.499001036800001,20
2008-10-31,9,4.386309119999998,5
2008-11-01,10,-6.253963571199999,0
2008-11-02,21,2.1921675263999996,0
2008-11-03,40,3.2596914176000005,10
2008-11-04,40,-1.7797385215999997,8
2008-11-05,20,-2.663525171199999,8
2008-11-06,43,9.247822540800001,13
2008-11-07,15,11.715023974400001,17
2008-11-08,24,10.493455564800001,15
2008-11-09,14,-5.1607967744000005,3
