,ceph/ceph,seaweedfs/seaweedfs,minio/minio
2023-01-07,4.0,0,-0.6953098923890624
2023-01-08,5.0,0,0.5925535106625006
2023-01-09,23.0,4,-0.387049345551562
2023-01-10,14.0,10,1.7341523701828132
2023-01-11,29.0,1,0.5958545996312503
2023-01-12,32.0,0,6.654625947314063
2023-01-13,31.0,2,3.0874712725390623
2023-01-14,0.0,2,-0.8434896566187503
2023-01-15,4.0,0,-0.4686862538578125
2023-01-16,10.0,7,3.6893534119843756
2023-01-17,16.0,4,0.36078449246406297
2023-01-18,7.0,0,1.5331685902187504
2023-01-19,20.0,0,3.4843300581625
2023-01-20,13.0,1,3.2790981713546876
2023-01-21,4.0,0,3.1808052801859374
2023-01-22,10.0,0,-0.8376852101437501
2023-01-23,23.0,1,3.5335797025000004
2023-01-24,17.0,0,3.2631920266875003
2023-01-25,32.0,0,5.154883834340625
2023-01-26,16.0,0,3.9169746864328125
2023-01-27,8.0,0,2.8812562078656248
2023-01-28,8.0,1,-1.0593604472062499
2023-01-29,7.0,1,-0.6354587122062493
2023-01-30,15.0,3,1.555368754856251
2023-01-31,10.0,1,3.475146137937501
2023-02-01,15.0,5,1.2412920977937503
2023-02-02,15.0,1,2.3638781805125
2023-02-03,3.0,0,1.31206553470625
2023-02-04,0.0,0,0.4128489852578128
2023-02-05,2.0,0,0.5587885648562503
2023-02-06,5.0,3,6.6289435575
2023-02-07,21.0,6,4.04698931396875
2023-02-08,50.0,0,6.986859612865625
2023-02-09,15.0,2,4.626383600074999
2023-02-10,8.0,7,5.65589370088125
2023-02-11,1.0,0,-0.4827186423890626
2023-02-12,8.0,0,-0.9614775518374992
2023-02-13,25.0,0,6.341157898198439
2023-02-14,43.0,0,2.7940203751046884
2023-02-15,22.0,1,0.877165072170313
2023-02-16,26.0,0,4.127146218195313
2023-02-17,20.0,3,5.9359439153687505
2023-02-18,9.0,4,0.6940677474250001
2023-02-19,7.0,2,-0.9237863682671872
2023-02-20,31.0,2,2.436251223714063
2023-02-21,15.0,3,0.2801017488906259
2023-02-22,41.0,5,11.425795075185938
2023-02-23,33.0,0,-0.5630681049250006
2023-02-24,12.0,0,2.1008933311
2023-02-25,19.0,1,4.112827403710938
2023-02-26,6.0,0,-0.04498138128281193
2023-02-27,33.0,0,8.312195693678126
2023-02-28,84.0,3,0.6366529647031249
2023-03-01,30.0,0,0.03378601187656305
2023-03-02,25.0,3,1.2784554075265628
2023-03-03,19.0,0,2.286475055303126
2023-03-04,2.0,0,1.289389964667188
2023-03-05,4.0,0,0.352514068564063
2023-03-06,22.0,0,2.489328383054688
2023-03-07,53.0,1,2.3739159253234376
2023-03-08,33.0,4,2.3146807298953127
2023-03-09,19.0,1,2.3385645519125
2023-03-10,27.0,0,1.3142551576828128
2023-03-11,8.0,0,0.38831020088125023
2023-03-12,13.0,0,0.519249332610938
2023-03-13,32.0,2,2.5885291056625004
2023-03-14,22.0,1,0.42695383216718774
2023-03-15,32.0,4,4.5569353770953125
2023-03-16,12.0,2,2.219214139595312
2023-03-17,10.0,1,2.2791448483453127
2023-03-18,0.0,0,0.2848983576109374
2023-03-19,4.0,0,-0.5168750018374996
2023-03-20,3.0,7,6.662518483198438
2023-03-21,17.0,1,4.047154699667187
2023-03-22,18.0,1,2.9862678606265627
2023-03-23,16.0,0,3.030375706135937
2023-03-24,18.0,0,2.0157201970234375
2023-03-25,3.0,1,0.12487505709531288
2023-03-26,2.0,4,0.3608672918765632
2023-03-27,20.0,0,1.4705182112140633
2023-03-28,12.0,0,0.4249507776406257
2023-03-29,40.0,1,2.508830882170313
2023-03-30,44.0,0,4.397092412757813
2023-03-31,27.0,1,5.16074648654375
2023-04-01,1.0,0,-1.0499520579406254
2023-04-02,2.0,0,-0.5627868418734373
2023-04-03,17.0,2,0.6240206794484381
2023-04-04,19.0,1,6.617326037682814
2023-04-05,22.0,1,2.0328423306625
2023-04-06,21.0,0,7.184955652167187
2023-04-07,7.0,0,9.705237199814063
2023-04-08,4.0,0,-1.805658390773438
2023-04-09,9.0,0,0.03864012228437519
2023-04-10,21.0,2,0.2696219662500008
2023-04-11,24.0,1,1.3720682757343765
2023-04-12,25.0,6,5.335261517604689
2023-04-13,6.0,0,3.939808885701563
2023-04-14,14.0,1,1.9124470295171876
2023-04-15,4.0,0,3.060953974040625
2023-04-16,7.0,1,-0.9503515866453122
2023-04-17,16.0,1,3.487500965734376
2023-04-18,15.0,5,1.2243021169484378
2023-04-19,9.0,0,1.329092031432813
2023-04-20,31.0,1,0.3623708980843754
2023-04-21,3.0,2,3.486186180956251
2023-04-22,3.0,1,-0.7228659867265623
2023-04-23,3.0,1,-0.39817635967031206
2023-04-24,9.0,3,1.7288097798562503
2023-04-25,18.0,1,2.6144485804375006
2023-04-26,17.0,0,5.457451558825
2023-04-27,26.0,1,6.108323922646875
2023-04-28,8.0,0,4.8324341969125
2023-04-29,3.0,1,-0.22689310459843792
2023-04-30,3.0,0,0.19825531485625025
2023-05-01,26.0,1,0.38098857000000075
2023-05-02,24.0,0,4.458317960218751
2023-05-03,19.0,0,8.10493809088125
2023-05-04,26.0,1,3.5704863655484376
2023-05-05,15.0,0,-0.28137474632500026
2023-05-06,11.0,0,4.158613195404688
2023-05-07,5.0,3,-0.038263386981249425
2023-05-08,54.0,1,3.303265825698438
2023-05-09,35.0,0,4.119359990698438
2023-05-10,31.0,4,0.9501770036359378
2023-05-11,19.0,1,4.163014176429688
2023-05-12,8.0,0,3.968398253348438
2023-05-13,1.0,0,-0.06997256944531216
2023-05-14,1.0,0,-0.7093909138640622
2023-05-15,26.0,0,2.5152065768046885
2023-05-16,13.0,3,8.359139139151564
2023-05-17,20.0,0,3.694319319778125
2023-05-18,34.0,0,2.810973817539062
2023-05-19,36.0,2,2.9232427360999997
2023-05-20,5.0,0,-1.057742274007812
2023-05-21,7.0,2,0.3665881368046884
2023-05-22,46.0,2,3.4626281962140633
2023-05-23,23.0,0,2.2135247322031257
2023-05-24,18.0,1,0.2076050940015629
2023-05-25,32.0,0,6.409883427098438
2023-05-26,21.0,0,7.946090950257813
2023-05-27,2.0,0,0.5450148252937494
2023-05-28,4.0,0,0.02915009360624987
2023-05-29,8.0,2,0.2993166144843755
2023-05-30,22.0,2,3.4061050441515635
2023-05-31,18.0,1,5.174596117059376
2023-06-01,13.0,0,1.9077251431265627
2023-06-02,5.0,0,3.077676415104688
2023-06-03,9.0,2,1.0149770601078127
2023-06-04,1.0,1,1.2270759923953132
2023-06-05,28.0,5,1.3472042356625005
2023-06-06,25.0,4,2.380685724448438
2023-06-07,20.0,1,4.294487680401563
2023-06-08,11.0,0,1.0575070730125002
2023-06-09,10.0,1,0.26614463573750025
2023-06-10,3.0,0,0.46129777282968787
2023-06-11,7.0,1,2.5450937963250007
2023-06-12,9.0,2,5.406983488896875
2023-06-13,21.0,2,3.0485785176468747
2023-06-14,16.0,3,1.08042559963125
2023-06-15,48.0,0,7.262508222314063
2023-06-16,20.0,1,1.7382881525390625
2023-06-17,4.0,2,1.0267037481625003
2023-06-18,4.0,2,2.2009876706984377
2023-06-19,21.0,0,2.1706524809171883
2023-06-20,33.0,8,4.163773254298438
2023-06-21,13.0,0,4.973674890221876
2023-06-22,27.0,0,1.8143113563250002
2023-06-23,11.0,0,6.024212927053125
2023-06-24,5.0,1,-0.315231939334375
2023-06-25,45.0,7,1.1778409401109382
2023-06-26,17.0,9,1.2522182046312507
2023-06-27,17.0,0,3.3001701970953135
2023-06-28,29.0,0,1.140433912314063
2023-06-29,16.0,0,1.280738932976563
2023-06-30,8.0,0,2.3525255594875003
2023-07-01,4.0,0,-0.6914759699671871
2023-07-02,8.0,0,-0.41466369826718696
2023-07-03,24.0,1,2.738570578932813
2023-07-04,30.0,2,0.49914585889687535
2023-07-05,8.0,1,1.6130673753656253
2023-07-06,34.0,3,6.555094533825
2023-07-07,26.0,1,6.0502970801468745
2023-07-08,1.0,1,6.81348460588125
2023-07-09,4.0,0,-0.4366243451078131
2023-07-10,16.0,1,4.11718589875
2023-07-11,25.0,4,6.903422589703125
2023-07-12,11.0,1,1.5192963993765631
2023-07-13,26.0,1,6.850578060182813
2023-07-14,25.0,0,2.45084288006875
2023-07-15,1.0,0,1.6809345086390632
2023-07-16,8.0,1,-1.1111637306265618
2023-07-17,24.0,3,2.299826035446876
2023-07-18,16.0,0,3.2184399748859382
2023-07-19,17.0,1,4.081427544445313
2023-07-20,13.0,0,1.9488563706656252
2023-07-21,15.0,0,4.113408615767188
2023-07-22,5.0,1,0.9527545889000002
2023-07-23,6.0,0,0.2199341133093755
2023-07-24,47.0,2,3.413803053642188
2023-07-25,37.0,0,1.2074474634531254
2023-07-26,14.0,0,3.311166921579688
2023-07-27,15.0,0,6.162575873528125
2023-07-28,10.0,0,2.8117415420234373
2023-07-29,0.0,0,1.9568204723140625
2023-07-30,5.0,0,1.0807438650390626
2023-07-31,22.0,0,5.244830671912501
2023-08-01,47.0,1,3.907525202901563
2023-08-02,30.0,0,1.8573045913250004
2023-08-03,28.0,0,4.028949869115626
2023-08-04,17.0,0,3.8818570762468756
2023-08-05,2.0,0,1.832816666435938
2023-08-06,12.0,0,-0.9735310666906246
2023-08-07,24.0,0,0.39413182636093835
2023-08-08,38.0,0,1.461441648084376
2023-08-09,63.0,2,2.4151029184562507
2023-08-10,32.0,1,5.341172004523438
2023-08-11,23.0,0,3.0193448585640623
2023-08-12,0.0,0,-0.9360586665078126
2023-08-13,3.0,1,-0.5290822142265622
2023-08-14,18.0,0,0.6510604711421881
2023-08-15,30.0,0,6.649407756984376
2023-08-16,25.0,0,3.050744357682812
2023-08-17,25.0,8,1.09178712838125
2023-08-18,9.0,0,1.2728562792984375
2023-08-19,1.0,1,1.3465793827218755
2023-08-20,1.0,3,0.41077532735625044
2023-08-21,16.0,5,4.5439802162500005
2023-08-22,33.0,6,1.1845692632343752
2023-08-23,20.0,5,2.3268656463546877
2023-08-24,24.0,1,4.269027362685938
2023-08-25,15.0,0,4.087327296325
2023-08-26,5.0,1,0.9963075138968749
2023-08-27,5.0,3,0.22544091014687517
2023-08-28,28.0,7,0.40767872566250063
2023-08-29,22.0,2,3.496189902385938
2023-08-30,57.0,0,4.244369210039063
2023-08-31,10.0,1,2.0718228121312503
2023-09-01,12.0,2,5.169390121064063
2023-09-02,0.0,1,0.8985480172421876
2023-09-03,4.0,0,-0.8086660974609371
2023-09-04,7.0,0,2.5063209856625006
2023-09-05,20.0,4,0.34252273694843816
2023-09-06,31.0,3,5.485347876651563
2023-09-07,23.0,3,3.043576361028125
2023-09-08,19.0,1,-0.9240729042265623
2023-09-09,5.0,0,0.4751934217984377
2023-09-10,12.0,0,-0.4631075287468744
2023-09-11,74.0,3,2.7124086936781255
2023-09-12,31.0,1,3.4882622897031252
2023-09-13,17.0,1,5.290362401876562
2023-09-14,21.0,1,6.008199734370312
2023-09-15,13.0,1,4.752184120221875
2023-09-16,2.0,7,1.7383106436062497
2023-09-17,2.0,4,0.9930036494843753
2023-09-18,13.0,9,2.1583340087140632
2023-09-19,24.0,8,6.135655950953126
2023-09-20,30.0,0,1.727145925329688
2023-09-21,40.0,9,3.9621915130125007
2023-09-22,45.0,6,2.8478594786750002
2023-09-23,10.0,10,-0.07929470959531182
2023-09-24,5.0,2,-0.7380762342624994
2023-09-25,21.0,20,5.5195888901109385
2023-09-26,33.0,4,4.045621694631251
2023-09-27,14.0,1,-0.046395399967187334
2023-09-28,12.0,3,0.29226981195156265
2023-09-29,9.0,0,5.457950079814063
2023-09-30,10.0,3,5.035125789007813
2023-10-01,5.0,6,-0.12188204815937498
2023-10-02,28.0,6,1.2814496574640626
2023-10-03,21.0,8,0.3178678781562505
2023-10-04,37.0,0,0.43833411095625086
2023-10-05,47.0,4,-0.4609913469453119
2023-10-06,20.0,1,4.705556831948438
2023-10-07,5.0,0,0.2730710793703126
2023-10-08,9.0,1,2.493000035440625
2023-10-09,33.0,1,-0.5989275832312501
2023-10-10,32.0,1,10.681396312682812
2023-10-11,15.0,0,0.6757940356624994
2023-10-12,26.0,3,8.143118521948438
2023-10-13,16.0,6,2.571120403714062
2023-10-14,9.0,0,1.8122912011718755
2023-10-15,9.0,1,-1.0399529144453121
2023-10-16,8.0,1,2.3509180709171886
2023-10-17,8.0,0,1.2132480086421884
2023-10-18,20.0,1,4.292648551828126
2023-10-19,21.0,2,-0.9878655701765622
2023-10-20,31.0,1,1.4692391552875006
2023-10-21,1.0,0,1.420680736364063
2023-10-22,18.0,2,-0.5273323866906245
2023-10-23,5.0,0,1.687614578642188
2023-10-24,15.0,2,7.5849726059531255
2023-10-25,7.0,0,4.936639835110937
2023-10-26,7.0,1,3.8598032048499995
2023-10-27,13.0,0,-1.1298306801796878
2023-10-28,1.0,0,2.3651424814687507
2023-10-29,6.0,0,0.2423326438968757
2023-10-30,30.0,3,4.420705802428126
2023-10-31,19.0,0,1.1020579789687504
2023-11-01,21.0,5,3.2587960508031255
2023-11-02,41.0,0,1.11841807036875
2023-11-03,65.0,0,3.3058500322062505
2023-11-04,23.0,0,-0.8143461139296874
2023-11-05,5.0,1,0.5425078022031256
2023-11-06,68.0,1,2.5636506231265628
2023-11-07,37.0,1,-0.590959360114062
2023-11-08,15.0,1,3.640203301289063
2023-11-09,26.0,3,3.363931100365625
2023-11-10,10.0,1,1.244788928825
2023-11-11,16.0,0,3.389416780365625
2023-11-12,6.0,0,-0.77082514389375
2023-11-13,16.0,10,1.5730335982343755
2023-11-14,34.0,1,4.490456158417188
2023-11-15,23.0,0,0.17289710739218778
2023-11-16,9.0,1,3.4445609379375
2023-11-17,28.0,2,3.22447089529375
2023-11-18,6.0,1,1.1588471788250003
2023-11-19,14.0,0,1.3233587678656251
2023-11-20,16.0,13,1.3756403848562504
2023-11-21,24.0,8,6.418115880218751
2023-11-22,12.0,0,4.9188269836
2023-11-23,34.0,1,-0.19414391069531267
2023-11-24,16.0,21,3.2395705854015624
2023-11-25,3.0,0,-0.9132510797062495
2023-11-26,5.0,6,0.45346429632500096
2023-11-27,15.0,2,2.5183811888968757
2023-11-28,7.0,0,9.363670970146876
2023-11-29,42.0,0,-0.39146708618125037
2023-11-30,73.0,1,4.163893907904687
2023-12-01,17.0,0,2.98755953676875
2023-12-02,8.0,0,4.031690632901563
2023-12-03,7.0,0,-1.0885051438937499
2023-12-04,46.0,0,3.3671012232343758
2023-12-05,18.0,1,3.133063483417188
2023-12-06,38.0,2,5.054437053485938
2023-12-07,28.0,2,2.823742880375
2023-12-08,18.0,0,4.9669247348859376
2023-12-09,6.0,1,0.7661470040078124
2023-12-10,11.0,0,-0.9065270252218744
2023-12-11,52.0,1,-0.5793675976796867
2023-12-12,19.0,2,1.5929378879375011
2023-12-13,35.0,4,4.470895610293751
2023-12-14,12.0,2,7.1634143517625
2023-12-15,16.0,0,0.7364474302218746
2023-12-16,6.0,0,0.14298231926249994
2023-12-17,8.0,0,-0.6230757412468747
2023-12-18,18.0,0,1.608994519928126
2023-12-19,20.0,0,2.513243545000001
2023-12-20,15.0,1,1.3772027927187505
2023-12-21,9.0,3,1.4121703848500002
2023-12-22,9.0,8,6.429284828195312
2023-12-23,0.0,3,0.9613578574312498
2023-12-24,4.0,2,-0.7143652930875
2023-12-25,2.0,0,0.5668692174640627
2023-12-26,9.0,0,-0.4126127397812493
2023-12-27,11.0,1,2.706843688381251
2023-12-28,12.0,5,0.48061183636093774
2023-12-29,0.0,3,1.6044232701468752
2023-12-30,2.0,0,1.54741996131875
2023-12-31,2.0,1,-0.4715781062828123
2024-01-01,6.0,1,0.7560958486781252
2024-01-02,42.0,8,3.7365038994843753
2024-01-03,16.0,6,-0.5734004537859374
2024-01-04,23.0,0,1.693143839703125
2024-01-05,24.0,12,2.5820612118765625
2024-01-06,11.0,2,0.46151037893281266
2024-01-07,1.0,0,-0.40556334360312485
2024-01-08,25.0,4,2.7476355486781254
2024-01-09,47.0,3,1.523335901984375
2024-01-10,56.0,1,2.5229911204015627
2024-01-11,12.0,4,3.41311440985625
2024-01-12,8.0,9,2.2804327727187497
2024-01-13,2.0,0,3.28822840963125
2024-01-14,4.0,2,-0.8174719081234375
2024-01-15,3.0,2,0.5354957837140629
2024-01-16,31.0,15,4.569167130953126
2024-01-17,22.0,4,1.1937374276109378
2024-01-18,32.0,15,6.35266953338125
2024-01-19,7.0,1,3.897438551579687
2024-01-20,24.0,2,-0.09810438419062506
2024-01-21,4.0,3,-0.7230405721703123
2024-01-22,17.0,15,2.5251298311062507
2024-01-23,25.0,0,0.36400943073437575
2024-01-24,38.0,6,12.493191852385937
2024-01-25,140.0,4,0.34878642503906176
2024-01-26,14.0,3,2.97210611006875
2024-01-27,2.0,2,1.9527600209203122
2024-01-28,12.0,12,4.087222136804688
2024-01-29,36.0,5,6.945315296214063
2024-01-30,56.0,3,6.5637117022031255
2024-01-31,36.0,3,5.365738553126563
2024-02-01,20.0,1,2.3527148857609372
2024-02-02,11.0,2,5.598933718501563
2024-02-03,12.0,1,1.4721038916156255
2024-02-04,21.0,7,-0.22563643044062398
2024-02-05,25.0,2,5.102948957314064
2024-02-06,12.0,8,8.760971075695313
2024-02-07,38.0,1,2.2526540018375005
2024-02-08,34.0,0,4.6393093661031255
2024-02-09,16.0,0,2.580701118935938
2024-02-10,5.0,0,-1.234342202503124
2024-02-11,9.0,0,0.2276198219515635
2024-02-12,21.0,0,8.364610826876564
2024-02-13,27.0,0,5.646255756870313
2024-02-14,31.0,5,7.532609894628125
2024-02-15,15.0,1,2.2663654950781247
2024-02-16,23.0,0,0.6580406767625002
2024-02-17,8.0,0,0.9719833702218756
2024-02-18,6.0,0,-0.8659269688937488
2024-02-19,15.0,2,1.4237535832343764
2024-02-20,39.0,1,4.3465803440734385
2024-02-21,29.0,0,4.041382319817188
2024-02-22,25.0,1,3.9701609051078126
2024-02-23,11.0,0,0.9288006576140624
2024-02-24,1.0,3,1.2220345713250003
2024-02-25,3.0,1,1.3213453938968756
2024-02-26,17.0,2,4.364308589928125
2024-02-27,25.0,1,2.09067608021875
2024-02-28,35.0,0,6.158523686100001
2024-02-29,34.0,6,4.7773131659921875
2024-03-01,30.0,2,4.725606754742188
2024-03-02,9.0,0,0.6782864437890626
2024-03-03,7.0,0,3.0420804638968755
2024-03-04,46.0,0,1.9713189001468756
2024-03-05,39.0,1,6.052270053600001
2024-03-06,37.0,2,3.6856473495234376
2024-03-07,28.0,11,5.746907498782813
2024-03-08,22.0,0,1.5399574516546877
2024-03-09,2.0,3,1.8668738141906256
2024-03-10,6.0,1,2.9959796862531256
2024-03-11,40.0,0,0.9737926166156257
2024-03-12,19.0,3,2.153928964559376
2024-03-13,14.0,0,0.1458849325328131
2024-03-14,39.0,1,1.3532243059203133
2024-03-15,24.0,1,3.381968419960938
2024-03-16,4.0,13,-0.7861470455484372
2024-03-17,7.0,12,-0.4306130566546871
2024-03-18,24.0,3,4.703415010329688
2024-03-19,41.0,3,4.2859413625750005
2024-03-20,90.0,2,3.12761263463125
2024-03-21,47.0,6,5.122899686876562
2024-03-22,30.0,11,-0.09772276356718779
2024-03-23,5.0,0,-0.7229672071343746
2024-03-24,7.0,6,-0.47863922264374936
2024-03-25,31.0,5,0.661779456250001
2024-03-26,37.0,0,8.626678903671875
2024-03-27,28.0,5,2.8257005622421874
2024-03-28,28.0,10,14.006508295257813
2024-03-29,15.0,2,1.9407385155124985
2024-03-30,9.0,1,0.5489593217687498
2024-03-31,7.0,5,-1.0567616150359374
2024-04-01,26.0,5,0.2920436912500015
2024-04-02,119.0,5,4.356539120734377
2024-04-03,35.0,3,2.0128893578234384
2024-04-04,24.0,1,7.081350081364063
2024-04-05,10.0,0,2.6540185846218747
2024-04-06,3.0,1,1.8486273173984378
2024-04-07,5.0,2,-0.9164652986749999
2024-04-08,22.0,4,5.443648286178126
2024-04-09,31.0,0,0.9983931682343754
2024-04-10,190.0,0,3.2087278936359382
2024-04-11,20.0,2,8.078552928273437
2024-04-12,25.0,9,3.5534211157671876
2024-04-13,2.0,6,-1.2957706611
2024-04-14,2.0,2,-0.7376559241906245
2024-04-15,16.0,1,5.488987739892188
2024-04-16,26.0,1,2.0193914294062507
2024-04-17,24.0,1,6.117053611253126
2024-04-18,20.0,4,3.773275714115625
2024-04-19,29.0,5,8.800346291465626
2024-04-20,3.0,0,0.2933807620984372
2024-04-21,9.0,0,-0.10645408767968711
2024-04-22,59.0,1,0.20282203500000073
2024-04-23,18.0,1,4.327966195656251
2024-04-24,14.0,2,6.001443509487501
2024-04-25,83.0,14,6.714340645032813
2024-04-26,18.0,6,5.461826229670312
2024-04-27,2.0,1,-0.5519560478359375
2024-04-28,10.0,15,2.0043978898593755
2024-04-29,41.0,4,1.0741129731625008
2024-04-30,50.0,2,2.1973587656984384
2024-05-01,17.0,0,9.151827858635938
2024-05-02,30.0,9,2.4400396387109375
2024-05-03,26.0,0,2.7486683918734376
2024-05-04,3.0,1,-0.14396974514687488
2024-05-05,8.0,7,0.22305935548281342
2024-05-06,27.0,2,2.3984052784171883
2024-05-07,29.0,3,7.270148602610938
2024-05-08,16.0,0,-0.25771715661874994
2024-05-09,32.0,0,11.199818227235937
2024-05-10,26.0,2,4.269097175078125
2024-05-11,10.0,0,-0.47827462095624984
2024-05-12,17.0,1,0.04466004309062521
2024-05-13,41.0,3,2.2633888956984385
2024-05-14,19.0,10,6.170108625917189
2024-05-15,27.0,2,6.748356092017188
2024-05-16,25.0,1,0.47386518669687483
2024-05-17,24.0,3,3.959452951276563
2024-05-18,3.0,4,-0.19343956727499956
2024-05-19,14.0,6,1.2293415880187508
2024-05-20,29.0,14,0.29885865819843815
2024-05-21,18.0,8,0.42589823466718846
2024-05-22,21.0,4,7.489505406282813
2024-05-23,27.0,7,3.8457223231234376
2024-05-24,11.0,0,5.9036460599312495
2024-05-25,8.0,2,0.7081637585999996
2024-05-26,15.0,2,0.07417126930468787
2024-05-27,11.0,1,1.3264623126828132
2024-05-28,25.0,1,5.330022935662501
2024-05-29,22.0,4,1.954830951948438
2024-05-30,18.0,11,2.087556074589063
2024-05-31,22.0,0,2.1175459658843754
2024-06-01,2.0,0,2.178969641210938
2024-06-02,5.0,4,0.20546568496718798
2024-06-03,34.0,2,3.4416367644125003
2024-06-04,26.0,1,6.225578556432813
2024-06-05,30.0,2,2.834187540584375
2024-06-06,42.0,1,5.9501220694875006
2024-06-07,12.0,6,3.695064627095312
2024-06-08,7.0,0,0.7615509020953128
2024-06-09,17.0,2,0.06238950709531299
2024-06-10,20.0,4,6.287121756876563
2024-06-11,28.0,0,1.804894221651563
2024-06-12,21.0,3,1.9975087762468755
2024-06-13,45.0,1,6.0720728439359375
2024-06-14,14.0,7,0.7363796424968752
2024-06-15,3.0,5,-0.917287687829687
2024-06-16,13.0,1,-0.5641964224609369
2024-06-17,30.0,2,1.6065043206625012
2024-06-18,30.0,0,1.4977135801046884
2024-06-19,28.0,3,7.464854416951563
2024-06-20,26.0,2,4.895118604595313
2024-06-21,32.0,0,2.827312858782812
2024-06-22,9.0,2,1.9505129062171873
2024-06-23,11.0,2,-0.8916552300718747
2024-06-24,33.0,0,-0.5504204174999991
2024-06-25,31.0,5,6.588529381468751
2024-06-26,44.0,1,2.9698895238968754
2024-06-27,26.0,7,0.0240953133031252
2024-06-28,22.0,5,6.31203847911875
2024-06-29,4.0,1,1.874415043971875
2024-06-30,3.0,0,-0.9012675991906247
2024-07-01,29.0,4,2.463039854892188
2024-07-02,21.0,0,5.323441826250001
2024-07-03,49.0,5,1.9656802613906255
2024-07-04,26.0,2,1.0958567464359377
2024-07-05,16.0,0,-0.7282931344093747
2024-07-06,15.0,0,-0.4564833823953118
2024-07-07,1.0,0,-0.34267094429843664
2024-07-08,19.0,5,1.7728750286421882
2024-07-09,40.0,0,3.6330133459531253
2024-07-10,30.0,3,5.367788450548438
2024-07-11,39.0,8,0.061714553237499525
2024-07-12,18.0,6,5.430341816360937
2024-07-13,1.0,0,1.0523187949281247
2024-07-14,5.0,0,1.2867339750000004
2024-07-15,37.0,2,2.3468015575
2024-07-16,35.0,5,2.2704247639687507
2024-07-17,19.0,1,1.2351793528656254
2024-07-18,23.0,3,0.32487044051250047
2024-07-19,22.0,0,0.4774313692687505
2024-07-20,9.0,2,-0.42665789812968696
2024-07-21,10.0,0,0.7056215787531256
2024-07-22,81.0,4,0.7099025426468754
2024-07-23,38.0,0,4.713112992131251
2024-07-24,31.0,0,5.321132348345312
2024-07-25,16.0,1,1.057248607610937
2024-07-26,23.0,4,5.313261035662499
2024-07-27,2.0,3,-0.011558428051562597
2024-07-28,8.0,0,-0.664213311285937
2024-07-29,14.0,4,5.559502428234375
2024-07-30,41.0,1,4.062883778198438
2024-07-31,35.0,2,0.9635103798859377
2024-08-01,29.0,2,0.18731964172656257
