,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2015-07-30,39,0,7.384256921600001
2015-07-31,21,4,6.014368051200001
2015-08-01,3,2,-1.9286278144000004
2015-08-02,0,0,0.5528554495999987
2015-08-03,38,0,15.83459072
2015-08-04,28,0,2.9913374720000006
2015-08-05,14,31,1.8839788543999996
2015-08-06,21,9,9.5205651456
2015-08-07,16,0,0.3490395136000002
2015-08-08,3,8,-1.4326278144000009
2015-08-09,5,1,-0.4018554880000007
2015-08-10,15,44,3.0737708031999995
2015-08-11,8,13,-0.31034142719999913
2015-08-12,19,0,3.2024352768000006
2015-08-13,3,32,12.9734555648
2015-08-14,14,9,8.897580441600002
2015-08-15,4,5,-0.5436311551999999
2015-08-16,3,0,-3.006191616000001
2015-08-17,31,14,5.245114675199999
2015-08-18,51,37,8.3552852992
2015-08-19,43,72,3.291444224
2015-08-20,41,44,-0.3344964608000005
2015-08-21,28,43,12.496875008
2015-08-22,16,7,-4.566139391999998
2015-08-23,11,45,-2.2227500032000007
2015-08-24,36,25,11.6073667584
2015-08-25,30,27,-2.6105175039999997
2015-08-26,12,25,-1.0483637248000006
2015-08-27,25,15,-0.49908899839999976
2015-08-28,10,2,-1.1491493888
2015-08-29,1,10,1.2532082688000008
2015-08-30,0,2,6.040249344
2015-08-31,27,3,-1.85961216
2015-09-01,39,6,2.094068224
2015-09-02,2,36,1.7829552128000004
2015-09-03,0,9,-0.17005578239999997
2015-09-04,0,0,-0.8304666624000003
2015-09-05,0,14,0.48587560959999976
2015-09-06,0,17,0.427329536
2015-09-07,21,3,1.4228529152000005
2015-09-08,20,9,2.2471119872000003
2015-09-09,14,4,-0.9559720959999999
2015-09-10,14,10,8.5073660928
2015-09-11,30,3,-2.1089605631999997
2015-09-12,4,2,0.0783031295999993
2015-09-13,8,1,-0.7807800320000002
2015-09-14,13,1,0.4956030975999999
2015-09-15,18,2,4.4301510656000005
2015-09-16,27,6,2.6344389632
2015-09-17,18,1,-0.46328453120000024
2015-09-18,7,0,-0.9435182079999999
2015-09-19,2,3,0.40531312640000006
2015-09-20,1,3,1.4551034879999998
2015-09-21,2,1,1.2527159295999999
2015-09-22,7,5,10.185727488
2015-09-23,20,4,12.3378564096
2015-09-24,8,7,19.79443968
2015-09-25,4,9,0.2690340863999996
2015-09-26,0,2,-1.530925670400002
2015-09-27,0,6,-3.185994752000002
2015-09-28,0,6,7.934744985599999
2015-09-29,0,5,15.4615959552
2015-09-30,0,0,5.193052467200001
2015-10-01,0,10,-3.1788294144
2015-10-02,17,2,3.759881216
2015-10-03,0,0,-3.4325185535999996
2015-10-04,0,3,-1.8455205888000008
2015-10-05,1,0,9.721081548799999
2015-10-06,3,2,10.8235264
2015-10-07,0,7,16.516136448
2015-10-08,1,4,-4.420037529599999
2015-10-09,14,3,0.5939746815999984
2015-10-10,2,3,1.1550513151999997
2015-10-11,3,5,-1.5911062528000004
2015-10-12,4,5,-1.7876531200000008
2015-10-13,3,11,1.718284288
2015-10-14,13,2,19.3805464576
2015-10-15,9,3,1.8319745024000023
2015-10-16,3,5,-0.6895898624000001
2015-10-17,0,4,-1.4394252288000011
2015-10-18,0,0,0.3174370303999996
2015-10-19,32,4,23.4789924864
2015-10-20,8,3,15.0201936896
2015-10-21,18,2,18.052166143999997
2015-10-22,23,1,-2.4920594432000005
2015-10-23,20,10,10.467148697599999
2015-10-24,2,14,-6.412232908800001
2015-10-25,3,4,-3.540625203200002
2015-10-26,20,7,2.4985824255999987
2015-10-27,27,14,3.0583713792000013
2015-10-28,22,7,0.8318074880000017
2015-10-29,22,9,1.4300297216000017
2015-10-30,22,8,1.755112448000001
2015-10-31,23,3,6.053700505600001
2015-11-01,4,0,3.2987303936000005
2015-11-02,15,5,-1.4757504000000008
2015-11-03,32,9,10.44424192
2015-11-04,35,2,2.5629608960000008
2015-11-05,24,1,4.1043229696
2015-11-06,11,1,1.0186184703999999
2015-11-07,0,0,0.5578491903999998
2015-11-08,4,0,2.9489997823999996
2015-11-09,5,0,12.7314306048
2015-11-10,12,0,11.727950745600001
2015-11-11,16,7,-0.27262781439999983
2015-11-12,13,6,16.319231283199997
2015-11-13,48,44,-1.1042033664000002
2015-11-14,19,1,-1.0584004608000015
2015-11-15,6,45,-1.0206821376000015
2015-11-16,23,11,1.6302117887999996
2015-11-17,6,0,2.5661460480000002
2015-11-18,24,0,2.445066752000001
2015-11-19,43,9,10.5520654336
2015-11-20,47,0,-3.9214929919999992
2015-11-21,3,0,4.036892672
2015-11-22,0,0,4.659241472
2015-11-23,17,4,1.3194856447999999
2015-11-24,14,3,8.7507648512
2015-11-25,21,1,1.4703760384000004
2015-11-26,23,5,11.185251328
2015-11-27,15,1,5.586888192000001
2015-11-28,8,1,6.761592524799999
2015-11-29,4,1,1.5925754879999996
2015-11-30,12,35,6.373966233599999
2015-12-01,2,7,2.8653217792000003
2015-12-02,13,2,8.308260966399999
2015-12-03,12,5,10.4271405056
2015-12-04,13,8,11.557025280000001
2015-12-05,6,19,1.7062252543999996
2015-12-06,9,9,8.149241344
2015-12-07,10,24,12.5978100736
2015-12-08,12,78,13.4394341376
2015-12-09,8,12,-0.5018721280000005
2015-12-10,13,4,8.633783603199998
2015-12-11,8,6,1.9265994751999997
2015-12-12,5,5,-3.02026752
2015-12-13,3,6,8.6272335872
2015-12-14,5,1,8.4067959808
2015-12-15,14,1,5.8150796288
2015-12-16,24,2,14.9958192128
2015-12-17,16,6,11.291222528
2015-12-18,10,1,0.06378321919999941
2015-12-19,2,0,2.9297603583999985
2015-12-20,1,3,2.4258787327999993
2015-12-21,4,9,-1.1338754048000004
2015-12-22,9,3,7.8297096192
2015-12-23,15,8,0.7498288128000006
2015-12-24,22,26,1.663912345600001
2015-12-25,29,25,7.002164736000001
2015-12-26,1,9,8.3102143488
2015-12-27,22,4,-4.2710565888
2015-12-28,33,0,6.7883542528
2015-12-29,18,4,10.7415334912
2015-12-30,19,2,17.4389895168
2015-12-31,17,4,3.2435449856000007
2016-01-01,34,5,-0.2830981120000011
2016-01-02,9,1,4.034431487999999
2016-01-03,2,0,3.9420907520000004
2016-01-04,7,20,4.034232115199999
2016-01-05,6,4,8.136742911999999
2016-01-06,15,58,14.2891920384
2016-01-07,21,22,1.6204002304000014
2016-01-08,8,3,3.1646451712
2016-01-09,4,13,10.745035776
2016-01-10,7,3,2.5548753919999996
2016-01-11,25,16,19.466600140799997
2016-01-12,15,0,4.560787660800001
2016-01-13,29,7,5.830266572799999
2016-01-14,32,10,7.1143171072
2016-01-15,19,6,1.0594468864
2016-01-16,4,4,6.335748300799999
2016-01-17,7,16,2.9650925568
2016-01-18,7,14,11.487239168
2016-01-19,27,7,0.17150586880000063
2016-01-20,23,4,7.6470360064000005
2016-01-21,14,11,3.1169702912000004
2016-01-22,15,0,3.7302356991999996
2016-01-23,10,6,8.9613841408
2016-01-24,3,8,1.1117591551999997
2016-01-25,15,5,10.155103129599999
2016-01-26,29,5,4.9462478848
2016-01-27,17,3,12.2985250816
2016-01-28,19,0,9.0481191936
2016-01-29,4,1,0.8706619391999997
2016-01-30,10,0,3.333019340799999
2016-01-31,0,1,-3.3809185792000003
2016-02-01,30,0,10.1961980928
2016-02-02,17,0,-0.4750408703999991
2016-02-03,14,2,14.751813734399999
2016-02-04,1,15,8.451924992000002
2016-02-05,1,5,16.395951923200002
2016-02-06,1,61,7.7060352000000005
2016-02-07,0,43,12.376167731199999
2016-02-08,0,28,37.5980469248
2016-02-09,0,29,4.028361113599999
2016-02-10,0,0,16.211871436799996
2016-02-11,3,6,17.2632961024
2016-02-12,0,0,15.402119884799998
2016-02-13,0,0,-1.741468569600002
2016-02-14,2,5,4.457242931199998
2016-02-15,1,2,4.129865215999999
2016-02-16,4,33,-0.24547573759999874
2016-02-17,12,49,5.172715008
2016-02-18,10,6,0.36025477120000104
2016-02-19,13,15,9.4604635136
2016-02-20,4,0,1.4779163648000022
2016-02-21,8,0,9.697905459200001
2016-02-22,26,0,9.827648
2016-02-23,15,9,5.242426060800001
2016-02-24,16,1,14.7761830912
2016-02-25,15,3,-3.8822658047999994
2016-02-26,7,2,15.807031193599999
2016-02-27,1,10,7.366625689600001
2016-02-28,0,11,16.6844130304
2016-02-29,5,1,-1.0588510208000006
2016-03-01,6,1,5.354235494399999
2016-03-02,25,1,16.409754112
2016-03-03,15,4,6.369422745600001
2016-03-04,12,4,-0.8276157440000009
2016-03-05,7,2,5.0436492288
2016-03-06,5,3,1.8447728640000003
2016-03-07,17,15,8.631115878400001
2016-03-08,10,0,6.7777594368
2016-03-09,23,0,-0.16915732480000045
2016-03-10,81,4,9.112200601600001
2016-03-11,23,6,0.02684600320000108
2016-03-12,2,0,9.411666022399999
2016-03-13,8,1,2.2988133376000004
2016-03-14,30,7,-0.9350804479999999
2016-03-15,23,2,2.1364416512
2016-03-16,19,7,8.1745579008
2016-03-17,9,1,10.1450698752
2016-03-18,14,0,3.2008529920000006
2016-03-19,2,2,-0.08969707520000014
2016-03-20,5,0,-3.0384404480000002
2016-03-21,13,0,3.1289643008
2016-03-22,19,5,5.7418970112
2016-03-23,20,0,-0.9202317311999999
2016-03-24,11,7,11.996839936
2016-03-25,33,0,4.932280217600002
2016-03-26,1,0,-1.7698594816000002
2016-03-27,3,2,0.6770623487999994
2016-03-28,30,0,4.9885865983999995
2016-03-29,29,0,20.35588608
2016-03-30,47,2,-2.098329087999999
2016-03-31,25,2,2.3227644927999984
2016-04-01,25,0,5.644627251199999
2016-04-02,0,3,6.1772478464
2016-04-03,4,0,-2.0645093376000005
2016-04-04,2,3,-1.5921952768000014
2016-04-05,25,1,2.0952322047999994
2016-04-06,30,7,-1.1503065087999986
2016-04-07,31,2,0.4796745728000005
2016-04-08,12,0,4.7504958464
2016-04-09,4,7,2.0176336896000007
2016-04-10,10,5,4.1778724864
2016-04-11,20,9,8.847153152
2016-04-12,18,2,9.7478659072
2016-04-13,29,1,2.8165794816
2016-04-14,19,3,4.507564646399999
2016-04-15,21,1,7.468663705599999
2016-04-16,4,0,0.8047593472000001
2016-04-17,5,6,0.7101879295999991
2016-04-18,13,1,2.2364760063999993
2016-04-19,9,1,2.2699821056000005
2016-04-20,9,0,2.3529834496000004
2016-04-21,11,4,6.4749739008
2016-04-22,10,0,3.7991309312000006
2016-04-23,2,4,-0.08004843520000016
2016-04-24,3,2,0.7333677056000001
2016-04-25,14,1,-0.9127552000000003
2016-04-26,9,0,0.6423824383999999
2016-04-27,24,0,4.6936698880000005
2016-04-28,15,2,7.984964608
2016-04-29,17,0,-1.0578175999999995
2016-04-30,1,0,7.094259302399999
2016-05-01,0,0,3.1056704512
2016-05-02,0,0,4.356428492799999
2016-05-03,5,0,8.1572179968
2016-05-04,3,0,7.2514349056
2016-05-05,15,0,0.8311862271999999
2016-05-06,14,1,8.767178137599998
2016-05-07,8,0,11.695265792
2016-05-08,8,32,5.5505139712
2016-05-09,17,17,-2.0466502656000003
2016-05-10,30,3,0.6346791935999994
2016-05-11,33,20,0.054079795199999836
2016-05-12,12,20,2.5326171136
2016-05-13,12,8,2.4472211456000004
2016-05-14,3,3,-1.4855516159999995
2016-05-15,15,2,1.3297400832000008
2016-05-16,26,4,-1.6548777983999992
2016-05-17,11,1,3.1070007296
2016-05-18,22,1,-0.3531630591999999
2016-05-19,18,1,4.0738458624
2016-05-20,9,3,3.4369829888000005
2016-05-21,6,0,1.2051015680000003
2016-05-22,1,2,3.4967413759999997
2016-05-23,23,0,-1.8108836864
2016-05-24,8,0,2.0347762687999995
2016-05-25,7,0,3.754898432
2016-05-26,24,6,1.2643492863999999
2016-05-27,44,0,5.4979920896
2016-05-28,5,2,0.7319905280000003
2016-05-29,0,0,-0.7387514880000003
2016-05-30,1,2,-1.1751130112000001
2016-05-31,5,22,10.248921088
2016-06-01,11,0,3.2833648640000006
2016-06-02,24,2,-0.4933363712000003
2016-06-03,15,4,2.2811806719999996
2016-06-04,0,15,5.1730690048
2016-06-05,0,9,-0.44587130880000014
2016-06-06,11,0,2.3510714367999994
2016-06-07,2,0,-0.8027080704000005
2016-06-08,2,2,3.7459732480000003
2016-06-09,2,1,5.142990233600001
2016-06-10,6,1,-1.3477720064
2016-06-11,7,0,3.6224218111999997
2016-06-12,9,0,4.1243039744
2016-06-13,14,6,-0.2150765567999997
2016-06-14,7,0,4.4660877312
2016-06-15,21,0,0.8665636864000001
2016-06-16,16,1,1.2713962495999998
2016-06-17,7,0,0.36945254400000027
2016-06-18,3,0,0.6544484352
2016-06-19,8,0,-0.1848418303999999
2016-06-20,6,6,-0.9385072639999997
2016-06-21,9,0,0.4137537536
2016-06-22,15,2,-0.5896035327999997
2016-06-23,15,0,-0.3742889983999998
2016-06-24,13,2,1.7711817728000003
2016-06-25,1,0,0.4459342848000003
2016-06-26,5,3,4.5438231552
2016-06-27,17,3,5.7642447872
2016-06-28,14,6,7.0554039296
2016-06-29,6,7,-2.6990597120000004
2016-06-30,1,0,-1.3028629504000009
2016-07-01,3,0,2.1508377599999995
2016-07-02,0,0,1.7710018559999998
2016-07-03,0,0,7.6632143872
2016-07-04,15,2,6.4292458496
2016-07-05,8,1,-0.08020121599999985
2016-07-06,10,2,-0.14618286079999976
2016-07-07,19,0,0.3754814463999996
2016-07-08,16,4,-0.3482905600000006
2016-07-09,19,1,11.935573504
2016-07-10,6,1,15.6634211328
2016-07-11,12,0,0.6132036608000009
2016-07-12,7,7,-3.7620233216000005
2016-07-13,9,1,3.915565670399999
2016-07-14,1,2,-0.5788337152
2016-07-15,9,0,-1.9029992448000006
2016-07-16,3,2,-0.24873697280000062
2016-07-17,5,2,2.8587099136000003
2016-07-18,10,0,1.3625555968000014
2016-07-19,8,1,1.5351112704000007
2016-07-20,4,5,-1.2828340224
2016-07-21,29,1,0.3358842879999999
2016-07-22,4,0,14.3290356736
2016-07-23,2,0,0.6190113792000007
2016-07-24,13,8,5.732011007999999
2016-07-25,22,3,-2.8556867584
2016-07-26,19,11,-1.5053566976000008
2016-07-27,8,14,0.9975600127999997
2016-07-28,1,8,0.8682892287999999
2016-07-29,16,0,-1.1142917120000004
2016-07-30,5,3,-0.7154223103999994
2016-07-31,3,0,-0.5432048639999995
2016-08-01,9,0,6.716748902400001
2016-08-02,11,9,4.4083155968000005
2016-08-03,19,2,-1.8347110400000002
2016-08-04,13,3,-0.8786288640000006
2016-08-05,7,0,-0.5769141248
2016-08-06,4,1,5.5947092992
2016-08-07,2,1,0.5037824000000002
2016-08-08,11,0,-0.12105984000000047
2016-08-09,2,2,-0.8502743039999999
2016-08-10,7,0,2.4487882752000005
2016-08-11,7,0,-0.9432321023999998
2016-08-12,4,0,0.5527551999999997
2016-08-13,1,0,11.48804608
2016-08-14,5,0,0.2785914880000009
2016-08-15,6,1,1.1948737535999996
2016-08-16,5,0,-0.5502128128000003
2016-08-17,16,0,-1.0759855104000005
2016-08-18,7,1,-0.6948239360000001
2016-08-19,4,1,-0.5248883712000001
2016-08-20,10,2,-0.3890027520000002
2016-08-21,0,1,-0.3227244543999993
2016-08-22,6,13,-0.2640043007999994
2016-08-23,6,1,-0.0974979071999997
2016-08-24,6,0,1.9482042368
2016-08-25,7,0,-0.4124693503999999
2016-08-26,8,0,-0.16000000000000014
2016-08-27,0,0,4.904
2016-08-28,5,0,6.9328
2016-08-29,8,1,-2.051072
2016-08-30,3,0,-0.9208576000000008
2016-08-31,7,0,4.41414656
2016-09-01,16,0,-1.425255424
2016-09-02,2,0,-0.7313707008000004
2016-09-03,0,0,2.5119359999999995
2016-09-04,0,0,0.024647680000000283
2016-09-05,0,18,-0.7451284479999996
2016-09-06,0,7,-0.42589880319999995
2016-09-07,1,2,-0.23343360000000013
2016-09-08,16,10,0.8178534400000003
2016-09-09,9,8,-0.3491691519999998
2016-09-10,24,1,-0.15120896000000011
2016-09-11,3,0,-0.10808985599999987
2016-09-12,12,21,-0.08539576319999984
2016-09-13,12,1,-0.03800535039999998
2016-09-14,22,1,-0.02042880000000001
2016-09-15,0,4,-0.01692672000000001
2016-09-16,1,1,-0.01438771199999994
2016-09-17,0,0,0.9875306496
2016-09-18,24,0,-0.19999999999999996
2016-09-19,21,0,-0.08000000000000007
2016-09-20,9,0,-0.048000000000000036
2016-09-21,14,0,-0.03360000000000001
2016-09-22,9,2,-0.025536000000000014
2016-09-23,13,1,-0.02042880000000001
2016-09-24,0,0,-0.01692672000000001
2016-09-25,0,0,2.985612288
2016-09-26,14,1,-0.6124693503999998
2016-09-27,10,0,-0.2400000000000002
2016-09-28,16,0,0.8559999999999999
2016-09-29,32,0,1.6992
2016-09-30,23,0,-0.556608
2016-10-01,11,0,1.7307135999999999
2016-10-02,19,1,8.41961984
2016-10-03,0,24,3.9041008640000006
2016-10-04,0,1,-2.1249088512000003
2016-10-05,0,0,-1.0369843200000008
2016-10-06,11,1,-0.6897131520000004
2016-10-07,19,3,-0.5135263744
2016-10-08,10,0,1.6041326591999998
2016-10-09,6,41,3.296311296
2016-10-10,13,26,0.7840115712000006
2016-10-11,4,3,-1.0145504255999995
2016-10-12,11,1,-0.49401610240000005
2016-10-13,11,2,-0.28147200000000017
2016-10-14,19,0,-0.2102016000000001
2016-10-15,7,3,-0.1666406400000001
2016-10-16,3,1,3.862660096
2016-10-17,8,8,-0.9163429887999995
2016-10-18,12,8,0.6013471744
2016-10-19,11,23,-0.41693870080000006
2016-10-20,19,8,-0.21440000000000012
2016-10-21,18,0,-0.15014400000000008
2016-10-22,3,1,-0.11531520000000006
2016-10-23,0,0,-0.09324288000000006
2016-10-24,9,8,-0.07797964799999976
2016-10-25,3,13,1.9331958784
2016-10-26,11,6,-0.41438771199999985
2016-10-27,10,26,-0.1724693504000001
2016-10-28,17,25,-0.09600000000000007
2016-10-29,3,2,-0.06720000000000002
2016-10-30,5,14,-0.05107200000000003
2016-10-31,16,1,1.9591424
2016-11-01,13,8,0.5661465600000001
2016-11-02,20,0,-0.388775424
2016-11-03,11,1,-0.20093870080000006
2016-11-04,9,2,-0.11520000000000005
2016-11-05,5,3,2.915328
2016-11-06,12,2,1.3336064
2016-11-07,20,0,-0.6942822400000002
2016-11-08,17,3,0.6502978559999999
2016-11-09,27,2,0.5638735872
2016-11-10,12,3,0.5637226496
2016-11-11,20,0,-0.44035840000000015
2016-11-12,0,1,2.74676224
2016-11-13,8,3,0.21584742400000023
2016-11-14,22,0,1.4142517248000002
2016-11-15,24,0,0.2881697792
2016-11-16,10,1,0.4394567679999999
2016-11-17,9,5,-0.5299917824
2016-11-18,18,0,-0.3088794624000001
2016-11-19,2,0,7.7836496896
2016-11-20,3,0,-1.7600834559999996
2016-11-21,16,0,0.2283859967999995
2016-11-22,22,0,11.3373997056
2016-11-23,25,8,7.1949468672000005
2016-11-24,13,3,3.7608549375999996
2016-11-25,9,9,-2.9854997504000007
2016-11-26,9,45,6.395850239999999
2016-11-27,0,17,4.286037504
2016-11-28,6,24,2.1076128767999993
2016-11-29,10,9,-1.544548352000001
2016-11-30,6,4,1.2978093056
2016-12-01,8,3,1.2285156352000006
2016-12-02,14,7,4.376410112
2016-12-03,18,0,-2.1109808128000003
2016-12-04,18,0,0.9139312639999999
2016-12-05,10,36,-0.17093918719999945
2016-12-06,11,2,1.1243548672000003
2016-12-07,9,0,-0.918017024
2016-12-08,6,5,-0.5041854464000001
2016-12-09,7,0,0.6371964928000001
2016-12-10,2,0,2.5426720768000006
2016-12-11,6,4,0.1398296576000002
2016-12-12,3,1,3.425440256
2016-12-13,8,0,2.8692201472
2016-12-14,11,0,1.6644192256
2016-12-15,9,0,-0.26757550080000025
2016-12-16,10,0,-0.8701491200000004
2016-12-17,0,0,-0.5461406720000003
2016-12-18,1,0,4.5947815936000005
2016-12-19,11,2,-0.31142584319999966
2016-12-20,10,16,0.17545052159999996
2016-12-21,4,2,0.30136279040000014
2016-12-22,10,68,-0.6059672575999998
2016-12-23,2,42,-0.34107576320000005
2016-12-24,2,30,1.7782506496
2016-12-25,5,32,4.4358016
2016-12-26,4,6,0.7051699200000003
2016-12-27,8,14,-0.010089984000000163
2016-12-28,4,45,0.28901621759999974
2016-12-29,2,48,-0.6219290624000001
2016-12-30,16,0,0.6237930495999998
2016-12-31,6,20,0.5313305599999999
2017-01-01,6,7,1.506597376
2017-01-02,4,15,1.2953044992000002
2017-01-03,7,6,1.229922304
2017-01-04,10,20,1.2286108672
2017-01-05,13,7,1.2039781376
2017-01-06,6,8,12.1759031296
2017-01-07,8,0,1.9535559679999999
2017-01-08,14,1,-2.355840102400001
2017-01-09,29,0,-0.25822781440000075
2017-01-10,9,3,0.9437028351999999
2017-01-11,10,3,5.8916068352
2017-01-12,8,1,3.9111780352
2017-01-13,14,0,3.7344945151999998
2017-01-14,12,1,-0.4053485567999999
2017-01-15,6,7,0.29125908480000007
2017-01-16,9,13,-1.3484830720000003
2017-01-17,7,0,-0.8020587520000004
2017-01-18,0,2,0.40127938559999987
2017-01-19,14,0,2.3319421952000003
2017-01-20,16,0,2.9528983552000003
2017-01-21,3,13,-1.3238534143999994
2017-01-22,12,6,0.3649550335999999
2017-01-23,13,3,5.4279498752
2017-01-24,9,8,2.4636244992000003
2017-01-25,9,2,-1.5083571200000003
2017-01-26,8,2,-0.7884830720000005
2017-01-27,11,0,-0.5424753664
2017-01-28,0,2,0.5969963008000002
2017-01-29,0,0,12.5084790784
2017-01-30,9,0,-1.8776632319999997
2017-01-31,13,0,2.5454974975999995
2017-02-01,1,0,1.3300330496000001
2017-02-02,0,0,-0.48021340160000014
2017-02-03,5,0,-1.0179968000000006
2017-02-04,5,3,-0.6664371200000004
2017-02-05,1,5,-0.5058078720000002
2017-02-06,7,0,5.591640473600001
2017-02-07,13,0,8.468981452800001
2017-02-08,13,4,-2.6212291584
2017-02-09,16,2,4.8020327424
2017-02-10,12,0,7.0666042368
2017-02-11,0,0,12.2183146496
2017-02-12,0,2,-0.38593279999999996
2017-02-13,16,2,-0.9394483200000012
2017-02-14,7,0,5.848790527999999
2017-02-15,15,0,7.9729099776000005
2017-02-16,21,0,0.13644697600000022
2017-02-17,13,0,0.22155724799999899
2017-02-18,9,0,-1.3077935103999998
2017-02-19,20,0,0.35750768640000063
2017-02-20,42,0,-1.4811709439999996
2017-02-21,21,1,-0.8497273856000002
2017-02-22,20,1,2.3858424832000003
2017-02-23,16,0,-0.07974891519999905
2017-02-24,22,0,-0.7569946623999997
2017-02-25,9,2,6.6251751424
2017-02-26,12,2,5.365550796800001
2017-02-27,20,2,0.8885472256
2017-02-28,17,0,0.39223889919999944
2017-03-01,14,0,2.7175910399999994
2017-03-02,21,1,0.421958144
2017-03-03,11,7,1.7096506367999997
2017-03-04,0,2,-1.3697659904000004
2017-03-05,13,11,2.198040576
2017-03-06,22,0,-1.1929811967999995
2017-03-07,9,1,-0.6378892287999999
2017-03-08,13,2,1.6046440448000001
2017-03-09,10,1,1.3215706112000003
2017-03-10,22,0,-0.7660409855999999
2017-03-11,3,0,5.6146117632
2017-03-12,2,2,3.5486117888
2017-03-13,13,3,0.35856486399999987
2017-03-14,12,0,-1.2173376512000003
2017-03-15,5,1,-0.6763110400000004
2017-03-16,11,0,-0.47984486400000015
2017-03-17,15,0,-0.37116692479999996
2017-03-18,13,10,4.7202849792
2017-03-19,10,10,10.788182528
2017-03-20,12,19,0.019391897600000707
2017-03-21,12,3,4.1088778239999995
2017-03-22,9,2,-2.2089387008
2017-03-23,8,2,-0.1548800000000008
2017-03-24,18,16,-0.9973760000000005
2017-03-25,2,0,5.3120128
2017-03-26,1,16,0.2624384000000002
2017-03-27,53,2,1.6780477440000006
2017-03-28,18,11,3.6321083392
2017-03-29,11,0,1.3182368768000003
2017-03-30,12,1,2.5438411776
2017-03-31,7,1,-0.5688325120000002
2017-04-01,16,0,6.936504729599999
2017-04-02,10,5,2.7180538880000005
2017-04-03,2,2,-2.1555236864000005
2017-04-04,4,0,0.8662341631999995
2017-04-05,17,0,2.8238220288
2017-04-06,8,0,5.474066432000001
2017-04-07,5,3,-1.2189960191999996
2017-04-08,4,18,7.6789771263999995
2017-04-09,3,16,-2.613676646399999
2017-04-10,14,5,2.6821050368
2017-04-11,10,3,0.37773260799999986
2017-04-12,21,5,-0.2874199040000003
2017-04-13,19,3,6.9967706112
2017-04-14,4,1,2.7382226944000005
2017-04-15,8,0,-1.1113576448
2017-04-16,1,8,5.7076540416
2017-04-17,2,1,-1.2351246336
2017-04-18,0,3,0.7078789119999995
2017-04-19,7,2,0.7637100543999997
2017-04-20,3,4,-1.1456201728000002
2017-04-21,4,1,-0.7009854463999998
