,facebook/react,sveltejs/svelte,vuejs/core
2023-02-15,4,-0.7737049390468755,0
2023-02-16,20,1.6313034423921873,0
2023-02-17,10,-0.4201625000000002,0
2023-02-18,0,-0.2507542499999995,0
2023-02-19,0,-0.18297926249999966,0
2023-02-20,8,-0.14455278374999952,0
2023-02-21,8,11.880542313234375,5
2023-02-22,4,5.698298931354687,0
2023-02-23,2,4.679020639748437,0
2023-02-24,3,0.723863373968749,0
2023-02-25,3,-0.9342477050718745,0
2023-02-26,0,2.400961500000001,0
2023-02-27,7,13.248263600000001,0
2023-02-28,5,8.1017160575,0
2023-03-01,7,4.9808187950625,0
2023-03-02,7,3.1283618759593748,0
2023-03-03,22,-1.5760144883453118,0
2023-03-04,11,1.0342247212531266,0
2023-03-05,3,-0.8826519688218735,0
2023-03-06,26,0.3782334384531266,0
2023-03-07,9,-0.5998077398265613,0
2023-03-08,19,2.5569419980906263,0
2023-03-09,11,0.43283130228125044,0
2023-03-10,7,1.6113799421703128,0
2023-03-11,6,-0.4107984051796876,0
2023-03-12,1,-0.21278613853124978,0
2023-03-13,9,0.8460958486781253,0
2023-03-14,3,6.793503899484375,0
2023-03-15,12,6.167924546214062,0
2023-03-16,9,0.8903773397031243,0
2023-03-17,10,1.2078852368765622,2
2023-03-18,2,0.3222102714328128,0
2023-03-19,0,0.4655855324281257,0
2023-03-20,8,1.5406299662500007,0
2023-03-21,12,2.4735832257343757,0
2023-03-22,19,-0.6507529423953122,0
2023-03-23,5,0.596939173639063,4
2023-03-24,12,0.6437802512171878,1
2023-03-25,3,-0.29941103985312467,1
2023-03-26,0,-0.18563398933749972,6
2023-03-27,16,5.871196904448437,4
2023-03-28,9,1.3024041826828123,32
2023-03-29,8,1.4552185933812498,7
2023-03-30,22,4.489547733642187,10
2023-03-31,15,-0.7916370092656251,6
2023-04-01,1,-0.43799266555156224,0
2023-04-02,1,3.696570572464063,2
2023-04-03,4,2.3715677975000005,2
2023-04-04,14,-0.6665050455937498,4
2023-04-05,12,2.593472803753125,8
2023-04-06,8,-0.5595528123531248,11
2023-04-07,4,-0.3260937701499995,0
2023-04-08,0,-0.22849256267968715,6
2023-04-09,1,-0.14584832249999952,1
2023-04-10,10,-0.11990459081249966,3
2023-04-11,13,8.898213613309375,12
2023-04-12,2,1.0415223536421867,2
2023-04-13,3,-0.6337049390468754,6
2023-04-14,3,-0.37169655760781267,0
2023-04-15,2,1.7570375000000007,10
2023-04-16,0,-0.3863757499999996,2
2023-04-17,7,0.7593083875000004,4
2023-04-18,8,24.71683270875,4
2023-04-19,11,0.30537279035937326,0
2023-04-20,13,1.4195402011453118,13
2023-04-21,13,-1.2112842300718758,11
2023-04-22,3,-0.7753666424999982,0
2023-04-23,2,-0.5827048885312484,0
2023-04-24,7,0.5327205361781265,2
2023-04-25,9,-0.474747006765624,4
2023-04-26,18,3.6346261958234383,0
2023-04-27,7,1.299542658804688,1
2023-04-28,3,0.5454360033453124,0
2023-04-29,2,-0.34531330760781265,0
2023-04-30,0,1.8021879875000002,0
2023-05-01,6,-0.3453856962499998,6
2023-05-02,11,1.7948876369843754,4
2023-05-03,12,-0.35221441253593744,0
2023-05-04,8,6.795052342937501,0
2023-05-05,2,4.146940767575,3
2023-05-06,0,-0.9090150430875004,1
2023-05-07,1,-0.48731974503593767,0
2023-05-08,9,5.66740184896875,14
2023-05-09,4,1.1448851524281254,0
2023-05-10,3,0.33814553646875023,0
2023-05-11,8,1.478736358678125,6
2023-05-12,6,1.4515783276406256,9
2023-05-13,0,3.436840967170313,0
2023-05-14,0,1.2791376623203126,0
2023-05-15,5,1.4126720475,0
2023-05-16,2,2.42968221690625,0
2023-05-17,15,1.3311690375031253,5
2023-05-18,9,0.4273305644125003,16
2023-05-19,1,3.5485705789328126,2
2023-05-20,2,0.29714585889687517,0
2023-05-21,0,0.4982423753656253,0
2023-05-22,3,3.5736985338250005,0
2023-05-23,5,6.332193805146876,0
2023-05-24,4,0.9255184508812497,0
2023-05-25,10,8.226145820110938,0
2023-05-26,4,8.6278304344125,1
2023-05-27,0,2.257967686651562,0
2023-05-28,0,-1.367547719409375,0
2023-05-29,0,0.16232796194843835,0
2023-05-30,2,6.283672246651564,0
2023-05-31,13,-1.2300366062531243,0
2023-06-01,6,5.282641014967188,0
2023-06-02,5,-1.0866600347124997,0
2023-06-03,2,-0.6464018379796865,0
2023-06-04,3,1.5807589600781256,0
2023-06-05,13,0.5392018061062507,0
2023-06-06,7,-0.37392468676562457,0
2023-06-07,3,1.7436508813546878,0
2023-06-08,10,4.6048208547484375,0
2023-06-09,1,1.2996941219062499,0
2023-06-10,1,0.42516610978437486,8
2023-06-11,0,-0.409174405,1
2023-06-12,1,1.7322236777187505,1
2023-06-13,5,0.5969012069125004,0
2023-06-14,4,7.6607076924640625,3
2023-06-15,13,0.9809541177187495,3
2023-06-16,13,8.27018632485,0
2023-06-17,0,0.6568794150390618,0
2023-06-18,0,1.1038932069125003,0
2023-06-19,0,7.239492742464063,0
2023-06-20,13,8.69927757771875,0
2023-06-21,3,8.2551846369125,0
2023-06-22,10,23.02285063833906,0
2023-06-23,6,3.3549717624312487,2
2023-06-24,0,0.4030170602874996,1
2023-06-25,0,0.08249770864531336,0
2023-06-26,1,3.5314659738968777,0
2023-06-27,7,2.4410424533031274,0
2023-06-28,5,4.540334024556252,1
2023-06-29,2,3.438676600734376,0
2023-06-30,3,2.540115738000001,0
2023-07-01,0,-1.2957883682578117,0
2023-07-02,1,1.3135636382015634,0
2023-07-03,5,8.333537285110939,1
2023-07-04,1,0.6587801198500003,0
2023-07-05,5,3.060893245257813,0
2023-07-06,21,6.0130531805125,0
2023-07-07,1,0.7021945347062504,0
2023-07-08,7,-0.9219672897421871,0
2023-07-09,0,1.4213755848562508,7
2023-07-10,0,9.388591582718751,8
2023-07-11,6,1.5781097852875001,13
2023-07-12,5,-1.0704686713546874,4
2023-07-13,8,1.3796241441156254,0
2023-07-14,10,0.35288050624687595,0
2023-07-15,0,-0.5174076187828116,0
2023-07-16,0,0.6790445274281256,0
2023-07-17,2,1.6606153739687506,0
2023-07-18,1,4.556342076021876,0
2023-07-19,1,2.22636576059375,1
2023-07-20,1,0.33679153739218726,0
2023-07-21,2,1.53482792771875,0
2023-07-22,0,-0.5055740305874996,0
2023-07-23,0,-0.306887823785937,0
2023-07-24,1,1.7764214819843755,0
2023-07-25,10,-0.37993174731718715,0
2023-07-26,3,1.7666841286000003,0
2023-07-27,7,0.6348830770234376,0
2023-07-28,4,1.7117227368765626,0
2023-07-29,0,-0.3617689785671876,0
2023-07-30,0,-0.2029467300718748,0
2023-07-31,0,0.8679166075000002,0
2023-08-01,4,-0.20290240103124974,0
2023-08-02,4,-0.1293806100718748,0
2023-08-03,2,0.9149456527187502,0
2023-08-04,7,2.8307840894125,0
2023-08-05,0,-0.3886522285671877,0
2023-08-06,0,-0.19345971757187502,0
2023-08-07,7,0.8827438037500001,0
2023-08-08,1,-0.1876725630156248,0
2023-08-09,4,-0.11491111503593732,0
2023-08-10,14,-0.07907973374999987,0
2023-08-11,9,1.9364880982343753,1
2023-08-12,1,0.7467794584171874,0
2023-08-13,0,0.7716414298921874,0
2023-08-14,14,0.7869063037499999,1
2023-08-15,6,0.7756066869843751,0
2023-08-16,16,-0.23479485253593743,0
2023-08-17,14,-0.13660327499999986,0
2023-08-18,6,0.8993713450000003,0
2023-08-19,0,-0.18017158478124984,0
2023-08-20,0,1.8882615231625002,0
2023-08-21,4,0.7292771256984374,3
2023-08-22,11,3.7602766381984374,2
2023-08-23,6,0.4639160844484371,0
2023-08-24,2,1.6286141349640624,0
2023-08-25,2,0.5770103037499998,0
2023-08-26,2,0.6468409119843752,0
2023-08-27,0,-0.3308777575359373,0
2023-08-28,2,1.7861798777187503,0
2023-08-29,14,-0.36529881558749977,0
2023-08-30,7,0.7891309241515627,1
2023-08-31,5,1.7483701218406251,0
2023-09-01,3,-0.3381161873171874,0
2023-09-02,0,-0.1881932143374999,0
2023-09-03,0,-0.12195369055156235,0
2023-09-04,0,0.9119720049640628,0
2023-09-05,13,-0.1645321385312499,5
2023-09-06,3,-0.09921542632187488,2
2023-09-07,14,-0.06025570551562494,0
2023-09-08,4,-0.048197978567187355,0
2023-09-09,0,-0.032914455071874904,0
2023-09-10,0,-0.01316201249999996,0
2023-09-11,9,-0.011093696249999967,0
2023-09-12,3,-0.009568313015624975,0
2023-09-13,5,0.9916011474640625,0
2023-09-14,12,-0.10000000000000009,0
2023-09-15,13,3.955,0
2023-09-16,0,1.5714999999999997,0
2023-09-17,0,-0.40066250000000025,0
2023-09-18,7,0.7798832499999999,0
2023-09-19,1,0.7471879875000003,1
2023-09-20,5,9.73811430375,0
2023-09-21,6,-0.16794986301562576,1
2023-09-22,5,-0.6782601625359377,1
2023-09-23,2,-0.42723989456249994,0
2023-09-24,0,-0.317135798674999,0
2023-09-25,4,0.7771165861781257,0
2023-09-26,1,-0.26839888426562464,0
2023-09-27,10,-0.18706614055156212,0
2023-09-28,4,-0.14367567894218722,0
2023-09-29,3,-0.11421933837499967,0
2023-09-30,0,-0.024515602535937424,0
2023-10-01,0,0.9868379875000001,0
2023-10-02,9,-0.11109369625000005,0
2023-10-03,12,0.945431686984375,0
2023-10-04,13,1.8631011474640624,0
2023-10-05,10,0.7343374999999999,0
2023-10-06,3,0.7653832499999998,0
2023-10-07,0,-0.23582451250000006,0
2023-10-08,0,-0.14203544624999984,0
2023-10-09,9,-0.10412632551562478,0
2023-10-10,7,-0.08259582378593724,0
2023-10-11,3,-0.061034468015624815,0
2023-10-12,6,-0.051791187317187355,0
2023-10-13,2,-0.0374597143374999,0
2023-10-14,0,-0.017967165551562456,0
2023-10-15,1,-0.008398852535937478,0
2023-10-16,5,0.0,0
2023-10-17,5,0.0,1
2023-10-18,4,1.0,0
2023-10-19,4,7.9,1
2023-10-20,4,0.15499999999999925,23
2023-10-21,3,-0.4885000000000004,8
2023-10-22,0,-0.2936625000000001,1
2023-10-23,6,0.7900832500000006,1
2023-10-24,2,-0.26275851249999954,4
2023-10-25,6,-0.17750654624999965,0
2023-10-26,1,-0.1399798955156247,3
2023-10-27,4,-0.11670155291093717,5
2023-10-28,0,-0.09287588330312475,2
2023-10-29,0,-0.02156086503593744,0
2023-10-30,8,0.98890630375,2
2023-10-31,11,1.890431686984375,1
2023-11-01,7,-0.2533988525359377,0
2023-11-02,18,-0.11850000000000009,2
2023-11-03,6,-0.07766249999999997,2
2023-11-04,0,-0.05744174999999979,0
2023-11-05,0,-0.04539551249999985,0
2023-11-06,6,0.9625822787500001,6
2023-11-07,13,0.868244294484375,1
2023-11-08,19,0.8274645214328125,0
2023-11-09,15,-0.1902977050718751,8
2023-11-10,15,11.9058375,27
2023-11-11,3,-0.26527925000000097,0
2023-11-12,2,1.3100587374999997,1
2023-11-13,6,11.372627541249999,2
2023-11-14,12,7.399725978234375,0
2023-11-15,7,14.259875638198437,2
2023-11-16,10,1.4196469344484361,0
2023-11-17,4,4.1886312799640635,1
2023-11-18,0,2.2323990225625003,0
2023-11-19,0,-0.5501368359468732,0
2023-11-20,0,4.929364053932814,0
2023-11-21,3,6.610505072490627,5
2023-11-22,1,8.305101262428126,1
2023-11-23,2,8.031840958926562,0
2023-11-24,0,3.8900431298625,0
2023-11-25,0,-0.7455425857374998,63
2023-11-26,0,-1.1692911385281237,0
2023-11-27,3,10.201185499340626,11
2023-11-28,8,2.3001790743703134,4
2023-11-29,6,0.6181402931593758,3
2023-11-30,3,9.93760026205625,20
2023-12-01,5,-0.7906833455156246,8
2023-12-02,0,-1.0644263497031243,0
2023-12-03,0,-0.6690355657312493,1
2023-12-04,9,7.528901438714064,10
2023-12-05,5,10.826102996828126,4
2023-12-06,6,13.126253090042187,2
2023-12-07,3,12.544075292574998,7
2023-12-08,6,0.18455715550624863,18
2023-12-09,0,-1.881339690910937,0
2023-12-10,0,-0.17953345253593578,0
2023-12-11,12,1.0161175300000025,12
2023-12-12,6,4.044160203375002,15
2023-12-13,2,2.7873035422750014,3
2023-12-14,4,2.8471350930843755,4
2023-12-15,10,-0.082730322023437,4
2023-12-16,7,-0.6973957395859369,8
2023-12-17,1,-0.3848480288578119,0
2023-12-18,2,-0.2731827680156242,0
2023-12-19,2,-0.2207815098171868,10
2023-12-20,8,-0.1777788551499995,1
2023-12-21,0,-0.13780431224218712,0
2023-12-22,0,-0.08296235845624979,5
2023-12-23,0,-0.04316372315937489,0
2023-12-24,0,-0.008398852535937478,1
2023-12-25,0,0.0,1
2023-12-26,0,0.0,17
2023-12-27,0,11.0,3
2023-12-28,0,-1.100000000000001,1
2023-12-29,0,-0.4950000000000004,5
2023-12-30,0,-0.3135000000000002,16
2023-12-31,0,-0.22728749999999917,1
2024-01-01,0,1.8227157500000006,0
2024-01-02,3,9.6552178625,2
2024-01-03,1,2.7879693412499993,9
2024-01-04,0,1.9877485568281246,8
2024-01-05,0,1.1012876221046874,0
2024-01-06,0,-0.6878584999999995,1
2024-01-07,0,-0.44564152499999926,0
2024-01-08,1,6.662737982500001,12
2024-01-09,4,13.02760311146875,8
2024-01-10,4,1.0564248422718743,5
2024-01-11,4,9.688633108828125,11
2024-01-12,9,1.1368747583093743,5
2024-01-13,0,0.6730745663609383,5
2024-01-14,1,-1.0450537925718741,1
2024-01-15,4,2.2869382012500017,3
2024-01-16,3,3.1419522738906265,0
2024-01-17,3,3.0045131737796886,0
2024-01-18,7,0.9944609292000004,12
2024-01-19,12,5.253959385470313,0
2024-01-20,2,0.9217200405578128,0
2024-01-21,0,-0.7579362211390621,0
2024-01-22,6,2.5304811561781255,0
2024-01-23,10,3.3610637259531257,0
2024-01-24,6,3.192805880329688,0
2024-01-25,14,3.1292383702937503,0
2024-01-26,21,3.098394261325,0
2024-01-27,4,-0.9213952256656248,0
2024-01-28,1,-0.5501327787468745,0
2024-01-29,13,4.636156156178126,1
2024-01-30,10,4.227155225953125,0
2024-01-31,6,11.050040355329688,0
2024-02-01,23,0.26360850279374914,0
2024-02-02,22,-1.1020559472062499,0
2024-02-03,1,-0.6877649122062495,0
2024-02-04,4,0.5150607773562514,0
2024-02-05,20,9.54399545625,6
2024-02-06,25,4.661512303671875,5
2024-02-07,8,0.6722157922421874,4
2024-02-08,9,3.0453360886328125,3
2024-02-09,15,2.9963353935375006,6
2024-02-10,1,-0.9521022175718745,0
2024-02-11,2,-0.5747393212499994,0
2024-02-12,5,1.5716391494843758,0
2024-02-13,9,4.455914814807813,11
2024-02-14,16,3.1292991540468753,0
2024-02-15,7,3.151447423753125,0
2024-02-16,11,3.1367292578656247,0
2024-02-17,3,6.09858533779375,0
2024-02-18,3,3.7828468148562497,0
2024-02-19,6,7.835885545,0
2024-02-20,19,13.401129842718749,2
2024-02-21,9,2.5817333948499996,0
2024-02-22,10,5.1750799002578125,0
2024-02-23,8,5.17257621529375,0
2024-02-24,3,-1.8278228484562486,0
2024-02-25,1,-1.1340639450031234,17
2024-02-26,8,3.1713717634203142,13
2024-02-27,11,0.9822206639296891,0
2024-02-28,4,4.140465813192188,5
2024-02-29,7,1.9523856856328128,0
2024-03-01,5,0.14872167246093781,0
2024-03-02,0,0.39093784113906294,0
2024-03-03,2,-0.4774860177515619,0
2024-03-04,2,1.7132299400000006,0
2024-03-05,7,11.5762165429375,1
2024-03-06,17,1.5255341950749994,3
2024-03-07,6,2.9758008785999994,2
2024-03-08,7,2.986720089523437,0
2024-03-09,1,-0.9915420668734369,0
2024-03-10,0,3.4063203094484384,0
2024-03-11,12,7.166469354964063,0
2024-03-12,5,9.68113598146875,1
2024-03-13,10,6.143986399990625,3
2024-03-14,11,0.16783599552187467,0
2024-03-15,4,0.7888884053296878,1
2024-03-16,1,0.001261787793751079,1
2024-03-17,0,-0.7728505451437485,0
2024-03-18,12,1.4559360404375012,0
2024-03-19,12,3.360472826981251,2
2024-03-20,9,1.1695881415406255,0
2024-03-21,11,6.329437950479688,1
2024-03-22,25,11.93299814868125,0
2024-03-23,1,4.166088472646874,0
2024-03-24,1,2.4570179569124995,0
2024-03-25,10,9.699394704964062,1
2024-03-26,21,10.07773481396875,0
2024-03-27,12,0.6881148128656251,0
2024-03-28,22,7.365655427575001,1
2024-03-29,13,4.024279477568751,0
2024-03-30,3,2.181875485545314,0
2024-03-31,0,0.46235961643906376,0
2024-04-01,13,2.8460460739718765,2
2024-04-02,28,8.815517004184375,1
2024-04-03,20,5.224703164667188,0
2024-04-04,6,-1.6780985107281248,0
2024-04-05,6,1.0545948977515631,0
2024-04-06,1,2.125709639082814,0
2024-04-07,0,-0.8593068097781238,0
2024-04-08,20,3.466455803825001,0
2024-04-09,15,5.215032992865625,1
2024-04-10,26,6.9188445859500005,0
2024-04-11,9,3.59035900853125,0
2024-04-12,7,5.765884602248438,3
2024-04-13,0,0.6061402852187499,0
2024-04-14,0,4.982348805881251,3
2024-04-15,7,0.729710082392188,24
2024-04-16,8,8.037647220437501,4
2024-04-17,7,6.4392928292625005,2
2024-04-18,20,6.307249311909375,4
2024-04-19,10,8.226462215884375,1
2024-04-20,5,-0.016327921289062353,0
2024-04-21,3,-1.3591655462828116,0
2024-04-22,6,8.115912911834377,12
2024-04-23,18,1.4327718925031263,0
2024-04-24,9,8.795549307787502,6
2024-04-25,12,2.2037606280515627,4
2024-04-26,4,-0.40246081191249927,1
2024-04-27,2,2.042900407056251,1
2024-04-28,0,0.06444148610937617,0
2024-04-29,3,12.336555491178126,18
2024-04-30,3,0.23335446910937474,2
2024-05-01,8,0.840516125629688,1
2024-05-02,8,5.092070764735937,0
2024-05-03,15,3.7954292388281257,5
2024-05-04,0,-1.1674495744093747,1
2024-05-05,0,0.31113784966718805,0
2024-05-06,8,3.3959845531265636,5
2024-05-07,15,3.1736886607609383,0
2024-05-08,10,4.081435073501563,1
2024-05-09,5,1.0170309288968749,0
2024-05-10,4,9.232557185584374,0
2024-05-11,9,3.50898630720625,0
2024-05-12,0,1.7194844910703126,0
2024-05-13,4,9.961500101984376,0
2024-05-14,7,9.226784547901563,0
2024-05-15,14,8.90135883154375,1
2024-05-16,10,10.713684257278125,0
2024-05-17,18,-1.6220156637109375,0
2024-05-18,1,-1.6105071039781238,0
2024-05-19,2,-1.129965066687498,0
2024-05-20,9,6.18809125202344,5
2024-05-21,9,5.672558952970314,2
2024-05-22,3,5.478107607682813,0
2024-05-23,9,17.43048111518281,0
2024-05-24,3,3.2129933566515616,2
2024-05-25,2,-2.0307081459828127,0
2024-05-26,1,-1.169487690035937,0
2024-05-27,0,5.153805288750002,14
2024-05-28,10,4.733038597640626,2
2024-05-29,16,6.579795229889063,1
2024-05-30,7,2.3434775373890626,14
2024-05-31,15,8.637872907451563,7
2024-06-01,0,-1.8456635762765625,0
2024-06-02,0,2.0446343097843758,0
2024-06-03,12,3.0578817475000006,0
2024-06-04,4,6.964639844406252,8
2024-06-05,5,3.5241318866906255,4
2024-06-06,9,11.661077970659376,4
2024-06-07,8,0.8995987151499998,5
2024-06-08,2,7.5739684222,0
2024-06-09,0,0.19233583589062508,0
2024-06-10,15,3.781927925953126,10
2024-06-11,15,0.6639653078296883,1
2024-06-12,8,2.9469706919812513,0
2024-06-13,4,3.882387775884376,0
2024-06-14,10,0.8093324668671882,20
2024-06-15,1,-0.9249660632640618,0
2024-06-16,0,-0.5466923297484367,0
2024-06-17,6,11.598701694895313,2
2024-06-18,2,4.53861653735,1
2024-06-19,2,4.656450763789062,0
2024-06-20,6,6.651136536615624,0
2024-06-21,15,3.407425632278125,0
2024-06-22,6,-1.4095068887109372,14
2024-06-23,0,1.151582644928126,3
2024-06-24,4,8.18340307,3
2024-06-25,13,5.517399491312501,0
2024-06-26,10,2.4273618639750003,1
2024-06-27,5,3.724812374190625,0
2024-06-28,5,1.7198958994093756,6
2024-06-29,0,4.929955339634375,1
2024-06-30,1,-0.25560701767968697,0
2024-07-01,10,5.165606520218751,0
2024-07-02,4,6.8082123040375,0
2024-07-03,4,6.476422038567188,0
2024-07-04,4,5.359617261435938,0
2024-07-05,0,1.3782181110281249,1
2024-07-06,1,-1.2554238917265619,0
2024-07-07,0,1.1985937930484387,0
2024-07-08,6,13.20910879426875,2
2024-07-09,5,9.075340849370313,0
2024-07-10,9,7.856826473159375,0
2024-07-11,9,4.803795764337499,5
2024-07-12,11,4.0475413998531256,3
2024-07-13,3,-1.7667429317984364,6
2024-07-14,0,0.9149386248921894,0
2024-07-15,7,6.003964488968752,8
2024-07-16,15,6.568802878959376,6
2024-07-17,6,6.305393071325001,12
2024-07-18,16,3.2544765431984377,2
2024-07-19,1,1.5176001060312503,11
2024-07-20,1,-0.17364312084531175,0
2024-07-21,0,2.1635514047843762,0
2024-07-22,9,8.13516490021875,0
2024-07-23,9,4.51610718381875,0
2024-07-24,13,15.550589145623437,9
2024-07-25,21,9.456703906837499,1
2024-07-26,10,3.4682117633843745,0
2024-07-27,0,1.9851953145234376,0
2024-07-28,0,1.3535329281265638,0
2024-07-29,27,5.6111461171671895,7
2024-07-30,18,1.331996235251564,0
2024-07-31,5,3.640612962832814,6
2024-08-01,4,5.6138946335187505,1
2024-08-02,11,4.419701773201563,7
2024-08-03,1,-0.47436168102499954,5
2024-08-04,0,0.06475570647187578,1
2024-08-05,3,3.279336489559376,14
2024-08-06,13,2.0984418500328132,22
2024-08-07,2,-0.8609624755484369,22
2024-08-08,10,1.484554678564063,20
2024-08-09,8,-0.5729633937890619,2
2024-08-10,0,10.643087945404687,2
2024-08-11,0,2.6709465755187494,5
2024-08-12,8,10.961847011948437,7
2024-08-13,6,0.19431330665156143,6
2024-08-14,10,3.8300881258093753,2
2024-08-15,8,11.760681799892188,9
2024-08-16,13,2.94166423646875,8
2024-08-17,2,6.3462975861781254,0
2024-08-18,1,2.1613836218281253,0
2024-08-19,5,1.4581947400421889,7
2024-08-20,7,10.742757128668751,6
2024-08-21,6,6.958618749787501,0
2024-08-22,14,4.9882486161,0
2024-08-23,6,3.0993985868671876,0
