,gcc-mirror/gcc,llvm/llvm-project,golang/go
2016-10-28,24,110,60.53168759674219
2016-10-29,7,28,0.2531896229406243
2016-10-30,7,21,2.276813989820316
2016-10-31,29,120,21.91024625489532
2016-11-01,24,113,25.92320981878751
2016-11-02,34,96,11.064653175464068
2016-11-03,21,102,43.31560339258438
2016-11-04,22,40,9.883817575398439
2016-11-05,8,26,3.931254025556253
2016-11-06,6,33,-4.4782541436671846
2016-11-07,40,87,16.582717481912507
2016-11-08,26,115,12.47500349645313
2016-11-09,29,106,3.418191195728129
2016-11-10,24,106,21.40333011901719
2016-11-11,14,152,25.23257703478594
2016-11-12,9,52,6.23646925465625
2016-11-13,19,50,2.759051662395313
2016-11-14,29,121,2.7119196715890643
2016-11-15,46,128,11.226552200901565
2016-11-16,53,117,15.650609245515628
2016-11-17,40,104,18.069431721514064
2016-11-18,25,117,6.512054066821875
2016-11-19,13,57,-2.7397546463671865
2016-11-20,10,38,-0.36363528101562226
2016-11-21,34,82,6.262111975959378
2016-11-22,32,96,18.97805216915469
2016-11-23,67,103,4.600359248815625
2016-11-24,30,65,0.2813329122000008
2016-11-25,28,48,-0.9613072557765616
2016-11-26,2,34,-0.35329042021249735
2016-11-27,12,20,-0.9636909334109351
2016-11-28,31,68,5.342891188932814
2016-11-29,30,126,18.870879319553126
2016-11-30,59,77,18.296859748884373
2016-12-01,38,116,27.51351774137031
2016-12-02,50,98,3.140873531915622
2016-12-03,11,51,-0.34930906687343777
2016-12-04,4,21,0.6033132594484392
2016-12-05,16,108,5.019809469964066
2016-12-06,36,124,7.858894684406254
2016-12-07,32,103,10.525829115721876
2016-12-08,33,134,8.122049942203127
2016-12-09,25,113,19.23578303576094
2016-12-10,8,44,-0.7946203089890629
2016-12-11,9,51,-1.2545909355843738
2016-12-12,24,86,4.438017254595314
2016-12-13,21,101,9.263422876282815
2016-12-14,28,119,10.74146871334219
2016-12-15,48,149,17.3450157216875
2016-12-16,23,114,2.463424368860937
2016-12-17,9,37,-2.543821365489062
2016-12-18,5,20,-1.5894422160874984
2016-12-19,26,74,5.960123064376566
2016-12-20,13,65,12.494744448120315
2016-12-21,37,73,8.6251966403625
2016-12-22,14,98,1.5528785529015625
2016-12-23,3,73,1.194248979220313
2016-12-24,4,37,0.5790208211875014
2016-12-25,1,26,-1.0444492027156236
2016-12-26,8,27,-0.6973582987499984
2016-12-27,14,80,-0.5505265761093735
2016-12-28,4,53,0.5428976912796889
2016-12-29,9,37,0.5610702988250008
2016-12-30,10,45,0.6647342562921879
2016-12-31,1,21,0.7420122583093751
2017-01-01,8,11,-0.23849568363906246
2017-01-02,6,40,2.8729230449281253
2017-01-03,21,66,4.6215587375
2017-01-04,32,118,5.30396504125
2017-01-05,33,141,7.039559228234374
2017-01-06,58,111,9.683289625698437
2017-01-07,8,67,4.188276388198437
2017-01-08,7,34,-0.5850119530515627
2017-01-09,30,102,5.947009496214063
2017-01-10,29,108,11.564633004703126
2017-01-11,33,104,1.8103443498140628
2017-01-12,38,105,8.365201151726563
2017-01-13,63,102,6.960803396909375
2017-01-14,10,55,1.902403796540626
2017-01-15,6,43,-1.6351927897390617
2017-01-16,27,86,2.9836845355187513
2017-01-17,35,117,3.866626855104689
2017-01-18,38,113,2.733124303045314
2017-01-19,53,81,0.8196795899703131
2017-01-20,53,131,5.11308014345
2017-01-21,13,45,-0.1862576274999994
2017-01-22,9,33,-0.7567447248859368
2017-01-23,58,79,0.5344277423562507
2017-01-24,28,129,8.5689017166875
2017-01-25,21,113,5.785501214778125
2017-01-26,34,112,3.668956267757812
2017-01-27,25,92,-0.22461872617500034
2017-01-28,8,54,0.1881194705843755
2017-01-29,2,43,1.349688309268751
2017-01-30,19,123,1.3724195887140633
2017-01-31,27,133,2.3787080832343754
2017-02-01,17,105,33.27824114407344
2017-02-02,20,120,25.139359892317184
2017-02-03,26,79,23.28005225842031
2017-02-04,7,41,3.7427987030546834
2017-02-05,13,49,-2.8038538330515617
2017-02-06,29,90,13.460609091432815
2017-02-07,19,114,27.535840405146878
2017-02-08,15,144,15.70988182088125
2017-02-09,21,122,19.842514008610937
2017-02-10,21,130,20.332659578825
2017-02-11,14,71,3.1536097332703132
2017-02-12,7,51,-1.2590003343968723
2017-02-13,25,71,21.028306236660942
2017-02-14,26,110,16.486557542964064
2017-02-15,17,123,12.136484722190627
2017-02-16,15,108,7.383108016807814
2017-02-17,22,133,15.06977180635469
2017-02-18,8,68,-0.34329125555468565
2017-02-19,12,39,4.059631378175003
2017-02-20,27,53,-1.5903803343703102
2017-02-21,26,99,20.17345359626719
2017-02-22,18,107,11.417587729559376
2017-02-23,16,127,4.550155682979688
2017-02-24,28,136,18.243491721951564
2017-02-25,8,72,2.2227151997718755
2017-02-26,4,27,-1.7261753364953112
2017-02-27,13,107,13.223217177496878
2017-02-28,23,127,23.211301714232814
2017-03-01,18,152,23.743469967370313
2017-03-02,24,105,21.791685716474998
