,carla-simulator/carla,apolloauto/apollo,commaai/openpilot
2017-07-04,0,6.0,0
2017-07-05,0,18.6,0
2017-07-06,0,8.880000000000003,0
2017-07-07,0,3.8960000000000017,2
2017-07-08,0,-8.3536,0
2017-07-09,0,-2.285312000000001,0
2017-07-10,0,14.6684288,0
2017-07-11,0,8.78201344,0
2017-07-12,0,4.161018368000001,4
2017-07-13,0,47.527634227200004,0
2017-07-14,0,14.217580851200005,0
2017-07-15,0,-19.5147797504,0
2017-07-16,0,-5.3595446272,0
2017-07-17,0,7.622802739199997,0
2017-07-18,1,9.9340667904,2
2017-07-19,0,16.468222361600002,0
2017-07-20,0,39.2578866176,0
2017-07-21,0,36.096274432,0
2017-07-22,0,-27.5150685184,0
2017-07-23,0,-18.9600106496,0
2017-07-24,0,21.325479526399995,0
2017-07-25,2,44.1834986496,0
2017-07-26,7,38.438429081600006,0
2017-07-27,4,22.24627496960001,0
2017-07-28,5,2.954363494400006,1
2017-07-29,0,-2.5219535872000023,1
2017-07-30,0,-28.0390641664,0
2017-07-31,0,15.059267686399998,1
2017-08-01,0,47.3737096192,0
2017-08-02,0,27.666642534400005,0
2017-08-03,0,27.12258938880001,0
2017-08-04,0,20.210914713600005,0
2017-08-05,0,-12.472528383999993,0
2017-08-06,0,-24.657934540800003,0
2017-08-07,0,30.751741644799996,0
2017-08-08,0,31.4779044864,0
2017-08-09,0,14.367313408000001,0
2017-08-10,0,-16.669190451199995,1
2017-08-11,0,15.2046047232,1
2017-08-12,0,-22.5756424192,0
2017-08-13,0,-13.176477696000003,0
2017-08-14,0,22.619437158399997,0
2017-08-15,0,33.0947666944,1
2017-08-16,0,19.761689292800003,1
2017-08-17,0,0.9480397824000057,0
2017-08-18,0,33.7317221376,0
2017-08-19,0,-26.7288035328,0
2017-08-20,0,-16.298328064000003,0
2017-08-21,0,27.1761073152,0
2017-08-22,0,10.5640909824,0
2017-08-23,1,19.763414118400004,0
2017-08-24,0,19.359963238400002,0
2017-08-25,1,15.563186892800005,0
2017-08-26,0,-16.121079705599996,0
2017-08-27,0,-14.394009907200001,0
2017-08-28,1,13.136341913599997,0
2017-08-29,3,23.6483361792,1
2017-08-30,3,2.1473746944000034,0
2017-08-31,1,28.7538013184,0
2017-09-01,0,5.218946662400004,0
2017-09-02,0,9.853389107200002,0
2017-09-03,0,-16.908376064,0
2017-09-04,3,-12.992370483200002,0
2017-09-05,7,29.771156684799998,0
2017-09-06,2,22.1774163968,0
2017-09-07,3,14.207998976000006,0
2017-09-08,0,5.623090995200002,0
2017-09-09,0,-15.9318310912,0
2017-09-10,0,-11.6624909312,0
2017-09-11,0,4.779910655999998,0
2017-09-12,0,31.715680153599997,0
2017-09-13,1,12.923558707200002,0
2017-09-14,4,-7.802486374399997,0
2017-09-15,1,-1.4168167424,0
2017-09-16,0,-7.966375936,0
2017-09-17,0,-3.220033433600001,0
2017-09-18,2,12.4957116416,0
2017-09-19,5,8.6504239104,0
2017-09-20,0,15.982338457600003,0
2017-09-21,1,2.7612242944000016,0
2017-09-22,4,0.2525649920000017,0
2017-09-23,0,-8.267909119999999,0
2017-09-24,0,-7.268546355200001,0
2017-09-25,0,8.911318016,0
2017-09-26,4,-0.06433331200000048,0
2017-09-27,0,9.0860305408,0
2017-09-28,6,18.280854016,0
2017-09-29,0,0.7855280128000022,0
2017-09-30,0,-5.062957055999998,0
2017-10-01,0,-6.968332800000001,2
2017-10-02,0,3.618252492799998,0
2017-10-03,1,6.016344063999999,1
2017-10-04,1,4.181047705600001,1
2017-10-05,0,2.770072473600001,0
2017-10-06,0,-3.0545538047999994,0
2017-10-07,0,-4.5792129024,0
2017-10-08,0,-2.0755606528000006,0
2017-10-09,0,10.8157103104,0
2017-10-10,0,1.4484790272000003,0
2017-10-11,2,23.2273442816,0
2017-10-12,0,-7.115890585599999,0
2017-10-13,0,12.2021412864,0
2017-10-14,0,-0.6760680447999992,0
2017-10-15,0,-7.0900546559999995,0
2017-10-16,0,6.989715251199999,0
2017-10-17,0,12.1916163072,0
2017-10-18,1,3.3942496256000005,0
2017-10-19,3,6.289569177600001,0
2017-10-20,2,4.463653068800001,0
2017-10-21,0,-8.2321278976,0
2017-10-22,0,-5.166015488000001,0
2017-10-23,0,8.2087181312,0
2017-10-24,4,20.793891942400002,0
2017-10-25,4,16.569343078400003,0
2017-10-26,8,0.17753446400000428,0
2017-10-27,5,19.946409984000002,0
2017-10-28,0,-11.806358937599999,0
2017-10-29,0,-9.104422604800002,0
2017-10-30,4,6.469721497599998,0
2017-10-31,0,7.6735624192,1
2017-11-01,0,15.6000692224,0
2017-11-02,1,9.065589657600004,0
2017-11-03,0,7.593445683200002,0
2017-11-04,0,-3.3631279103999994,2
2017-11-05,0,-7.2040297472,0
2017-11-06,0,4.293407641599998,0
2017-11-07,3,12.8658735104,0
2017-11-08,0,5.686243737600002,0
2017-11-09,5,9.757470310400002,0
2017-11-10,7,4.999181926400002,0
2017-11-11,0,-3.287948287999999,0
2017-11-12,0,-9.5929352192,0
2017-11-13,5,14.506320281599999,0
2017-11-14,1,16.568791552,0
2017-11-15,1,9.915162214400002,0
2017-11-16,6,10.137623142400003,0
2017-11-17,10,-0.7857047551999976,0
2017-11-18,10,-9.2903512064,0
2017-11-19,0,-7.588566528000001,0
2017-11-20,10,14.8437317632,0
2017-11-21,7,8.616764723200001,0
2017-11-22,4,8.040851968000002,1
2017-11-23,8,-8.910136422399999,0
2017-11-24,10,-7.8310238208000005,0
2017-11-25,0,-4.093053337600001,0
2017-11-26,0,-2.5636217856000014,0
2017-11-27,14,12.257186304,0
2017-11-28,5,0.08468920320000173,0
2017-11-29,5,6.460324864,0
2017-11-30,1,5.797914112000001,0
2017-12-01,9,8.9850601472,0
2017-12-02,0,4.097481216,0
2017-12-03,0,4.4976512,0
2017-12-04,4,2.3138457599999995,0
2017-12-05,11,16.911091712,0
2017-12-06,1,12.3681835008,1
2017-12-07,0,18.4096246784,0
2017-12-08,0,1.1930855424000022,0
2017-12-09,1,-9.171719782399997,0
2017-12-10,0,-5.9444468736000005,0
2017-12-11,1,3.158451916799999,0
2017-12-12,0,2.0657963008000007,0
2017-12-13,3,4.120912486400002,0
2017-12-14,5,28.4382676992,0
2017-12-15,4,4.464781926400004,0
2017-12-16,0,-6.822213631999997,0
2017-12-17,0,-5.9295251455999995,0
2017-12-18,0,7.660988825599999,0
2017-12-19,2,15.892122623999999,0
2017-12-20,6,21.9262405632,0
2017-12-21,7,14.025477939200002,0
2017-12-22,18,5.709421465600002,0
2017-12-23,0,21.552531353600003,0
2017-12-24,0,9.387034316800001,8
2017-12-25,0,-8.472585727999999,0
2017-12-26,0,2.8802805760000005,0
2017-12-27,0,14.184700415999998,0
2017-12-28,0,20.2825633792,0
2017-12-29,0,19.403268198400003,0
2017-12-30,0,11.337197056,0
2017-12-31,0,-6.917909094399999,0
2018-01-01,0,-3.5352774656,0
2018-01-02,0,1.250270719999996,0
2018-01-03,0,9.385296691199997,0
2018-01-04,0,-0.8320071680000005,0
2018-01-05,0,-1.0515222528,0
2018-01-06,0,-12.9217650688,0
2018-01-07,0,-3.305437696000001,0
2018-01-08,6,0.8921666559999988,0
2018-01-09,7,0.7172575231999998,0
2018-01-10,2,-1.0713378815999999,0
2018-01-11,6,0.9281560576000008,0
2018-01-12,9,-1.0382448639999993,0
2018-01-13,0,2.0160497664,0
2018-01-14,0,-2.3981770752,0
2018-01-15,2,1.186722304,0
2018-01-16,2,9.7540350976,1
2018-01-17,23,12.1221225472,1
2018-01-18,7,8.678485811200002,5
2018-01-19,1,1.420349132800002,16
2018-01-20,0,-5.925329919999999,0
2018-01-21,0,-4.101657190400001,0
2018-01-22,23,4.774247423999999,0
2018-01-23,15,9.7576143872,0
2018-01-24,14,7.527505305600002,0
2018-01-25,4,0.12393482240000253,0
2018-01-26,3,10.964742041600001,0
2018-01-27,0,-7.177926246399998,0
2018-01-28,0,-1.036001177600001,0
2018-01-29,5,0.8638053375999997,0
2018-01-30,3,12.8770665472,5
2018-01-31,4,8.171230105600001,1
2018-02-01,5,3.8737218560000013,0
2018-02-02,11,3.491418931200002,0
2018-02-03,8,-7.084750335999999,1
2018-02-04,0,-1.6613558272000013,0
2018-02-05,0,10.3303318528,1
2018-02-06,1,2.3973872640000007,6
2018-02-07,3,1.9751621632000003,0
2018-02-08,2,10.363531161600001,0
2018-02-09,1,8.3684120576,1
2018-02-10,0,-1.8579967999999987,1
2018-02-11,0,-8.8200435712,0
2018-02-12,4,4.908509081599999,0
2018-02-13,7,18.7202275328,0
2018-02-14,2,0.9791836160000003,0
2018-02-15,0,9.4651722752,0
2018-02-16,2,-4.633857023999997,0
2018-02-17,0,-8.5075989504,0
2018-02-18,0,-4.172590899200001,0
2018-02-19,7,-2.6307246080000013,0
2018-02-20,8,1.1510097919999993,0
2018-02-21,2,10.3498559488,0
2018-02-22,3,18.356749312,0
2018-02-23,2,8.618747084800003,0
2018-02-24,12,4.265991168000001,0
2018-02-25,0,-10.6530412544,0
2018-02-26,13,18.717734399999998,1
2018-02-27,12,6.215966720000001,0
2018-02-28,5,29.261443584000002,2
2018-03-01,6,4.656306073600003,0
2018-03-02,5,17.594223001600003,0
2018-03-03,0,3.789265408000002,0
2018-03-04,0,-17.380183756799997,0
2018-03-05,0,2.700897382399999,0
2018-03-06,4,29.674065715199998,0
2018-03-07,6,9.629891788800002,0
2018-03-08,0,16.289147596800003,1
2018-03-09,6,4.458900070400006,1
2018-03-10,0,-5.7741822975999995,0
2018-03-11,0,-14.1076013056,0
2018-03-12,9,1.3134101503999993,0
2018-03-13,8,4.6679899136,0
2018-03-14,4,10.289572249599999,0
2018-03-15,19,28.3438467072,1
2018-03-16,2,-0.5775195135999951,0
2018-03-17,0,-9.331620966399996,7
2018-03-18,0,-5.7009390591999995,5
2018-03-19,1,6.515535667199998,0
2018-03-20,8,18.1982475264,1
2018-03-21,22,2.117858304000002,0
2018-03-22,7,10.322185932800002,2
2018-03-23,3,1.2226808832000025,0
2018-03-24,6,-9.5488567296,0
2018-03-25,1,-6.5795987456,0
2018-03-26,9,4.416142745599998,0
2018-03-27,6,12.394067968,0
2018-03-28,1,3.0950949888000014,0
2018-03-29,6,0.9201729536000016,0
2018-03-30,0,5.301391769600002,0
2018-03-31,0,-7.5372163072,3
2018-04-01,0,-2.8387188736000004,0
2018-04-02,1,8.5190878208,0
2018-04-03,11,8.1004029952,0
2018-04-04,9,11.016547020800001,0
2018-04-05,9,17.3099900928,0
2018-04-06,5,-2.168105267199998,0
2018-04-07,1,-8.779051212799999,0
2018-04-08,7,-2.5390651392000017,0
2018-04-09,15,6.717757542399999,0
2018-04-10,9,16.1347047424,0
2018-04-11,4,10.745614438400002,0
2018-04-12,7,6.146426368000002,0
2018-04-13,4,5.543435776000001,1
2018-04-14,0,-1.144114995199999,5
2018-04-15,0,-10.234929971200001,0
2018-04-16,1,21.2969711616,0
2018-04-17,10,16.561936588800002,0
2018-04-18,1,1.715724390400002,0
2018-04-19,6,-8.394914611199997,0
2018-04-20,8,-1.6285105152000003,0
2018-04-21,0,-7.2519600128000015,0
2018-04-22,0,-4.659876352000001,0
2018-04-23,6,0.08836392959999895,0
2018-04-24,0,6.7427822592,0
2018-04-25,0,15.015253094400002,0
2018-04-26,0,0.1658913792000014,0
2018-04-27,0,-1.2167807999999987,0
2018-04-28,0,-6.199059353599999,5
2018-04-29,0,-1.9035505664000008,0
2018-04-30,0,-1.232133836800001,0
2018-05-01,0,0.14792806399999936,1
2018-05-02,1,5.9780074496,0
2018-05-03,0,1.645329920000001,0
2018-05-04,0,1.876379955200001,0
2018-05-05,0,-3.0149849088,0
2018-05-06,0,-0.02762485760000022,0
2018-05-07,1,5.127331328,0
2018-05-08,6,3.2182874112000004,0
2018-05-09,0,6.6828347392000005,0
2018-05-10,0,6.804003430400002,0
2018-05-11,0,8.3543899136,0
2018-05-12,0,-8.3968841728,0
2018-05-13,0,-4.1086921728000005,0
2018-05-14,2,-0.34671790080000076,0
2018-05-15,0,5.568148582399999,0
2018-05-16,0,0.3428931584000008,0
2018-05-17,3,0.01951959040000073,0
2018-05-18,0,1.5501038592000005,0
2018-05-19,0,-3.6199419904,0
2018-05-20,0,1.4305313791999996,0
2018-05-21,0,0.9305951231999998,0
2018-05-22,1,2.820100096,0
2018-05-23,3,0.9676923904000003,8
2018-05-24,2,7.116737945600001,0
2018-05-25,0,-2.2311224319999994,0
2018-05-26,0,-0.14971678720000003,0
2018-05-27,0,-2.704152064,0
2018-05-28,1,-1.3032028160000007,0
2018-05-29,2,5.116112793599999,0
2018-05-30,1,7.968056729600001,1
2018-05-31,0,5.4129351680000015,1
2018-06-01,0,12.5692489728,0
2018-06-02,0,-3.1021603839999976,0
2018-06-03,0,-3.5051736063999996,0
2018-06-04,0,7.7807543296,1
2018-06-05,1,10.90930944,0
2018-06-06,3,9.762106368000001,1
2018-06-07,0,13.855657267200002,0
2018-06-08,4,-13.3583315968,0
2018-06-09,0,-6.934445772800001,0
2018-06-10,0,-2.9550610432000015,0
2018-06-11,12,12.022521446399999,0
2018-06-12,4,20.0078509056,0
2018-06-13,1,-6.514739097599998,0
2018-06-14,1,15.3813579776,0
2018-06-15,3,-6.692704767999999,0
2018-06-16,0,-4.1921067008,0
2018-06-17,0,-4.5358708736,5
2018-06-18,1,-0.4996997120000013,1
2018-06-19,2,25.4757368832,3
2018-06-20,0,12.285522432000002,0
2018-06-21,0,2.685362073600002,1
2018-06-22,0,-6.017321062399997,0
2018-06-23,0,6.5700528128,0
2018-06-24,0,-2.1796781056000007,0
2018-06-25,9,-0.7629448192000012,6
2018-06-26,5,11.2616092672,0
2018-06-27,2,5.245453721600001,0
2018-06-28,2,5.953312460800001,1
2018-06-29,0,2.5185871872000014,0
2018-06-30,0,-9.4181848064,0
2018-07-01,0,-1.9973656576000014,0
2018-07-02,2,3.742418431999999,0
2018-07-03,3,26.377859481599998,0
