,cacti/cacti,grafana/grafana,netdata/netdata
2021-06-17,1,24.0,3.0
2021-06-18,0,7.599999999999998,5.4
2021-06-19,0,-1.0800000000000018,-0.43999999999999995
2021-06-20,1,-1.2340000000000009,-0.8240000000000005
2021-06-21,2,10.174100000000001,0.5311999999999997
2021-06-22,0,8.278073000000001,1.473792
2021-06-23,0,13.0072817,4.2718976
2021-06-24,0,10.322514414999999,-0.40688895999999997
2021-06-25,10,3.158974012625,-0.8947522560000003
2021-06-26,1,-1.3047585372687491,0.4466029568000002
2021-06-27,3,0.5500560241250019,-0.5767046143999999
2021-06-28,1,11.811586613714065,1.6884663295999998
2021-06-29,0,9.834388656828127,1.3760788480000001
2021-06-30,1,9.515054885698438,2.2600928256
2021-07-01,4,14.38135490315625,1.0046600192000004
2021-07-02,0,9.787058952757812,3.099636736
2021-07-03,1,-3.0684804323109374,-0.25166807040000005
2021-07-04,1,-0.7641059832312487,-0.8231173120000004
2021-07-05,0,12.655138820182815,-0.5029883904000003
2021-07-06,0,10.580148470725002,-0.35738726400000004
2021-07-07,0,21.251098843345314,2.7189041152
2021-07-08,0,11.020032514631248,5.1907935232
2021-07-09,3,10.336442647053126,0.4056808448000002
2021-07-10,0,-1.5335775748140623,-0.12341626880000023
2021-07-11,0,-0.26746470421718493,-0.8130651136000001
2021-07-12,0,17.278274276984376,1.5333226495999996
2021-07-13,0,16.819512163995313,1.2702976
2021-07-14,0,15.115389597793751,3.1819750399999998
2021-07-15,0,12.895443285907811,0.732882944
2021-07-16,0,13.923446071403125,-0.06121656319999991
2021-07-17,0,-2.1344188377578117,-0.7907902464
2021-07-18,0,-2.6184086915343725,0.5583439871999999
2021-07-19,2,15.229564440146879,5.4954756096
2021-07-20,0,12.926542435131253,1.4909839360000001
2021-07-21,0,23.51809460025469,1.6841853951999997
2021-07-22,0,18.287982440734375,2.7016282112
2021-07-23,2,6.129487423051562,-0.5067155456000001
2021-07-24,0,-2.846282269892187,-0.9777712128000003
2021-07-25,0,-2.4603256841781223,-0.6013768704000003
2021-07-26,0,16.31512750867813,1.5637575679999998
2021-07-27,0,6.877992451234378,-0.7466061823999997
2021-07-28,0,2.0939236623890642,1.5639894016000002
2021-07-29,0,19.728220006753126,1.3352931328000002
2021-07-30,0,9.336042110920314,0.2609143808000003
2021-07-31,0,-3.238745247748437,0.42866288639999994
2021-08-01,0,-1.8153519159109366,-0.4965269504000001
2021-08-02,0,7.7546357399640655,0.7198745599999998
2021-08-03,0,11.127842340718752,2.597694976
2021-08-04,0,23.493587017946876,3.1612142592000003
2021-08-05,0,11.011502429562498,1.803406336
2021-08-06,0,6.3768222997265624,1.8113303552
2021-08-07,0,-3.1388260749937498,-0.21458913280000003
2021-08-08,0,-1.851885945467185,-0.8422938624000003
2021-08-09,0,13.715077571250003,6.482373529599999
2021-08-10,0,13.479078556609377,0.2277089280000002
2021-08-11,0,7.877988467973438,9.7451662336
2021-08-12,0,9.096513209876562,1.071438540800001
2021-08-13,0,15.066230676331251,-0.17544949760000073
2021-08-14,0,-1.4475171681953123,-0.5914499072000003
2021-08-15,0,-0.11857421285937342,-1.1674693632000004
2021-08-16,0,9.394768106250002,4.2368900096
2021-08-17,0,17.72186802726563,0.4233717760000004
2021-08-18,1,19.55752289496094,2.7313580032
2021-08-19,0,15.803267836253124,1.4826959872000005
2021-08-20,0,6.702261308417187,-0.43299594239999983
2021-08-21,0,-3.5675615322124994,-0.9224595456000002
2021-08-22,0,-2.1998580016781224,-0.5509424128000002
2021-08-23,0,19.48135951014688,0.6110954495999998
2021-08-24,0,15.703728139256253,3.5022848000000004
2021-08-25,0,11.175566848042187,2.874348544
2021-08-26,0,11.291795687421875,3.6783014912
2021-08-27,2,19.34301697261094,1.3444327424
2021-08-28,6,-3.406767743890624,-0.40373176320000015
2021-08-29,2,-0.5474453903953105,-0.9494421504000005
2021-08-30,0,7.064765391250003,0.4072140799999996
2021-08-31,3,13.655366260421879,1.3597102079999999
2021-09-01,1,21.824642768198437,0.16992092160000016
2021-09-02,0,12.693823625332811,-0.6868842495999998
2021-09-03,0,0.9629794904765614,0.5973750784000003
2021-09-04,0,-2.8366224586484363,1.5368273920000004
2021-09-05,4,-1.8273179263421844,0.3631034368000001
2021-09-06,1,10.765347805182817,0.4962103295999999
2021-09-07,2,17.813240775287504,1.5217300479999998
2021-09-08,3,15.649636950176562,4.3210925056
2021-09-09,0,19.230007635284373,1.6475727872
2021-09-10,1,16.598948884085935,-0.22538967040000024
2021-09-11,0,-4.473773058189063,-0.8414059520000003
2021-09-12,0,-1.5153609126796859,-0.5216722944000002
2021-09-13,0,24.123679645000003,-0.37359073280000005
2021-09-14,0,13.963630331312501,2.7269374976
2021-09-15,4,20.857389243006253,8.1872992256
2021-09-16,0,12.047005225734374,1.7919137792000006
2021-09-17,0,17.496041231207812,2.2135633919999997
2021-09-18,0,-4.8757306941546865,-1.7045957632000004
2021-09-19,2,-1.8108459245046844,1.0965226495999993
2021-09-20,0,20.98389810948438,9.9824896
2021-09-21,0,11.140528414057815,7.16881664
2021-09-22,0,10.190235081034377,0.6446371839999996
2021-09-23,0,20.3802932177125,5.4884804608
2021-09-24,0,-2.565548202164061,1.9418461184
2021-09-25,8,-0.7260681419546855,-0.5971818496000001
2021-09-26,0,-2.0036209895406225,-0.8822076416000009
2021-09-27,0,15.669311985734378,3.6097986559999997
2021-09-28,0,15.235729329354688,8.0175260672
2021-09-29,0,22.553543148939063,1.844942745600001
2021-09-30,3,16.520754594742186,1.4555258879999995
2021-10-01,0,16.470002634621874,1.8359937023999997
2021-10-02,3,-4.6748062293937505,-1.0496556031999997
2021-10-03,1,-2.630515043603123,-1.3455528960000003
2021-10-04,0,12.106245233678129,3.1376719871999996
2021-10-05,0,9.123075571234379,5.5596368896
2021-10-06,2,18.951699757607816,3.771683328000001
2021-10-07,0,14.951674632196875,3.6764098560000003
2021-10-08,1,10.8264526394875,2.64156672
2021-10-09,0,-3.832894976582812,-1.2296989696000002
2021-10-10,26,-2.225120078254685,-1.4143323136000006
2021-10-11,5,16.5120881025,2.1020061695999996
2021-10-12,0,24.027199237781254,6.7321733120000005
2021-10-13,0,10.521705503309375,0.6239954944000004
2021-10-14,0,19.052500466974998,0.21314795519999996
2021-10-15,2,10.3505968531625,3.6089952256
2021-10-16,11,-3.113591893417187,0.18691061760000038
2021-10-17,0,-2.53848876303906,-0.3391088640000004
2021-10-18,0,19.255450380000003,3.0295120895999994
2021-10-19,51,18.52168762946875,5.565064704
2021-10-20,2,22.71393072168125,2.7929724928000006
2021-10-21,6,16.872504335045313,5.8844126208
2021-10-22,4,12.998466056351562,7.3123893248
2021-10-23,2,-4.700318749810936,-2.3685035008
2021-10-24,1,-2.761409363554684,-0.920516096000001
2021-10-25,4,13.066342001214068,1.5934851071999994
2021-10-26,5,22.97313627167188,5.4410607616
2021-10-27,3,19.458925636651564,5.6243846144
2021-10-28,0,13.078403250287499,-0.8620617727999997
2021-10-29,0,16.432104062685937,1.1305195519999998
2021-10-30,0,-4.729980640071874,-1.7367954431999995
2021-10-31,0,-2.721545033146872,-1.0008463360000002
2021-11-01,2,14.134155231250004,5.3638731775999995
2021-11-02,0,32.92813690226563,1.3105780736000003
2021-11-03,0,15.463624388554688,5.5289986048
2021-11-04,0,11.899901526690623,2.7744730112000004
2021-11-05,0,15.39163028360625,0.9150896128000001
2021-11-06,0,-2.717331918974998,0.34188216319999976
2021-11-07,3,-1.985583603254684,-1.3517888512000003
2021-11-08,0,13.898954160000004,4.186401279999999
2021-11-09,0,24.781896914250005,4.395411968
2021-11-10,0,20.1522772571125,-0.08241827840000004
2021-11-11,0,21.775977649128123,6.5448859648
2021-11-12,0,14.443048075479687,-0.46686177279999974
2021-11-13,0,-4.133414158423437,-1.6046433280000003
2021-11-14,4,-1.1461310729999972,-0.9327434752000003
2021-11-15,1,23.651792241912503,6.351982899199999
2021-11-16,0,18.631932081714066,3.1141555200000006
2021-11-17,1,31.094991351237503,5.042971136
2021-11-18,2,24.529412504853124,1.5841371135999998
2021-11-19,0,29.351689797679686,0.9909061632
2021-11-20,1,-5.370826000032813,-1.7312822272000001
2021-11-21,0,-4.359980331234372,-0.9628203008000005
2021-11-22,1,14.044561631432819,4.3222169599999996
2021-11-23,0,21.00496944277188,-1.5312931839999995
2021-11-24,0,30.867635182206254,1.1639657472
2021-11-25,1,9.402896589360937,2.0679459840000005
2021-11-26,0,14.691564015221875,1.8763835392000003
2021-11-27,6,-5.163558339676561,-1.1567205375999998
2021-11-28,7,-3.0480182798249955,-0.5907520512000003
2021-11-29,3,28.98475614617813,3.6194944
2021-11-30,2,11.315045822484377,3.90979584
2021-12-01,0,20.690711416498438,3.445905408
2021-12-02,0,15.901330028039062,0.2671580159999998
2021-12-03,0,9.00113687545625,-1.2932819968000002
2021-12-04,0,-4.213467150887499,-0.7507151872000002
2021-12-05,0,-2.5789299382187463,-0.5108032512000001
2021-12-06,1,12.209671966250005,2.63526912
2021-12-07,0,7.169106094015628,4.104599552
2021-12-08,0,7.177163394385939,0.5126928384000005
2021-12-09,27,7.360174737784376,2.887861248
2021-12-10,26,1.4095073657734387,1.608077824
2021-12-11,1,-1.877591785473436,-1.2855467008000003
2021-12-12,0,-1.1346446105031232,-0.6881664000000005
2021-12-13,0,17.2312756275,4.51760384
2021-12-14,3,24.579669030281252,2.628401664
2021-12-15,1,15.969708846840623,1.4984767488000001
2021-12-16,1,13.928743331984373,-1.380115456
2021-12-17,0,12.934528559484374,2.2667302912
2021-12-18,0,-2.0502507774218746,-1.0991205375999997
2021-12-19,23,-1.5969138851437474,-0.5824960512000003
2021-12-20,0,21.076179130000003,5.6130432
2021-12-21,6,16.221636316968752,2.4982681600000003
2021-12-22,0,6.75287630293125,5.47271424
2021-12-23,1,5.4500279762171875,3.8376730624000004
2021-12-24,0,-1.0114777962499986,-2.2417882112000003
2021-12-25,0,-2.051625321912497,-1.1467791360000006
2021-12-26,0,-1.3718596028921846,-0.7853248512000003
2021-12-27,0,3.034991968162503,-0.5636275200000003
2021-12-28,0,4.818498135604689,-0.4502507519999998
2021-12-29,3,-0.43726213988906126,-0.3734267903999997
2021-12-30,1,3.1166042148593758,-0.2521517055999995
2021-12-31,1,-0.8993395875359372,1.8263882752000007
2022-01-01,0,-0.49166829885468677,-0.4748161023999997
2022-01-02,3,-0.3008087550718745,-0.16000000000000014
2022-01-03,3,7.777886390000001,-0.09600000000000007
2022-01-04,1,23.0175355579375,3.9328
2022-01-05,0,16.0852529655125,0.14892800000000017
2022-01-06,0,10.687663786768749,-0.5608576000000003
2022-01-07,0,22.849027895401562,-0.30585344000000025
2022-01-08,2,-4.429929410143751,-0.21117542399999997
2022-01-09,0,-2.4536855999999982,-0.1606827008
2022-01-10,0,19.25886888,11.8927488
2022-01-11,0,14.544267048375001,5.511864320000001
2022-01-12,0,11.144085763587501,2.3655224319999997
2022-01-13,0,15.210605519340625,5.7197348863999995
2022-01-14,0,9.896116817098438,2.2003306495999997
2022-01-15,0,-3.759236823909374,-1.4552320000000005
2022-01-16,0,-2.2663114284343724,-1.601433600000001
2022-01-17,1,17.496777403750002,1.9169689599999993
2022-01-18,0,11.906455456671877,11.569501696
2022-01-19,0,15.654276281214063,11.485922099200002
2022-01-20,0,15.193747555368748,1.3812128768000003
2022-01-21,0,17.96182001716406,1.5926891519999993
2022-01-22,0,-3.5061903304015622,-1.9020280832000003
2022-01-23,0,-1.633500923003123,-1.8619888640000006
2022-01-24,2,15.120983833750003,0.7665360895999993
2022-01-25,45,13.867425121453127,0.6611415039999997
2022-01-26,0,11.367307640332815,2.6777980928000007
2022-01-27,0,17.40559551091406,2.336842444800001
2022-01-28,0,12.774521274520312,2.3383710720000006
2022-01-29,27,-3.0920840432765617,-0.5939533823999996
2022-01-30,69,-2.476613227556248,-1.0150640640000002
2022-01-31,2,28.364522035698442,0.40427560959999964
2022-02-01,0,17.724702552448438,1.371111936
2022-02-02,0,20.407103229373437,4.1811197952
2022-02-03,2,27.895856227904687,1.5345523712000002
2022-02-04,27,19.799452789882814,2.6748360704
2022-02-05,3,-5.085708420770312,-0.4970909695999999
2022-02-06,29,-3.6288401811265594,-0.9677659136000003
2022-02-07,0,22.498444734964067,1.4292663295999997
2022-02-08,3,34.542261229531256,4.190606848
2022-02-09,2,33.36114471882813,0.5170912256000002
2022-02-10,0,28.38409636756875,6.8490913792
2022-02-11,0,25.144613742085937,3.7391544320000003
2022-02-12,1,-7.805788218342187,-1.2669576192000003
2022-02-13,6,-4.523042041449995,-1.3640027136000006
2022-02-14,1,-2.128079746285931,3.1636612096
2022-02-15,15,24.439592020859383,2.591845376
2022-02-16,2,20.22243142899219,3.3990228992000002
2022-02-17,0,24.71249275297344,9.113355263999999
2022-02-18,2,22.038332153749998,3.8115704832000006
2022-02-19,13,-4.054617270809375,-0.9595517952000003
2022-02-20,12,-3.5570388961859347,-0.9290630144000005
2022-02-21,35,14.722738216250004,8.6448285696
2022-02-22,5,9.54279907573438,9.080502272
2022-02-23,8,16.50345991479219,3.0892693504
2022-02-24,30,20.730942418639064,3.6243165183999997
2022-02-25,2,17.044269276132813,2.7225077759999996
2022-02-26,0,-3.9796629830156256,-1.0467190783999998
2022-02-27,27,-2.903326459537498,-1.0949075968000006
2022-02-28,3,15.112605796178128,5.4843087872
2022-03-01,18,14.843886627484379,4.5411792896000005
2022-03-02,14,23.24167620018594,3.2127493120000006
2022-03-03,4,28.121925225470314,5.3279219712
2022-03-04,1,16.956329293890626,0.9928466432
2022-03-05,0,-5.631977645992189,-2.3698459648
2022-03-06,0,-3.2415862813062475,0.6521281535999994
2022-03-07,0,5.793577336214067,2.6851689471999998
2022-03-08,0,8.47518755873438,9.347068825600001
2022-03-09,2,8.120428411357816,5.828865843200001
2022-03-10,6,9.098657939181251,2.6700593151999996
2022-03-11,11,8.028521638264063,3.1089033215999997
2022-03-12,3,-1.8069548330453116,-1.7819072512000003
2022-03-13,7,-1.640041458326561,-0.7167420416000008
2022-03-14,3,15.982734042500002,9.679376895999999
2022-03-15,25,15.507452199625,8.864641331200001
