,blevesearch/bleve,apache/solr,elastic/elasticsearch
2014-04-17,2,10,5.0
2014-04-18,7,15,10.5
2014-04-19,8,1,1.674999999999999
2014-04-20,4,3,0.062499999999999334
2014-04-21,0,13,6.3481875
2014-04-22,3,9,15.861628750000001
2014-04-23,0,5,6.651418187499999
2014-04-24,5,9,12.866236631249999
2014-04-25,13,7,11.240387488671875
2014-04-26,0,1,-1.9892685571015623
2014-04-27,0,1,-1.841767350692186
2014-04-28,0,7,19.764836793126566
2014-04-29,0,7,31.958045757604687
2014-04-30,0,11,4.78997625723281
2014-05-01,0,21,0.2308143209984368
2014-05-02,0,8,4.330999371942189
2014-05-03,0,1,-2.497672116507809
2014-05-04,0,4,2.396734238981254
2014-05-05,0,8,11.454645588714065
2014-05-06,0,5,23.59006143292188
2014-05-07,0,8,10.913330878698437
2014-05-08,0,18,7.350698158585937
2014-05-09,1,12,8.951002848828125
2014-05-10,0,0,-0.022464401253123434
2014-05-11,0,16,-2.1567459152515602
2014-05-12,0,8,24.529257621687503
2014-05-13,0,15,19.245415980653128
2014-05-14,0,12,14.605462697376563
2014-05-15,3,18,3.633780080081248
2014-05-16,3,14,10.748430376289065
2014-05-17,0,7,-0.4362612228328109
2014-05-18,0,0,4.607023755521878
2014-05-19,1,12,11.67812280239219
2014-05-20,0,11,9.027281610343753
2014-05-21,0,17,8.92836030595625
2014-05-22,0,13,16.020022949376564
2014-05-23,0,11,10.384985262692188
2014-05-24,0,1,-1.3971468787562498
2014-05-25,0,1,-2.2210639232999982
2014-05-26,0,3,-0.48041914621718473
2014-05-27,0,3,3.763689895029691
2014-05-28,0,6,25.572434215809377
2014-05-29,0,7,-0.5963878903687507
2014-05-30,0,8,6.857617549771875
2014-05-31,0,2,2.7603487770984376
2014-06-01,0,0,-1.7788538240343732
2014-06-02,0,9,8.927658786178126
2014-06-03,0,8,34.202776118234375
2014-06-04,0,6,0.30638049613593576
2014-06-05,0,11,13.062338334648437
2014-06-06,0,3,3.521247713732812
2014-06-07,0,2,1.3657026440015652
2014-06-08,0,0,-2.1095668629015605
2014-06-09,0,6,3.5825525748203155
2014-06-10,0,10,6.422628242343753
2014-06-11,0,11,4.085024274828127
2014-06-12,0,8,11.213199516128126
2014-06-13,0,8,12.773296305320311
2014-06-14,0,3,-0.7476183666843754
