,youzan/vant,ant-design/ant-design,ElemeFE/element
2017-02-25,-4.597765522489063,9,0
2017-02-26,5.9505467711203135,12,1
2017-02-27,18.343320801984376,20,4
2017-02-28,21.641759991689064,17,15
2017-03-01,8.508069393320312,14,5
2017-03-02,19.403877708595314,21,1
2017-03-03,10.17028913311094,11,3
2017-03-04,-14.276151633820312,0,4
2017-03-05,-5.004191297328122,13,2
2017-03-06,3.8008376183750006,22,7
2017-03-07,7.649038350293749,9,3
2017-03-08,20.098047669659373,13,2
2017-03-09,7.603564502187497,10,16
2017-03-10,8.554735258626561,22,1
2017-03-11,-11.460322704357814,3,0
2017-03-12,-5.417661140820311,2,0
2017-03-13,5.646282027718751,13,0
2017-03-14,7.81502174014375,12,1
2017-03-15,15.219649331185938,5,11
2017-03-16,6.020021420303124,11,1
2017-03-17,11.67802211916875,15,4
2017-03-18,-10.667797349968751,13,4
2017-03-19,0.09186572284375139,10,5
2017-03-20,1.480787823750001,12,5
2017-03-21,1.4545495153593748,12,0
2017-03-22,27.53017289045156,9,2
2017-03-23,-3.1058991333703148,8,5
2017-03-24,14.242458441878126,18,8
2017-03-25,-8.535446476303125,2,0
2017-03-26,-1.4287447216390614,1,3
2017-03-27,6.635677098671875,53,0
2017-03-28,-3.0119658592578133,18,10
2017-03-29,-0.02009180249062492,11,7
2017-03-30,19.338059645353123,12,11
2017-03-31,8.899650078159373,7,1
2017-04-01,11.897013264560938,16,5
2017-04-02,-10.470817857153124,10,0
2017-04-03,-4.687664792278123,2,2
2017-04-04,-3.034963558603125,4,9
2017-04-05,8.813286371642187,17,4
2017-04-06,0.11654482198906102,8,8
2017-04-07,-1.9046271785406255,5,9
2017-04-08,-2.775802154885938,4,4
2017-04-09,-1.527199990268751,3,0
2017-04-10,3.0680130721109373,14,3
2017-04-11,6.3149842624999994,10,2
2017-04-12,1.7956251762499997,21,2
2017-04-13,15.106008021828124,19,0
2017-04-14,-0.8283656768890628,4,3
2017-04-15,-2.527351499695312,8,0
2017-04-16,-2.859864776465624,1,10
2017-04-17,7.299397755,2,0
2017-04-18,7.0734911304375,0,0
2017-04-19,24.80116421919375,7,8
2017-04-20,7.581092507809373,3,1
2017-04-21,-4.3799658354453115,4,4
2017-04-22,-6.666946036284374,17,0
2017-04-23,0.384920574571876,1,1
2017-04-24,0.3344332222843751,5,2
2017-04-25,5.524493912859375,5,8
2017-04-26,3.1557292964828116,8,1
2017-04-27,-1.8692424247796886,10,5
2017-04-28,-2.3779346580312506,12,20
2017-04-29,-2.0178121020171877,0,2
2017-04-30,-1.122735274396875,7,1
2017-05-01,-0.7666132245625001,10,0
2017-05-02,-0.6040261337437502,10,8
2017-05-03,1.5515548686781244,14,15
2017-05-04,-0.9294171369703133,6,3
2017-05-05,-0.38525472990937515,9,5
2017-05-06,-0.17562695646406257,2,7
2017-05-07,-0.09390841323281252,0,0
2017-05-08,-0.05944049999999999,5,1
2017-05-09,2.953438275,4,2
2017-05-10,-0.9379145475000001,4,10
2017-05-11,0.6532465664687501,10,0
2017-05-12,-0.505666826465625,1,7
2017-05-13,-0.22548749999999992,4,6
2017-05-14,-0.14866074999999995,3,4
2017-05-15,2.8899949125,15,3
2017-05-16,-0.9865920712500001,6,0
2017-05-17,0.6140889872031251,8,1
2017-05-18,-0.5382075134484375,9,5
2017-05-19,6.758635783234375,4,2
2017-05-20,-2.262244163232813,0,0
2017-05-21,-0.8450050874999995,0,3
2017-05-22,-0.5030920712499998,9,0
2017-05-23,-0.3520485127968751,10,4
2017-05-24,3.7322507365515625,8,1
2017-05-25,12.621157245734375,4,0
2017-05-26,-4.766284329482813,1,1
2017-05-27,-1.819137017359374,11,1
2017-05-28,-1.0887338926296872,7,0
2017-05-29,-0.681156,5,3
2017-05-30,-0.5092069499999999,1,2
2017-05-31,-0.40176116999999995,8,2
2017-06-01,-0.32890869956250024,13,2
2017-06-02,2.7233923123499992,14,3
2017-06-03,-1.0901677852593754,0,15
2017-06-04,-0.3149999999999998,0,1
2017-06-05,-0.1784999999999999,8,0
2017-06-06,-0.1204875,11,0
2017-06-07,-0.08916074999999998,6,1
2017-06-08,-0.06984258749999998,6,0
2017-06-09,0.94312817875,21,19
2017-06-10,-0.34763015029687516,1,1
2017-06-11,-0.1457502396984375,2,0
2017-06-12,-0.05949999999999997,7,0
2017-06-13,-0.0401625,9,0
2017-06-14,-0.029720249999999997,3,0
2017-06-15,3.9767191375,17,5
2017-06-16,-1.21895727375,5,1
2017-06-17,-0.4358767167656247,1,1
2017-06-18,-0.2515834132328124,2,12
2017-06-19,2.83935,9,0
2017-06-20,-1.0188810000000001,6,0
2017-06-21,-0.4081234499999998,6,1
2017-06-22,-0.2543290949999999,2,0
2017-06-23,-0.18399436706250016,11,2
2017-06-24,-0.14349440293125007,2,0
2017-06-25,-0.06984258749999998,5,0
2017-06-26,2.94312817875,11,0
2017-06-27,1.0523698497031249,8,0
2017-06-28,-0.9557502396984374,10,0
2017-06-29,-0.38849999999999973,4,0
2017-06-30,-0.23948749999999994,18,0
2017-07-01,-0.16948575,5,0
2017-07-02,-0.12928308749999998,2,6
2017-07-03,-0.10343354625000001,7,0
2017-07-04,4.914455302203125,10,1
2017-07-05,-1.572503673229688,2,3
2017-07-06,2.4478331735343755,6,1
2017-07-07,-1.1975,15,2
2017-07-08,-0.5158124999999998,6,0
2017-07-09,-0.3271012499999999,0,0
2017-07-10,-0.23689181249999997,2,2
2017-07-11,3.81605288125,6,3
2017-07-12,-0.3492261713281253,11,0
2017-07-13,-0.8447888874140623,6,4
2017-07-14,-0.3906301502968749,21,0
2017-07-15,2.7390997603015625,5,7
2017-07-16,-1.0590435,7,0
2017-07-17,-0.4378436999999997,16,3
2017-07-18,0.7223900425,3,3
2017-07-19,-0.5029516408125002,9,1
2017-07-20,0.735628880303125,5,27
2017-07-21,0.5570739992671875,5,5
2017-07-22,-0.50203432125,10,0
2017-07-23,-0.24185040029687502,2,2
2017-07-24,-0.16369360219843754,10,4
2017-07-25,0.91115997625,10,1
2017-07-26,-0.36887782926562507,2,0
2017-07-27,1.8391784505171875,5,10
2017-07-28,3.3056660094843746,6,6
2017-07-29,-1.4796226299984376,7,4
2017-07-30,-0.5823036632328121,10,6
2017-07-31,8.6583941375,8,0
2017-08-01,-2.93904777375,9,4
2017-08-02,-1.1263194417656244,6,0
2017-08-03,-0.6801214107328123,7,6
2017-08-04,3.53095497146875,13,0
2017-08-05,-1.5581559435281254,2,22
2017-08-06,-0.6838614154312498,5,2
2017-08-07,0.5913845362500001,29,0
2017-08-08,7.396459549109375,10,1
2017-08-09,11.253868280904687,12,10
2017-08-10,-1.1926234500000001,10,0
2017-08-11,-0.2619915949999987,20,0
2017-08-12,-1.5675271170624994,5,0
2017-08-13,-1.7306515154312496,1,6
2017-08-14,-1.0654376737499998,10,0
2017-08-15,4.207664518234375,18,0
2017-08-16,7.871554320142186,15,1
2017-08-17,0.968666726918749,14,1
2017-08-18,15.818672663928126,11,13
2017-08-19,-6.141733576978126,4,5
2017-08-20,-3.1993532064640613,2,1
2017-08-21,11.136497274267189,8,2
2017-08-22,10.801216256250001,3,4
2017-08-23,-3.1552078838281252,14,3
2017-08-24,8.552972759929688,7,0
2017-08-25,-3.3927992799062503,9,6
2017-08-26,-0.9204952084609381,0,0
2017-08-27,-3.2012867806890624,16,0
2017-08-28,14.232984728017188,0,3
2017-08-29,4.9118121020468735,13,0
2017-08-30,1.0012596022234366,10,1
2017-08-31,9.1067106249625,7,0
2017-09-01,9.380454620365624,9,5
2017-09-02,-7.884897843573437,0,2
2017-09-03,-3.581934439995311,5,1
2017-09-04,6.677527142801563,8,0
2017-09-05,3.6157929829999986,13,4
2017-09-06,3.3288645126031247,24,5
2017-09-07,7.326049804579688,3,0
2017-09-08,21.101863192651564,25,2
2017-09-09,-9.868977503509377,2,0
2017-09-10,-4.834924374224998,6,0
2017-09-11,2.211925636250001,12,2
2017-09-12,-3.4813260408906253,7,4
2017-09-13,5.952097756779687,8,1
2017-09-14,1.1810281375124991,1,14
2017-09-15,3.6248723391999995,21,4
2017-09-16,-2.8602308352156265,11,7
2017-09-17,-2.1528331865515624,4,2
2017-09-18,-1.0684442819828122,12,8
2017-09-19,3.245130766171875,6,2
2017-09-20,6.215816181335937,6,3
2017-09-21,1.7655136096249997,14,3
2017-09-22,7.077967331559375,19,6
2017-09-23,-4.359661357273438,13,4
2017-09-24,4.1013583906046875,0,6
2017-09-25,0.05971863676718758,34,2
2017-09-26,8.657697755000001,4,10
2017-09-27,8.3992281304375,15,6
2017-09-28,-2.98341738080625,7,4
2017-09-29,16.404067372809376,8,7
2017-09-30,1.014182341179687,4,6
2017-10-01,-6.146955612328124,2,4
2017-10-02,-3.050072359343749,0,1
2017-10-03,-2.06822260344375,2,1
2017-10-04,-1.4875487703703132,0,4
2017-10-05,-1.1457861847640634,0,3
2017-10-06,0.18711224017656203,5,0
2017-10-07,-0.8289000387609385,2,0
2017-10-08,-0.5195587155468758,4,0
2017-10-09,6.818249280904688,21,3
2017-10-10,-0.14016250000000063,18,2
2017-10-11,10.63527975,16,1
2017-10-12,0.7502191375000002,13,6
2017-10-13,4.820905226250001,2,0
2017-10-14,-3.9432434667656246,4,1
2017-10-15,-1.8554399507328116,1,0
2017-10-16,4.78728185875,14,12
2017-10-17,-0.6983231648593753,17,4
2017-10-18,4.061509076339062,15,4
2017-10-19,-1.8657206964031254,14,8
2017-10-20,7.315982267378125,9,26
2017-10-21,-3.615577300289063,2,0
2017-10-22,-1.5532679808624996,5,2
2017-10-23,2.0857106325000005,12,4
2017-10-24,2.4359572269062495,15,13
2017-10-25,6.967239332071875,8,6
2017-10-26,6.350587836690625,16,10
2017-10-27,-2.5714801599125003,10,13
2017-10-28,-2.591784614123437,9,5
2017-10-29,-1.4774368065953123,2,1
2017-10-30,4.06189747875,2,6
2017-10-31,-2.2105145077968755,20,18
2017-11-01,-0.0921216955109374,13,12
2017-11-02,-0.030858566321875447,1,3
2017-11-03,1.075255065748437,8,10
2017-11-04,-1.0806888158593753,1,1
2017-11-05,-0.45323363896562485,0,2
2017-11-06,3.71633088125,10,2
2017-11-07,0.5872903036718746,8,2
2017-11-08,5.810404297585937,5,5
2017-11-09,0.3706042844843749,17,11
2017-11-10,1.0179753225015629,7,10
2017-11-11,4.123957153235938,1,5
2017-11-12,-2.754368276465625,6,8
2017-11-13,-0.25942006999999956,7,8
2017-11-14,-0.13103570206249993,3,7
2017-11-15,3.9762336597875,4,9
2017-11-16,4.892160247425,3,15
2017-11-17,2.936066460823437,15,7
2017-11-18,-3.1045067824953123,8,0
2017-11-19,-1.4363241527921873,13,6
2017-11-20,1.089522634353125,15,2
2017-11-21,0.7997449469843749,30,2
2017-11-22,0.7244659637515625,26,2
2017-11-23,3.7056469116890627,0,14
2017-11-24,8.797877273976562,4,5
2017-11-25,-3.274109693223438,0,1
2017-11-26,-2.020327704396874,2,4
2017-11-27,0.8957707275000004,14,3
2017-11-28,3.6338815439687497,11,0
2017-11-29,-0.29032436999687494,12,8
2017-11-30,4.316483633753125,6,3
2017-12-01,-2.7261862840437505,17,2
2017-12-02,-1.2707712243359377,4,0
2017-12-03,-0.7977822373265626,6,1
2017-12-04,6.531682226767187,30,3
2017-12-05,5.548576972718749,13,1
2017-12-06,1.58084986720625,6,0
2017-12-07,6.030085857804687,7,0
2017-12-08,3.895435372940625,8,0
2017-12-09,-4.253342229396875,0,0
2017-12-10,-0.9770405374999991,7,4
2017-12-11,7.39498843375,8,6
2017-12-12,6.227018230140624,1,12
2017-12-13,0.23132624199531193,9,4
2017-12-14,5.329424246559375,1,0
2017-12-15,2.426351542945312,9,3
2017-12-16,-4.284152565720313,10,1
2017-12-17,-2.105667342112499,6,4
2017-12-18,2.654135444484375,6,2
2017-12-19,5.788929335876562,5,6
2017-12-20,-2.613373768001563,3,3
2017-12-21,5.07320078259375,8,1
2017-12-22,1.8148415666953115,14,0
2017-12-23,-2.968068736454688,3,1
2017-12-24,-1.407631842629687,1,5
2017-12-25,5.129566255,3,0
2017-12-26,-0.4473001695625003,3,5
