,NativeScript/NativeScript,ionic-team/ionic-framework,flutter/flutter
2016-02-04,14,31,21.32446903907656
2016-02-05,11,42,10.8043327675
2016-02-06,0,6,11.496367874634375
2016-02-07,1,5,-4.2858543538156235
2016-02-08,5,6,8.39115070521563
2016-02-09,13,8,34.973149909739064
2016-02-10,15,39,20.222436020803126
2016-02-11,17,16,22.228047065982814
2016-02-12,9,12,50.864474855659374
2016-02-13,1,17,9.787578435815625
2016-02-14,1,9,14.155081713675001
2016-02-15,15,7,8.666345725675002
2016-02-16,5,5,14.51544427432813
2016-02-17,7,17,27.302302025010942
2016-02-18,17,24,1.003578507728128
2016-02-19,9,9,19.12790889587813
2016-02-20,0,6,3.376754545853128
2016-02-21,0,11,7.696872149404692
2016-02-22,4,14,15.223688784739066
2016-02-23,7,29,17.70254506401094
2016-02-24,24,22,16.24149837539844
2016-02-25,15,10,37.08712999976562
2016-02-26,1,2,30.903596039689063
2016-02-27,3,2,15.3960890010875
2016-02-28,0,7,-1.6663708705031244
2016-02-29,9,23,4.4849693172390666
2016-03-01,8,11,18.954373742271883
2016-03-02,6,11,18.908972769223443
2016-03-03,2,13,40.482701203381254
2016-03-04,1,26,20.095421955089062
2016-03-05,0,5,0.7883989726468759
2016-03-06,0,12,11.049260560525003
2016-03-07,9,18,13.261138272845317
2016-03-08,7,0,22.232927106429692
2016-03-09,15,11,15.250068842817189
2016-03-10,4,5,25.41080650179844
2016-03-11,7,15,37.49807254541875
2016-03-12,1,7,21.804909248909375
2016-03-13,0,5,1.5413055098687503
2016-03-14,1,8,28.741666051462502
2016-03-15,5,11,12.048687413893754
2016-03-16,9,3,1.9339741941812552
2016-03-17,7,1,17.355798274451566
2016-03-18,7,4,36.69494763326094
2016-03-19,1,0,-1.4911962013015607
2016-03-20,0,0,-4.792468843299997
2016-03-21,12,1,31.984146696781252
2016-03-22,8,6,7.389617855895315
2016-03-23,8,5,19.478448721481254
2016-03-24,14,5,31.887808955192188
2016-03-25,13,0,16.303711475868752
2016-03-26,0,0,3.8650951700531255
2016-03-27,0,0,6.334250127896877
2016-03-28,9,2,14.03340685353438
2016-03-29,7,1,25.55344544320313
2016-03-30,7,1,19.127598669539065
2016-03-31,3,8,17.19652735590781
2016-04-01,2,14,22.228415568809375
2016-04-02,0,1,-1.2440243431890607
2016-04-03,0,0,-2.06336862223281
2016-04-04,2,1,5.115056873968754
2016-04-05,0,14,8.091786537823442
2016-04-06,3,9,9.910121070134378
2016-04-07,1,12,17.740226484781253
2016-04-08,11,3,14.997490429742188
2016-04-09,0,2,-1.1146003790140622
2016-04-10,0,4,-2.609889678584374
2016-04-11,7,24,8.385407153789066
2016-04-12,4,19,12.796979719553129
2016-04-13,18,9,10.088731672790626
2016-04-14,15,20,6.991828444151563
2016-04-15,16,14,12.220489077454689
2016-04-16,0,4,-0.18305993930156195
2016-04-17,0,12,-2.0902670122296856
2016-04-18,11,18,8.687793542392189
2016-04-19,10,16,8.010200263593752
2016-04-20,8,18,12.742909853156252
2016-04-21,8,25,14.157911742757811
2016-04-22,7,16,6.7226153056265625
2016-04-23,0,0,0.17891319065625044
2016-04-24,0,0,0.008087147914063841
2016-04-25,5,3,10.51923260489219
2016-04-26,6,7,4.739839969843752
2016-04-27,8,8,8.910013688234375
2016-04-28,5,3,11.60559856815625
2016-04-29,1,14,14.186249390695313
2016-04-30,0,0,-0.2796072370171876
2016-05-01,0,0,0.903070243093751
2016-05-02,10,1,6.3443491238609395
2016-05-03,8,1,16.048547527490626
2016-05-04,2,4,19.944464494709376
2016-05-05,11,8,9.00855287907656
2016-05-06,5,0,5.483927116135938
2016-05-07,2,0,-1.9943713830187488
2016-05-08,1,0,-1.9509016209078096
2016-05-09,20,3,16.679634958345314
2016-05-10,7,10,11.171863868267188
2016-05-11,3,1,9.95860511918125
2016-05-12,1,6,8.90695654124375
2016-05-13,16,5,8.013508043720314
2016-05-14,3,2,-1.7962700963578118
2016-05-15,0,0,-0.7533212108390606
2016-05-16,8,9,14.691678689964064
2016-05-17,12,5,17.40716395571875
2016-05-18,11,11,11.466255320884375
2016-05-19,12,21,10.58734225279375
2016-05-20,15,13,8.649085739595312
2016-05-21,0,10,-0.15891138235312363
2016-05-22,0,0,-2.194914087160935
2016-05-23,0,3,11.53326719444844
2016-05-24,0,8,8.560119526714065
2016-05-25,11,12,5.383189980362501
2016-05-26,8,7,13.661392106546876
2016-05-27,8,12,8.025337937242188
2016-05-28,0,0,0.24950996955937566
2016-05-29,0,0,2.105818418021876
2016-05-30,17,0,0.3777692536421895
2016-05-31,10,26,7.697629672046878
2016-06-01,4,18,10.142949953860938
2016-06-02,7,20,13.715784590479688
2016-06-03,9,3,15.115907475212499
2016-06-04,0,1,-1.4057582224968757
2016-06-05,1,0,-2.0507918769421867
2016-06-06,4,4,6.668883685329689
2016-06-07,8,6,16.202687547575003
2016-06-08,14,26,8.061944422787501
2016-06-09,5,23,7.224941705989062
2016-06-10,5,4,8.34681020381875
2016-06-11,0,0,-2.6931576673562487
2016-06-12,0,2,0.4269989283218769
2016-06-13,14,5,9.760127249928127
2016-06-14,16,12,10.000529825875002
2016-06-15,7,8,6.5776445116812505
2016-06-16,8,10,11.69302511118125
2016-06-17,12,11,3.2833778331984376
2016-06-18,0,7,-1.127298243531249
2016-06-19,0,1,-0.40772040789531094
2016-06-20,16,7,5.950562815218753
2016-06-21,7,12,12.503258884256251
2016-06-22,3,12,14.647818424667188
2016-06-23,0,3,14.012535879928125
2016-06-24,10,14,4.685975504957812
2016-06-25,0,0,2.3491582276531253
2016-06-26,0,0,-1.0845862119812484
2016-06-27,5,12,2.54186153569844
2016-06-28,5,8,7.51877224635469
2016-06-29,4,17,-1.9458418987203108
2016-06-30,9,19,8.805619556981252
2016-07-01,6,6,5.184731803123438
2016-07-02,0,9,-0.6883869909859368
2016-07-03,0,0,-1.0238248816156246
2016-07-04,4,0,1.3344795268046887
2016-07-05,4,2,-0.6808203708484362
2016-07-06,9,1,4.525189897715626
2016-07-07,2,5,4.1482225271765625
2016-07-08,2,9,9.04717398359375
2016-07-09,1,0,-1.5617939127187506
2016-07-10,0,0,-0.7904968057671873
2016-07-11,5,1,2.500517504964063
2016-07-12,8,6,4.327844561468751
2016-07-13,6,6,3.0657562511781253
2016-07-14,5,4,3.054569828671875
2016-07-15,4,6,3.0147397097421877
2016-07-16,0,2,0.01665985716406282
2016-07-17,0,0,-0.6807083128593744
2016-07-18,10,3,6.594791848750001
2016-07-19,10,8,1.9875615297031253
2016-07-20,8,1,7.129809542314063
2016-07-21,7,1,8.672092900257812
2016-07-22,7,0,9.280457040293749
2016-07-23,0,0,-1.035767108456251
2016-07-24,0,0,-1.2289480606593746
2016-07-25,4,4,5.180400236214064
2016-07-26,5,0,8.777489620140626
2016-07-27,4,0,13.224186648201563
2016-07-28,5,2,6.505421088267187
2016-07-29,7,10,7.71795837830625
2016-07-30,0,0,-2.3361591647812503
2016-07-31,0,0,-1.3585327659109359
2016-08-01,4,3,2.080705094964064
2016-08-02,3,0,5.982547221906252
2016-08-03,3,9,1.572892698378126
2016-08-04,2,18,9.840523388156251
2016-08-05,3,5,22.18047793232031
2016-08-06,0,1,-2.344760552979689
2016-08-07,1,0,-1.791779312859375
2016-08-08,1,2,5.8699470737500015
2016-08-09,1,5,11.452468899703128
2016-08-10,0,7,3.7072975250328133
2016-08-11,2,1,12.073967384451564
2016-08-12,3,2,2.4050037767203127
2016-08-13,0,1,-0.015550336520311347
2016-08-14,0,1,-1.4607676113781236
2016-08-15,2,0,8.124363611214065
2016-08-16,4,3,9.423884682640626
2016-08-17,5,8,9.939080860545314
2016-08-18,2,3,8.628549728939062
2016-08-19,0,1,7.594395496315625
2016-08-20,0,5,-1.3969511430812496
2016-08-21,0,1,-1.468323251210936
2016-08-22,7,1,4.987888391178127
2016-08-23,3,3,5.621501124109377
2016-08-24,1,9,6.389422391504689
2016-08-25,1,1,7.237025332167188
2016-08-26,0,1,5.0863883513968755
2016-08-27,0,0,-0.7735022043015622
2016-08-28,0,0,-1.122146163374999
2016-08-29,9,0,7.273508382464064
2016-08-30,5,0,4.641449898156251
2016-08-31,7,0,4.581941261175
2016-09-01,7,1,8.558567424373438
2016-09-02,2,0,4.149576476321875
2016-09-03,0,0,-0.6275705601828123
2016-09-04,0,0,-1.0493318807671868
2016-09-05,2,0,-0.6954459975359361
2016-09-06,0,0,-0.5357232566249983
2016-09-07,2,0,3.5598539991187512
2016-09-08,2,0,7.286171219190626
2016-09-09,2,0,13.794199564628125
2016-09-10,0,0,-2.1264920997031265
2016-09-11,0,0,-1.04561142823125
2016-09-12,3,0,8.334334147464062
2016-09-13,2,32,5.608480450000001
2016-09-14,6,8,5.5035778650000005
2016-09-15,9,0,9.4040469904375
2016-09-16,10,20,12.92299014198125
2016-09-17,12,3,-1.6949037655218753
2016-09-18,0,1,-1.5903956505390617
2016-09-19,4,10,5.995417896250002
2016-09-20,5,9,15.528373471609378
2016-09-21,6,9,9.357580374817188
2016-09-22,0,1,14.374152244889062
2016-09-23,0,5,2.7872516328265617
2016-09-24,0,1,-0.4180855193796864
2016-09-25,0,3,-0.7041199385546859
2016-09-26,6,15,13.784527561214066
2016-09-27,10,14,9.586525072640626
2016-09-28,9,12,6.380142643482813
2016-09-29,7,5,3.5544388394515627
2016-09-30,3,13,5.970611995803126
2016-10-01,0,6,-0.051741026204686236
2016-10-02,0,4,-0.38841712499687353
2016-10-03,4,7,8.962258638162501
2016-10-04,3,2,9.23249348472969
2016-10-05,7,1,6.831623114523438
2016-10-06,2,9,5.9083446749281245
2016-10-07,7,9,4.010685104082813
2016-10-08,0,1,-0.7672440243406242
2016-10-09,0,6,-1.1902880175687487
2016-10-10,1,19,2.191564131912502
2016-10-11,9,9,7.074020246057814
2016-10-12,1,28,2.5532576652187506
2016-10-13,5,15,12.792159409964063
2016-10-14,5,4,8.898152133051562
2016-10-15,0,1,2.8066553553687497
2016-10-16,0,5,1.29496853426875
2016-10-17,7,2,10.660781958714063
2016-10-18,5,11,7.899475440953125
2016-10-19,9,2,8.763517228267188
2016-10-20,10,6,14.559870792649999
2016-10-21,3,11,8.8683072363875
2016-10-22,0,8,-2.9963158974249997
2016-10-23,0,1,2.255590818276564
2016-10-24,13,7,9.39400956827344
2016-10-25,13,3,7.80232983620469
2016-10-26,7,2,1.655344768162501
2016-10-27,5,4,10.218073045218752
2016-10-28,7,1,8.655072445839064
2016-10-29,0,7,0.5518424507015633
2016-10-30,0,0,-1.670760652931249
2016-10-31,13,8,5.947158964187501
2016-11-01,3,9,17.491379634184376
2016-11-02,9,7,16.155338806948436
2016-11-03,4,8,12.596981480078124
2016-11-04,5,10,-0.4510693625812512
2016-11-05,0,0,-2.306223512353124
2016-11-06,0,0,-0.5030321544421847
2016-11-07,10,5,7.824751081142191
2016-11-08,7,1,6.207307842640627
2016-11-09,1,3,7.0561874062015635
2016-11-10,13,6,13.904476177020314
2016-11-11,6,7,1.2189684548171873
2016-11-12,0,0,1.1369006578781256
2016-11-13,0,0,-1.4056448663578116
2016-11-14,6,12,5.0606415707343775
2016-11-15,5,5,11.672260647823439
2016-11-16,4,16,11.840973856801563
2016-11-17,3,6,2.4121969225718747
2016-11-18,1,18,6.062981496426563
2016-11-19,0,4,0.004751018612500824
2016-11-20,0,14,-1.3425651741906235
2016-11-21,13,16,6.090188102392189
2016-11-22,3,2,14.611220145656251
2016-11-23,6,7,6.51883800558125
2016-11-24,5,0,-0.2556395464359378
2016-11-25,4,1,-1.4861365955812496
2016-11-26,0,9,-0.9306454093046859
2016-11-27,0,4,2.320707966181252
2016-11-28,4,19,7.208578471178126
2016-11-29,6,8,7.669831056390626
2016-11-30,5,9,10.316447732748436
2016-12-01,4,4,1.8623286497843745
2016-12-02,3,8,3.4951234511453126
2016-12-03,0,3,-0.39318024257187467
2016-12-04,0,1,0.029422061250001352
2016-12-05,7,12,5.200536378453126
2016-12-06,1,24,9.79919002201719
2016-12-07,2,17,1.1611757075718752
2016-12-08,0,19,2.6966264734890624
2016-12-09,0,11,6.8037182737562505
2016-12-10,0,2,-0.4951806839718744
2016-12-11,0,0,0.04509990305468825
2016-12-12,4,7,5.266688269448438
2016-12-13,21,1,2.8694075731203132
2016-12-14,1,5,0.9103298028625006
2016-12-15,7,1,5.141457548057813
2016-12-16,4,1,2.8905268578296877
2016-12-17,0,0,-1.0407481230187496
2016-12-18,0,0,0.37638309544687554
2016-12-19,16,4,1.4926141069484382
2016-12-20,19,1,0.4391419593703133
2016-12-21,14,3,0.5272071652218755
2016-12-22,10,0,-0.3946047636749996
2016-12-23,0,0,-0.24952411816562453
2016-12-24,0,0,-0.18322437977812456
2016-12-25,0,0,-0.10779238139374966
2016-12-26,0,0,-0.061034468015624815
2016-12-27,20,0,-0.051791187317187355
2016-12-28,12,1,-0.0374597143374999
2016-12-29,2,1,-0.017967165551562456
2016-12-30,8,0,-0.008398852535937478
2016-12-31,0,0,0.0
2017-01-01,0,0,0.0
2017-01-02,0,0,0.0
2017-01-03,19,6,2.0
2017-01-04,18,4,2.8
2017-01-05,7,0,15.61
2017-01-06,14,0,9.207999999999998
2017-01-07,0,0,-0.9468250000000014
2017-01-08,0,0,-1.1452210000000005
2017-01-09,8,5,5.2362257250000015
2017-01-10,6,9,18.82467107
2017-01-11,10,9,12.26904333521875
2017-01-12,11,11,8.045099328381248
2017-01-13,12,7,6.217542762892187
2017-01-14,0,0,-0.5831772799968737
2017-01-15,0,1,-1.7317002659109355
2017-01-16,9,1,-1.1537400300359353
2017-01-17,1,5,5.103039259406253
2017-01-18,3,5,3.6606772932218767
2017-01-19,0,7,12.645775982796875
2017-01-20,1,9,7.846598477539062
2017-01-21,0,0,1.902835412464062
2017-01-22,0,0,2.4562607011453124
2017-01-23,4,7,12.669371469928127
2017-01-24,0,4,10.741368260000002
2017-01-25,5,2,13.41503596565625
2017-01-26,1,4,9.88371644720625
2017-01-27,2,4,16.916222342601564
2017-01-28,0,0,2.1544630993406253
2017-01-29,0,0,-1.7615224874218738
2017-01-30,1,4,4.135232927793752
2017-01-31,0,5,14.038870206387504
2017-02-01,2,1,10.064612692793752
2017-02-02,2,4,20.021900607532814
2017-02-03,1,2,8.959292540221874
2017-02-04,0,0,10.486923966720312
2017-02-05,0,0,-2.4824332000624993
2017-02-06,1,2,5.877628944268753
2017-02-07,3,0,19.702288216870315
2017-02-08,15,3,20.262276787784376
2017-02-09,12,0,23.450672113971876
2017-02-10,3,2,8.653840741423437
2017-02-11,0,0,-1.413544437529687
2017-02-12,0,0,0.062000238564065224
2017-02-13,3,3,7.695181906481254
2017-02-14,0,0,23.394061025839065
2017-02-15,5,0,16.66439923336875
2017-02-16,5,0,6.425356311834375
2017-02-17,10,4,13.294741739700001
2017-02-18,0,0,3.066216120525001
2017-02-19,0,0,-0.9426380882999976
2017-02-20,12,0,1.927709965845315
2017-02-21,12,5,12.096235197235941
2017-02-22,14,3,14.233863327484377
2017-02-23,10,3,10.6367681394875
2017-02-24,6,5,8.758762229823438
2017-02-25,0,0,-2.0272705979109373
2017-02-26,0,0,0.0995088732796896
2017-02-27,2,11,3.54316869621719
2017-02-28,5,4,11.473778582865627
2017-03-01,2,1,17.6635236963875
2017-03-02,4,39,10.62155709573125
2017-03-03,0,28,5.770930757170312
2017-03-04,0,2,11.280982337059376
2017-03-05,0,3,-2.025119748446874
2017-03-06,8,18,9.147779877682815
2017-03-07,7,9,10.572305428600002
2017-03-08,9,16,14.16964981811719
2017-03-09,11,5,8.580881796720313
2017-03-10,10,2,13.8350508758125
2017-03-11,1,1,-3.5425692626437497
2017-03-12,0,0,-2.033202138792185
2017-03-13,10,2,13.573276180231252
2017-03-14,10,8,11.47371394054219
2017-03-15,15,22,15.087702816651564
2017-03-16,11,12,6.513775028267187
2017-03-17,6,3,18.034869414451563
2017-03-18,0,0,-1.8574738016968748
2017-03-19,0,0,0.6322298193890648
2017-03-20,6,9,13.164099881250003
2017-03-21,11,7,4.177167332265627
2017-03-22,5,6,9.56847742224219
2017-03-23,3,17,11.286126205215625
2017-03-24,5,1,6.996058127946876
2017-03-25,0,0,-0.7049852786874995
2017-03-26,0,0,0.164008944464064
2017-03-27,1,9,10.638281824631251
2017-03-28,11,7,9.816419223407813
2017-03-29,6,10,7.490153990851563
2017-03-30,6,1,12.583897903560938
2017-03-31,3,1,4.05581289985
2017-04-01,0,4,-2.363129483159374
2017-04-02,0,4,4.574217306109377
2017-04-03,6,0,2.402392163896877
2017-04-04,5,1,19.54724930874063
2017-04-05,1,7,17.91220961338125
2017-04-06,7,13,9.262016108162499
2017-04-07,3,8,5.6719804056562495
2017-04-08,0,2,8.146187445851563
2017-04-09,0,0,-0.8258664452515605
2017-04-10,2,1,4.063248824406252
2017-04-11,2,0,2.0029834989718776
2017-04-12,12,1,5.262057982778128
2017-04-13,6,6,8.090404109667189
2017-04-14,1,4,7.869402123792188
2017-04-15,0,0,1.8274949161421876
2017-04-16,0,0,-0.6261050834953119
2017-04-17,0,8,8.88482351857344
2017-04-18,5,12,15.262491044334375
2017-04-19,5,7,7.279740133971875
2017-04-20,7,3,9.521739811246874
2017-04-21,6,4,13.324698139592186
2017-04-22,0,0,-1.1746384530156244
2017-04-23,0,2,-0.007585348671873771
2017-04-24,9,8,8.467027601840627
2017-04-25,8,3,2.9047040560578146
2017-04-26,2,6,9.178276040875001
2017-04-27,5,13,20.734261321732813
2017-04-28,6,8,3.4210100534531245
2017-04-29,0,2,-2.61537065618125
2017-04-30,0,3,-0.5856970341062488
2017-05-01,11,15,7.835296893896878
2017-05-02,1,12,14.226945796021877
2017-05-03,6,13,19.2970957133125
2017-05-04,5,15,7.308302692898437
2017-05-05,3,5,15.861806298995312
2017-05-06,0,0,3.2290354380640625
2017-05-07,0,0,-2.769286776501561
2017-05-08,0,1,13.241640220734377
2017-05-09,5,4,20.169051165323438
2017-05-10,5,3,14.956618113926563
2017-05-11,1,2,11.80768932683125
2017-05-12,5,5,12.9866219847875
2017-05-13,4,0,-1.030329948942187
2017-05-14,3,0,-1.7082593267921848
2017-05-15,13,1,8.11575805099844
2017-05-16,13,0,7.611611553515628
2017-05-17,10,18,3.4181013338515642
2017-05-18,4,5,2.819762341876564
2017-05-19,5,19,16.18150816981719
2017-05-20,0,0,3.0927214369093754
2017-05-21,1,0,-0.1518417534078118
2017-05-22,1,4,10.539665041876564
2017-05-23,6,4,2.792500229807814
2017-05-24,0,14,15.176879604484377
2017-05-25,5,1,4.1611913902968745
2017-05-26,2,4,8.73542321220625
2017-05-27,0,1,1.4966764005390631
2017-05-28,0,3,-1.9150670162406231
2017-05-29,1,0,3.819413591253127
2017-05-30,4,13,0.6350550949906268
2017-05-31,4,0,8.885711030740627
