,dropwizard/dropwizard,spring-projects/spring-boot,apache/tomee
2019-01-09,0,6,54.1638214656
2019-01-10,6,22,4.136294604800003
2019-01-11,0,53,-6.949315276800002
2019-01-12,0,7,-5.9851713536
2019-01-13,0,0,-1.7119478784000006
2019-01-14,0,7,0.09513840639999893
2019-01-15,0,0,-0.6938256384000008
2019-01-16,0,0,0.6873324543999995
2019-01-17,0,7,24.741059891200003
2019-01-18,0,4,-0.9208532991999956
2019-01-19,0,0,-2.956277043200001
2019-01-20,4,0,-2.2604198912000015
