,gcc-mirror/gcc,golang/go,llvm/llvm-project
2008-06-03,12,0,27.0
2008-06-04,11,7,34.9
2008-06-05,6,5,30.265
2008-06-06,19,18,12.078500000000002
2008-06-07,13,15,-2.0728874999999967
2008-06-08,12,3,13.573565750000004
2008-06-09,13,15,25.561970962500002
2008-06-10,8,2,5.747745021250001
2008-06-11,19,7,14.380098201078127
2008-06-12,17,14,0.004115329292186942
2008-06-13,17,5,-0.3496515502296873
2008-06-14,9,2,-8.726546862709377
2008-06-15,12,1,1.8815150545500003
2008-06-16,8,6,56.94480788685313
2008-06-17,16,6,19.78930348782343
2008-06-18,27,13,4.754862524048438
2008-06-19,15,5,14.021369180696876
2008-06-20,12,1,28.520425601753125
2008-06-21,7,3,12.965160427092187
2008-06-22,5,1,-13.505827865554686
2008-06-23,9,2,23.931788935662507
2008-06-24,16,8,17.891126832906245
2008-06-25,14,9,11.281345974679688
2008-06-26,23,17,25.60259856456875
2008-06-27,23,12,9.004734473715622
2008-06-28,19,8,2.529673567317186
2008-06-29,16,1,-10.151462594253125
2008-06-30,13,6,33.03773083199531
2008-07-01,12,3,18.325295178810936
2008-07-02,37,2,35.33833710130938
2008-07-03,18,9,22.412509588887502
2008-07-04,16,5,-20.713486841651562
2008-07-05,7,2,-1.4352388819749997
2008-07-06,9,2,-12.386943091557812
2008-07-07,29,5,34.8972741420375
2008-07-08,15,11,26.505387600934373
2008-07-09,17,13,74.68012997191406
2008-07-10,14,4,8.614698303279681
2008-07-11,11,4,17.95406886619844
2008-07-12,5,10,-14.675773623999998
2008-07-13,5,4,-6.071566038598434
2008-07-14,20,6,21.729989664225002
2008-07-15,17,14,29.440362284595313
2008-07-16,18,9,11.027894272785936
2008-07-17,11,10,8.278577225757811
2008-07-18,20,7,8.309831410417186
2008-07-19,13,7,0.3137524745593723
2008-07-20,8,2,-10.037599471142187
2008-07-21,18,3,52.65453997980469
2008-07-22,7,5,19.550798507645307
2008-07-23,11,4,2.0903136433546834
2008-07-24,11,6,3.0194521830312517
2008-07-25,13,8,55.83396431138594
2008-07-26,6,4,1.9690103735812485
2008-07-27,7,5,-6.6607734622968735
2008-07-28,11,8,-2.2435598739999953
2008-07-29,27,5,5.572677508118748
2008-07-30,41,5,8.301045733129683
2008-07-31,80,6,-3.7314759568984393
2008-08-01,69,5,-4.896747839145313
2008-08-02,5,2,-5.065337274495315
2008-08-03,6,3,-1.8896499105109408
2008-08-04,62,12,12.534513572051562
2008-08-05,65,9,39.34992816105781
2008-08-06,54,2,18.36479868244531
2008-08-07,16,3,29.018641313484377
2008-08-08,31,7,23.851207881223438
2008-08-09,16,3,6.335445132595314
2008-08-10,7,5,1.9300638628062536
2008-08-11,8,8,7.034702201989067
2008-08-12,30,15,11.407332495803125
2008-08-13,19,4,21.445207394557812
2008-08-14,13,0,4.98492373324531
2008-08-15,7,0,-5.9844145318656246
2008-08-16,11,0,10.06201741933906
2008-08-17,8,0,36.81755626582188
2008-08-18,25,0,5.504056364171873
2008-08-19,11,0,28.503189904003126
2008-08-20,73,3,34.529933411725
2008-08-21,21,2,30.495359758121875
2008-08-22,59,2,8.067722375514062
2008-08-23,13,0,34.76716487100938
2008-08-24,14,0,-7.778627305653124
2008-08-25,10,0,14.23400273809844
2008-08-26,14,0,24.052083714439064
2008-08-27,14,0,18.078363726496875
2008-08-28,36,2,25.89596196690156
2008-08-29,40,7,-0.5643290454250014
2008-08-30,15,2,-2.105696983345311
2008-08-31,24,0,-5.546983821282815
2008-09-01,21,1,4.6749463116734375
2008-09-02,27,5,23.074585859584374
2008-09-03,32,11,35.07456852438594
2008-09-04,31,8,21.59192563912187
2008-09-05,21,3,21.387670614695313
2008-09-06,16,1,-19.179796898792187
2008-09-07,9,0,-0.5160352320796839
2008-09-08,17,5,37.06273989040781
2008-09-09,38,8,40.39218305567656
2008-09-10,22,9,7.3755940582484385
2008-09-11,28,11,22.19456185129219
2008-09-12,9,19,-6.691376406306251
2008-09-13,19,6,-6.996009101176561
2008-09-14,9,1,-12.033890646801563
2008-09-15,10,4,3.230797297651563
2008-09-16,11,8,15.236194467709371
2008-09-17,21,12,11.569621515874996
2008-09-18,28,9,8.924229329754684
2008-09-19,9,12,16.53880169740156
2008-09-20,7,5,-2.493209267254688
2008-09-21,12,1,12.054957486656253
2008-09-22,19,11,43.278993010175
2008-09-23,29,9,4.849418416096874
2008-09-24,12,11,44.36846944081563
2008-09-25,10,7,1.6469528287890611
2008-09-26,27,19,34.210215008570316
2008-09-27,3,7,-9.058008403573439
2008-09-28,8,2,-7.081049811187498
2008-09-29,10,7,15.740528912364066
2008-09-30,14,18,35.26977985427031
2008-10-01,14,5,5.710625168274998
2008-10-02,9,7,6.050350010746875
2008-10-03,9,7,31.093981745864063
2008-10-04,5,4,12.364122912890622
2008-10-05,8,3,34.235047330415625
2008-10-06,13,4,39.783075372389064
2008-10-07,18,7,7.2371835419875055
2008-10-08,15,11,-11.268752159312498
2008-10-09,11,2,-11.727900387323437
2008-10-10,11,13,18.29138298711094
2008-10-11,10,2,-3.3081557868171885
2008-10-12,7,0,21.83243481428125
2008-10-13,10,1,14.243286627245311
2008-10-14,13,6,24.877643819417184
2008-10-15,17,9,39.55637645902812
2008-10-16,18,20,5.2013763324390645
2008-10-17,7,10,40.96293104341719
2008-10-18,7,6,-12.9461106486125
2008-10-19,9,1,-12.06431629243437
2008-10-20,10,13,33.26855851419531
2008-10-21,14,11,33.11764345035312
2008-10-22,13,10,22.050250528129684
2008-10-23,7,7,-0.24931362921250155
2008-10-24,16,14,40.87829946453438
2008-10-25,3,8,-8.466375500415626
2008-10-26,2,4,7.045562923818753
2008-10-27,11,3,42.36470216143438
2008-10-28,7,2,13.708072051153124
2008-10-29,19,22,22.040804851682815
2008-10-30,9,14,24.765599518181247
2008-10-31,14,11,22.244052047671875
2008-11-01,17,4,-24.099635899253123
2008-11-02,6,3,4.161306807489066
2008-11-03,23,12,28.471284029440625
2008-11-04,11,10,36.953759706262495
2008-11-05,22,15,14.551409432393747
2008-11-06,17,15,6.2233797507234385
2008-11-07,21,8,24.846045603014062
2008-11-08,1,4,20.621686821848435
2008-11-09,5,0,-9.90120434995
2008-11-10,17,6,33.811105899775
2008-11-11,11,5,44.74843344265781
2008-11-12,25,8,44.74804539108594
2008-11-13,16,8,28.414733984593752
2008-11-14,20,8,-3.6389457630093744
2008-11-15,14,5,1.7654079298171936
2008-11-16,17,1,25.764936723090628
2008-11-17,9,9,6.736506170542185
2008-11-18,15,17,59.33217362947969
2008-11-19,23,36,57.48594609528437
2008-11-20,21,11,18.54077698348594
2008-11-21,17,9,29.45799954579531
2008-11-22,15,2,1.2604018396218777
2008-11-23,9,2,-9.476513444132806
2008-11-24,18,19,35.63477721723594
2008-11-25,15,10,8.674498190314061
2008-11-26,12,3,28.515958469790625
2008-11-27,9,1,17.719876293945312
2008-11-28,7,0,-2.7646964138640655
2008-11-29,13,0,2.596584115025003
2008-11-30,6,0,23.720596157048437
2008-12-01,15,2,40.068120104864065
2008-12-02,30,6,22.047077587209372
2008-12-03,18,12,25.568969073642187
2008-12-04,12,8,6.6194218480656275
2008-12-05,26,11,15.378131501200002
2008-12-06,16,2,-9.199755314826561
2008-12-07,7,0,22.681420282326563
2008-12-08,16,2,23.120514469510937
2008-12-09,27,10,36.53898061975781
2008-12-10,15,13,7.936321443273435
2008-12-11,12,10,12.9878225660375
2008-12-12,20,8,21.287947195620312
2008-12-13,8,1,2.8614316604984396
2008-12-14,5,1,-8.554149455792185
2008-12-15,10,8,20.789180253903126
2008-12-16,7,6,30.126300709987497
2008-12-17,7,8,25.052094221823435
2008-12-18,17,4,19.34630230820781
2008-12-19,11,21,5.8405810588125
2008-12-20,4,2,-0.20162925479687743
2008-12-21,18,6,1.0329640800890623
2008-12-22,7,1,24.699610202046877
2008-12-23,5,1,27.577534495662498
2008-12-24,2,0,-7.472826093410941
2008-12-25,1,0,-8.63304270867031
2008-12-26,2,1,0.6534228658921855
2008-12-27,5,0,-5.1664793714578146
2008-12-28,2,0,-0.026795209792188857
2008-12-29,10,0,10.752109674082812
2008-12-30,13,3,-6.657170340796878
2008-12-31,6,0,12.22102399593906
2009-01-01,4,0,2.2897436735609364
2009-01-02,10,0,31.89729137716875
2009-01-03,12,0,-2.2100905795484387
2009-01-04,16,0,19.695855862379688
2009-01-05,27,4,83.71816027147813
2009-01-06,25,18,4.9128641961062485
2009-01-07,19,14,18.054345746512503
2009-01-08,9,9,30.32974695977032
2009-01-09,17,14,25.446837288637504
2009-01-10,6,3,-16.73522693317031
2009-01-11,11,0,7.616264078467193
2009-01-12,22,0,31.601112185004688
2009-01-13,25,4,39.83603807373437
2009-01-14,19,6,-5.654977865456246
2009-01-15,13,11,14.244981149251565
2009-01-16,20,38,61.82583628138281
2009-01-17,12,1,10.708085550604686
2009-01-18,10,0,7.152962842478125
2009-01-19,4,0,25.485762709570317
2009-01-20,14,7,33.37822916641875
2009-01-21,11,9,41.20504204859687
2009-01-22,13,3,18.226702916464063
2009-01-23,6,7,19.769559137387503
2009-01-24,8,2,3.723999354059373
2009-01-25,3,0,-4.904798048287503
2009-01-26,9,11,61.705346088982814
2009-01-27,8,15,19.227795325342186
2009-01-28,17,5,45.429754895660935
2009-01-29,12,4,19.9101286514125
2009-01-30,13,11,59.3644313044
2009-01-31,8,3,-15.583435595128122
2009-02-01,2,2,-24.688605251146868
2009-02-02,14,3,42.51825542102969
2009-02-03,12,5,65.84354150410155
2009-02-04,7,5,52.21666065405468
2009-02-05,11,11,18.72870422698125
2009-02-06,10,10,23.70030629867344
2009-02-07,5,8,25.505772452784377
2009-02-08,3,5,2.032531822418747
2009-02-09,15,4,14.87910385794219
2009-02-10,16,7,21.60401493540313
2009-02-11,9,4,27.109107383301563
2009-02-12,17,4,23.143129721403128
2009-02-13,16,7,54.642985281356246
2009-02-14,2,1,2.715445431873434
2009-02-15,5,3,-2.6278598973937477
2009-02-16,7,4,33.56149301123125
2009-02-17,16,12,65.77930466499063
2009-02-18,16,4,53.78314785698281
2009-02-19,11,0,26.771626420226568
2009-02-20,8,7,43.63678881237813
2009-02-21,15,1,-10.701409122140625
2009-02-22,5,1,1.2438859823140689
2009-02-23,8,0,7.6670445390593756
2009-02-24,8,6,20.74294668634844
2009-02-25,13,1,19.614858416753123
2009-02-26,7,3,40.278778557140626
2009-02-27,10,2,12.515140341501564
2009-02-28,7,2,26.48495305092031
2009-03-01,18,0,16.12612966894062
2009-03-02,9,0,47.76645766609531
2009-03-03,12,11,20.514886652045313
2009-03-04,13,7,65.30168696814063
2009-03-05,9,21,24.01394918206406
2009-03-06,9,12,31.39775672675313
2009-03-07,5,7,-11.952094633542188
2009-03-08,5,5,0.8876802079390629
2009-03-09,8,1,52.053857388484374
2009-03-10,7,13,30.297975047626558
2009-03-11,15,13,37.78747994742187
2009-03-12,12,6,36.990131795939064
2009-03-13,6,12,67.09162099261405
2009-03-14,3,0,-34.02815415268125
2009-03-15,3,0,-12.683503608957807
2009-03-16,12,3,-1.8246870811968705
2009-03-17,22,7,31.812292568318746
2009-03-18,13,8,75.34215889903281
2009-03-19,8,4,5.619444899735932
2009-03-20,3,9,28.630402887842195
2009-03-21,2,3,-5.836843488873441
2009-03-22,7,0,4.86022522334844
2009-03-23,9,3,36.353870452315626
2009-03-24,11,13,34.069968404734375
2009-03-25,14,10,15.24360394655156
2009-03-26,7,4,26.964495627537495
2009-03-27,29,9,28.058261194992184
2009-03-28,41,3,33.18861444962812
2009-03-29,23,0,15.668476557117188
2009-03-30,32,6,18.229485749534376
2009-03-31,35,20,37.15581108561406
