,rescript-lang/rescript-compiler,microsoft/typescript,google/closure-compiler
2015-01-28,-0.10869821439999988,21,0
2015-01-29,0.9207498752000002,26,13
2015-01-30,-0.2453675007999999,19,2
2015-01-31,-0.09692672000000008,10,0
2015-02-01,-0.06238771199999998,5,2
2015-02-02,-0.04606935039999997,19,1
2015-02-03,1.974464,33,5
2015-02-04,-0.42042879999999994,27,13
2015-02-05,-0.17692672000000015,27,8
2015-02-06,0.889612288,27,7
2015-02-07,0.7203306496,43,2
2015-02-08,-0.33107200000000003,5,0
2015-02-09,-0.16885760000000014,28,8
2015-02-10,-0.11545344000000007,15,2
2015-02-11,-0.0879114239999999,16,6
2015-02-12,-0.07090350079999995,26,2
2015-02-13,-0.03735552000000002,32,4
2015-02-14,-0.03131443199999995,5,0
2015-02-15,-0.026857062399999902,11,0
2015-02-16,-0.012469350399999964,33,0
2015-02-17,0.0,26,4
2015-02-18,0.0,24,6
2015-02-19,0.0,17,1
2015-02-20,0.0,15,2
2015-02-21,0.0,29,4
2015-02-22,0.0,13,0
2015-02-23,0.0,35,5
2015-02-24,0.0,40,5
2015-02-25,0.0,27,7
2015-02-26,0.0,23,0
2015-02-27,0.0,51,10
2015-02-28,1.0,10,3
2015-03-01,0.8,4,0
2015-03-02,-0.28,22,0
2015-03-03,-0.1280000000000001,11,8
2015-03-04,-0.08160000000000005,18,5
2015-03-05,-0.05913600000000002,20,6
2015-03-06,-0.04596480000000003,17,5
2015-03-07,0.96264448,23,5
2015-03-08,1.768685568,10,0
2015-03-09,8.4931429376,25,4
2015-03-10,0.9795306496,14,7
2015-03-11,-1.4496000000000007,21,6
2015-03-12,1.2352639999999995,35,2
2015-03-13,-0.9179008000000002,57,5
2015-03-14,-0.5484083200000003,18,0
2015-03-15,1.595291648,10,0
2015-03-16,-0.7220716543999999,28,1
2015-03-17,0.5837197312000004,77,6
2015-03-18,1.5077551104000004,35,4
2015-03-19,6.3815385088,9,8
2015-03-20,-1.6878474239999997,6,2
2015-03-21,3.2446036991999994,9,0
2015-03-22,-1.2625894400000002,7,0
2015-03-23,-0.6554762240000003,19,2
2015-03-24,4.5465249792,44,1
2015-03-25,1.6743572480000002,29,2
2015-03-26,-1.2618758144000002,39,7
2015-03-27,-0.6873678848,13,1
2015-03-28,-0.46699233279999997,2,0
2015-03-29,-0.2860308479999999,5,0
2015-03-30,-0.22862940159999995,19,2
2015-03-31,1.85408,43,4
2015-04-01,5.477281280000001,42,3
2015-04-02,-1.4655098879999995,27,8
2015-04-03,-0.6134080512000004,16,5
2015-04-04,-0.35520000000000024,5,1
2015-04-05,-0.25267200000000006,0,0
2015-04-06,-0.1940736000000001,20,3
2015-04-07,-0.15642624000000008,7,11
2015-04-08,1.869664256,22,6
2015-04-09,1.4887350272000006,59,4
2015-04-10,-0.6348161023999999,29,1
2015-04-11,-0.2560000000000002,17,13
2015-04-12,-0.1632000000000001,14,0
2015-04-13,-0.11827200000000004,24,5
2015-04-14,-0.09192960000000006,36,6
2015-04-15,-0.07471104000000003,27,11
2015-04-16,-0.0626288639999999,48,7
2015-04-17,0.9462858752000002,41,7
2015-04-18,-0.2249387007999999,8,0
2015-04-19,0.9199999999999999,22,0
2015-04-20,-0.248,19,10
2015-04-21,-0.11360000000000009,32,7
2015-04-22,-0.07353600000000005,22,5
2015-04-23,0.9459712,40,1
2015-04-24,3.75753728,9,1
2015-04-25,-0.9148165119999998,1,17
2015-04-26,-0.3973960704000003,3,0
2015-04-27,1.760012288,15,4
2015-04-28,-0.5724053504,5,2
2015-04-29,0.7174271999999998,20,17
2015-04-30,-0.3946419200000001,25,3
2015-05-01,-0.22929459200000007,33,7
2015-05-02,0.8309078016000002,17,0
2015-05-03,-0.32433500159999984,13,0
2015-05-04,-0.1393894400000001,50,0
2015-05-05,-0.09720422399999992,30,7
2015-05-06,-0.07546542079999996,27,6
2015-05-07,-0.03992371199999995,25,5
2015-05-08,-0.03289815039999998,21,0
2015-05-09,-0.01692672000000001,8,0
2015-05-10,-0.01438771199999994,0,0
2015-05-11,-0.012469350399999964,11,8
2015-05-12,0.0,15,7
2015-05-13,0.0,29,6
2015-05-14,0.0,7,3
2015-05-15,1.0,23,3
2015-05-16,-0.19999999999999996,8,1
2015-05-17,-0.08000000000000007,1,0
2015-05-18,-0.048000000000000036,1,11
2015-05-19,-0.03360000000000001,38,6
2015-05-20,-0.025536000000000014,12,0
2015-05-21,-0.02042880000000001,6,7
2015-05-22,-0.01692672000000001,2,5
2015-05-23,-0.01438771199999994,6,0
2015-05-24,-0.012469350399999964,3,0
2015-05-25,0.0,1,0
2015-05-26,2.0,6,2
2015-05-27,-0.3999999999999999,14,6
2015-05-28,-0.16000000000000014,9,4
2015-05-29,-0.09600000000000007,7,10
2015-05-30,-0.06720000000000002,15,0
2015-05-31,-0.05107200000000003,5,0
2015-06-01,-0.04085760000000002,16,0
2015-06-02,-0.03385344000000002,45,0
2015-06-03,-0.02877542399999988,87,3
2015-06-04,-0.02493870079999993,46,2
2015-06-05,0.0,19,7
2015-06-06,0.0,3,0
2015-06-07,0.0,3,0
2015-06-08,1.0,12,7
2015-06-09,1.8,32,7
2015-06-10,-0.48,19,0
2015-06-11,-0.20800000000000018,15,21
2015-06-12,-0.12960000000000008,21,9
2015-06-13,-0.09273600000000004,7,0
2015-06-14,-0.07150080000000003,3,0
2015-06-15,-0.05778432000000003,21,10
2015-06-16,0.951758848,26,13
2015-06-17,-0.2412447743999998,23,6
2015-06-18,5.8950612992,70,15
2015-06-19,0.7520000000000002,13,15
2015-06-20,-0.9136000000000003,3,0
2015-06-21,-0.47353600000000035,1,0
2015-06-22,4.6819711999999996,21,7
2015-06-23,-1.23734272,31,17
2015-06-24,-0.5880325120000004,45,6
2015-06-25,-0.39488727040000027,35,8
2015-06-26,-0.2881797119999997,25,7
2015-06-27,-0.23127152639999973,0,5
2015-06-28,-0.12708270079999998,0,0
2015-06-29,1.9153664,24,8
2015-06-30,0.5280614400000003,13,4
2015-07-01,0.5776532480000001,39,2
2015-07-02,0.6239999999999999,27,2
2015-07-03,-0.3952000000000001,4,0
2015-07-04,-0.21267200000000014,1,0
2015-07-05,1.8520063999999998,0,0
2015-07-06,-0.51341824,31,0
2015-07-07,-0.25166694400000006,33,44
2015-07-08,-0.17268193279999997,14,17
2015-07-09,-0.11098378239999994,37,14
2015-07-10,1.9220709376,39,26
2015-07-11,-0.45332695039999993,18,0
2015-07-12,-0.19385344000000015,0,0
2015-07-13,-0.12477542399999995,24,5
2015-07-14,-0.09213870079999995,26,15
2015-07-15,-0.05107200000000003,49,11
2015-07-16,-0.04085760000000002,29,16
2015-07-17,-0.03385344000000002,34,8
2015-07-18,-0.02877542399999988,6,0
2015-07-19,-0.02493870079999993,4,0
2015-07-20,0.0,10,12
2015-07-21,0.0,29,1
2015-07-22,0.0,23,22
2015-07-23,0.0,28,14
2015-07-24,0.0,15,8
2015-07-25,0.0,4,0
2015-07-26,0.0,4,0
2015-07-27,0.0,28,13
2015-07-28,0.0,20,0
2015-07-29,0.0,17,10
2015-07-30,2.0,19,8
2015-07-31,1.6,20,17
2015-08-01,-0.56,2,0
2015-08-02,-0.2560000000000002,6,1
2015-08-03,0.8367999999999999,11,5
2015-08-04,-0.318272,14,7
2015-08-05,-0.17192960000000013,18,16
2015-08-06,-0.12271104000000008,34,3
2015-08-07,-0.09622886399999991,23,12
2015-08-08,-0.07925012479999982,0,5
2015-08-09,-0.04536750079999994,0,0
2015-08-10,3.98307328,11,14
2015-08-11,-0.8143877119999997,6,11
2015-08-12,-0.33246935040000025,10,9
2015-08-13,-0.19200000000000014,20,19
2015-08-14,-0.13440000000000005,11,20
2015-08-15,-0.10214400000000005,2,6
2015-08-16,-0.08171520000000004,2,0
2015-08-17,-0.06770688000000004,14,11
2015-08-18,-0.05755084799999976,23,13
2015-08-19,4.9501225984,39,10
2015-08-20,-0.9999999999999998,45,17
2015-08-21,-0.40000000000000036,31,13
2015-08-22,-0.24000000000000019,4,0
2015-08-23,-0.16800000000000007,0,0
2015-08-24,-0.12768000000000007,10,12
2015-08-25,-0.10214400000000005,16,7
2015-08-26,-0.08463360000000004,36,9
2015-08-27,1.9280614400000002,55,11
2015-08-28,-0.46234675199999975,22,2
2015-08-29,-0.16000000000000014,7,0
2015-08-30,-0.09600000000000007,2,0
2015-08-31,-0.06720000000000002,11,16
2015-09-01,-0.05107200000000003,9,13
2015-09-02,-0.04085760000000002,8,6
2015-09-03,1.9661465599999999,23,6
2015-09-04,-0.4287754239999998,19,19
2015-09-05,-0.18493870080000008,16,1
2015-09-06,-0.09600000000000007,4,0
2015-09-07,2.9328,1,0
2015-09-08,-0.6510719999999999,2,7
2015-09-09,-0.28085760000000026,15,13
2015-09-10,-0.1778534400000001,45,1
2015-09-11,-0.1295754239999999,20,6
2015-09-12,-0.10154670079999997,9,1
2015-09-13,-0.06128640000000003,4,2
2015-09-14,-0.05078016000000003,9,7
2015-09-15,-0.04316313599999982,18,13
2015-09-16,-0.03740805119999989,22,5
2015-09-17,0.0,16,10
2015-09-18,0.0,18,6
2015-09-19,0.0,6,0
2015-09-20,1.0,6,0
2015-09-21,-0.19999999999999996,18,5
2015-09-22,-0.08000000000000007,20,3
2015-09-23,-0.048000000000000036,1,7
2015-09-24,0.9664,10,10
2015-09-25,-0.22553599999999996,26,14
2015-09-26,-0.10042880000000008,9,0
2015-09-27,-0.06492672000000005,4,0
2015-09-28,-0.04798771199999995,14,1
2015-09-29,-0.03800535039999998,24,16
2015-09-30,-0.02042880000000001,25,10
2015-10-01,-0.01692672000000001,27,10
2015-10-02,-0.01438771199999994,25,8
2015-10-03,-0.012469350399999964,11,1
2015-10-04,0.0,5,0
2015-10-05,1.0,38,5
2015-10-06,-0.19999999999999996,41,13
2015-10-07,-0.08000000000000007,11,5
2015-10-08,-0.048000000000000036,34,9
2015-10-09,-0.03360000000000001,14,3
2015-10-10,-0.025536000000000014,2,0
2015-10-11,-0.02042880000000001,4,0
2015-10-12,-0.01692672000000001,36,11
2015-10-13,-0.01438771199999994,13,10
2015-10-14,-0.012469350399999964,13,7
2015-10-15,0.0,21,8
2015-10-16,0.0,15,7
2015-10-17,0.0,4,1
2015-10-18,0.0,4,1
2015-10-19,1.0,18,1
2015-10-20,-0.19999999999999996,16,1
2015-10-21,0.9199999999999999,17,4
2015-10-22,2.752,23,3
2015-10-23,0.2864,18,3
2015-10-24,-0.5135360000000002,3,0
2015-10-25,-0.2780288000000002,3,0
2015-10-26,-0.1912627200000001,14,4
2015-10-27,-0.145024512,24,1
2015-10-28,-0.11621847040000002,39,2
2015-10-29,-0.08559667199999998,21,11
2015-10-30,0.9274407936000002,38,1
2015-10-31,0.7482042368000001,6,0
2015-11-01,-0.2924693504,1,0
2015-11-02,-0.1280000000000001,16,4
2015-11-03,-0.08160000000000005,24,6
2015-11-04,-0.05913600000000002,15,4
2015-11-05,-0.04596480000000003,10,7
2015-11-06,-0.03735552000000002,18,7
2015-11-07,-0.03131443199999995,7,4
2015-11-08,-0.026857062399999902,2,0
2015-11-09,-0.012469350399999964,34,0
2015-11-10,0.0,29,7
2015-11-11,6.0,36,2
2015-11-12,5.800000000000001,27,0
2015-11-13,-1.8800000000000001,30,9
2015-11-14,-0.8480000000000008,12,2
2015-11-15,-0.5376000000000003,1,0
2015-11-16,-0.38841600000000015,10,3
2015-11-17,6.6986752,18,6
2015-11-18,-0.6445619199999999,17,7
2015-11-19,0.0351866879999998,15,7
2015-11-20,-0.7915300863999997,29,10
2015-11-21,-0.45048545279999996,3,4
2015-11-22,-0.26035200000000014,1,0
2015-11-23,-0.20213760000000008,21,2
2015-11-24,-0.16445184000000007,14,9
2015-11-25,-0.1380695039999996,21,15
2015-11-26,-0.1185998847999997,19,0
2015-11-27,0.9731429376000001,0,0
2015-11-28,-0.21246935039999992,5,1
2015-11-29,-0.08000000000000007,3,3
2015-11-30,-0.048000000000000036,26,9
2015-12-01,-0.03360000000000001,35,4
2015-12-02,-0.025536000000000014,32,7
2015-12-03,-0.02042880000000001,21,12
2015-12-04,0.9830732799999999,26,7
2015-12-05,-0.2143877119999999,7,0
2015-12-06,5.9075306496,4,0
2015-12-07,-1.2479999999999998,20,13
2015-12-08,-0.5136000000000004,38,5
2015-12-09,1.6864639999999997,59,7
2015-12-10,-0.6220288,30,8
2015-12-11,-0.3301427200000002,31,4
2015-12-12,-0.23296051200000006,19,6
2015-12-13,-0.18122967040000004,3,1
2015-12-14,-0.13739827199999965,18,6
2015-12-15,-0.1156737023999998,10,8
2015-12-16,2.96614656,9,13
2015-12-17,-0.6287754239999997,27,10
2015-12-18,-0.26493870080000015,45,8
2015-12-19,-0.1440000000000001,4,5
2015-12-20,-0.10080000000000003,1,0
2015-12-21,-0.07660800000000004,15,4
2015-12-22,-0.06128640000000003,21,9
2015-12-23,-0.05078016000000003,13,10
2015-12-24,0.9568368640000002,7,2
2015-12-25,-0.23740805119999986,0,2
2015-12-26,-0.08000000000000007,0,0
2015-12-27,-0.048000000000000036,0,0
2015-12-28,-0.03360000000000001,17,0
2015-12-29,2.9744639999999998,4,1
2015-12-30,-0.6204287999999999,5,1
2015-12-31,-0.2569267200000002,0,0
2016-01-01,-0.15838771200000004,2,1
2016-01-02,-0.1132693504,0,0
2016-01-03,-0.07660800000000004,1,0
2016-01-04,-0.06128640000000003,17,22
2016-01-05,-0.05078016000000003,21,10
2016-01-06,5.9568368640000005,15,9
2016-01-07,14.7625919488,24,15
2016-01-08,2.3200000000000003,19,6
2016-01-09,1.2319999999999989,5,1
2016-01-10,0.7503999999999991,5,2
2016-01-11,-1.8988160000000007,12,24
2016-01-12,-1.1647488000000008,11,12
2016-01-13,-0.8600371200000005,23,9
2016-01-14,2.317329408,25,16
2016-01-15,8.835096985600002,19,9
2016-01-16,-2.654829158399999,13,1
2016-01-17,3.8728528896,2,0
2016-01-18,0.32615946240000016,3,0
2016-01-19,6.7499839488,10,8
2016-01-20,4.6833536,9,9
2016-01-21,-2.5590681600000007,12,19
2016-01-22,0.6486896639999993,19,15
2016-01-23,0.6606988288000004,4,5
2016-01-24,0.750327296,11,0
2016-01-25,5.8960256,15,6
2016-01-26,5.907262464,17,2
2016-01-27,4.3672005632,25,15
2016-01-28,0.2644016128000004,25,12
2016-01-29,11.007731507199999,21,7
2016-01-30,-1.7270384640000005,10,7
2016-01-31,-2.254057164800001,9,2
2016-02-01,4.6008164352,19,13
2016-02-02,4.7865239552,30,25
2016-02-03,9.3386714112,21,8
2016-02-04,4.1841046528,29,2
2016-02-05,7.5110464511999995,10,11
2016-02-06,0.9372822528000011,8,5
2016-02-07,-1.1594017792000004,5,1
2016-02-08,11.827267379199998,6,11
2016-02-09,-1.223846912,21,1
2016-02-10,0.19302287359999948,14,17
2016-02-11,-2.3269485567999997,27,6
2016-02-12,-1.4585438207999997,32,16
2016-02-13,-0.9858148351999994,23,3
2016-02-14,-0.7063660543999994,4,0
2016-02-15,-0.4659906559999999,10,0
2016-02-16,5.6615667712,13,4
2016-02-17,4.531485798400001,22,13
2016-02-18,2.2394288128,10,16
2016-02-19,1.3945919487999996,24,25
2016-02-20,-1.4096000000000004,19,10
2016-02-21,-0.7868160000000005,6,2
2016-02-22,1.4458111999999996,22,9
2016-02-23,-0.8270771200000001,53,5
2016-02-24,4.493790208,21,12
2016-02-25,0.6138643456000006,11,17
2016-02-26,-0.05034711039999995,13,7
2016-02-27,-0.7441125376,1,0
2016-02-28,1.5777343488,4,0
2016-02-29,5.32326656,20,14
2016-03-01,10.424408576000001,22,11
2016-03-02,0.8480340992,27,13
2016-03-03,12.7585792,20,3
2016-03-04,-2.256720895999999,13,10
2016-03-05,5.571399987199999,9,4
2016-03-06,-1.0897275904000008,3,0
2016-03-07,1.8823746559999988,2,4
2016-03-08,5.809659187199999,4,0
2016-03-09,8.0425204736,31,4
2016-03-10,17.1945705472,27,14
2016-03-11,11.887551078400001,3,9
2016-03-12,-4.571031040000001,4,8
2016-03-13,-1.6774970368000015,1,1
2016-03-14,11.229836492799999,12,8
2016-03-15,-2.6396761088,11,8
2016-03-16,-2.9230258176000006,12,4
2016-03-17,-1.9314711552000001,12,10
2016-03-18,-1.4023153663999988,18,0
2016-03-19,-1.0202502143999983,2,0
2016-03-20,1.3758476288000006,3,0
2016-03-21,6.2684541952,20,13
2016-03-22,0.17977989120000104,23,18
2016-03-23,4.7406536704,9,4
2016-03-24,-1.7881387008,14,0
2016-03-25,-0.8622720000000006,14,7
2016-03-26,-0.5748096000000004,12,0
2016-03-27,-0.4295270400000002,1,0
2016-03-28,1.658663936,22,3
2016-03-29,-0.6820789247999994,10,14
2016-03-30,-0.37762119679999984,24,11
2016-03-31,-0.2072649727999996,11,4
2016-04-01,-0.1420161023999998,8,2
2016-04-02,3.948928,2,0
2016-04-03,-0.8408575999999999,1,0
2016-04-04,12.64614656,17,20
2016-04-05,4.179224576,23,2
2016-04-06,9.4006612992,19,6
2016-04-07,-0.6861440000000005,75,25
2016-04-08,4.585484799999999,40,9
2016-04-09,-1.8508748800000006,7,0
2016-04-10,-1.8090772480000006,8,0
2016-04-11,-0.23615836160000048,28,0
2016-04-12,6.889519104000001,34,8
2016-04-13,3.580425420800001,37,0
2016-04-14,1.6327442432000003,21,5
2016-04-15,0.9706888191999998,12,2
2016-04-16,-0.6573847551999998,8,5
2016-04-17,0.8400100351999997,4,0
2016-04-18,2.8955575295999996,28,0
2016-04-19,8.516681728,31,0
2016-04-20,2.1629454336000005,32,23
2016-04-21,3.6001896448,20,6
2016-04-22,3.5309520896,18,3
2016-04-23,0.4910311423999998,3,0
2016-04-24,3.0412755967999994,0,0
2016-04-25,-2.1705196544000005,11,9
2016-04-26,8.747283251199999,24,14
2016-04-27,7.1050230784,14,11
2016-04-28,4.534626816,9,6
2016-04-29,3.6808002559999995,17,0
2016-04-30,-3.1700665344,5,0
2016-05-01,-1.7379728384000008,3,0
2016-05-02,3.8262053888,21,8
2016-05-03,-0.8753899519999999,18,11
2016-05-04,6.74467328,22,3
2016-05-05,3.533014016000001,21,13
2016-05-06,-0.41428223999999947,17,8
2016-05-07,-1.6257487872,6,0
2016-05-08,0.06823454719999977,4,0
2016-05-09,3.1930495999999997,4,6
2016-05-10,0.6472883200000001,12,4
2016-05-11,11.846206976,17,2
2016-05-12,8.7444110336,16,5
2016-05-13,5.0841294848,6,6
2016-05-14,-3.6773643264000007,3,0
2016-05-15,2.0925473791999987,1,0
2016-05-16,1.9098798079999995,20,6
2016-05-17,-0.09828003840000044,24,12
2016-05-18,9.3143302144,26,2
2016-05-19,2.714641203200001,28,8
2016-05-20,3.1003614208000005,16,13
2016-05-21,-2.7381808127999996,11,0
2016-05-22,4.549681766399999,4,0
2016-05-23,8.863388672,45,0
2016-05-24,3.599185510400001,31,12
2016-05-25,7.8913644544,41,13
2016-05-26,-0.8969366527999996,43,7
2016-05-27,11.3361345536,24,12
2016-05-28,-2.3678111744,8,0
2016-05-29,-2.613445222400001,1,0
2016-05-30,-0.6292177920000004,0,0
2016-05-31,2.5807072256000003,35,1
2016-06-01,11.2099388416,16,20
2016-06-02,0.3985943552000011,28,10
2016-06-03,-0.5237576704000007,17,11
2016-06-04,-1.7766254591999997,8,0
2016-06-05,0.8852808704000001,2,0
2016-06-06,-1.0859486208000002,19,2
2016-06-07,-0.6770129920000003,19,7
2016-06-08,-0.5188547584,39,12
2016-06-09,2.587317862400001,44,7
2016-06-10,-0.9045778431999991,32,6
2016-06-11,0.6404895744000001,4,0
2016-06-12,-0.40279214080000003,0,0
2016-06-13,-0.20957542399999998,32,8
2016-06-14,-0.14954670080000002,52,0
2016-06-15,-0.09488640000000004,48,23
2016-06-16,9.92368384,13,0
2016-06-17,5.936408064,15,0
2016-06-18,-0.4543347712000001,9,0
2016-06-19,-1.534387712000001,11,0
2016-06-20,2.1075306495999993,30,33
2016-06-21,11.77984,28,1
2016-06-22,9.684224,10,10
2016-06-23,6.832230399999999,27,11
2016-06-24,1.7150515199999994,26,2
2016-06-25,-3.4910566400000005,9,0
2016-06-26,-1.9665846272000005,2,0
2016-06-27,3.669138739199999,31,13
2016-06-28,1.9887191039999998,24,8
2016-06-29,7.977571532800001,27,7
2016-06-30,3.782091468800001,32,14
2016-07-01,1.0180732928000005,22,0
2016-07-02,-0.3255691264,3,0
2016-07-03,-1.6711041024000004,4,0
2016-07-04,3.9910911999999996,0,0
2016-07-05,10.24691456,21,0
2016-07-06,6.598489600000001,18,0
2016-07-07,6.3549712384,23,22
2016-07-08,0.12202803200000023,8,12
2016-07-09,1.2104302591999994,3,0
2016-07-10,7.576771174399999,3,0
2016-07-11,4.5419220992,38,3
2016-07-12,8.5388928,11,16
2016-07-13,-0.3650984959999999,30,4
2016-07-14,6.8733642752,11,15
2016-07-15,-1.8381527039999996,12,10
2016-07-16,3.5462727679999992,6,0
2016-07-17,-0.7209578496000004,1,0
2016-07-18,-1.9884578816,23,11
2016-07-19,8.70480896,12,11
2016-07-20,7.106925772800001,5,0
2016-07-21,3.5622761472,22,13
2016-07-22,-1.0812527616,29,11
2016-07-23,-1.0718868480000006,10,0
2016-07-24,0.5675215871999997,1,0
2016-07-25,2.6255604736,7,22
2016-07-26,8.3475540992,15,11
2016-07-27,4.043182080000001,20,8
2016-07-28,-2.912651264,16,22
2016-07-29,1.4948382719999997,18,14
2016-07-30,-0.5479891967999999,2,0
2016-07-31,0.9145449471999996,2,0
2016-08-01,16.8840083456,22,4
2016-08-02,8.6964416512,18,0
2016-08-03,5.4415504384,13,0
2016-08-04,-2.2834298880000006,12,4
2016-08-05,5.361633587199998,13,57
2016-08-06,0.7626045439999993,5,0
2016-08-07,-2.657335603200001,4,0
2016-08-08,13.361939865599998,23,6
2016-08-09,2.779875123200002,16,14
2016-08-10,3.4396986368,10,12
2016-08-11,6.7145934848,19,10
2016-08-12,12.229402111999999,13,9
2016-08-13,-5.1619872768,5,0
2016-08-14,-2.6376896512000014,9,0
2016-08-15,6.2704681984,35,10
2016-08-16,1.129735680000001,18,6
2016-08-17,3.54089472,33,12
2016-08-18,3.4118725632,22,7
2016-08-19,5.357209907200001,22,15
2016-08-20,-3.0615848959999994,12,0
2016-08-21,-1.5946840064000005,13,0
2016-08-22,0.04405503999999949,26,25
2016-08-23,13.072602624,22,20
2016-08-24,4.534273228800001,4,0
2016-08-25,5.8308056064,21,7
2016-08-26,8.557843865599999,25,14
2016-08-27,0.8101462016000003,7,0
2016-08-28,-2.1384876032000015,0,3
2016-08-29,-0.985617920000001,15,11
2016-08-30,1.4321838079999993,16,11
2016-08-31,9.2643977216,3,14
2016-09-01,13.663561318400001,44,6
2016-09-02,0.9823551488,41,6
2016-09-03,-0.6042750976000004,10,0
2016-09-04,3.3988657151999995,3,0
2016-09-05,1.2649564159999995,0,0
2016-09-06,12.6379339776,20,2
2016-09-07,2.5488679936,43,3
2016-09-08,4.323792076799999,35,0
2016-09-09,4.287783321600001,48,8
2016-09-10,1.3461978112000001,4,0
2016-09-11,-0.9434947584000009,5,0
2016-09-12,1.8705747967999997,33,9
2016-09-13,-2.2023573504000002,79,5
2016-09-14,-1.3358985215999997,52,2
2016-09-15,6.026521600000001,22,15
2016-09-16,0.9745830912000009,17,3
2016-09-17,0.3975083008000002,5,0
2016-09-18,1.7367379968,0,0
2016-09-19,6.701970944,16,14
2016-09-20,9.7019584512,27,6
2016-09-21,5.479312998399999,14,16
2016-09-22,4.524354559999999,10,3
2016-09-23,3.5662402559999995,8,20
