,containerd/containerd,moby/moby,canonical/lxd
2016-02-05,0.0,33.0,3
2016-02-06,0.0,-5.1999999999999975,0
2016-02-07,0.0,-2.1599999999999993,0
2016-02-08,0.0,14.927999999999999,1
2016-02-09,0.0,23.5152,13
2016-02-10,0.0,18.358784000000004,16
2016-02-11,10.0,33.03459840000001,19
2016-02-12,2.000000000000001,11.13230592,5
2016-02-13,-3.5999999999999996,-20.959358975999997,1
2016-02-14,-1.3599999999999999,-11.7866696704,1
2016-02-15,-0.8000000000000005,-0.3149958144000031,4
2016-02-16,2.4508799999999997,18.450612735999997,2
2016-02-17,0.3906560000000001,23.336157696,20
2016-02-18,-1.4814847999999998,17.8152915968,15
2016-02-19,2.30621952,4.350666547200007,9
2016-02-20,-1.6717158399999998,-8.424336179199997,1
2016-02-21,0.3901550591999998,-8.219250892800002,6
2016-02-22,0.2792064000000001,3.752961126399999,3
2016-02-23,3.25416192,18.580268441599998,11
2016-02-24,-1.9560642559999997,13.175183052800001,30
2016-02-25,9.2768045056,17.9868061696,11
2016-02-26,5.591740006400001,-1.6379760639999965,17
2016-02-27,-5.464782335999999,-2.4086540287999973,8
2016-02-28,-2.0395362304,-4.706363392,0
2016-02-29,6.818620928,39.9313399808,10
2016-03-01,0.9830438912000004,29.757880934400003,7
2016-03-02,-3.5625730048,10.439521484800004,16
2016-03-03,-1.5765302272000001,10.863724544000004,4
2016-03-04,-0.9880627200000003,0.690656563200001,1
2016-03-05,-0.7271546880000004,-16.8724685824,0
2016-03-06,-0.4614471680000001,-7.768991641600001,0
2016-03-07,2.73821952,4.7472986112,19
2016-03-08,-0.4130984959999997,13.85487616,15
2016-03-09,1.0618361856000003,9.367788851200004,10
2016-03-10,-1.1759907839999997,8.594702643200002,19
2016-03-11,6.5712,24.4502086656,12
2016-03-12,-1.0594559999999995,-9.057534668799995,1
2016-03-13,-1.8220416,-8.22109952,0
2016-03-14,2.17402112,20.0736854016,0
2016-03-15,2.2710359039999997,22.5704059904,28
2016-03-16,0.6568446976000004,15.684477747200003,5
2016-03-17,7.8642440192,17.045790822400004,8
2016-03-18,-0.9409166335999988,6.934684262400005,4
2016-03-19,-1.3910871039999995,-11.828992409599998,2
2016-03-20,-2.3533961216,-5.095667814400002,3
2016-03-21,8.8255832064,24.4561252352,8
2016-03-22,6.218241024000001,17.4761307136,6
2016-03-23,1.813231001600002,13.300912947200004,17
2016-03-24,-2.592122163199999,12.524873011200004,3
2016-03-25,6.4106397695999995,24.091699712,7
2016-03-26,-4.854465535999999,-21.991692902399997,4
2016-03-27,-2.7654080512000005,-3.189643776000004,1
2016-03-28,6.4136868864,29.1678199808,8
2016-03-29,1.69280512,18.430389862400002,3
2016-03-30,-0.21166847999999927,6.575872921600006,2
2016-03-31,3.5912788992000007,19.031505920000004,15
2016-04-01,-1.3513211904000002,-19.5224594432,7
2016-04-02,-1.9935381504,-15.565547827200003,6
2016-04-03,-1.8809548800000004,-8.325719756800003,5
2016-04-04,3.9794501631999997,6.7608330239999965,8
2016-04-05,1.2782141440000006,2.3941178367999996,7
2016-04-06,4.2409998336,48.328596172800005,8
2016-04-07,2.0351526912000004,-0.6934280191999953,9
2016-04-08,-3.9393574911999996,19.564636672000002,12
2016-04-09,-1.6375847936000003,-2.609383935999997,3
2016-04-10,-0.9633741824000005,-5.56025344,3
2016-04-11,0.34423224319999957,2.197254451199999,3
2016-04-12,-0.8897151999999999,8.397161267199998,0
2016-04-13,1.489013248,10.3009765376,5
2016-04-14,1.8684940288000003,19.2891137024,4
2016-04-15,0.3378786304000003,22.2255138816,0
2016-04-16,-1.3947409407999998,-15.152884633599996,0
2016-04-17,2.4618368,-13.760124415999998,0
2016-04-18,4.46892544,15.2843449344,4
2016-04-19,-1.994138112,12.0017130496,2
2016-04-20,0.5096671232000001,4.479490867199999,0
2016-04-21,3.439850496,8.592713318400001,1
2016-04-22,6.248739430400001,1.577948979200002,4
2016-04-23,-4.6869074944,-6.271959961599999,0
2016-04-24,-1.7316391936000002,-6.549547520000001,13
2016-04-25,-1.0225576960000002,25.1602668544,2
2016-04-26,15.2822142976,2.214271078400003,6
2016-04-27,-5.913069772799998,1.6659196928000028,6
2016-04-28,0.3383688192000003,7.261491302400001,8
2016-04-29,0.3892900864000004,10.1968303104,4
2016-04-30,-2.4899921920000003,-7.637964287999999,0
2016-05-01,-1.1880154112000003,-3.7825590272000014,6
2016-05-02,3.2858368,13.5928030208,1
2016-05-03,-2.1315481599999995,5.5179327488,2
2016-05-04,1.100392448,11.393659494400001,5
2016-05-05,-1.3999275007999996,4.002599628800002,2
2016-05-06,2.4802230272,12.182204211200002,1
2016-05-07,-1.5316696063999997,1.5017640960000023,2
2016-05-08,-0.5734472704000001,-9.0943880192,0
2016-05-09,7.67461376,10.674313113599998,6
2016-05-10,-3.431349247999999,-0.2795337727999989,3
2016-05-11,-1.1377897472,8.6536896512,6
2016-05-12,0.388798976,20.4566762496,0
