,ruby/ruby,python/cpython,php/php-src
2000-04-05,0.0,12,22
2000-04-06,0.0,25,10
2000-04-07,0.0,14,19
2000-04-08,0.0,3,3
2000-04-09,0.0,17,3
2000-04-10,3.0,50,11
2000-04-11,-0.5999999999999999,19,10
2000-04-12,0.7599999999999998,5,8
2000-04-13,-0.3440000000000001,13,9
2000-04-14,0.8191999999999999,8,7
2000-04-15,-0.324608,2,22
2000-04-16,-0.1748864000000001,0,9
2000-04-17,0.8756838399999999,2,10
2000-04-18,1.702808064,1,9
2000-04-19,-0.5598707712,12,23
2000-04-20,-0.24281651200000012,0,33
2000-04-21,0.8410039295999999,23,15
2000-04-22,0.6928762880000001,14,5
2000-04-23,-0.3639701504,5,8
2000-04-24,-0.18578432000000014,16,15
2000-04-25,0.870158848,12,5
2000-04-26,-0.30038077439999983,13,3
2000-04-27,-0.15090350080000003,12,12
2000-04-28,-0.08535552000000005,14,13
2000-04-29,-0.06491443199999997,0,14
2000-04-30,-0.05239306239999991,0,20
2000-05-01,0.9671018496,12,35
2000-05-02,-0.21692671999999996,19,46
2000-05-03,-0.09438771200000001,14,12
2000-05-04,-0.060469350399999997,7,24
2000-05-05,0.9664,10,11
2000-05-06,-0.22553599999999996,6,18
2000-05-07,-0.10042880000000008,10,8
2000-05-08,-0.06492672000000005,13,14
2000-05-09,1.9520122880000002,29,2
2000-05-10,0.5619946496000001,8,9
2000-05-11,-0.3804288000000001,9,12
2000-05-12,0.8070732799999998,19,14
2000-05-13,1.670412288,20,4
2000-05-14,0.42285864959999997,1,7
2000-05-15,1.5256063999999998,2,13
2000-05-16,1.33611776,1,10
2000-05-17,2.253561856,1,32
2000-05-18,1.9995727872,2,21
2000-05-19,-0.09898967040000017,1,9
2000-05-20,-0.7709419520000003,7,3
2000-05-21,1.5250989055999997,1,11
2000-05-22,3.2605545472,1,17
2000-05-23,-0.20659261439999987,15,58
2000-05-24,3.1926833152,2,20
2000-05-25,-0.2785107968,17,21
2000-05-26,-0.8509699072000001,16,11
2000-05-27,-0.5003973632000002,8,9
2000-05-28,-0.3359739904000001,6,16
2000-05-29,0.747344896,0,19
2000-05-30,1.5933325312000002,9,8
2000-05-31,1.3675992064000002,9,14
2000-06-01,0.3050530816000002,14,14
2000-06-02,-0.5538651135999999,18,10
2000-06-03,1.7187946496,7,14
2000-06-04,1.4132992,13,17
2000-06-05,0.29754367999999987,1,21
2000-06-06,0.42936524799999987,6,29
2000-06-07,0.46127298559999996,19,13
2000-06-08,-0.5169128448,14,15
2000-06-09,1.7071439871999998,5,43
2000-06-10,-0.5943163904,10,29
2000-06-11,-0.3021936640000001,1,19
2000-06-12,4.7873943552,0,34
2000-06-13,4.856118067200001,6,25
2000-06-14,3.3051442176,3,21
2000-06-15,-1.7877146624000004,4,24
2000-06-16,2.0976772095999996,4,29
2000-06-17,0.8019445759999999,10,23
2000-06-18,-1.0882987008000002,15,21
2000-06-19,2.3611135999999995,3,12
2000-06-20,-0.07244287999999965,13,5
2000-06-21,-0.8171146239999998,14,7
2000-06-22,2.5168869376000003,0,11
2000-06-23,0.09721548800000024,7,21
2000-06-24,2.372775424,12,19
2000-06-25,-0.9770058751999998,12,26
2000-06-26,1.5150523391999997,6,30
2000-06-27,1.285702144,16,17
2000-06-28,2.2005818368,68,11
2000-06-29,-0.01628631040000017,57,15
2000-06-30,-0.7245762560000002,91,18
2000-07-01,3.5551520768,49,9
2000-07-02,-0.09636208639999966,8,18
2000-07-03,8.2576729088,20,15
2000-07-04,1.7785487360000003,11,7
2000-07-05,0.17267691519999961,19,17
2000-07-06,1.6272274431999998,28,20
2000-07-07,-0.4134469632000002,26,7
2000-07-08,-1.0008290304000005,26,8
2000-07-09,-0.6516807680000002,43,17
2000-07-10,2.5018072064,39,17
2000-07-11,0.0392687616000007,29,20
2000-07-12,5.2695491584,26,8
2000-07-13,-1.5738617855999997,13,10
2000-07-14,2.2861714431999998,16,11
2000-07-15,0.9499962368000001,9,13
2000-07-16,-0.9408917504000002,11,7
2000-07-17,0.4715750399999996,6,12
2000-07-18,2.420537344,5,13
2000-07-19,1.0228359168,9,5
2000-07-20,-0.8991540223999999,0,6
2000-07-21,0.49594613759999984,4,12
2000-07-22,-0.49935257599999994,15,13
2000-07-23,-0.31042027519999993,11,11
2000-07-24,1.7977761792,27,19
2000-07-25,3.460374528,8,20
2000-07-26,0.9249780736000002,7,25
2000-07-27,0.09738772479999991,13,12
2000-07-28,-0.6610654208000002,5,11
2000-07-29,0.6241402879999998,5,13
2000-07-30,-0.47067095040000007,15,8
2000-07-31,3.71975936,19,4
2000-08-01,0.9891240960000003,19,10
2000-08-02,2.1096282112,18,7
2000-08-03,0.9268844544000001,27,6
2000-08-04,-0.9301552128000001,25,18
2000-08-05,1.4972599295999998,7,9
2000-08-06,-0.7439749120000001,4,20
2000-08-07,1.5751581695999999,11,17
2000-08-08,0.30023731200000014,8,14
2000-08-09,5.4025094144,13,15
2000-08-10,-0.5290272767999997,4,17
2000-08-11,-0.9022410752000003,18,11
2000-08-12,-0.5114641408000002,14,4
2000-08-13,-0.34476902400000004,12,8
2000-08-14,-0.26603694080000007,14,15
2000-08-15,3.806189056,31,14
2000-08-16,0.03868446720000018,15,6
2000-08-17,0.3642776576000002,23,13
2000-08-18,0.4387961856000001,28,11
2000-08-19,-0.4748693504000001,8,18
2000-08-20,-0.2637440000000002,17,31
2000-08-21,-0.1888512000000001,18,21
2000-08-22,-0.14727168000000007,14,29
2000-08-23,-0.1204423679999998,20,18
2000-08-24,1.8983793664000002,26,25
2000-08-25,0.5562162176000002,43,17
2000-08-26,-0.3868570624,9,13
2000-08-27,-0.18846935040000012,11,29
2000-08-28,1.8848,1,8
2000-08-29,1.515328,14,12
2000-08-30,3.3736064,19,14
2000-08-31,3.88971776,48,18
2000-09-01,2.471097856,58,11
2000-09-02,-1.5495984128000002,7,16
2000-09-03,-0.7987989504000006,9,29
2000-09-04,2.4631449599999997,13,20
2000-09-05,-1.006424064,28,25
2000-09-06,-0.5657090048000002,9,20
2000-09-07,0.6071616512000001,19,12
2000-09-08,-0.4903228415999996,20,18
2000-09-09,-0.2765055999999997,16,19
2000-09-10,-0.15916380159999993,9,17
2000-09-11,2.9156198399999997,11,26
2000-09-12,5.331300864,19,21
2000-09-13,-1.4978368511999998,9,13
2000-09-14,-0.6409267200000005,26,8
2000-09-15,0.5968122879999999,41,4
2000-09-16,-0.49067735040000005,38,4
2000-09-17,-0.29450240000000016,6,5
2000-09-18,2.77864704,17,5
2000-09-19,4.221676544,27,23
2000-09-20,-0.38927032319999944,9,14
2000-09-21,5.1607550976,34,2
2000-09-22,7.36227328,35,4
2000-09-23,-1.5869957120000002,13,0
2000-09-24,-0.44303575040000087,35,0
2000-09-25,6.907939839999999,31,2
2000-09-26,0.6681584640000002,29,15
2000-09-27,3.1997298687999995,16,6
2000-09-28,-2.045289984,18,17
2000-09-29,-1.1099009024000002,14,6
2000-09-30,0.21325096960000045,21,18
2000-10-01,-0.7515769855999997,5,7
2000-10-02,1.5687627776,22,15
2000-10-03,0.27150479360000046,23,13
2000-10-04,-0.6211515391999998,11,5
2000-10-05,0.6891173888000003,25,12
2000-10-06,0.6020244480000001,38,5
2000-10-07,-0.38159872000000006,14,3
2000-10-08,-0.20878131200000008,4,5
2000-10-09,-0.14835159040000004,40,9
2000-10-10,3.895161856,14,3
2000-10-11,4.1147087872000006,16,36
2000-10-12,-0.3698248704,32,10
2000-10-13,2.1766855679999995,14,10
2000-10-14,0.9187429375999998,26,9
2000-10-15,1.0293866495999997,1,9
2000-10-16,2.0530047999999996,16,8
2000-10-17,0.8478131199999996,2,19
2000-10-18,-1.0424212480000001,5,17
2000-10-19,-0.6223010815999999,18,13
2000-10-20,0.5837557760000001,9,21
2000-10-21,-0.47415152639999986,0,18
2000-10-22,-0.29239531519999995,7,21
2000-10-23,-0.1933518847999999,13,12
2000-10-24,-0.1355552767999998,10,0
2000-10-25,4.9082805248,18,8
2000-10-26,-0.04536750079999963,14,23
2000-10-27,0.3830732799999996,2,27
2000-10-28,-0.5343877120000001,2,7
2000-10-29,-0.3084693504000001,6,31
2000-10-30,0.7907199999999999,5,18
2000-10-31,3.63872,0,16
2000-11-01,1.9894016,3,13
2000-11-02,-0.07729407999999993,3,36
2000-11-03,0.2407388159999999,4,31
2000-11-04,-0.6107930624000001,0,10
2000-11-05,-0.3638421504000002,0,11
2000-11-06,-0.2568499200000001,7,20
2000-11-07,0.7974830079999999,4,8
2000-11-08,0.6332348416000002,6,12
2000-11-09,0.5896039424000004,2,14
2000-11-10,2.6032775168,2,10
2000-11-11,0.2115429376000001,1,9
2000-11-12,-0.5596053504000003,0,6
2000-11-13,1.6964351999999998,8,21
2000-11-14,0.38830847999999996,5,14
2000-11-15,-0.5219512320000002,0,12
2000-11-16,2.6933938176,1,6
2000-11-17,2.1867339776000003,5,14
2000-11-18,0.0027687936000000413,2,10
2000-11-19,-0.7021893632000001,2,9
2000-11-20,3.6084484096,0,14
2000-11-21,0.9288898560000001,3,13
2000-11-22,-0.9308208128000002,7,27
2000-11-23,-0.5020719104000003,0,21
2000-11-24,-0.344772096,0,7
2000-11-25,-0.2668419071999998,0,3
2000-11-26,-0.18458296319999992,2,5
2000-11-27,0.8789661696,5,10
2000-11-28,-0.29140428799999973,6,9
2000-11-29,-0.15865282559999982,9,11
2000-11-30,-0.07293870079999996,10,6
2000-12-01,-0.03360000000000001,4,15
2000-12-02,-0.025536000000000014,0,9
2000-12-03,-0.02042880000000001,10,10
2000-12-04,0.9830732799999999,5,18
2000-12-05,1.785612288,0,13
2000-12-06,1.5075306496,7,13
2000-12-07,0.3919999999999999,6,23
2000-12-08,0.5103999999999999,1,12
2000-12-09,-0.46873600000000015,1,4
2000-12-10,-0.2667008000000002,2,14
2000-12-11,-0.19045632000000012,11,9
2000-12-12,0.851765248,33,8
2000-12-13,1.6789369856,17,16
2000-12-14,0.4289303552000002,12,12
2000-12-15,-0.4642531328,25,11
2000-12-16,-0.23645706240000006,3,6
2000-12-17,-0.15320535040000005,1,8
2000-12-18,1.8948992,3,26
2000-12-19,-0.48332031999999997,27,8
2000-12-20,-0.22866995200000012,6,8
2000-12-21,0.8458285056000001,5,4
2000-12-22,3.6934735872,10,12
2000-12-23,-0.9435413503999999,7,4
2000-12-24,2.5911424,0,15
2000-12-25,2.1405465599999998,1,1
2000-12-26,0.9712885760000001,5,5
2000-12-27,0.06848849919999977,5,4
2000-12-28,0.2965580799999997,2,10
2000-12-29,2.364497408,3,0
2000-12-30,-1.0031145983999998,1,2
2000-12-31,-0.5346159616000001,4,0
2001-01-01,-0.337936896,5,1
2001-01-02,-0.2611894271999997,10,6
2001-01-03,-0.18014699519999983,14,19
2001-01-04,-0.11753953279999992,27,10
2001-01-05,0.9223627776000001,9,18
2001-01-06,-0.25563248639999975,2,5
2001-01-07,-0.11740805119999996,4,26
2001-01-08,-0.048000000000000036,12,25
2001-01-09,6.9664,26,19
2001-01-10,7.574464000000001,17,11
2001-01-11,1.6195711999999998,17,6
2001-01-12,-1.8729267200000006,13,12
2001-01-13,1.9984122879999995,9,17
2001-01-14,-0.28562135040000025,21,16
2001-01-15,1.0527743999999997,33,21
2001-01-16,-0.028490240000000444,23,7
2001-01-17,3.156430336,47,12
2001-01-18,1.6293102592000008,33,12
2001-01-19,-0.2917974015999998,53,11
2001-01-20,0.16224163839999972,14,7
2001-01-21,-0.684883456,21,5
2001-01-22,0.5629779967999999,42,14
2001-01-23,2.5019053056000002,54,10
2001-01-24,1.0925443072,48,7
2001-01-25,-0.8547651584,32,5
2001-01-26,0.5320039424,23,10
2001-01-27,-0.4910584831999999,18,9
2001-01-28,-0.27109386240000005,17,5
2001-01-29,1.8102455296,29,2
2001-01-30,-0.5396254719999999,8,9
2001-01-31,0.7249780736,13,18
2001-02-01,-0.3826122751999998,24,18
2001-02-02,0.8109345792,37,12
2001-02-03,-0.31345971199999995,8,6
2001-02-04,-0.16692695040000008,4,7
2001-02-05,-0.10738944000000006,8,18
2001-02-06,2.9171957760000002,13,10
2001-02-07,1.3325985792000001,3,7
2001-02-08,2.325183488,3,9
2001-02-09,1.0666039295999998,69,8
2001-02-10,-0.8511877120000002,9,1
2001-02-11,1.5397226495999998,6,3
2001-02-12,-0.7091584000000001,20,10
2001-02-13,3.6045542399999997,4,8
2001-02-14,1.9146250240000002,19,13
2001-02-15,1.8549787648,11,10
2001-02-16,-0.18502727680000008,18,9
2001-02-17,1.1745589248,20,3
2001-02-18,1.1142638591999998,13,13
2001-02-19,2.104101376,33,9
2001-02-20,0.8798600191999999,15,25
2001-02-21,-0.998353408,15,19
2001-02-22,0.41347850239999995,16,11
2001-02-23,-0.5862275071999998,17,7
2001-02-24,2.6496851968,1,8
2001-02-25,1.1645433856,0,3
2001-02-26,0.18104811519999997,7,15
2001-02-27,1.3685087232000002,48,10
2001-02-28,1.2365877248000001,55,6
2001-03-01,-0.7936734208,48,15
2001-03-02,-0.4163461120000002,50,13
2001-03-03,-0.29284311040000016,7,10
2001-03-04,1.784282624,2,12
2001-03-05,2.4249602048000005,3,5
2001-03-06,1.1259625472,22,17
2001-03-07,0.18890178559999993,3,10
2001-03-08,0.3750858751999999,7,6
2001-03-09,0.44718929919999995,1,4
2001-03-10,0.48733439999999983,7,7
2001-03-11,-0.5078118400000002,6,8
2001-03-12,0.6924508159999999,3,20
2001-03-13,5.570479923200001,6,23
2001-03-14,0.5573250048000005,4,7
2001-03-15,-1.0302179328000003,9,4
2001-03-16,1.4541874175999996,7,18
2001-03-17,-0.7669197824,4,7
2001-03-18,2.5722981376,7,8
2001-03-19,0.10095912959999997,5,6
2001-03-20,1.3359943679999997,16,22
2001-03-21,4.1922789376,25,19
2001-03-22,1.5467508736000004,43,10
2001-03-23,-1.2650001408000002,55,15
2001-03-24,-0.6627978240000003,2,7
2001-03-25,-0.4592196608000002,1,1
2001-03-26,6.670572544,9,13
2001-03-27,-0.6644012031999997,8,9
2001-03-28,3.0528352255999995,6,11
2001-03-29,-1.3636574207999999,9,8
2001-03-30,1.291290112,0,5
2001-03-31,-0.8417600512000001,5,2
2001-04-01,1.5370623999999997,0,6
2001-04-02,4.262940159999999,2,9
2001-04-03,-0.42655590399999954,3,11
2001-04-04,-0.9164520448000002,7,13
2001-04-05,-0.4980777984,10,11
2001-04-06,-0.3508028416,8,9
2001-04-07,-0.230913024,6,5
2001-04-08,-0.18647214080000002,6,7
2001-04-09,0.866162176,17,11
2001-04-10,-0.3138039807999996,39,7
2001-04-11,-0.15673446399999985,22,3
2001-04-12,-0.060469350399999997,38,1
2001-04-13,-0.03360000000000001,44,8
2001-04-14,0.974464,12,9
2001-04-15,-0.22042879999999998,14,6
2001-04-16,-0.09692672000000008,19,11
2001-04-17,0.9376122880000001,1,14
2001-04-18,-0.24606935039999994,23,7
2001-04-19,-0.10553600000000009,4,18
2001-04-20,-0.06842880000000004,6,8
2001-04-21,-0.050526720000000025,10,3
