,blevesearch/bleve,apache/solr,elastic/elasticsearch
2022-07-17,0,0,0.0
2022-07-18,0,0,23.0
2022-07-19,0,3,3.8000000000000025
2022-07-20,1,4,5.040000000000001
2022-07-21,0,0,11.768
2022-07-22,1,0,16.6512
2022-07-23,0,0,-14.661696
2022-07-24,0,0,-6.498329600000001
2022-07-25,0,1,25.14557952
2022-07-26,0,0,15.686239744
2022-07-27,0,0,8.450280857600003
2022-07-28,0,0,-0.2597330943999978
2022-07-29,0,2,2.9467708415999994
2022-07-30,0,0,-12.319301632000002
2022-07-31,0,0,-5.547596902400002
2022-08-01,0,3,22.6716076032
2022-08-02,0,3,10.211940352000003
2022-08-03,0,2,15.851389132800001
2022-08-04,0,2,6.439780864000003
2022-08-05,0,2,-14.3348139008
2022-08-06,0,0,-8.5076535296
2022-08-07,0,0,-3.839549337600002
2022-08-08,0,3,16.364412211199998
2022-08-09,0,0,6.431644979200001
2022-08-10,1,1,-1.2067106815999988
2022-08-11,0,0,7.333263564800001
2022-08-12,0,0,2.6193006592000003
2022-08-13,0,0,-7.454624256000001
2022-08-14,0,0,-4.825213030400001
2022-08-15,0,2,12.189938687999998
2022-08-16,0,1,7.994124083200001
2022-08-17,0,0,22.26269696
2022-08-18,1,2,-1.7014803455999967
2022-08-19,0,2,-12.143216639999999
2022-08-20,1,0,-5.4014158848000005
2022-08-21,0,0,-3.311567462400002
2022-08-22,0,1,17.7489700864
2022-08-23,0,0,6.294632960000001
2022-08-24,0,3,3.8332303360000015
2022-08-25,0,1,1.2346883072000026
2022-08-26,0,0,12.427123302400002
2022-08-27,0,0,-11.072612352
2022-08-28,0,0,-5.144896000000001
2022-08-29,0,2,11.9242496
2022-08-30,0,3,10.814400000000001
2022-08-31,0,1,0.921170432000002
2022-09-01,0,1,12.828794163200001
2022-09-02,0,2,-9.834631987199998
2022-09-03,0,0,-6.325100236800001
2022-09-04,0,1,-3.4646530048000006
2022-09-05,0,0,4.808718643199999
2022-09-06,0,4,12.56432128
2022-09-07,0,6,28.064576000000002
2022-09-08,0,0,15.813924556800004
2022-09-09,0,2,3.0386847744000036
2022-09-10,0,0,-15.891890585599999
2022-09-11,0,1,-7.583520870400003
2022-09-12,0,2,20.36640768
2022-09-13,1,4,8.692804096
2022-09-14,0,3,1.6618102784000026
2022-09-15,0,2,9.398965350400001
2022-09-16,0,3,-13.602312089599998
2022-09-17,0,1,-6.530089267200001
2022-09-18,0,0,-3.7361373184000013
2022-09-19,0,6,15.564315443199998
2022-09-20,0,5,18.94899968
2022-09-21,0,8,3.1575490560000024
2022-09-22,0,4,2.3368336384000017
2022-09-23,0,6,1.7426332672000022
2022-09-24,0,0,-9.152651161600001
2022-09-25,0,1,-3.933591756800002
2022-09-26,0,0,29.51122432
2022-09-27,0,2,12.425403904000001
2022-09-28,0,2,1.0151791616000025
2022-09-29,0,1,9.051216793600002
2022-09-30,0,0,1.7257650176000006
2022-10-01,0,0,-12.295546368
2022-10-02,0,2,-6.457143910400001
2022-10-03,0,2,11.0189120512
2022-10-04,0,1,12.0992540672
2022-10-05,0,0,10.543693209600002
2022-10-06,1,0,0.8459995136000025
2022-10-07,0,1,-8.642210918399998
2022-10-08,0,0,-6.3652552704000005
2022-10-09,0,0,-2.4829643776000014
2022-10-10,1,0,22.3245202432
2022-10-11,0,3,16.16464896
2022-10-12,2,4,15.368930816000002
2022-10-13,0,3,0.6366093312000061
2022-10-14,0,8,23.2412430336
2022-10-15,0,6,-20.638002687999997
2022-10-16,0,3,-8.935101030400002
2022-10-17,0,6,9.611698687999997
2022-10-18,1,9,11.1681861632
2022-10-19,2,3,-0.12987801599999926
2022-10-20,1,13,8.2402302976
2022-10-21,0,12,-8.533745868799999
2022-10-22,0,0,-6.8723325952
2022-10-23,0,2,-3.7117256704000012
2022-10-24,0,13,12.793640243199999
2022-10-25,0,4,7.352872960000002
2022-10-26,0,27,3.894831616000001
2022-10-27,0,2,-2.8666789887999986
2022-10-28,0,17,0.9281831936000007
2022-10-29,0,0,-5.7290678272
2022-10-30,0,3,-2.6097206272000006
2022-10-31,0,3,16.2930176
2022-11-01,0,4,16.52767232
2022-11-02,0,0,6.834431488000002
2022-11-03,0,3,12.188037632000002
2022-11-04,0,4,7.865295769600001
2022-11-05,0,0,-12.2420149248
2022-11-06,0,0,-7.6437246976000015
2022-11-07,0,0,14.624209919999998
2022-11-08,0,4,20.311069184
2022-11-09,0,3,10.955553177600002
2022-11-10,0,9,17.163658240000004
2022-11-11,2,6,-12.260668415999994
2022-11-12,0,0,-12.174334976000003
2022-11-13,0,3,-6.189437542400002
2022-11-14,0,1,20.0300496896
2022-11-15,0,0,16.476864512000002
2022-11-16,0,0,9.219352268800002
2022-11-17,1,1,4.9132588032000015
2022-11-18,1,0,11.171466649600003
2022-11-19,0,0,-14.613584895999999
2022-11-20,0,0,-7.464508211200002
2022-11-21,0,1,15.711221759999999
2022-11-22,0,1,16.012329471999998
2022-11-23,0,0,7.552999628800002
2022-11-24,0,1,13.775190220800003
2022-11-25,0,5,-17.8066244608
2022-11-26,0,0,-8.098630553600001
2022-11-27,0,0,-3.768671129600002
2022-11-28,0,7,13.4868504576
2022-11-29,0,2,4.7432794112
2022-11-30,1,3,3.4431373312000026
2022-12-01,1,1,-0.3057654783999979
2022-12-02,1,4,3.4266503168
2022-12-03,0,2,-7.8256476159999995
2022-12-04,0,0,-3.277671116800001
2022-12-05,0,1,17.883283968
2022-12-06,0,2,14.446677299200001
