,JetBrains/kotlin,rust-lang/rust,apple/swift
2024-01-29,45,71,50
2024-01-30,49,114,82
2024-01-31,52,81,60
2024-02-01,24,33,104
2024-02-02,23,52,101
2024-02-03,0,42,35
2024-02-04,0,54,9
2024-02-05,29,80,47
2024-02-06,23,83,63
2024-02-07,27,91,55
2024-02-08,47,122,54
2024-02-09,64,161,86
2024-02-10,4,86,33
2024-02-11,10,113,20
2024-02-12,52,141,69
2024-02-13,54,151,55
2024-02-14,53,100,62
2024-02-15,58,107,82
2024-02-16,17,114,46
2024-02-17,0,119,24
2024-02-18,7,87,4
2024-02-19,67,128,30
2024-02-20,42,120,66
2024-02-21,49,125,101
2024-02-22,40,115,105
2024-02-23,46,93,50
2024-02-24,0,73,69
2024-02-25,10,94,18
2024-02-26,61,126,53
2024-02-27,69,134,76
2024-02-28,98,109,66
2024-02-29,41,161,77
2024-03-01,31,120,113
2024-03-02,1,73,79
2024-03-03,1,87,24
2024-03-04,45,117,39
2024-03-05,52,162,80
2024-03-06,48,127,94
2024-03-07,56,105,103
2024-03-08,38,110,70
2024-03-09,32,114,43
2024-03-10,3,112,15
2024-03-11,62,137,76
2024-03-12,71,126,97
2024-03-13,52,107,108
2024-03-14,79,160,72
2024-03-15,61,91,82
2024-03-16,3,77,41
2024-03-17,0,117,2
2024-03-18,32,111,107
2024-03-19,46,124,76
2024-03-20,50,98,66
2024-03-21,41,126,78
2024-03-22,40,165,60
2024-03-23,2,114,17
2024-03-24,0,109,17
2024-03-25,31,112,36
2024-03-26,46,98,54
2024-03-27,29,123,86
2024-03-28,49,85,62
2024-03-29,10,59,64
2024-03-30,0,64,28
2024-03-31,4,77,5
2024-04-01,1,81,24
2024-04-02,53,83,44
2024-04-03,56,109,63
2024-04-04,58,103,51
2024-04-05,25,87,64
2024-04-06,0,95,12
2024-04-07,1,55,4
2024-04-08,31,115,59
2024-04-09,31,86,57
2024-04-10,24,96,43
2024-04-11,29,118,50
2024-04-12,54,83,35
2024-04-13,2,56,13
2024-04-14,0,91,5
2024-04-15,42,144,20
2024-04-16,68,177,53
2024-04-17,59,105,31
2024-04-18,70,77,50
2024-04-19,64,99,58
2024-04-20,0,98,9
2024-04-21,0,70,7
2024-04-22,51,78,42
2024-04-23,52,90,39
2024-04-24,42,97,34
2024-04-25,57,82,44
2024-04-26,37,62,47
2024-04-27,7,66,8
2024-04-28,0,73,2
2024-04-29,36,87,40
2024-04-30,31,78,59
2024-05-01,2,42,59
2024-05-02,46,115,60
2024-05-03,14,100,37
2024-05-04,0,139,21
2024-05-05,0,75,0
2024-05-06,36,82,42
2024-05-07,55,41,54
2024-05-08,60,80,44
2024-05-09,9,78,48
2024-05-10,33,80,54
2024-05-11,0,125,14
2024-05-12,4,84,5
2024-05-13,51,81,34
2024-05-14,35,78,41
2024-05-15,76,83,43
2024-05-16,33,66,68
2024-05-17,31,72,86
2024-05-18,5,59,12
2024-05-19,2,79,3
2024-05-20,8,130,44
2024-05-21,47,92,77
2024-05-22,47,88,74
2024-05-23,33,123,50
2024-05-24,13,92,41
2024-05-25,3,58,15
2024-05-26,0,50,12
2024-05-27,68,77,14
2024-05-28,71,86,74
2024-05-29,105,111,51
2024-05-30,67,76,52
2024-05-31,31,53,63
2024-06-01,6,46,17
2024-06-02,0,50,16
2024-06-03,34,70,55
2024-06-04,70,129,50
2024-06-05,43,147,63
2024-06-06,30,95,62
2024-06-07,94,123,34
2024-06-08,1,66,9
2024-06-09,0,95,2
2024-06-10,35,63,45
2024-06-11,66,133,61
2024-06-12,24,136,85
2024-06-13,28,143,62
2024-06-14,34,87,61
2024-06-15,1,64,23
2024-06-16,9,91,8
2024-06-17,88,102,35
2024-06-18,80,106,67
2024-06-19,84,146,50
2024-06-20,38,87,36
2024-06-21,89,118,78
2024-06-22,17,84,21
2024-06-23,1,80,4
2024-06-24,69,122,32
2024-06-25,57,101,61
2024-06-26,45,55,69
2024-06-27,42,70,46
2024-06-28,54,110,53
2024-06-29,23,98,19
2024-06-30,4,93,14
2024-07-01,60,87,52
2024-07-02,95,120,65
2024-07-03,34,89,82
2024-07-04,19,118,43
2024-07-05,48,113,25
2024-07-06,1,99,31
2024-07-07,0,164,33
2024-07-08,37,96,64
2024-07-09,56,75,75
2024-07-10,49,77,65
2024-07-11,33,56,98
2024-07-12,30,102,34
2024-07-13,4,46,22
2024-07-14,0,65,10
2024-07-15,36,100,48
2024-07-16,53,117,43
2024-07-17,39,152,17
2024-07-18,50,141,53
2024-07-19,14,150,39
2024-07-20,1,76,26
2024-07-21,0,50,4
2024-07-22,72,129,36
2024-07-23,37,76,53
2024-07-24,45,95,64
2024-07-25,53,139,80
2024-07-26,29,119,34
2024-07-27,2,81,25
2024-07-28,0,71,7
2024-07-29,34,133,84
2024-07-30,43,94,60
2024-07-31,24,85,63
2024-08-01,18,80,59
2024-08-02,39,57,56
2024-08-03,0,102,18
2024-08-04,0,61,9
2024-08-05,50,129,52
2024-08-06,25,94,53
2024-08-07,54,135,70
2024-08-08,14,108,69
2024-08-09,22,96,47
2024-08-10,1,104,16
2024-08-11,1,57,0
2024-08-12,41,141,33
2024-08-13,21,135,32
2024-08-14,50,82,36
2024-08-15,12,62,30
2024-08-16,17,68,31
2024-08-17,0,72,21
2024-08-18,0,72,11
2024-08-19,25,70,52
2024-08-20,34,65,63
2024-08-21,93,67,60
2024-08-22,38,84,45
2024-08-23,27,63,30
2024-08-24,3,84,16
2024-08-25,0,83,10
2024-08-26,28,73,36
2024-08-27,51,117,30
2024-08-28,33,85,37
2024-08-29,55,105,52
2024-08-30,22,62,52
2024-08-31,4,100,21
2024-09-01,0,60,12
2024-09-02,55,86,27
2024-09-03,104,88,71
2024-09-04,33,36,118
2024-09-05,58,96,56
2024-09-06,76,92,65
2024-09-07,1,65,18
2024-09-08,0,49,16
2024-09-09,39,121,36
2024-09-10,27,74,46
2024-09-11,22,94,49
2024-09-12,31,88,34
2024-09-13,20,66,41
2024-09-14,14,61,15
2024-09-15,5,85,4
2024-09-16,23,55,39
2024-09-17,43,96,59
2024-09-18,33,91,49
2024-09-19,49,114,62
2024-09-20,35,71,49
2024-09-21,102,77,9
2024-09-22,1,88,11
2024-09-23,60,114,24
2024-09-24,40,139,51
2024-09-25,38,96,68
2024-09-26,56,65,36
2024-09-27,59,101,52
2024-09-28,7,83,28
2024-09-29,7,74,5
2024-09-30,27,63,38
2024-10-01,25,74,55
2024-10-02,32,62,63
2024-10-03,18,92,49
2024-10-04,17,87,28
2024-10-05,5,90,6
2024-10-06,0,85,6
2024-10-07,67,91,64
2024-10-08,36,78,77
2024-10-09,73,86,43
2024-10-10,38,93,39
2024-10-11,30,73,70
2024-10-12,0,75,18
2024-10-13,1,76,10
2024-10-14,40,98,23
2024-10-15,40,80,33
2024-10-16,54,79,41
