,docsifyjs/docsify,mkdocs/mkdocs,facebook/docusaurus
2023-09-13,0,2,-0.06571335680000003
2023-09-14,0,1,4.95866624
2023-09-15,0,0,1.9664737280000004
2023-09-16,0,0,-2.2279538687999993
2023-09-17,0,0,-0.8127981568
2023-09-18,0,3,-0.46400000000000025
2023-09-19,0,0,0.6838399999999998
2023-09-20,0,0,3.365376
2023-09-21,0,0,-1.9037055999999997
2023-09-22,0,0,1.3067392
2023-09-23,0,0,-1.2222136319999999
2023-09-24,0,0,-0.4875446272000002
2023-09-25,0,0,0.7292287999999999
2023-09-26,0,0,-0.5934233600000001
2023-09-27,0,0,-0.268541952
2023-09-28,0,0,1.8166525952
2023-09-29,0,0,2.0704662528
2023-09-30,0,0,-1.5002634239999997
2023-10-01,0,0,-0.5365595136
2023-10-02,0,0,0.70642944
2023-10-03,0,0,-0.5998597120000001
2023-10-04,0,0,-0.26858055680000004
2023-10-05,0,0,3.83036928
2023-10-06,0,0,0.2729768960000003
