,apache/zookeeper,hashicorp/consul,etcd-io/etcd
2020-01-01,0,0,-0.20999999999999985
2020-01-02,0,0,-0.11899999999999994
2020-01-03,0,1,-0.080325
2020-01-04,0,0,-0.05944049999999999
2020-01-05,0,0,-0.04656172499999999
2020-01-06,3,3,-0.037914547500000007
2020-01-07,1,3,0.96824656646875
2020-01-08,2,0,-0.3271668264656251
2020-01-09,3,5,0.895
2020-01-10,0,2,-0.35950000000000004
2020-01-11,0,0,-0.14516249999999992
2020-01-12,0,0,-0.08922024999999997
2020-01-13,1,2,-0.06344336249999999
2020-01-14,0,5,4.95132247625
2020-01-15,0,3,0.46084242073437465
2020-01-16,1,2,3.8424593130171876
2020-01-17,1,8,3.976623283234375
2020-01-18,1,0,-2.6583959132328125
2020-01-19,0,2,0.8435737500000005
2020-01-20,2,4,3.6663426875000003
2020-01-21,3,9,-1.2409243437500002
2020-01-22,2,17,0.6439760561718753
2020-01-23,4,5,-0.41696704344531255
2020-01-24,0,13,-1.0500470527937502
2020-01-25,1,2,0.3774971582421873
2020-01-26,0,0,-0.7053645893968751
2020-01-27,1,7,3.64557633521875
2020-01-28,2,10,-1.4612896590437505
2020-01-29,0,5,0.3948483070703126
2020-01-30,1,11,2.3679856294859376
2020-01-31,1,18,-1.23197440573125
2020-02-01,1,0,0.4740783130171877
2020-02-02,0,0,-0.627662666765625
2020-02-03,1,19,1.6553797417671876
