,containerd/containerd,canonical/lxd,moby/moby
2016-02-05,0.0,3,33.0
2016-02-06,0.0,0,-5.1999999999999975
2016-02-07,0.0,0,-2.1599999999999993
2016-02-08,0.0,1,14.927999999999999
2016-02-09,0.0,13,23.5152
2016-02-10,0.0,16,18.358784000000004
2016-02-11,10.0,19,33.03459840000001
2016-02-12,2.000000000000001,5,11.13230592
2016-02-13,-3.5999999999999996,1,-20.959358975999997
2016-02-14,-1.3599999999999999,1,-11.7866696704
2016-02-15,-0.8000000000000005,4,-0.3149958144000031
2016-02-16,2.4508799999999997,2,18.450612735999997
2016-02-17,0.3906560000000001,20,23.336157696
2016-02-18,-1.4814847999999998,15,17.8152915968
2016-02-19,2.30621952,9,4.350666547200007
2016-02-20,-1.6717158399999998,1,-8.424336179199997
2016-02-21,0.3901550591999998,6,-8.219250892800002
2016-02-22,0.2792064000000001,3,3.752961126399999
2016-02-23,3.25416192,11,18.580268441599998
2016-02-24,-1.9560642559999997,30,13.175183052800001
2016-02-25,9.2768045056,11,17.9868061696
2016-02-26,5.591740006400001,17,-1.6379760639999965
2016-02-27,-5.464782335999999,8,-2.4086540287999973
2016-02-28,-2.0395362304,0,-4.706363392
2016-02-29,6.818620928,10,39.9313399808
2016-03-01,0.9830438912000004,7,29.757880934400003
2016-03-02,-3.5625730048,16,10.439521484800004
2016-03-03,-1.5765302272000001,4,10.863724544000004
2016-03-04,-0.9880627200000003,1,0.690656563200001
2016-03-05,-0.7271546880000004,0,-16.8724685824
2016-03-06,-0.4614471680000001,0,-7.768991641600001
2016-03-07,2.73821952,19,4.7472986112
2016-03-08,-0.4130984959999997,15,13.85487616
2016-03-09,1.0618361856000003,10,9.367788851200004
2016-03-10,-1.1759907839999997,19,8.594702643200002
2016-03-11,6.5712,12,24.4502086656
2016-03-12,-1.0594559999999995,1,-9.057534668799995
2016-03-13,-1.8220416,0,-8.22109952
2016-03-14,2.17402112,0,20.0736854016
2016-03-15,2.2710359039999997,28,22.5704059904
2016-03-16,0.6568446976000004,5,15.684477747200003
2016-03-17,7.8642440192,8,17.045790822400004
2016-03-18,-0.9409166335999988,4,6.934684262400005
2016-03-19,-1.3910871039999995,2,-11.828992409599998
2016-03-20,-2.3533961216,3,-5.095667814400002
2016-03-21,8.8255832064,8,24.4561252352
2016-03-22,6.218241024000001,6,17.4761307136
2016-03-23,1.813231001600002,17,13.300912947200004
2016-03-24,-2.592122163199999,3,12.524873011200004
2016-03-25,6.4106397695999995,7,24.091699712
2016-03-26,-4.854465535999999,4,-21.991692902399997
2016-03-27,-2.7654080512000005,1,-3.189643776000004
2016-03-28,6.4136868864,8,29.1678199808
2016-03-29,1.69280512,3,18.430389862400002
2016-03-30,-0.21166847999999927,2,6.575872921600006
2016-03-31,3.5912788992000007,15,19.031505920000004
2016-04-01,-1.3513211904000002,7,-19.5224594432
2016-04-02,-1.9935381504,6,-15.565547827200003
2016-04-03,-1.8809548800000004,5,-8.325719756800003
2016-04-04,3.9794501631999997,8,6.7608330239999965
2016-04-05,1.2782141440000006,7,2.3941178367999996
2016-04-06,4.2409998336,8,48.328596172800005
2016-04-07,2.0351526912000004,9,-0.6934280191999953
2016-04-08,-3.9393574911999996,12,19.564636672000002
2016-04-09,-1.6375847936000003,3,-2.609383935999997
2016-04-10,-0.9633741824000005,3,-5.56025344
2016-04-11,0.34423224319999957,3,2.197254451199999
2016-04-12,-0.8897151999999999,0,8.397161267199998
2016-04-13,1.489013248,5,10.3009765376
2016-04-14,1.8684940288000003,4,19.2891137024
2016-04-15,0.3378786304000003,0,22.2255138816
2016-04-16,-1.3947409407999998,0,-15.152884633599996
2016-04-17,2.4618368,0,-13.760124415999998
2016-04-18,4.46892544,4,15.2843449344
2016-04-19,-1.994138112,2,12.0017130496
2016-04-20,0.5096671232000001,0,4.479490867199999
2016-04-21,3.439850496,1,8.592713318400001
2016-04-22,6.248739430400001,4,1.577948979200002
2016-04-23,-4.6869074944,0,-6.271959961599999
2016-04-24,-1.7316391936000002,13,-6.549547520000001
2016-04-25,-1.0225576960000002,2,25.1602668544
2016-04-26,15.2822142976,6,2.214271078400003
2016-04-27,-5.913069772799998,6,1.6659196928000028
2016-04-28,0.3383688192000003,8,7.261491302400001
2016-04-29,0.3892900864000004,4,10.1968303104
2016-04-30,-2.4899921920000003,0,-7.637964287999999
2016-05-01,-1.1880154112000003,6,-3.7825590272000014
2016-05-02,3.2858368,1,13.5928030208
2016-05-03,-2.1315481599999995,2,5.5179327488
2016-05-04,1.100392448,5,11.393659494400001
2016-05-05,-1.3999275007999996,2,4.002599628800002
2016-05-06,2.4802230272,1,12.182204211200002
2016-05-07,-1.5316696063999997,2,1.5017640960000023
2016-05-08,-0.5734472704000001,0,-9.0943880192
2016-05-09,7.67461376,6,10.674313113599998
2016-05-10,-3.431349247999999,3,-0.2795337727999989
2016-05-11,-1.1377897472,6,8.6536896512
2016-05-12,0.388798976,0,20.4566762496
2016-05-13,1.1864920063999997,0,-6.674246451199998
2016-05-14,-1.2050831359999998,2,3.873012428800001
2016-05-15,-0.5261000704000001,0,-7.235532492799999
2016-05-16,-0.31656448000000004,0,6.439367577599999
2016-05-17,0.765602304,5,0.2796871680000006
2016-05-18,4.4147475456,1,7.4431162368
2016-05-19,-1.1842969599999997,3,4.493444710400002
2016-05-20,-1.1158968319999998,1,6.376678604800002
2016-05-21,-0.5247095808,0,1.5277193216000011
2016-05-22,-0.32754831360000025,0,1.0254731263999997
2016-05-23,0.7856767999999998,1,12.0813990912
2016-05-24,-0.56313856,0,29.464232448
2016-05-25,1.750028288,6,32.956907724800004
2016-05-26,1.0290527232000002,5,-5.267381759999999
2016-05-27,-0.1607464959999998,4,10.466000691200001
2016-05-28,-0.8107501568,0,-15.637223935999998
2016-05-29,-0.3541632000000001,0,-4.884880281600001
2016-05-30,-0.2254745600000001,0,-1.4586850304000016
2016-05-31,0.8374138879999999,10,20.418410803199997
2016-06-01,-0.5254176768,17,9.668574003200003
2016-06-02,-0.21001574399999998,13,16.916362854400003
2016-06-03,0.8617217024,11,27.394592256000003
2016-06-04,-0.48235202559999996,0,-10.162804223999995
2016-06-05,-0.16275015680000002,13,12.7889757184
2016-06-06,0.9130368,3,29.9742321664
2016-06-07,0.5400294400000001,4,21.231370137600003
2016-06-08,-0.5651077119999999,3,8.4099801088
2016-06-09,4.7802386432,4,6.825948672000003
2016-06-10,-2.1239705599999996,8,11.776392806399997
2016-06-11,-0.686707712,1,-7.946246656
2016-06-12,-0.3857133568,0,-2.4416750592000014
2016-06-13,2.7506662399999997,8,16.7445523456
2016-06-14,-1.3832862719999999,2,73.5557020672
2016-06-15,0.49723013120000004,1,7.683841331200007
2016-06-16,1.3033490432000001,11,28.028279091200005
2016-06-17,0.8794214400000002,0,10.024376627200006
2016-06-18,-1.2578467839999998,0,-11.913362841600005
2016-06-19,-0.47848960000000007,0,-7.875492864000002
2016-06-20,-0.2962636800000001,1,6.195216179199999
2016-06-21,-0.2115343360000001,4,21.284850380800002
2016-06-22,1.8374045695999999,10,-0.8113822719999959
2016-06-23,-0.8978232319999998,5,8.140350566400002
2016-06-24,-0.3198507008,2,13.497503334400001
2016-06-25,-0.18390773759999998,0,-20.1667336192
2016-06-26,-0.10879631360000008,0,-8.518254592
2016-06-27,1.940096,3,18.6390437888
2016-06-28,0.15407360000000014,5,8.321059430399998
2016-06-29,0.32325888000000014,1,16.863698944
