,twbs/bootstrap,ant-design/ant-design,mui/material-ui
2019-08-07,2,13.0,2
2019-08-08,5,10.4,3
2019-08-09,1,18.36,8
2019-08-10,0,-4.064,4
2019-08-11,0,-2.2208000000000023,2
2019-08-12,2,15.815231999999998,0
2019-08-13,1,0.8872575999999999,6
2019-08-14,2,14.197386239999997,4
2019-08-15,0,5.114806784,2
2019-08-16,5,31.6792767488,4
2019-08-17,4,8.661838540800002,7
2019-08-18,9,-6.733762252800002,0
2019-08-19,1,4.008171827199996,1
2019-08-20,0,-1.136822886400001,6
2019-08-21,0,-0.03940433920000075,12
2019-08-22,6,8.6197615616,5
2019-08-23,7,10.3373790208,9
2019-08-24,0,-4.548197478399998,6
2019-08-25,1,-0.16498913279999883,1
2019-08-26,2,7.5949072384,6
2019-08-27,9,10.5977178112,1
2019-08-28,1,8.356732518400001,7
2019-08-29,5,8.056683110399998,2
2019-08-30,10,2.7785324543999996,4
2019-08-31,1,-0.43342100479999957,4
2019-09-01,0,-3.314800128000001,4
2019-09-02,5,32.0163291136,8
2019-09-03,1,8.7233983488,13
2019-09-04,0,-0.27043123200000085,8
2019-09-05,2,17.7607670784,9
2019-09-06,9,9.315329228800001,7
2019-09-07,1,-2.360334131200001,3
2019-09-08,0,11.014803148799999,3
2019-09-09,0,0.6597725183999987,1
2019-09-10,0,-2.998466047999999,5
2019-09-11,0,1.4129895424000005,4
2019-09-12,0,4.7894228992,0
2019-09-13,2,1.4521229312000008,7
2019-09-14,0,7.931167436800001,4
2019-09-15,2,-3.9008186367999995,4
2019-09-16,7,8.031625216,3
2019-09-17,0,11.663490969600002,6
2019-09-18,0,11.338595123200001,4
2019-09-19,0,2.5046689792,3
2019-09-20,0,1.5772011519999989,4
2019-09-21,0,-0.7252472832000008,4
2019-09-22,0,-2.8095395840000004,12
2019-09-23,0,11.1817619456,6
2019-09-24,5,3.1254732800000005,1
2019-09-25,0,16.531216896,7
2019-09-26,1,4.064161792000002,3
2019-09-27,3,-0.8502580224000003,2
2019-09-28,0,21.6359707648,3
2019-09-29,0,1.9656943615999998,2
2019-09-30,0,-3.2391770112000025,2
2019-10-01,1,-1.4238632960000008,8
2019-10-02,7,-2.7397819392000002,7
2019-10-03,6,-1.8228220927999992,9
2019-10-04,0,-1.364715007999999,8
2019-10-05,0,6.092456448,1
2019-10-06,0,0.9461597184000019,1
2019-10-07,1,3.3240657920000007,3
2019-10-08,3,3.2491469824,7
2019-10-09,1,4.1670858752,8
2019-10-10,1,2.8555092991999995,5
2019-10-11,0,6.892390399999999,6
2019-10-12,4,5.03654656,2
2019-10-13,0,-3.1429181440000002,1
2019-10-14,1,9.2895578112,12
2019-10-15,0,12.6693669888,4
2019-10-16,2,10.083386368,3
2019-10-17,2,1.5705461759999997,4
2019-10-18,3,5.799874457599999,8
2019-10-19,0,0.5742540799999993,5
2019-10-20,1,4.499381350399999,6
2019-10-21,0,2.2889504767999993,4
2019-10-22,6,1.6697236479999993,6
2019-10-23,0,6.948371353600001,3
2019-10-24,0,-0.8225803263999989,8
2019-10-25,3,2.39494656,4
