,blevesearch/bleve,apache/solr,elastic/elasticsearch
2015-07-25,0,2,-6.77092408240156
2015-07-26,0,3,-2.630433469198433
2015-07-27,0,5,26.699175817314067
2015-07-28,2,8,15.488980442445317
2015-07-29,2,5,25.530822198137503
2015-07-30,0,9,23.568450925821875
2015-07-31,4,4,13.422334004739064
2015-08-01,0,6,-0.7751892528749984
2015-08-02,0,4,1.045434830726566
2015-08-03,2,14,41.94875712143282
2015-08-04,0,5,54.290910395709375
2015-08-05,0,16,15.115187391843747
2015-08-06,1,16,42.219559005760935
2015-08-07,0,10,14.291005943417186
2015-08-08,0,2,-5.912776630140621
2015-08-09,0,15,6.9317380904531305
2015-08-10,0,9,40.198021328492196
2015-08-11,2,5,37.12292836786719
2015-08-12,2,6,43.80781451067969
2015-08-13,0,10,14.490205557417186
2015-08-14,3,6,47.72832680082031
2015-08-15,0,9,4.2797200683281265
2015-08-16,0,3,2.5010097456062557
2015-08-17,2,2,42.13512539499063
2015-08-18,1,3,68.03431794011563
2015-08-19,0,4,26.91698583642969
2015-08-20,0,8,22.819139689804686
2015-08-21,0,4,40.949508312704694
2015-08-22,0,1,4.821561088976566
2015-08-23,0,2,-2.2880637497468683
2015-08-24,0,4,41.11166669930469
2015-08-25,2,7,27.04828033864063
2015-08-26,0,11,12.930284451071879
2015-08-27,0,12,29.380764524107814
2015-08-28,0,4,43.778514547281254
2015-08-29,0,5,-4.023353415018748
2015-08-30,0,2,3.7041107474171913
2015-08-31,0,3,61.94189130758126
2015-09-01,0,6,28.819189083050002
2015-09-02,6,12,47.367692882248434
2015-09-03,0,6,39.724421511112496
2015-09-04,1,3,24.48329838263125
2015-09-05,0,0,-8.411651873142183
2015-09-06,0,0,-2.566757759962491
2015-09-07,0,1,11.108885368378136
2015-09-08,0,4,26.68924138634376
2015-09-09,1,15,65.10498134873282
2015-09-10,5,11,55.87655645045781
2015-09-11,0,5,54.360517351654686
2015-09-12,0,13,-0.5337041903953175
2015-09-13,0,9,-0.8043983023249961
2015-09-14,0,3,39.50695200286563
2015-09-15,0,4,28.71593865160626
2015-09-16,2,4,32.43239662542501
2015-09-17,1,1,46.821367945475004
2015-09-18,0,9,31.08741283411563
2015-09-19,0,0,-2.041859743204686
2015-09-20,0,2,-4.321074834110933
2015-09-21,3,1,23.018635910407824
2015-09-22,0,2,38.519659548493756
2015-09-23,3,7,77.30940418375313
2015-09-24,0,3,20.45062898322812
2015-09-25,1,0,42.32696705035
2015-09-26,0,0,18.30841714202969
2015-09-27,0,0,-7.70531166493593
2015-09-28,4,3,-3.156274169370305
2015-09-29,7,4,32.187659271704696
2015-09-30,0,2,42.56662899079063
2015-10-01,0,3,8.449076881539064
2015-10-02,5,3,16.770828763128126
2015-10-03,2,0,0.4003207614500024
2015-10-04,1,2,5.283693245126569
2015-10-05,3,2,44.03185974664063
2015-10-06,1,6,53.65042846963125
2015-10-07,0,8,39.75273532331406
2015-10-08,0,5,70.26280972288906
2015-10-09,5,7,26.807977441421873
2015-10-10,0,4,-11.794111356771873
2015-10-11,0,2,-0.18101096447186915
2015-10-12,2,8,5.162144719592199
2015-10-13,5,2,38.554297103640636
2015-10-14,2,2,21.637093409321878
2015-10-15,0,3,17.132884935776566
2015-10-16,5,5,10.906077722687503
2015-10-17,0,1,-5.031176226551558
2015-10-18,1,5,0.48169703477656745
2015-10-19,5,4,23.27379760014063
2015-10-20,10,13,34.369629829076565
2015-10-21,0,9,23.329981649417185
2015-10-22,0,5,7.234375716699999
2015-10-23,2,6,10.832786053531251
2015-10-24,0,9,4.244184306070316
2015-10-25,0,1,-3.814763018662496
2015-10-26,4,6,44.51779580540157
2015-10-27,5,6,36.3773794227
2015-10-28,3,8,43.03255606395625
2015-10-29,1,3,21.499940663129685
2015-10-30,1,2,24.726483289203124
2015-10-31,0,0,0.8350050399968758
2015-11-01,0,2,-5.854418795215619
2015-11-02,3,7,26.02904831592657
2015-11-03,1,8,34.96401596201563
2015-11-04,6,8,24.052200324889064
2015-11-05,1,14,29.32756363090781
2015-11-06,0,5,33.86211572843281
2015-11-07,0,3,17.216372975620313
2015-11-08,0,5,17.37537592417344
2015-11-09,0,7,35.904708427176566
2015-11-10,0,11,24.206779913281252
2015-11-11,0,7,16.35211234778125
2015-11-12,5,9,15.240091743276565
2015-11-13,1,7,27.91215531977188
2015-11-14,0,1,-2.9524958554859335
2015-11-15,0,0,0.7762478613343813
2015-11-16,0,3,37.93039040742501
2015-11-17,2,7,25.97707618817969
2015-11-18,1,4,38.714627567689064
2015-11-19,4,3,36.28124583967343
2015-11-20,0,7,35.64084255599219
2015-11-21,1,0,-2.8572711201234373
2015-11-22,0,4,9.549004143664067
2015-11-23,11,10,47.131631204226565
2015-11-24,5,11,44.70162693687813
2015-11-25,0,9,38.118002023975
2015-11-26,0,3,3.907271323845313
2015-11-27,0,1,4.994747778893755
2015-11-28,0,0,2.5617667264296955
2015-11-29,0,0,15.884720642273447
2015-11-30,7,8,37.514242197748445
2015-12-01,1,13,27.102635809596876
2015-12-02,0,5,21.868170359001564
2015-12-03,0,7,36.36063976904375
2015-12-04,1,6,61.207816116754685
2015-12-05,0,5,-3.8778241359921886
2015-12-06,3,3,0.6178046911421902
2015-12-07,0,17,15.238123877598444
2015-12-08,3,3,28.785534893323447
2015-12-09,0,6,47.42554644790782
2015-12-10,0,5,29.04179326077344
2015-12-11,0,8,32.50982731373438
2015-12-12,0,0,-0.817516342674999
2015-12-13,0,1,-6.631641764140619
2015-12-14,0,3,20.868365866837507
2015-12-15,1,10,33.366806300134385
2015-12-16,2,8,52.47739535994844
2015-12-17,0,10,53.58177351663281
2015-12-18,0,15,50.85244304791406
2015-12-19,0,0,8.071976088192184
2015-12-20,1,0,-0.3952201861499969
2015-12-21,2,10,68.20384443342657
2015-12-22,0,7,36.70170777085938
2015-12-23,0,6,8.928106153992193
2015-12-24,0,4,-0.4077716273390575
2015-12-25,4,0,-7.027846561406239
2015-12-26,0,0,-4.716474766034364
2015-12-27,0,2,-3.2971897368421788
2015-12-28,0,1,23.736129198354696
2015-12-29,0,14,12.64174272225469
2015-12-30,1,2,12.679812988289063
2015-12-31,0,4,5.081678386160936
2016-01-01,2,0,-2.9492157203953115
2016-01-02,13,0,0.2646123271765648
2016-01-03,1,1,1.5760404250000029
2016-01-04,0,11,24.637862435000002
2016-01-05,5,7,30.40182606284375
2016-01-06,3,12,62.61509256405
2016-01-07,14,9,51.42949391937343
2016-01-08,3,13,24.030205414748433
2016-01-09,0,3,-7.44182360282344
2016-01-10,3,2,5.138850460218756
2016-01-11,1,14,29.67470132838126
2016-01-12,10,9,43.695515531485945
2016-01-13,7,5,29.305141834034377
2016-01-14,6,8,31.474386819965623
2016-01-15,2,10,27.221635789853128
2016-01-16,0,2,-8.28856424023906
2016-01-17,1,4,-0.4570893110390557
2016-01-18,0,12,96.74319309550626
2016-01-19,1,12,59.71482542030781
2016-01-20,0,7,30.641277281195308
2016-01-21,4,9,23.47372905430781
2016-01-22,2,16,36.98351889370782
2016-01-23,0,5,-10.613938544301556
2016-01-24,0,12,-6.097492850595302
2016-01-25,1,5,15.880365598635947
2016-01-26,0,11,32.843972733992196
2016-01-27,1,10,62.81241376247969
2016-01-28,1,9,34.434880764173435
2016-01-29,2,11,34.37540368482031
2016-01-30,0,1,-3.5236826747937506
2016-01-31,0,4,-2.831799943490619
2016-02-01,1,9,41.14348247569845
2016-02-02,1,10,54.772826532885944
2016-02-03,2,13,48.70346363038594
2016-02-04,0,14,38.54902668698906
2016-02-05,5,5,19.761746652479687
2016-02-06,0,14,-7.195333226106246
2016-02-07,0,17,-3.543359165226555
2016-02-08,1,12,23.195625465185948
2016-02-09,4,23,36.53398432738751
2016-02-10,0,9,47.4507411508625
2016-02-11,0,20,33.466472850548435
2016-02-12,0,4,31.841200316546875
2016-02-13,0,4,1.0769488779171894
2016-02-14,0,2,7.20659409105313
2016-02-15,0,6,19.16582047084532
2016-02-16,0,6,-5.5276729607953055
2016-02-17,1,1,-4.375171870678118
2016-02-18,1,9,-2.161962597920306
2016-02-19,0,13,0.6272441053000066
2016-02-20,3,5,4.153701258012504
2016-02-21,2,7,12.278017940318753
2016-02-22,3,12,21.706989321135936
2016-02-23,4,25,2.3530102928562484
2016-02-24,1,16,26.515973111085938
2016-02-25,0,8,16.70104591371406
2016-02-26,2,7,14.580644023234376
2016-02-27,0,11,11.529788855917188
2016-02-28,0,0,5.696780516798439
2016-02-29,0,13,38.30763146756563
2016-03-01,2,14,33.367476762121875
2016-03-02,4,21,32.33107995729375
2016-03-03,2,17,29.727586948581248
2016-03-04,1,12,27.365133774379686
2016-03-05,2,10,2.3793033844484395
2016-03-06,0,1,3.7494173060671923
2016-03-07,4,10,30.826674486768756
2016-03-08,1,25,31.82412747798438
2016-03-09,4,13,37.70812084786563
2016-03-10,1,9,46.621011220437495
2016-03-11,3,11,30.069777301468747
2016-03-12,0,7,-9.234306948678123
2016-03-13,3,9,5.88759220303438
2016-03-14,4,8,35.587267439448446
2016-03-15,0,10,39.11524497732813
2016-03-16,2,8,26.508645123596878
2016-03-17,0,8,28.92384609987969
2016-03-18,0,0,11.809760195721877
2016-03-19,0,4,-2.4995986719031205
2016-03-20,2,11,-2.0560253844890557
2016-03-21,0,9,25.31444725752657
2016-03-22,2,11,43.28782776217813
2016-03-23,0,15,50.57414254429219
2016-03-24,1,7,64.48876069224843
2016-03-25,0,12,31.836204980362496
2016-03-26,0,3,-7.651393738443751
2016-03-27,0,4,-6.210505169582808
2016-03-28,1,12,15.899569244523448
2016-03-29,0,3,57.979603761189075
2016-03-30,0,6,81.46450317244219
2016-03-31,2,6,35.835978476567185
2016-04-01,0,10,8.72095059295781
2016-04-02,0,4,2.1041234266015643
2016-04-03,9,3,-4.2796395749296785
2016-04-04,0,11,19.87797135559064
2016-04-05,0,8,16.616235614135945
2016-04-06,0,9,41.40635087124532
2016-04-07,1,16,18.923957356512503
2016-04-08,6,12,9.156903385396877
2016-04-09,0,6,-5.01761100817656
2016-04-10,0,4,-3.6874111632281195
2016-04-11,0,13,17.40878613677188
2016-04-12,0,8,29.017632503251566
2016-04-13,0,17,55.17427646724219
2016-04-14,0,11,46.642052909423434
2016-04-15,2,21,36.4284374650875
2016-04-16,0,8,-10.371620388521878
2016-04-17,1,6,-4.918854306126557
2016-04-18,1,19,40.755659059964074
2016-04-19,0,16,40.22098350093751
2016-04-20,2,12,6.491493198515627
2016-04-21,0,8,12.83614669486094
2016-04-22,1,9,34.39651149268282
2016-04-23,1,2,-5.106262216246872
2016-04-24,0,6,-4.817334327939058
2016-04-25,0,11,16.88482075573438
2016-04-26,1,14,26.562939941760945
2016-04-27,0,8,21.999258971132814
2016-04-28,1,17,36.868895382525
2016-04-29,2,17,22.3231745153625
2016-04-30,0,2,-7.289431473109375
2016-05-01,0,4,-4.289967393020309
2016-05-02,0,6,15.150150629892194
2016-05-03,0,20,10.983297555937506
2016-05-04,0,17,34.86531271329688
2016-05-05,0,20,17.511833493198438
2016-05-06,0,11,35.066158781821876
2016-05-07,0,6,-2.539739049514064
2016-05-08,0,7,-4.565470551078121
2016-05-09,0,4,22.084930030000002
2016-05-10,0,6,42.271581934468756
2016-05-11,0,4,26.36765425536875
2016-05-12,0,7,25.386878031851563
2016-05-13,0,14,47.23609112997344
2016-05-14,0,3,11.022601974246875
2016-05-15,0,0,-0.69675708155156
2016-05-16,0,7,31.619716743570315
2016-05-17,1,7,35.510089775859385
2016-05-18,1,11,37.04395213986719
2016-05-19,0,10,34.11733937452969
2016-05-20,0,9,44.9392993780125
2016-05-21,0,0,0.5956716917046876
2016-05-22,0,3,4.1999829509453175
2016-05-23,0,8,23.822192106885943
2016-05-24,0,20,31.77712443692032
2016-05-25,0,9,28.461995168998442
2016-05-26,5,10,16.23532261973594
2016-05-27,0,5,21.334773566909377
2016-05-28,0,4,-4.555715232440621
2016-05-29,0,0,-1.8153071256640576
2016-05-30,0,5,4.563882388381256
2016-05-31,0,2,31.669884512850007
2016-06-01,6,14,39.160479892562506
2016-06-02,0,6,13.246038650770313
2016-06-03,1,3,88.75268115202968
2016-06-04,0,3,-13.139841017101569
2016-06-05,0,1,-5.77824760133906
2016-06-06,1,7,32.43001224584532
2016-06-07,0,8,37.871297757017196
2016-06-08,3,5,20.09770838041563
2016-06-09,3,11,23.791944766789065
2016-06-10,7,9,28.79908666880469
2016-06-11,0,3,7.40884009776094
2016-06-12,0,6,-3.797445399664058
2016-06-13,0,12,23.78458861323438
2016-06-14,2,11,37.08541037213594
2016-06-15,1,1,47.94334702921719
2016-06-16,1,3,39.84972231592968
2016-06-17,0,6,26.45678804870781
2016-06-18,0,3,0.27446745977187526
2016-06-19,0,4,-2.805788240829682
2016-06-20,0,11,34.12016038787813
2016-06-21,1,12,40.557439039204695
2016-06-22,1,3,35.602102304321875
2016-06-23,0,3,20.04602703707969
2016-06-24,0,3,7.245857220956253
2016-06-25,0,4,-3.790408470874995
2016-06-26,3,1,-1.5425504464859294
2016-06-27,0,4,29.577178718828133
2016-06-28,0,10,29.133849899746878
2016-06-29,0,6,36.92873352009844
2016-06-30,0,5,61.59704015507187
2016-07-01,1,8,54.41030431791406
2016-07-02,0,3,-5.736865960578129
2016-07-03,0,0,-7.768950330871872
2016-07-04,0,6,20.767824089595322
2016-07-05,0,8,26.400243694126573
2016-07-06,1,19,20.300140400767194
