,playcanvas/engine,BabylonJS/Babylon.js,mrdoob/three.js
2013-06-27,0,3.0,0
2013-06-28,4,1.6999999999999997,0
2013-06-29,0,-0.3350000000000003,18
2013-06-30,0,-0.17550000000000013,11
2013-07-01,0,0.8810125000000002,7
2013-07-02,0,-0.1896752499999998,2
2013-07-03,0,-0.1167195374999998,4
2013-07-04,0,-0.08810511374999984,2
2013-07-05,0,3.928445168453125,4
2013-07-06,0,0.5395500663609374,0
2013-07-07,0,-0.3099597175718751,12
2013-07-08,2,1.8299063037499999,9
2013-07-09,6,-0.32071831301562487,0
2013-07-10,3,-0.18352835253593724,2
2013-07-11,5,-0.12576479999999984,13
2013-07-12,0,-0.09886179749999968,11
2013-07-13,0,0.9183995516875002,13
2013-07-14,0,-0.1694877481593749,15
2013-07-15,0,0.9244137549640625,16
2013-07-16,4,-0.14763662603125005,2
2013-07-17,0,1.9175397949281252,1
2013-07-18,0,0.7553832499999998,3
2013-07-19,0,6.7761754875,16
2013-07-20,0,1.1707895537499993,1
2013-07-21,0,-0.6075553255156252,10
2013-07-22,0,5.638111451214063,20
2013-07-23,1,0.14635341198437513,24
2013-07-24,0,-0.5678905075359371,13
2013-07-25,0,-0.37059790978124973,11
2013-07-26,2,-0.2828209168374992,0
2013-07-27,0,-0.21492743614531185,1
2013-07-28,0,-0.17301741878281202,0
2013-07-29,1,0.9034781049281253,0
2013-07-30,0,-0.1685035743437499,11
2013-07-31,0,-0.10496142823124988,8
2013-08-01,0,-0.0368988525359375,0
2013-08-02,0,-0.020662499999999924,7
2013-08-03,4,-0.016116749999999947,0
2013-08-04,0,-0.01316201249999996,1
2013-08-05,0,0.98890630375,1
2013-08-06,0,-0.10956831301562506,2
2013-08-07,2,-0.05339885253593751,1
2013-08-08,3,3.9715,0
2013-08-09,3,-0.4206625000000003,2
2013-08-10,0,-0.1961167500000001,3
2013-08-11,0,-0.12716201250000006,7
2013-08-12,0,-0.09374369624999966,1
2013-08-13,4,0.9259646869843752,11
2013-08-14,2,1.8389530974640627,10
2013-08-15,7,-0.2893747850000001,4
2013-08-16,1,-0.15677325206249998,6
2013-08-17,0,1.8887420898562501,9
2013-08-18,0,-0.25744174999999997,2
2013-08-19,0,-0.13539551249999993,6
2013-08-20,0,-0.09441772124999993,14
2013-08-21,0,0.9269192944843753,6
2013-08-22,0,-0.15976897856718741,2
2013-08-23,0,-0.0881217300718749,9
2013-08-24,3,-0.050687392499999956,3
2013-08-25,1,-0.039799126031249875,0
2013-08-26,9,-0.032914455071874904,0
2013-08-27,0,1.9868379875,0
2013-08-28,2,1.78890630375,0
2013-08-29,6,0.7004316869843747,0
2013-08-30,6,0.7446011474640624,1
2013-08-31,4,-0.243325,0
2013-09-01,0,-0.14705849999999981,0
2013-09-02,8,-0.10772002499999977,0
2013-09-03,3,-0.08529066749999972,0
2013-09-04,0,2.92939721896875,3
2013-09-05,0,-0.3601900398531251,9
2013-09-06,3,-0.1724597143375,5
2013-09-07,0,-0.10346716555156252,0
2013-09-08,0,-0.07038635253593725,0
2013-09-09,3,-0.048350249999999845,1
2013-09-10,0,-0.03948603749999988,4
2013-09-11,0,-0.0332810887499999,6
2013-09-12,1,-0.028704939046874926,4
2013-09-13,0,1.9748034423921876,1
2013-09-14,0,11.8,0
