,ruby/ruby,php/php-src,python/cpython
2000-01-05,2.0,6,0
2000-01-06,-0.20000000000000018,2,0
2000-01-07,0.9099999999999999,5,2
2000-01-08,1.843,1,0
2000-01-09,-0.28632500000000005,2,4
2000-01-10,-0.15073349999999996,4,0
2000-01-11,-0.10398652499999989,0,0
2000-01-12,-0.07962914249999972,8,3
2000-01-13,-0.06453213853124981,4,4
2000-01-14,-0.05421542632187484,1,1
2000-01-15,-0.03175570551562491,19,0
2000-01-16,-0.02753547856718743,11,0
2000-01-17,0.983202294928125,5,10
2000-01-18,0.8999999999999999,5,1
2000-01-19,-0.14500000000000013,10,1
2000-01-20,-0.07350000000000005,2,6
2000-01-21,0.9508375,0,1
2000-01-22,-0.13677924999999996,1,0
2000-01-23,-0.07427876249999994,0,0
2000-01-24,-0.05275570874999995,5,4
2000-01-25,-0.041324509265624865,1,0
2000-01-26,-0.0340839155515624,5,0
2000-01-27,-0.02156086503593744,3,0
2000-01-28,-0.011093696249999967,16,0
2000-01-29,-0.009568313015624975,12,0
2000-01-30,-0.008398852535937478,8,6
2000-01-31,0.0,9,1
2000-02-01,2.0,17,2
2000-02-02,0.7999999999999998,17,6
2000-02-03,-0.19000000000000017,10,8
2000-02-04,-0.10200000000000008,4,9
2000-02-05,-0.06982499999999987,19,4
2000-02-06,-0.05289599999999982,9,0
2000-02-07,-0.04244077499999987,7,3
2000-02-08,2.964650595,10,9
2000-02-09,-0.33023032228125015,11,5
2000-02-10,-0.16136601808750003,36,16
2000-02-11,-0.09389885253593754,14,5
2000-02-12,-0.06198749999999977,11,1
2000-02-13,-0.048350249999999845,17,0
2000-02-14,-0.03948603749999988,9,12
2000-02-15,-0.0332810887499999,12,23
2000-02-16,-0.028704939046874926,20,8
2000-02-17,1.9748034423921876,15,14
2000-02-18,0.7999999999999998,13,11
2000-02-19,-0.19000000000000017,20,1
2000-02-20,-0.10200000000000008,10,0
2000-02-21,1.9301750000000002,15,6
2000-02-22,-0.252896,17,2
2000-02-23,2.867559225,30,10
2000-02-24,-0.3923494050000002,33,7
2000-02-25,0.7934446777187502,14,10
2000-02-26,0.7559004819125,28,4
2000-02-27,-0.2417103775359373,15,3
2000-02-28,-0.14403764249999984,11,10
2000-02-29,0.8922148364687502,11,8
2000-03-01,-0.18685804382187482,14,10
2000-03-02,-0.10298370154687486,14,8
2000-03-03,-0.07795226635781238,15,11
2000-03-04,-0.041324509265624865,10,0
2000-03-05,0.9659160844484376,13,0
2000-03-06,1.8784391349640626,26,20
2000-03-07,0.7439063037499998,23,17
2000-03-08,1.7719316869843749,5,2
2000-03-09,0.6689386474640624,13,3
2000-03-10,-0.27594175,17,38
2000-03-11,-0.16805801249999985,14,1
2000-03-12,-0.12335947124999971,15,0
2000-03-13,0.9021862819843753,18,9
2000-03-14,-0.18106994981718735,11,2
2000-03-15,1.8932845769125002,15,1
2000-03-16,-0.26712917481718756,19,4
2000-03-17,0.8629714819125001,5,5
2000-03-18,-0.18151560253593757,13,9
2000-03-19,-0.09948701249999983,15,0
2000-03-20,-0.07182719624999988,5,2
2000-03-21,-0.056554838015624824,6,3
2000-03-22,-0.04670299503593736,4,13
2000-03-23,0.9677013614687501,5,4
2000-03-24,-0.12789140132187501,4,6
2000-03-25,-0.05456831301562501,13,1
2000-03-26,1.9631011474640625,22,7
2000-03-27,0.7793374999999999,14,4
2000-03-28,-0.2061167500000001,7,21
2000-03-29,-0.11516201250000005,15,29
2000-03-30,-0.08091869624999984,28,20
